Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
David Akinyooye,0.0,20,0,285,36,84,0.428571428571,3,14,0.214285714286,33,70,0.471,0.446428571429,14,20,0.7,24,34,58,4,3,6,13,34,89
David Bailey,0.0,242,206,7728,1070,2498,0.428342674139,291,791,0.36788874842,779,1707,3.101,0.486589271417,702,884,0.794117647059,201,611,812,1331,322,15,663,676,3133
David Bell,0.0,106,47,2854,402,997,0.403209628887,213,501,0.425149700599,189,496,1.13,0.510030090271,269,308,0.873376623377,38,231,269,271,91,3,166,185,1286
David Berghoefer,0.0,23,1,331,45,64,0.703125,0,0,0.0,45,64,0.703,0.703125,22,31,0.709677419355,37,56,93,5,5,8,14,57,112
David Crouse,81.0,82,50,1590,224,516,0.434108527132,0,0,0.0,224,516,1.409,0.434108527132,172,206,0.834951456311,140,238,378,54,40,38,88,182,620
David Dixon,24.0,8,0,70,3,11,0.272727272727,0,0,0.0,3,11,0.273,0.272727272727,9,11,0.818181818182,8,7,15,2,2,2,3,12,15
David Evans,0.0,4,0,63,3,11,0.272727272727,0,2,0.0,3,9,0.333,0.272727272727,8,12,0.666666666667,12,6,18,1,3,0,3,14,14
David Foster,28.0,30,8,335,38,77,0.493506493506,1,1,1.0,37,76,0.487,0.5,5,7,0.714285714286,31,63,94,5,5,50,13,59,82
David Harrison,29.0,8,8,162,41,55,0.745454545455,0,0,0.0,41,55,0.745,0.745454545455,12,30,0.4,22,17,39,5,3,10,16,33,94
David Jackson,0.0,9,9,293,48,107,0.448598130841,10,23,0.434782608696,38,84,0.452,0.495327102804,31,34,0.911764705882,4,22,26,28,6,2,31,29,137
David Laury,103.0,120,27,2703,489,1054,0.46394686907,50,179,0.279329608939,439,875,1.973,0.487666034156,272,439,0.619589977221,241,588,829,196,65,68,186,250,1300
David Logan,24.0,7,1,63,10,26,0.384615384615,3,14,0.214285714286,7,12,0.583,0.442307692308,2,3,0.666666666667,2,3,5,5,1,1,9,2,25
David McClure,0.0,40,9,552,41,99,0.414141414141,4,8,0.5,37,91,0.407,0.434343434343,7,14,0.5,34,77,111,20,12,15,19,51,93
David Monds,0.0,76,68,2474,406,738,0.550135501355,0,6,0.0,406,732,1.589,0.550135501355,146,216,0.675925925926,230,460,690,78,62,78,158,250,958
David Noel,95.0,115,109,4732,846,1627,0.519975414874,204,466,0.437768240343,642,1161,2.226,0.582667486171,322,456,0.706140350877,142,554,696,592,229,74,347,366,2218
David Nwaba,24.0,40,31,1150,229,354,0.646892655367,4,17,0.235294117647,225,337,0.668,0.652542372881,101,165,0.612121212121,107,168,275,42,54,46,30,108,563
David Palmer,101.0,124,35,2444,348,718,0.484679665738,47,145,0.324137931034,301,573,2.092,0.517409470752,168,222,0.756756756757,182,408,590,79,30,61,158,336,911
David Stockton,72.0,103,91,3249,685,1524,0.449475065617,212,563,0.376554174067,473,961,1.443,0.519028871391,335,416,0.805288461538,93,297,390,805,178,16,299,329,1917
David Teague,31.0,5,0,21,0,6,0.0,0,3,0.0,0,3,0.0,0.0,0,0,0.0,0,2,2,0,1,0,2,2,0
David Wear,24.0,43,31,1289,264,552,0.478260869565,117,297,0.393939393939,147,255,0.576,0.584239130435,56,69,0.811594202899,77,242,319,110,36,8,66,96,701
David Young,23.0,45,45,1391,303,664,0.456325301205,21,66,0.318181818182,282,598,0.472,0.472138554217,204,250,0.816,27,72,99,79,38,7,112,123,831
Davin White,103.0,115,35,2934,374,823,0.454434993925,37,150,0.246666666667,337,673,1.97,0.476913730255,412,526,0.783269961977,67,256,323,405,149,20,213,257,1197
Davion Berry,95.0,97,49,2382,326,693,0.470418470418,109,265,0.411320754717,217,428,2.086,0.549062049062,182,233,0.781115879828,17,194,211,287,61,11,147,192,943
Davis Bertans,24.0,4,4,124,16,42,0.380952380952,13,33,0.393939393939,3,9,0.333,0.535714285714,14,14,1.0,3,11,14,9,7,7,10,11,59
Davon Usher,69.0,18,4,214,24,80,0.3,14,40,0.35,10,40,0.563,0.3875,18,28,0.642857142857,6,20,26,12,0,0,6,18,80
Dawan Robinson,0.0,18,4,400,80,166,0.481927710843,4,17,0.235294117647,76,149,0.51,0.493975903614,53,70,0.757142857143,12,29,41,71,18,0,39,49,217
DeAndre Daniels,23.0,8,5,110,8,35,0.228571428571,4,15,0.266666666667,4,20,0.2,0.285714285714,3,6,0.5,7,19,26,4,2,2,6,9,23
DeAndre Liggins,76.0,95,93,3627,410,993,0.412890231621,169,445,0.379775280899,241,548,1.317,0.497985901309,272,369,0.737127371274,86,559,645,521,212,51,329,298,1261
DeAndre Mathieu,24.0,7,0,77,11,18,0.611111111111,2,5,0.4,9,13,0.692,0.666666666667,5,7,0.714285714286,1,8,9,10,8,0,7,12,29
DeAndre' Bembry,22.0,6,5,189,40,74,0.540540540541,6,16,0.375,34,58,0.586,0.581081081081,11,20,0.55,9,29,38,21,9,6,15,10,97
DeAngelo Collins,24.0,12,0,156,11,34,0.323529411765,0,1,0.0,11,33,0.333,0.323529411765,5,17,0.294117647059,18,34,52,8,3,11,9,26,27
DeAngelo Riley,28.0,24,3,296,35,69,0.507246376812,0,2,0.0,35,67,0.522,0.507246376812,23,34,0.676470588235,25,45,70,20,10,29,28,50,93
DeAnthony Bowden,26.0,3,0,37,2,7,0.285714285714,0,1,0.0,2,6,0.333,0.285714285714,2,5,0.4,1,2,3,17,4,0,7,8,6
DeJuan Blair,81.0,38,6,728,182,370,0.491891891892,0,2,0.0,182,368,1.483,0.491891891892,56,96,0.583333333333,100,124,224,28,22,10,56,140,420
DeMarcus Nelson,69.0,40,38,1508,308,570,0.540350877193,42,100,0.42,266,470,1.699,0.577192982456,138,190,0.726315789474,52,162,214,164,66,14,114,86,796
DeMario Jones,24.0,6,0,68,8,25,0.32,0,3,0.0,8,22,0.364,0.32,13,19,0.684210526316,3,3,6,1,2,0,8,12,29
DeMarre Carroll,24.0,6,6,215,38,91,0.417582417582,0,2,0.0,38,89,0.427,0.417582417582,34,42,0.809523809524,21,20,41,12,7,3,21,27,110
DeQuan Jones,0.0,49,38,1464,242,474,0.510548523207,43,106,0.405660377358,199,368,0.541,0.555907172996,142,201,0.706467661692,67,168,235,81,64,33,121,128,669
DeSean Hadley,120.0,96,29,1896,137,424,0.323113207547,34,154,0.220779220779,103,270,1.599,0.36320754717,140,182,0.769230769231,55,172,227,181,70,8,130,203,448
DeShawn Sims,0.0,53,45,1752,415,835,0.497005988024,51,134,0.380597014925,364,701,0.932,0.52754491018,136,205,0.663414634146,109,294,403,78,54,37,107,137,1017
DeVon Hardin,0.0,46,33,868,101,201,0.502487562189,0,1,0.0,101,200,1.049,0.502487562189,62,97,0.639175257732,63,146,209,24,15,47,56,124,264
Dean Oliver,72.0,32,16,586,78,198,0.393939393939,22,66,0.333333333333,56,132,1.223,0.449494949495,50,62,0.806451612903,6,46,52,94,36,0,32,78,228
Dee Bost,0.0,50,50,2027,262,724,0.361878453039,110,376,0.292553191489,152,348,0.437,0.437845303867,124,171,0.72514619883,57,246,303,418,104,12,162,147,758
DeeAndre Hulett,21.0,34,27,869,155,316,0.490506329114,4,20,0.2,151,296,0.51,0.496835443038,65,88,0.738636363636,65,66,131,32,22,20,51,66,379
Deji Akindele,69.0,103,32,2123,298,555,0.536936936937,0,1,0.0,298,554,1.673,0.536936936937,252,389,0.647814910026,226,379,605,54,35,111,165,349,848
Dejounte Murray,20.0,15,15,527,103,233,0.442060085837,7,45,0.155555555556,96,188,0.511,0.457081545064,45,64,0.703125,19,99,118,93,30,2,76,43,258
Delon Wright,47.0,20,20,686,119,232,0.512931034483,18,58,0.310344827586,101,174,1.115,0.551724137931,73,91,0.802197802198,16,73,89,123,33,17,50,32,329
Delonte Holland,0.0,2,0,38,8,25,0.32,1,5,0.2,7,20,0.35,0.34,2,2,1.0,1,2,3,1,0,0,2,2,19
Delonte West,60.0,12,8,328,47,137,0.343065693431,5,15,0.333333333333,42,122,0.682,0.361313868613,42,51,0.823529411765,11,38,49,50,27,2,31,31,141
Delroy James,0.0,26,1,534,90,209,0.430622009569,5,20,0.25,85,189,0.45,0.442583732057,44,62,0.709677419355,48,77,125,34,27,14,34,48,229
Demetri McCamey,145.0,176,30,3458,401,1093,0.366880146386,189,576,0.328125,212,517,2.331,0.453339432754,162,198,0.818181818182,29,294,323,368,114,14,198,284,1153
Demetric Shaw,24.0,50,9,815,119,274,0.434306569343,10,31,0.322580645161,109,243,0.449,0.452554744526,86,114,0.754385964912,75,108,183,78,39,4,41,83,334
Demetris Nichols,75.0,81,77,2966,579,1260,0.459523809524,137,361,0.379501385042,442,899,1.443,0.513888888889,283,346,0.817919075145,96,322,418,209,106,74,249,218,1578
Demetrius Jackson,22.0,32,23,1071,176,419,0.420047732697,38,138,0.275362318841,138,281,0.491,0.465393794749,85,107,0.794392523364,42,121,163,191,41,14,82,94,475
Demetrius Porter,23.0,20,0,192,25,59,0.423728813559,5,16,0.3125,20,43,0.465,0.466101694915,19,29,0.655172413793,7,23,30,46,15,0,18,28,74
Demonte Harper,0.0,50,1,1126,167,431,0.38747099768,48,133,0.360902255639,119,298,0.399,0.443155452436,70,103,0.679611650485,38,85,123,107,42,11,79,84,452
Deng Deng,49.0,19,0,237,22,60,0.366666666667,0,5,0.0,22,55,0.772,0.366666666667,12,20,0.6,27,49,76,9,10,13,18,36,56
Denham Brown,102.0,86,50,2625,547,1187,0.460825610783,39,104,0.375,508,1083,1.889,0.477253580455,231,286,0.807692307692,122,290,412,162,98,16,172,170,1364
Dennis Clifford,24.0,38,34,990,171,289,0.59169550173,0,0,0.0,171,289,0.592,0.59169550173,111,172,0.645348837209,79,230,309,77,23,39,101,120,453
Dennis Horner,122.0,150,133,4733,755,1597,0.472761427677,121,340,0.355882352941,634,1257,2.513,0.510644959299,486,614,0.791530944625,338,719,1057,196,109,84,268,354,2117
Dennis Schrder,20.0,6,6,204,35,73,0.479452054795,5,17,0.294117647059,30,56,0.536,0.513698630137,27,38,0.710526315789,3,22,25,40,5,1,22,11,102
Denzel Livington,22.0,48,26,1195,140,341,0.410557184751,61,184,0.33152173913,79,157,0.503,0.5,105,129,0.813953488372,21,177,198,74,58,27,30,111,446
Denzel Valentine,23.0,3,3,118,28,56,0.5,21,39,0.538461538462,7,17,0.412,0.6875,8,9,0.888888888889,6,25,31,22,5,1,19,11,85
Deonte Burton,24.0,43,29,1126,142,314,0.452229299363,29,81,0.358024691358,113,233,0.485,0.498407643312,88,122,0.72131147541,29,79,108,96,41,12,53,127,401
DerMarr Johnson,55.0,52,32,1734,277,639,0.433489827856,118,311,0.379421221865,159,328,0.893,0.525821596244,145,178,0.814606741573,30,197,227,85,64,29,139,132,817
Derek Cooke Jr.,49.0,97,31,2168,259,464,0.558189655172,0,3,0.0,259,461,1.124,0.558189655172,83,175,0.474285714286,313,395,708,90,78,64,109,241,601
Derek Hood,51.0,102,95,2688,394,745,0.528859060403,1,5,0.2,393,740,1.065,0.529530201342,246,350,0.702857142857,310,557,867,140,65,28,189,382,1035
Derek Raivio,0.0,76,28,1536,188,418,0.44976076555,42,110,0.381818181818,146,308,1.412,0.5,28,32,0.875,32,66,98,244,66,0,78,72,446
Derek Strong,34.0,18,15,482,57,129,0.441860465116,0,1,0.0,57,128,0.445,0.441860465116,50,64,0.78125,30,77,107,11,11,3,37,39,164
Derek Williams,0.0,11,0,170,19,57,0.333333333333,5,17,0.294117647059,14,40,0.35,0.377192982456,7,9,0.777777777778,1,16,17,28,9,1,16,17,50
Deron Washington,0.0,98,48,2560,350,864,0.405092592593,64,214,0.299065420561,286,650,1.3,0.44212962963,326,450,0.724444444444,96,344,440,176,78,64,196,332,1090
Derrick Bird,23.0,33,8,426,41,125,0.328,11,42,0.261904761905,30,83,0.361,0.372,27,34,0.794117647059,6,25,31,22,14,6,19,44,120
Derrick Byars,138.0,132,99,4338,743,1626,0.456949569496,226,617,0.366288492707,517,1009,2.632,0.526445264453,291,394,0.738578680203,156,475,631,286,122,22,240,281,2003
Derrick Caracter,166.0,79,24,1448,326,605,0.538842975207,4,6,0.666666666667,322,599,3.759,0.542148760331,112,171,0.654970760234,160,291,451,67,32,48,159,225,768
Derrick Davenport,0.0,2,0,39,5,7,0.714285714286,0,0,0.0,5,7,0.714,0.714285714286,8,10,0.8,1,6,7,1,1,4,2,10,18
Derrick Dial,129.0,63,21,1762,289,648,0.445987654321,80,233,0.343347639485,209,415,1.738,0.507716049383,105,153,0.686274509804,71,231,302,195,47,32,94,144,763
Derrick Hines,0.0,35,5,404,52,114,0.456140350877,6,20,0.3,46,94,0.489,0.482456140351,57,71,0.802816901408,14,28,42,41,8,1,32,42,167
Derrick Jones Jr.,19.0,19,17,602,103,206,0.5,12,47,0.255319148936,91,159,0.572,0.529126213592,58,95,0.610526315789,38,69,107,19,23,28,28,69,276
Derrick Nix,25.0,3,0,8,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,0,0,0,0,0,0,1,2
Derrick O'Neil,0.0,2,0,33,3,9,0.333333333333,0,1,0.0,3,8,0.375,0.333333333333,3,3,1.0,4,0,4,2,0,0,5,6,9
Derrick Stevens,0.0,2,0,28,1,5,0.2,1,2,0.5,0,3,0.0,0.3,0,0,0.0,0,2,2,5,1,0,3,4,3
Derrick Zimmerman,69.0,138,129,4327,447,960,0.465625,9,49,0.183673469388,438,911,1.442,0.4703125,207,366,0.565573770492,156,480,636,799,234,60,315,349,1110
Deshaun Thomas,24.0,47,35,1360,295,569,0.518453427065,27,92,0.29347826087,268,477,0.562,0.542179261863,73,93,0.784946236559,106,186,292,104,27,17,77,105,690
Deshawn Stephens,0.0,10,1,189,35,58,0.603448275862,0,3,0.0,35,55,0.636,0.603448275862,10,17,0.588235294118,29,26,55,5,3,7,6,20,80
Desmon Farmer,134.0,191,132,6499,1232,2752,0.447674418605,479,1234,0.388168557536,753,1518,2.492,0.534702034884,815,1018,0.800589390963,134,567,701,624,183,21,457,475,3758
Desmond Penigar,22.0,38,33,1109,308,608,0.506578947368,32,86,0.372093023256,276,522,0.529,0.532894736842,98,125,0.784,63,182,245,54,52,20,69,129,746
Devan Downey,0.0,8,1,181,36,75,0.48,5,12,0.416666666667,31,63,0.492,0.513333333333,9,11,0.818181818182,2,10,12,31,12,1,15,11,86
Devin Brooks,72.0,30,2,556,62,188,0.329787234043,8,44,0.181818181818,54,144,0.994,0.351063829787,40,50,0.8,18,52,70,100,28,6,40,68,172
Devin Brown,57.0,48,40,1160,278,561,0.495543672014,21,58,0.362068965517,257,503,0.956,0.514260249554,190,231,0.822510822511,67,123,190,92,39,8,74,114,767
Devin Ebanks,141.0,147,124,5302,1167,2572,0.453732503888,283,859,0.329452852154,884,1713,3.17,0.508748055988,659,818,0.805623471883,274,821,1095,299,200,71,325,330,3276
Devin Green,136.0,79,61,2518,435,937,0.464247598719,48,171,0.280701754386,387,766,2.497,0.489861259338,222,276,0.804347826087,93,302,395,227,111,48,207,205,1140
Devin Williams,0.0,8,0,67,10,14,0.714285714286,0,0,0.0,10,14,0.714,0.714285714286,3,6,0.5,8,18,26,1,2,0,5,12,23
Devondrick Walker,117.0,155,34,3300,476,1047,0.454632282713,228,583,0.391080617496,248,464,2.64,0.563514804202,192,211,0.909952606635,51,318,369,179,95,24,163,285,1372
Devyn Marble,45.0,20,3,617,102,268,0.380597014925,33,96,0.34375,69,172,0.776,0.442164179104,48,66,0.727272727273,24,80,104,44,29,3,43,45,285
Dewayne Dedmon,50.0,16,16,539,109,202,0.539603960396,0,1,0.0,109,201,1.081,0.539603960396,27,38,0.710526315789,75,150,225,19,23,38,33,73,245
Dewitt Scott,0.0,115,18,2461,271,667,0.406296851574,157,375,0.418666666667,114,292,1.587,0.523988005997,41,50,0.82,63,174,237,60,48,1,36,237,740
Dexter Pittman,71.0,65,54,1562,322,611,0.527004909984,0,0,0.0,322,611,1.562,0.527004909984,176,270,0.651851851852,207,296,503,45,38,126,131,230,820
Dexter Strickland,47.0,32,1,417,65,129,0.503875968992,5,11,0.454545454545,60,118,1.024,0.523255813953,28,37,0.756756756757,14,32,46,46,23,5,22,42,163
Deyonta Davis,0.0,11,10,306,55,100,0.55,0,0,0.0,55,100,0.55,0.55,6,9,0.666666666667,33,62,95,5,10,26,9,28,116
Dez Wells,47.0,47,22,1291,217,486,0.446502057613,60,179,0.335195530726,157,307,1.018,0.508230452675,104,155,0.670967741935,19,117,136,93,50,16,85,116,598
Diamon Simpson,0.0,30,30,957,175,394,0.444162436548,0,1,0.0,175,393,0.445,0.444162436548,116,163,0.711656441718,113,176,289,65,54,42,45,89,466
Diamond Stone,57.0,26,4,564,162,330,0.490909090909,20,54,0.37037037037,142,276,1.526,0.521212121212,76,92,0.826086956522,56,126,182,22,12,24,70,90,420
Diante Garrett,102.0,96,72,3149,502,1184,0.423986486486,173,417,0.414868105516,329,767,1.745,0.497043918919,149,187,0.79679144385,65,343,408,414,129,35,191,205,1326
Dijon Thompson,45.0,35,34,1401,269,533,0.50469043152,45,108,0.416666666667,224,425,0.873,0.546904315197,136,180,0.755555555556,88,221,309,139,60,34,129,106,719
Dionte Christmas,30.0,31,31,980,157,360,0.436111111111,62,169,0.366863905325,95,191,0.497,0.522222222222,86,107,0.803738317757,18,89,107,99,27,7,81,75,462
Dominic Calegari,0.0,88,18,1386,186,436,0.426605504587,72,208,0.346153846154,114,228,1.4,0.509174311927,50,82,0.609756097561,94,216,310,42,44,44,60,188,494
Dominic McGuire,0.0,62,50,2012,344,754,0.456233421751,34,116,0.293103448276,310,638,1.445,0.478779840849,138,190,0.726315789474,130,512,642,216,52,52,132,148,860
Dominic Waters,28.0,2,0,34,2,7,0.285714285714,0,0,0.0,2,7,0.286,0.285714285714,3,4,0.75,0,6,6,5,1,0,6,3,7
Dominique Coleman,0.0,233,157,6835,895,1990,0.449748743719,221,610,0.362295081967,674,1380,3.71,0.50527638191,223,337,0.661721068249,336,928,1264,820,438,98,395,516,2234
Dominique Johnson,0.0,144,47,3507,573,1294,0.442812982998,143,442,0.323529411765,430,852,2.538,0.498068006182,293,363,0.807162534435,109,341,450,238,116,18,215,232,1582
Dominique Jones,69.0,22,18,722,119,284,0.419014084507,22,70,0.314285714286,97,214,1.306,0.457746478873,109,133,0.81954887218,21,76,97,101,39,12,72,65,369
Dominique Morrison,0.0,12,5,224,20,69,0.289855072464,8,26,0.307692307692,12,43,0.279,0.347826086957,20,26,0.769230769231,6,23,29,7,7,0,16,18,68
Dominique Scales,0.0,62,17,761,72,174,0.413793103448,0,1,0.0,72,173,1.678,0.413793103448,30,43,0.697674418605,59,71,130,3,16,25,25,147,174
Dominique Sutton,54.0,89,34,2349,401,718,0.558495821727,13,44,0.295454545455,388,674,1.155,0.567548746518,204,360,0.566666666667,215,346,561,152,131,26,169,309,1019
Donald Hand,69.0,78,50,1676,175,501,0.349301397206,57,196,0.290816326531,118,305,1.078,0.40618762475,230,283,0.812720848057,51,159,210,301,94,2,187,195,637
Donald Sims,0.0,8,1,182,17,55,0.309090909091,5,24,0.208333333333,12,31,0.387,0.354545454545,16,18,0.888888888889,2,7,9,23,7,0,10,4,55
Donald Sloan,72.0,68,52,2038,358,735,0.487074829932,31,100,0.31,327,635,1.555,0.508163265306,187,250,0.748,49,223,272,348,66,2,132,98,934
Donald Watts,24.0,26,3,339,37,99,0.373737373737,8,23,0.347826086957,29,76,0.382,0.414141414141,19,34,0.558823529412,14,22,36,25,7,1,20,37,101
Donatas Motiejunas,47.0,11,7,341,80,154,0.519480519481,11,38,0.289473684211,69,116,1.164,0.555194805195,23,38,0.605263157895,20,71,91,33,10,7,31,26,194
Donell Taylor,81.0,96,88,3402,816,1688,0.483412322275,104,280,0.371428571429,712,1408,1.491,0.514218009479,286,392,0.729591836735,206,460,666,410,152,28,324,324,2022
Donell Williams,0.0,18,0,78,14,31,0.451612903226,1,7,0.142857142857,13,24,0.542,0.467741935484,9,16,0.5625,11,10,21,3,3,0,4,9,38
Donnell Knight,24.0,5,0,56,3,13,0.230769230769,0,2,0.0,3,11,0.273,0.230769230769,2,4,0.5,4,3,7,3,1,0,6,6,8
Donnie McGrath,32.0,12,12,435,39,99,0.393939393939,16,51,0.313725490196,23,48,0.479,0.474747474747,10,13,0.769230769231,1,28,29,107,11,3,38,30,104
Donta Smith,22.0,29,22,965,158,278,0.568345323741,10,31,0.322580645161,148,247,0.599,0.586330935252,76,104,0.730769230769,33,91,124,86,47,19,68,92,402
Donte Greene,20.0,5,0,160,37,83,0.44578313253,8,29,0.275862068966,29,54,0.537,0.493975903614,20,29,0.689655172414,2,18,20,10,6,6,8,17,102
Dontell Jefferson,350.0,247,114,6642,875,2061,0.424551188743,139,474,0.293248945148,736,1587,5.937,0.458272683164,845,1079,0.78313253012,147,656,803,970,310,47,600,655,2734
Dorell Wright,20.0,6,0,124,33,64,0.515625,1,3,0.333333333333,32,61,0.525,0.5234375,6,6,1.0,9,14,23,11,3,2,14,7,73
Doron Lamb,115.0,118,92,3821,610,1371,0.444930707513,160,444,0.36036036036,450,927,2.31,0.503282275711,380,438,0.867579908676,80,310,390,270,96,12,187,336,1760
Doug Thomas,0.0,204,89,4188,564,1092,0.516483516484,0,2,0.0,564,1090,3.556,0.516483516484,261,407,0.641277641278,351,708,1059,145,131,109,213,482,1389
Drew Crawford,24.0,50,50,1683,313,651,0.480798771121,66,186,0.354838709677,247,465,0.531,0.531490015361,109,157,0.694267515924,50,254,304,91,45,12,98,149,801
Drew Gordon,24.0,41,40,1347,216,405,0.533333333333,25,85,0.294117647059,191,320,0.597,0.564197530864,77,122,0.631147540984,145,291,436,72,42,23,79,112,534
Drew Naymick,0.0,48,33,1364,161,296,0.543918918919,0,0,0.0,161,296,0.544,0.543918918919,90,110,0.818181818182,114,250,364,38,36,106,60,158,412
Drew Neitzel,0.0,30,7,614,61,167,0.365269461078,11,41,0.268292682927,50,126,0.397,0.398203592814,28,34,0.823529411765,6,43,49,120,18,0,51,62,161
Duane Erwin,167.0,166,120,4402,545,1155,0.471861471861,10,53,0.188679245283,535,1102,3.121,0.47619047619,245,312,0.785256410256,329,826,1155,236,108,199,302,619,1345
Duje Dukan,49.0,52,34,1310,219,527,0.415559772296,113,290,0.389655172414,106,237,0.895,0.522770398482,82,121,0.677685950413,43,158,201,52,27,14,69,141,633
Durrell Summers,120.0,146,58,3610,682,1498,0.455273698264,87,274,0.317518248175,595,1224,2.507,0.484312416555,351,454,0.773127753304,201,302,503,194,151,30,256,277,1802
Dustin Salisbery,0.0,12,0,249,39,100,0.39,9,37,0.243243243243,30,63,0.476,0.435,15,20,0.75,7,40,47,27,16,1,25,22,102
Dwayne Jones,200.0,165,155,5684,799,1425,0.560701754386,0,2,0.0,799,1423,3.685,0.560701754386,722,1095,0.659360730594,871,1305,2176,210,102,256,387,513,2320
Dwayne Lathan,0.0,3,0,8,1,5,0.2,0,2,0.0,1,3,0.333,0.2,0,0,0.0,2,1,3,3,1,0,1,1,2
Dwayne Mitchell,83.0,82,72,3092,533,1077,0.494893221913,30,107,0.280373831776,503,970,1.527,0.508820798514,444,665,0.667669172932,141,400,541,311,142,27,274,232,1540
Dwayne Polee Jr.,49.0,45,0,378,58,133,0.436090225564,12,33,0.363636363636,46,100,0.967,0.481203007519,45,57,0.789473684211,15,50,65,5,23,10,35,39,173
Dwayne Schintzius,33.0,35,21,539,55,162,0.33950617284,0,0,0.0,55,162,0.34,0.33950617284,13,29,0.448275862069,26,105,131,28,7,34,23,51,123
Dwight Brewington,0.0,58,0,930,174,348,0.5,14,44,0.318181818182,160,304,1.57,0.520114942529,96,130,0.738461538462,72,94,166,66,18,16,78,92,458
Dwight Buycks,97.0,61,27,1821,398,858,0.463869463869,84,242,0.347107438017,314,616,2.035,0.512820512821,139,182,0.763736263736,57,175,232,236,95,9,171,98,1019
Dwight Jones,0.0,10,1,98,18,30,0.6,0,1,0.0,18,29,0.621,0.6,6,9,0.666666666667,6,4,10,10,3,0,3,9,42
Dwight Powell,69.0,24,24,860,250,418,0.598086124402,22,56,0.392857142857,228,362,1.887,0.624401913876,102,144,0.708333333333,72,162,234,64,22,26,68,84,624
Dwuan Rice,0.0,2,0,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
E. Victor Nickerson,24.0,14,0,131,4,20,0.2,0,5,0.0,4,15,0.267,0.2,7,12,0.583333333333,5,15,20,5,7,1,10,26,15
E.J. Rowland,25.0,44,7,756,100,211,0.473933649289,3,12,0.25,97,199,0.487,0.481042654028,41,67,0.611940298507,14,95,109,131,42,8,52,66,244
EJ Singler,124.0,162,55,4183,537,1251,0.429256594724,306,753,0.406374501992,231,498,2.322,0.551558752998,173,208,0.831730769231,123,558,681,306,109,45,207,325,1553
Earl Barron,157.0,147,105,4266,840,1739,0.483036227717,34,104,0.326923076923,806,1635,2.969,0.492811960897,445,574,0.775261324042,458,772,1230,181,95,94,285,479,2159
Earl Calloway,0.0,50,46,1783,331,667,0.496251874063,50,123,0.406504065041,281,544,0.517,0.533733133433,234,264,0.886363636364,53,202,255,289,101,11,133,110,946
Earl Clark,133.0,75,62,2473,543,1289,0.421256788208,128,330,0.387878787879,415,959,2.312,0.470907680372,227,309,0.734627831715,97,494,591,149,50,98,184,152,1441
Ed Daniels,0.0,5,1,80,8,32,0.25,3,14,0.214285714286,5,18,0.278,0.296875,15,17,0.882352941176,1,5,6,12,10,0,13,8,34
Ed Davis,21.0,2,0,35,7,12,0.583333333333,0,0,0.0,7,12,0.583,0.583333333333,6,6,1.0,2,8,10,1,0,6,4,1,20
Ed Scott,23.0,8,8,201,15,48,0.3125,0,1,0.0,15,47,0.319,0.3125,7,10,0.7,6,7,13,14,7,0,24,21,37
Eddie Ard,0.0,25,4,338,41,91,0.450549450549,0,3,0.0,41,88,0.466,0.450549450549,24,37,0.648648648649,18,39,57,14,5,3,23,29,106
Eddie Basden,48.0,52,30,1638,231,503,0.459244532803,69,178,0.387640449438,162,325,1.009,0.527833001988,94,139,0.676258992806,61,171,232,111,98,11,94,130,625
Eddie Elisma,27.0,50,27,1047,115,303,0.379537953795,7,21,0.333333333333,108,282,0.383,0.391089108911,69,104,0.663461538462,77,136,213,53,26,25,72,119,306
Eddie Gill,83.0,112,108,3890,487,1169,0.416595380667,134,388,0.345360824742,353,781,1.358,0.473909324209,586,701,0.835948644793,69,400,469,831,190,49,341,326,1694
Eddie Robinson,30.0,27,21,917,184,356,0.516853932584,1,8,0.125,183,348,0.526,0.518258426966,51,62,0.822580645161,30,66,96,62,38,16,28,63,420
Eddy Fobbs,78.0,88,54,1958,202,314,0.643312101911,0,2,0.0,202,312,1.918,0.643312101911,122,200,0.61,160,288,448,26,32,120,98,308,526
Edmund Saunders,0.0,5,1,58,5,13,0.384615384615,0,0,0.0,5,13,0.385,0.384615384615,3,4,0.75,7,9,16,3,3,1,5,6,13
Edwin Ubiles,103.0,91,45,2389,494,1046,0.472275334608,72,238,0.302521008403,422,808,1.989,0.506692160612,160,208,0.769230769231,73,225,298,200,63,30,149,54,1220
Egidijus Mockevicius,24.0,35,24,741,117,233,0.502145922747,2,18,0.111111111111,115,215,0.535,0.50643776824,37,69,0.536231884058,100,178,278,54,31,29,64,103,273
Ejike Ugboaja,0.0,90,10,1314,194,402,0.482587064677,0,2,0.0,194,400,1.436,0.482587064677,50,92,0.54347826087,172,276,448,24,42,20,78,216,438
Elgin Cook,24.0,20,1,465,116,207,0.56038647343,8,24,0.333333333333,108,183,0.59,0.579710144928,84,108,0.777777777778,40,65,105,19,20,9,31,63,324
