Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_PCT,2P_PCT,3P_PCT,FT_PCT,eFG_PCT,FG_PER_36,FGA_PER_36,2P_PER_36,2PA_PER_36,3P_PER_36,3PA_PER_36,FT_PER_36,FTA_PER_36,ORB_PER_36,DRB_PER_36,TRB_PER_36,AST_PER_36,STL_PER_36,BLK_PER_36,TOV_PER_36,PF_PER_36,PTS_PER_36,TS_PCT,3PAr,FTr
Ryan Hollins,22,CHA,NBA,2006-07,27,0,185,20,36,20,36,0,0,24,40,11,20,31,1,4,7,16,40,64,0.555555556,0.555555556,0,0.6,0.555555556,3.891891892,7.005405405,3.891891892,7.005405405,0,0,4.67027027,7.783783784,2.140540541,3.891891892,6.032432432,0.194594595,0.778378378,1.362162162,3.113513514,7.783783784,12.45405405,59.70149254,0,1.111111111
Ryan Humphrey,23,TOT,NBA,2002-03,48,1,444,35,120,35,120,0,0,23,39,34,65,99,11,9,18,23,75,93,0.291666667,0.291666667,0,0.58974359,0.291666667,2.837837838,9.72972973,2.837837838,9.72972973,0,0,1.864864865,3.162162162,2.756756757,5.27027027,8.027027027,0.891891892,0.72972973,1.459459459,1.864864865,6.081081081,7.540540541,33.90201225,0,0.325
Ryan Kelly,22,LAL,NBA,2013-14,59,25,1312,157,371,109,229,48,142,110,135,42,177,219,95,32,45,47,147,472,0.423180593,0.475982533,0.338028169,0.814814815,0.48787062,4.307926829,10.17987805,2.990853659,6.283536585,1.317073171,3.896341463,3.018292683,3.704268293,1.152439024,4.856707317,6.009146341,2.606707317,0.87804878,1.234756098,1.289634146,4.033536585,12.95121951,54.83271375,0.382749326,0.363881402
Ryan Reid,25,OKC,NBA,2011-12,5,0,17,4,5,4,5,0,0,0,0,1,1,2,0,0,0,1,1,8,0.8,0.8,0,0,0.8,8.470588235,10.58823529,8.470588235,10.58823529,0,0,0,0,2.117647059,2.117647059,4.235294118,0,0,0,2.117647059,2.117647059,16.94117647,80,0,0
Salim Stoudamire,23,ATL,NBA,2005-06,61,1,1236,204,492,122,276,82,216,99,110,12,104,116,75,27,3,82,118,589,0.414634146,0.442028986,0.37962963,0.9,0.49796748,5.941747573,14.33009709,3.553398058,8.038834951,2.388349515,6.291262136,2.883495146,3.203883495,0.349514563,3.029126214,3.378640777,2.184466019,0.786407767,0.087378641,2.388349515,3.436893204,17.15533981,54.49666913,0.43902439,0.223577236
Sam Dekker,21,HOU,NBA,2015-16,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,,,
Samardo Samuels,22,CLE,NBA,2010-11,37,10,701,110,241,110,238,0,3,68,110,75,83,158,17,15,18,53,88,288,0.456431535,0.462184874,0,0.618181818,0.456431535,5.649072753,12.37660485,5.649072753,12.22253923,0,0.154065621,3.492154066,5.649072753,3.851640514,4.262482168,8.114122682,0.873038516,0.770328103,0.924393723,2.721825963,4.519258203,14.79029957,49.75812025,0.012448133,0.456431535
Samuel Dalembert,20,PHI,NBA,2001-02,34,0,177,22,50,22,50,0,0,7,18,25,43,68,5,6,13,14,30,51,0.44,0.44,0,0.388888889,0.44,4.474576271,10.16949153,4.474576271,10.16949153,0,0,1.423728814,3.661016949,5.084745763,8.745762712,13.83050847,1.016949153,1.220338983,2.644067797,2.847457627,6.101694915,10.37288136,44.02624309,0,0.36
Scott Machado,22,HOU,NBA,2012-13,6,0,21,3,6,3,5,0,1,2,2,0,1,1,6,2,0,8,0,8,0.5,0.6,0,1,0.5,5.142857143,10.28571429,5.142857143,8.571428571,0,1.714285714,3.428571429,3.428571429,0,1.714285714,1.714285714,10.28571429,3.428571429,0,13.71428571,0,13.71428571,58.13953488,0.166666667,0.333333333
Scotty Hopson,24,CLE,NBA,2013-14,2,0,7,0,4,0,2,0,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0.5,0,0,20.57142857,0,10.28571429,0,10.28571429,5.142857143,10.28571429,0,0,0,5.142857143,5.142857143,0,0,0,5.142857143,10.24590164,0.5,0.5
Sean Colson,25,TOT,NBA,2000-01,13,0,44,6,24,5,19,1,5,2,4,2,4,6,10,1,0,2,6,15,0.25,0.263157895,0.2,0.5,0.270833333,4.909090909,19.63636364,4.090909091,15.54545455,0.818181818,4.090909091,1.636363636,3.272727273,1.636363636,3.272727273,4.909090909,8.181818182,0.818181818,0,1.636363636,4.909090909,12.27272727,29.11490683,0.208333333,0.166666667
Sean Kilpatrick,25,MIN,NBA,2014-15,4,0,72,7,20,3,7,4,13,4,4,1,5,6,4,3,0,2,3,22,0.35,0.428571429,0.307692308,1,0.45,3.5,10,1.5,3.5,2,6.5,2,2,0.5,2.5,3,2,1.5,0,1,1.5,11,50.55147059,0.65,0.2
Sean Lampley,23,MIA,NBA,2002-03,35,0,487,56,129,56,125,0,4,57,82,26,57,83,31,7,3,25,43,169,0.434108527,0.448,0,0.695121951,0.434108527,4.13963039,9.535934292,4.13963039,9.240246407,0,0.295687885,4.213552361,6.061601643,1.921971253,4.213552361,6.135523614,2.291581109,0.517453799,0.221765914,1.848049281,3.178644764,12.49281314,51.18730313,0.031007752,0.635658915
Sean May,21,CHA,NBA,2005-06,23,1,398,70,171,70,166,0,5,49,64,42,67,109,22,17,12,33,58,189,0.409356725,0.421686747,0,0.765625,0.409356725,6.331658291,15.46733668,6.331658291,15.01507538,0,0.452261307,4.432160804,5.788944724,3.798994975,6.060301508,9.859296482,1.989949749,1.537688442,1.085427136,2.984924623,5.246231156,17.09547739,47.44928701,0.029239766,0.374269006
Sean Singletary,23,TOT,NBA,2008-09,37,2,303,31,85,21,60,10,25,18,21,10,25,35,29,11,0,23,45,90,0.364705882,0.35,0.4,0.857142857,0.423529412,3.683168317,10.0990099,2.495049505,7.128712871,1.188118812,2.97029703,2.138613861,2.495049505,1.188118812,2.97029703,4.158415842,3.445544554,1.306930693,0,2.732673267,5.346534653,10.69306931,47.75042445,0.294117647,0.247058824
Sean Williams,21,NJN,NBA,2007-08,73,29,1278,164,305,164,305,0,0,81,133,115,207,322,28,28,106,70,193,409,0.537704918,0.537704918,0,0.609022556,0.537704918,4.61971831,8.591549296,4.61971831,8.591549296,0,0,2.281690141,3.746478873,3.23943662,5.830985915,9.070422535,0.788732394,0.788732394,2.985915493,1.971830986,5.436619718,11.52112676,56.25550176,0,0.436065574
Semaj Christon,24,OKC,NBA,2016-17,64,1,973,77,223,65,160,12,63,17,31,19,69,88,130,28,6,43,79,183,0.34529148,0.40625,0.19047619,0.548387097,0.372197309,2.848920863,8.250770812,2.404933196,5.91983556,0.443987667,2.330935252,0.628982528,1.14696814,0.702980473,2.552929085,3.255909558,4.809866393,1.035971223,0.221993834,1.590955807,2.922918808,6.770811922,38.6663286,0.282511211,0.139013453
Seth Curry,23,TOT,NBA,2013-14,2,0,13,1,3,0,2,1,1,0,0,0,1,1,0,2,0,0,0,3,0.333333333,0,1,0,0.5,2.769230769,8.307692308,0,5.538461538,2.769230769,2.769230769,0,0,0,2.769230769,2.769230769,0,5.538461538,0,0,0,8.307692308,50,0.333333333,0
Shabazz Muhammad,21,MIN,NBA,2013-14,37,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,0.459677419,0.477876106,0.272727273,0.65,0.471774194,7.075862069,15.39310345,6.703448276,14.02758621,0.372413793,1.365517241,3.227586207,4.965517241,2.979310345,3.6,6.579310345,0.744827586,0.993103448,0.124137931,1.986206897,2.979310345,17.75172414,50.49435028,0.088709677,0.322580645
Shabazz Napier,23,MIA,NBA,2014-15,51,10,1012,87,228,44,110,43,118,44,56,17,96,113,130,40,4,81,76,261,0.381578947,0.4,0.36440678,0.785714286,0.475877193,3.09486166,8.110671937,1.565217391,3.913043478,1.529644269,4.197628459,1.565217391,1.992094862,0.604743083,3.415019763,4.019762846,4.624505929,1.422924901,0.14229249,2.881422925,2.703557312,9.28458498,51.65452818,0.51754386,0.245614035
Shane Battier,23,MEM,NBA,2001-02,78,78,3097,412,961,309,685,103,276,198,283,180,238,418,216,121,81,155,215,1125,0.428720083,0.451094891,0.373188406,0.699646643,0.482310094,4.789150791,11.17081046,3.591863093,7.962544398,1.197287698,3.208266064,2.301582176,3.289635131,2.092347433,2.766548273,4.858895706,2.51081692,1.406522441,0.941556345,1.801743623,2.499192767,13.07717146,51.81848331,0.287200832,0.294484912
Shane Larkin,21,DAL,NBA,2013-14,48,0,489,52,137,40,99,12,38,16,25,11,31,42,71,26,1,39,46,132,0.379562044,0.404040404,0.315789474,0.64,0.423357664,3.828220859,10.08588957,2.944785276,7.288343558,0.883435583,2.797546012,1.17791411,1.840490798,0.809815951,2.282208589,3.09202454,5.226993865,1.914110429,0.073619632,2.871165644,3.386503067,9.717791411,44.59459459,0.277372263,0.182481752
Shannon Brown,21,CLE,NBA,2006-07,23,5,202,28,74,21,49,7,25,10,14,6,15,21,10,7,3,14,24,73,0.378378378,0.428571429,0.28,0.714285714,0.425675676,4.99009901,13.18811881,3.742574257,8.732673267,1.247524752,4.455445545,1.782178218,2.495049505,1.069306931,2.673267327,3.742574257,1.782178218,1.247524752,0.534653465,2.495049505,4.277227723,13.00990099,45.53393214,0.337837838,0.189189189
Sharrod Ford,24,PHO,NBA,2005-06,3,0,13,2,3,2,3,0,0,0,0,1,2,3,0,0,1,2,7,4,0.666666667,0.666666667,0,0,0.666666667,5.538461538,8.307692308,5.538461538,8.307692308,0,0,0,0,2.769230769,5.538461538,8.307692308,0,0,2.769230769,5.538461538,19.38461538,11.07692308,66.66666667,0,0
Shavlik Randolph,22,PHI,NBA,2005-06,57,1,487,44,97,44,97,0,0,43,71,55,78,133,19,19,12,21,83,131,0.453608247,0.453608247,0,0.605633803,0.453608247,3.252566735,7.170431212,3.252566735,7.170431212,0,0,3.178644764,5.248459959,4.065708419,5.765913758,9.831622177,1.404517454,1.404517454,0.887063655,1.552361396,6.135523614,9.683778234,51.0761073,0,0.731958763
Shawn Long,24,PHI,NBA,2016-17,18,0,234,61,109,54,90,7,19,19,35,41,44,85,13,9,9,13,49,148,0.559633028,0.6,0.368421053,0.542857143,0.591743119,9.384615385,16.76923077,8.307692308,13.84615385,1.076923077,2.923076923,2.923076923,5.384615385,6.307692308,6.769230769,13.07692308,2,1.384615385,1.384615385,2,7.538461538,22.76923077,59.48553055,0.174311927,0.321100917
Shawne Williams,20,IND,NBA,2006-07,46,3,556,75,160,56,108,19,52,11,20,33,50,83,22,6,8,24,69,180,0.46875,0.518518519,0.365384615,0.55,0.528125,4.856115108,10.35971223,3.625899281,6.992805755,1.230215827,3.366906475,0.712230216,1.294964029,2.136690647,3.237410072,5.374100719,1.424460432,0.388489209,0.517985612,1.553956835,4.467625899,11.65467626,53.31753555,0.325,0.125
Shayne Whittington,23,IND,NBA,2014-15,20,0,108,19,42,18,36,1,6,18,23,10,19,29,6,5,2,5,18,57,0.452380952,0.5,0.166666667,0.782608696,0.464285714,6.333333333,14,6,12,0.333333333,2,6,7.666666667,3.333333333,6.333333333,9.666666667,2,1.666666667,0.666666667,1.666666667,6,19,54.68150422,0.142857143,0.547619048
Shelden Williams,23,ATL,NBA,2006-07,81,31,1514,166,365,164,361,2,4,110,144,131,304,435,44,52,39,96,199,444,0.454794521,0.454293629,0.5,0.763888889,0.457534247,3.947159841,8.678996037,3.899603699,8.583883752,0.047556143,0.095112285,2.615587847,3.424042272,3.114927345,7.228533686,10.34346103,1.046235139,1.236459709,0.927344782,2.282694848,4.731836196,10.55746367,51.82556728,0.010958904,0.394520548
Sheldon McClellan,24,WAS,NBA,2016-17,30,3,287,30,75,23,45,7,30,23,27,4,30,34,15,8,2,5,17,90,0.4,0.511111111,0.233333333,0.851851852,0.446666667,3.763066202,9.407665505,2.885017422,5.644599303,0.87804878,3.763066202,2.885017422,3.386759582,0.50174216,3.763066202,4.264808362,1.881533101,1.003484321,0.25087108,0.6271777,2.132404181,11.28919861,51.79558011,0.4,0.36
Shelvin Mack,21,WAS,NBA,2011-12,64,0,779,88,220,76,178,12,42,42,59,12,80,92,131,28,2,48,50,230,0.4,0.426966292,0.285714286,0.711864407,0.427272727,4.066752246,10.16688062,3.512195122,8.22593068,0.554557125,1.940949936,1.940949936,2.726572529,0.554557125,3.697047497,4.251604621,6.053915276,1.293966624,0.092426187,2.218228498,2.310654685,10.62901155,46.75557001,0.190909091,0.268181818
Sherron Collins,23,CHA,NBA,2010-11,20,0,66,7,25,5,15,2,10,1,1,0,5,5,8,2,0,4,2,17,0.28,0.333333333,0.2,1,0.32,3.818181818,13.63636364,2.727272727,8.181818182,1.090909091,5.454545455,0.545454545,0.545454545,0,2.727272727,2.727272727,4.363636364,1.090909091,0,2.181818182,1.090909091,9.272727273,33.41194969,0.4,0.04
Skal Labissiere,20,SAC,NBA,2016-17,33,12,612,117,218,114,210,3,8,52,74,51,111,162,27,16,13,37,64,289,0.536697248,0.542857143,0.375,0.702702703,0.543577982,6.882352941,12.82352941,6.705882353,12.35294118,0.176470588,0.470588235,3.058823529,4.352941176,3,6.529411765,9.529411765,1.588235294,0.941176471,0.764705882,2.176470588,3.764705882,17,57.67081737,0.036697248,0.339449541
Smush Parker,21,CLE,NBA,2002-03,66,18,1103,136,338,98,220,38,118,98,118,29,90,119,162,48,12,133,106,408,0.402366864,0.445454545,0.322033898,0.830508475,0.458579882,4.438803264,11.03173164,3.198549411,7.180417044,1.240253853,3.851314597,3.198549411,3.851314597,0.946509519,2.937443336,3.883952856,5.287398005,1.566636446,0.391659112,4.340888486,3.459655485,13.31640979,52.31842429,0.349112426,0.349112426
Solomon Alabi,22,TOR,NBA,2010-11,12,0,59,3,15,3,15,0,0,0,2,7,7,14,2,2,2,3,5,6,0.2,0.2,0,0,0.2,1.830508475,9.152542373,1.830508475,9.152542373,0,0,0,1.220338983,4.271186441,4.271186441,8.542372881,1.220338983,1.220338983,1.220338983,1.830508475,3.050847458,3.661016949,18.89168766,0,0.133333333
Solomon Hill,22,IND,NBA,2013-14,28,0,226,17,40,10,17,7,23,6,7,9,32,41,12,5,2,13,19,47,0.425,0.588235294,0.304347826,0.857142857,0.5125,2.707964602,6.371681416,1.592920354,2.707964602,1.115044248,3.663716814,0.955752212,1.115044248,1.433628319,5.097345133,6.530973451,1.911504425,0.796460177,0.318584071,2.07079646,3.026548673,7.486725664,54.54967502,0.575,0.175
Solomon Jones,22,ATL,NBA,2006-07,58,8,666,65,128,65,127,0,1,59,75,49,87,136,11,11,42,25,124,189,0.5078125,0.511811024,0,0.786666667,0.5078125,3.513513514,6.918918919,3.513513514,6.864864865,0,0.054054054,3.189189189,4.054054054,2.648648649,4.702702703,7.351351351,0.594594595,0.594594595,2.27027027,1.351351351,6.702702703,10.21621622,58.69565217,0.0078125,0.5859375
Sonny Weems,22,DEN,NBA,2008-09,12,0,55,8,25,8,22,0,3,3,8,0,4,4,3,1,0,6,8,19,0.32,0.363636364,0,0.375,0.32,5.236363636,16.36363636,5.236363636,14.4,0,1.963636364,1.963636364,5.236363636,0,2.618181818,2.618181818,1.963636364,0.654545455,0,3.927272727,5.236363636,12.43636364,33.30995792,0.12,0.32
Speedy Claxton,23,PHI,NBA,2001-02,67,18,1528,181,452,177,419,4,33,114,136,46,114,160,198,95,6,95,145,480,0.400442478,0.422434368,0.121212121,0.838235294,0.404867257,4.264397906,10.64921466,4.170157068,9.871727749,0.094240838,0.777486911,2.685863874,3.204188482,1.083769634,2.685863874,3.769633508,4.664921466,2.238219895,0.141361257,2.238219895,3.416230366,11.30890052,46.88965302,0.07300885,0.300884956
Spencer Dinwiddie,21,DET,NBA,2014-15,34,1,455,51,169,39,104,12,65,31,34,4,44,48,104,19,6,33,53,145,0.301775148,0.375,0.184615385,0.911764706,0.337278107,4.035164835,13.37142857,3.085714286,8.228571429,0.949450549,5.142857143,2.452747253,2.69010989,0.316483516,3.481318681,3.797802198,8.228571429,1.503296703,0.474725275,2.610989011,4.193406593,11.47252747,39.41074147,0.384615385,0.201183432
Spencer Hawes,19,SAC,NBA,2007-08,71,8,931,146,318,142,297,4,21,38,58,68,162,230,44,14,40,56,128,334,0.459119497,0.478114478,0.19047619,0.655172414,0.465408805,5.645542428,12.29645542,5.490870032,11.48442535,0.154672395,0.812030075,1.469387755,2.242749731,2.62943072,6.264232009,8.893662728,1.701396348,0.541353383,1.546723953,2.165413534,4.949516649,12.91514501,48.6143456,0.066037736,0.182389937
Stanley Johnson,19,DET,NBA,2015-16,73,6,1687,225,600,162,395,63,205,80,102,58,248,306,118,55,12,114,178,593,0.375,0.410126582,0.307317073,0.784313725,0.4275,4.801422644,12.80379372,3.457024304,8.429164197,1.34439834,4.37462952,1.707172496,2.176644932,1.237700059,5.292234736,6.529934795,2.518079431,1.173681091,0.256075874,2.432720806,3.798458803,12.65441612,45.97754621,0.341666667,0.17
Stephane Lasme,25,TOT,NBA,2007-08,16,4,303,32,71,32,71,0,0,19,32,26,27,53,3,13,22,15,35,83,0.450704225,0.450704225,0,0.59375,0.450704225,3.801980198,8.435643564,3.801980198,8.435643564,0,0,2.257425743,3.801980198,3.089108911,3.207920792,6.297029703,0.356435644,1.544554455,2.613861386,1.782178218,4.158415842,9.861386139,48.77762106,0,0.450704225
Stephen Curry,21,GSW,NBA,2009-10,80,77,2896,528,1143,362,763,166,380,177,200,48,308,356,472,152,19,243,252,1399,0.461942257,0.474442988,0.436842105,0.885,0.53455818,6.563535912,14.20856354,4.5,9.48480663,2.063535912,4.723756906,2.200276243,2.486187845,0.596685083,3.828729282,4.425414365,5.867403315,1.889502762,0.236187845,3.020718232,3.132596685,17.39088398,56.82372055,0.332458443,0.174978128
Stephen Graham,23,TOT,NBA,2005-06,22,0,175,21,54,19,44,2,10,14,15,5,22,27,7,5,2,13,31,58,0.388888889,0.431818182,0.2,0.933333333,0.407407407,4.32,11.10857143,3.908571429,9.051428571,0.411428571,2.057142857,2.88,3.085714286,1.028571429,4.525714286,5.554285714,1.44,1.028571429,0.411428571,2.674285714,6.377142857,11.93142857,47.85478548,0.185185185,0.277777778
Stephen Zimmerman,20,ORL,NBA,2016-17,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,0.322580645,0.322580645,0,0.6,0.322580645,3.333333333,10.33333333,3.333333333,10.33333333,0,0,1,1.666666667,3.666666667,8,11.66666667,1.333333333,0.666666667,1.666666667,1,5.666666667,7.666666667,34.63855422,0,0.161290323
Steve Blake,23,WAS,NBA,2003-04,75,14,1392,157,407,82,205,75,202,55,67,18,99,117,209,57,7,128,100,444,0.385749386,0.4,0.371287129,0.820895522,0.477886978,4.060344828,10.52586207,2.120689655,5.301724138,1.939655172,5.224137931,1.422413793,1.732758621,0.465517241,2.560344828,3.025862069,5.405172414,1.474137931,0.181034483,3.310344828,2.586206897,11.48275862,50.86143695,0.496314496,0.164619165
Steve Goodrich,24,CHI,NBA,2000-01,12,0,133,7,18,6,15,1,3,4,7,7,14,21,6,2,1,8,14,19,0.388888889,0.4,0.333333333,0.571428571,0.416666667,1.894736842,4.872180451,1.62406015,4.060150376,0.270676692,0.812030075,1.082706767,1.894736842,1.894736842,3.789473684,5.684210526,1.62406015,0.541353383,0.270676692,2.165413534,3.789473684,5.142857143,45.06641366,0.166666667,0.388888889
Steve Novak,23,HOU,NBA,2006-07,35,1,191,18,50,5,11,13,39,2,2,4,22,26,6,5,0,4,21,51,0.36,0.454545455,0.333333333,1,0.49,3.392670157,9.42408377,0.942408377,2.073298429,2.45026178,7.35078534,0.376963351,0.376963351,0.753926702,4.146596859,4.90052356,1.130890052,0.942408377,0,0.753926702,3.958115183,9.612565445,50.11792453,0.78,0.04
Steven Adams,20,OKC,NBA,2013-14,81,20,1197,93,185,93,185,0,0,79,136,142,190,332,43,40,57,71,203,265,0.502702703,0.502702703,0,0.580882353,0.502702703,2.796992481,5.563909774,2.796992481,5.563909774,0,0,2.37593985,4.090225564,4.270676692,5.714285714,9.984962406,1.293233083,1.203007519,1.714285714,2.135338346,6.105263158,7.969924812,54.11697435,0,0.735135135
Steven Hill,23,OKC,NBA,2008-09,1,0,2,1,1,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,1,1,0,0,1,18,18,18,18,0,0,0,0,36,18,54,0,0,0,0,0,36,100,0,0
Steven Hunter,20,ORL,NBA,2001-02,53,21,516,67,147,67,147,0,0,55,94,40,57,97,5,5,43,16,81,189,0.455782313,0.455782313,0,0.585106383,0.455782313,4.674418605,10.25581395,4.674418605,10.25581395,0,0,3.837209302,6.558139535,2.790697674,3.976744186,6.76744186,0.348837209,0.348837209,3,1.11627907,5.651162791,13.18604651,50.16988745,0,0.639455782
Steven Smith,23,PHI,NBA,2006-07,8,0,28,2,8,2,8,0,0,1,2,1,5,6,0,1,0,2,4,5,0.25,0.25,0,0.5,0.25,2.571428571,10.28571429,2.571428571,10.28571429,0,0,1.285714286,2.571428571,1.285714286,6.428571429,7.714285714,0,1.285714286,0,2.571428571,5.142857143,6.428571429,28.15315315,0,0.25
Stromile Swift,21,VAN,NBA,2000-01,80,6,1312,153,339,153,335,0,4,85,141,109,175,284,28,62,82,64,160,391,0.451327434,0.456716418,0,0.602836879,0.451327434,4.198170732,9.301829268,4.198170732,9.192073171,0,0.109756098,2.332317073,3.868902439,2.990853659,4.801829268,7.792682927,0.768292683,1.701219512,2.25,1.756097561,4.390243902,10.72865854,48.74825454,0.01179941,0.415929204
T.J. Ford,20,MIL,NBA,2003-04,55,55,1472,153,398,148,377,5,21,80,98,37,140,177,356,60,3,139,123,391,0.384422111,0.392572944,0.238095238,0.816326531,0.390703518,3.741847826,9.733695652,3.619565217,9.220108696,0.122282609,0.513586957,1.956521739,2.39673913,0.904891304,3.423913043,4.328804348,8.706521739,1.467391304,0.073369565,3.399456522,3.008152174,9.5625,44.31900617,0.052763819,0.246231156
T.J. McConnell,23,PHI,NBA,2015-16,81,17,1606,218,464,187,375,31,89,26,41,43,207,250,367,95,10,140,114,493,0.469827586,0.498666667,0.348314607,0.634146341,0.503232759,4.886674969,10.40099626,4.191780822,8.405977584,0.694894147,1.99501868,0.582814446,0.919053549,0.96388543,4.640099626,5.603985056,8.226650062,2.129514321,0.224159402,3.138231631,2.555417186,11.05105853,51.13683512,0.191810345,0.088362069
T.J. Warren,21,PHO,NBA,2014-15,40,1,614,113,214,108,193,5,21,14,19,41,44,85,25,18,9,27,51,245,0.528037383,0.559585492,0.238095238,0.736842105,0.539719626,6.625407166,12.54723127,6.332247557,11.31596091,0.293159609,1.231270358,0.820846906,1.114006515,2.403908795,2.57980456,4.983713355,1.465798046,1.055374593,0.527687296,1.583061889,2.990228013,14.36482085,55.09084368,0.098130841,0.088785047
Tamar Slay,22,NJN,NBA,2002-03,36,0,274,39,103,32,78,7,25,7,10,8,23,31,14,14,3,20,31,92,0.378640777,0.41025641,0.28,0.7,0.412621359,5.124087591,13.53284672,4.204379562,10.24817518,0.919708029,3.284671533,0.919708029,1.313868613,1.051094891,3.02189781,4.072992701,1.839416058,1.839416058,0.394160584,2.627737226,4.072992701,12.08759124,42.83054004,0.242718447,0.097087379
Tang Hamilton,23,MIA,NBA,2001-02,9,2,98,10,19,10,18,0,1,0,1,6,12,18,5,4,0,2,10,20,0.526315789,0.555555556,0,0,0.526315789,3.673469388,6.979591837,3.673469388,6.612244898,0,0.367346939,0,0.367346939,2.204081633,4.408163265,6.612244898,1.836734694,1.469387755,0,0.734693878,3.673469388,7.346938776,51.44032922,0.052631579,0.052631579
Tarence Kinsey,22,MEM,NBA,2006-07,48,12,967,139,304,126,258,13,46,78,98,29,68,97,41,53,1,46,57,369,0.457236842,0.488372093,0.282608696,0.795918367,0.478618421,5.174767322,11.31747673,4.690796277,9.604963806,0.483971044,1.712512927,2.903826267,3.648397104,1.079627715,2.531540848,3.611168563,1.526370217,1.97311272,0.037228542,1.712512927,2.122026887,13.73733195,53.15164785,0.151315789,0.322368421
Tarik Black,23,TOT,NBA,2014-15,63,39,1196,157,273,157,272,0,1,65,118,142,226,368,42,19,24,48,158,379,0.575091575,0.577205882,0,0.550847458,0.575091575,4.725752508,8.217391304,4.725752508,8.18729097,0,0.030100334,1.956521739,3.551839465,4.274247492,6.802675585,11.07692308,1.264214047,0.571906355,0.722408027,1.444816054,4.755852843,11.40802676,58.3220485,0.003663004,0.432234432
Taurean Green,21,TOT,NBA,2007-08,17,0,74,7,25,5,14,2,11,11,12,0,10,10,11,2,0,9,5,27,0.28,0.357142857,0.181818182,0.916666667,0.32,3.405405405,12.16216216,2.432432432,6.810810811,0.972972973,5.351351351,5.351351351,5.837837838,0,4.864864865,4.864864865,5.351351351,0.972972973,0,4.378378378,2.432432432,13.13513514,44.58388375,0.44,0.48
Taurean Prince,22,ATL,NBA,2016-17,59,10,981,114,285,81,183,33,102,74,94,25,132,157,55,43,27,61,96,335,0.4,0.442622951,0.323529412,0.787234043,0.457894737,4.183486239,10.4587156,2.972477064,6.71559633,1.211009174,3.743119266,2.71559633,3.449541284,0.917431193,4.844036697,5.76146789,2.018348624,1.577981651,0.990825688,2.23853211,3.52293578,12.29357798,51.32369163,0.357894737,0.329824561
Tayshaun Prince,22,DET,NBA,2002-03,42,5,435,53,118,33,71,20,47,11,17,5,40,45,24,10,14,21,25,137,0.449152542,0.464788732,0.425531915,0.647058824,0.533898305,4.386206897,9.765517241,2.731034483,5.875862069,1.655172414,3.889655172,0.910344828,1.406896552,0.413793103,3.310344828,3.724137931,1.986206897,0.827586207,1.15862069,1.737931034,2.068965517,11.33793103,54.59037297,0.398305085,0.144067797
Terence Morris,23,HOU,NBA,2001-02,68,12,1110,111,289,96,211,15,78,18,28,77,134,211,64,21,27,45,72,255,0.384083045,0.454976303,0.192307692,0.642857143,0.410034602,3.6,9.372972973,3.113513514,6.843243243,0.486486486,2.52972973,0.583783784,0.908108108,2.497297297,4.345945946,6.843243243,2.075675676,0.681081081,0.875675676,1.459459459,2.335135135,8.27027027,42.3138192,0.269896194,0.096885813
Terrance Roberson,24,CHH,NBA,2000-01,3,0,13,0,2,0,1,0,1,0,0,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,5.538461538,0,2.769230769,0,2.769230769,0,0,0,2.769230769,2.769230769,2.769230769,0,0,5.538461538,8.307692308,0,0,0.5,0
Terrence Jones,21,HOU,NBA,2012-13,19,0,276,43,94,38,75,5,19,13,17,28,37,65,15,12,19,13,21,104,0.457446809,0.506666667,0.263157895,0.764705882,0.484042553,5.608695652,12.26086957,4.956521739,9.782608696,0.652173913,2.47826087,1.695652174,2.217391304,3.652173913,4.826086957,8.47826087,1.956521739,1.565217391,2.47826087,1.695652174,2.739130435,13.56521739,51.24162397,0.20212766,0.180851064
Terrence Ross,21,TOR,NBA,2012-13,73,2,1239,186,457,121,261,65,196,30,42,35,109,144,53,43,14,48,122,467,0.407002188,0.463601533,0.331632653,0.714285714,0.478118162,5.404358354,13.27845036,3.515738499,7.583535109,1.888619855,5.694915254,0.871670702,1.220338983,1.016949153,3.167070218,4.18401937,1.539951574,1.249394673,0.406779661,1.394673123,3.544794189,13.56900726,49.10826954,0.428884026,0.09190372
Terry Rozier,21,BOS,NBA,2015-16,39,0,311,29,106,23,79,6,27,8,10,24,39,63,37,6,1,19,23,72,0.273584906,0.291139241,0.222222222,0.8,0.301886792,3.356913183,12.27009646,2.662379421,9.144694534,0.694533762,3.125401929,0.926045016,1.15755627,2.778135048,4.514469453,7.292604502,4.282958199,0.694533762,0.115755627,2.199356913,2.662379421,8.334405145,32.60869565,0.254716981,0.094339623
