Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
R. Smith,SG,30,SDC,82,3111,16.6,0.499,,0.236,3.5,6.6,5,17.6,2.6,0.1,13.2,23.6,4.5,1.3,5.8,0.089,1.3,-1.3,0,1.6,1979
R. Smith,PG,23,DEN,82,1479,11.6,0.511,,0.413,2.9,7.3,5.2,18.3,1.8,0.5,15.6,15.9,1.6,1.3,2.9,0.095,-1.4,-0.9,-2.4,-0.1,1979
S. Smith,SF,24,MIL,16,125,14.2,0.486,,0.511,0,8,4,15.4,2.9,3,12.2,20.4,0.1,0.2,0.2,0.09,-2.8,0,-2.8,0,1979
W. Smith,PG,25,POR,13,131,14.6,0.563,,0.386,5.9,5.2,5.5,18,3.5,0.4,21.4,19.7,0.1,0.2,0.3,0.103,-0.3,-0.8,-1.1,0,1979
D. Snyder,SG,34,SEA,56,536,10.8,0.489,,0.273,2.9,6.5,4.7,16,1.2,0.6,14.7,17.9,0.3,0.6,0.9,0.08,-2.6,-1.4,-4.1,-0.3,1979
R. Sobers,SG,26,IND,81,2825,14.8,0.523,,0.283,4.3,6.7,5.5,22.4,2.2,0.4,18.5,22.8,2.1,2.3,4.3,0.074,0.6,-0.5,0.2,1.5,1979
K. Stacom,SG,27,TOT,68,831,8,0.407,,0.175,3.8,7,5.4,18,1.6,0.1,17.8,21.1,-1.3,0.5,-0.8,-0.048,-4.7,-2.2,-7,-1,1979
K. Stacom,SG,27,IND,44,571,7.1,0.403,,0.196,3.6,7.4,5.5,17.4,1.1,0.1,19.2,19.2,-0.9,0.3,-0.6,-0.049,-5.1,-2.1,-7.2,-0.8,1979
K. Stacom,SG,27,BOS,24,260,10.1,0.414,,0.143,4.2,6,5.1,19.3,2.6,0,15.5,25.1,-0.4,0.2,-0.2,-0.046,-4,-2.5,-6.5,-0.3,1979
L. Steele,SG,29,POR,72,1488,10.1,0.477,,0.282,4.3,8.5,6.4,12.6,2.3,0.4,15,16.9,0.6,1.5,2,0.065,-1.8,-0.4,-2.2,-0.1,1979
E. Tatum,SG,25,TOT,79,1233,11.9,0.465,,0.113,3.4,7.3,5.3,8.3,2.8,1.4,11.8,23.1,-0.5,1.2,0.7,0.028,-2.7,-0.7,-3.5,-0.5,1979
E. Tatum,SG,25,BOS,3,38,7.1,0.45,,0.25,2.9,8.8,5.8,3.8,0,1.4,11.9,25.9,0,0,0,-0.036,-6.3,-5.3,-11.5,-0.1,1979
E. Tatum,SG,25,DET,76,1195,12.1,0.465,,0.109,3.4,7.3,5.3,8.5,2.9,1.4,11.8,23,-0.4,1.2,0.7,0.03,-2.6,-0.6,-3.2,-0.4,1979
B. Taylor,PG,27,SDC,20,212,11.1,0.418,,0.217,6.5,6.5,6.5,11.8,5.1,0,15.8,19.3,-0.1,0.2,0.1,0.032,-1.9,0.5,-1.5,0,1979
I. Terrell,SF,24,TOT,49,732,9.3,0.499,,0.268,6.2,13.9,10.1,7.4,1.3,1.9,19.3,14.4,-0.1,0.7,0.6,0.037,-3.5,0.3,-3.1,-0.2,1979
I. Terrell,SF,24,NOJ,31,572,8,0.476,,0.264,6,12.4,9.3,5.8,1.2,1.9,18.3,13.1,-0.2,0.4,0.3,0.023,-3.9,0.3,-3.7,-0.2,1979
I. Terrell,SF,24,POR,18,160,14.1,0.561,,0.278,6.9,19,12.8,13.2,2,2.1,21.9,19.1,0.1,0.2,0.3,0.087,-1.9,0.5,-1.3,0,1979
R. Theus,PG,21,CHI,82,2753,13.3,0.526,,0.31,3.7,5.4,4.5,22.8,1.6,0.3,19.2,22.9,1.5,1.7,3.2,0.056,-0.3,-1.6,-1.9,0.1,1979
D. Thompson,SG,24,DEN,76,2670,19.9,0.567,,0.431,4.3,6.4,5.4,13.3,1.2,1.6,10.4,25.9,7.4,2.1,9.5,0.171,2.9,-1.6,1.3,2.2,1979
M. Thompson,C,24,POR,73,2144,17,0.508,,0.287,10.1,21.3,15.7,12.1,1.5,3.5,16.3,23.2,1.2,3.2,4.4,0.098,-0.4,1.5,1.1,1.7,1979
R. Tomjanovich,PF,30,HOU,74,2641,16.4,0.543,,0.184,7.1,16.3,11.8,7.3,0.8,0.4,9.6,21.4,5,1.1,6.2,0.112,1.4,-1.4,0,1.3,1979
R. Townsend,SG,23,GSW,65,771,10.8,0.477,,0.235,1.5,6.2,3.8,15.7,1.6,0.4,13.8,19.4,0.1,0.7,0.8,0.048,-3,-1.7,-4.7,-0.5,1979
D. Twardzik,PG,28,POR,64,1570,14.9,0.651,,0.785,2.7,5.7,4.2,14.6,2.5,0.1,19.9,16.1,3.7,1.4,5.1,0.157,1.1,-0.8,0.3,0.9,1979
T. Tyler,PF,22,DET,82,2560,15.5,0.507,,0.232,8.3,18.3,13.2,4.6,1.8,4.1,11.9,17.6,2,3.4,5.4,0.101,-1.2,2.1,1,1.9,1979
W. Unseld,C,32,WSB,77,2406,17.8,0.599,,0.392,11.7,23.2,17.5,15.9,1.3,0.8,18.2,13.6,5.3,3.5,8.7,0.174,2.8,2.8,5.7,4.7,1979
J. Van Breda Kolff,SF,27,NJN,80,1998,10.8,0.534,,0.433,5.5,15,10.1,11.6,1.9,2,21.1,12,0.9,2.7,3.6,0.087,-2,2.4,0.4,1.2,1979
N. Van Lier,PG,31,MIL,38,555,11,0.536,,0.675,1.6,6.4,4,30.7,3.5,0.3,32.9,10.4,0.5,0.6,1.1,0.093,-2.4,-0.7,-3.2,-0.2,1979
A. Wakefield,SG,24,TOT,73,586,4.9,0.415,,0.39,4.3,9.4,6.7,14.4,1.5,0.2,26,18.2,-1.2,0.3,-0.9,-0.072,-6.2,-1.2,-7.4,-0.8,1979
A. Wakefield,SG,24,CHI,2,8,-15.9,0,,0,0,0,0,14.2,0,0,66.7,15,-0.1,0,-0.1,-0.397,-18.5,-4.7,-23.2,0,1979
A. Wakefield,SG,24,DET,71,578,5.2,0.417,,0.392,4.4,9.5,6.8,14.4,1.5,0.2,25.6,18.3,-1.1,0.3,-0.8,-0.067,-6,-1.1,-7.2,-0.8,1979
F. Walker,PG,27,CLE,55,1753,15,0.527,,0.391,3.5,9.2,6.2,23.3,3.5,0.6,19.5,14.8,1.9,1.5,3.4,0.093,0.6,1.2,1.8,1.7,1979
W. Walker,SF,24,SEA,60,969,11.6,0.511,,0.28,7.2,12.1,9.6,10,0.6,1.4,15,18.3,0.6,1.2,1.8,0.087,-1.8,-0.3,-2,0,1979
L. Walton,PG,25,MIL,75,1381,12.4,0.511,,0.275,2.7,5.6,4.2,29.7,2.3,0.3,25.1,13.8,0.9,1,1.9,0.067,-1.7,-1.6,-3.4,-0.5,1979
K. Washington,PF,27,SDC,82,2764,15,0.603,,0.53,11.4,19.4,15.4,5.5,1.4,2.2,19.4,13.1,4.6,2.3,6.9,0.12,1.2,1.1,2.3,3,1979
R. Washington,PF,23,KCK,18,161,5.3,0.396,,0.39,7.3,25.6,16.2,5.1,1.9,1,23.8,15.1,-0.3,0.3,0,-0.006,-6.8,1.1,-5.7,-0.2,1979
W. Washington,PF,23,NJN,62,1139,12.9,0.523,,0.24,7.8,19.8,13.6,6,1.2,3.2,17,19,0.2,1.7,1.8,0.077,-3,0.5,-2.5,-0.1,1979
S. Watts,PG,27,HOU,61,1046,11.3,0.439,,0.295,3.7,7,5.4,27.2,3.2,0.7,21.7,12.3,0.4,0.8,1.2,0.057,-1.4,0.3,-1.1,0.2,1979
N. Weatherspoon,SF,28,SDC,82,2642,12.7,0.514,,0.238,7.2,11.1,9.1,6.7,1.4,0.7,14.3,18.5,2.8,1,3.7,0.068,-0.1,-1.1,-1.2,0.5,1979
M. Webster,C,26,NYK,60,2027,13.4,0.504,,0.47,10.5,24.4,17.4,10.6,0.5,2.9,20.2,16.3,0.5,2.3,2.8,0.066,-1.7,2,0.3,1.2,1979
S. Wedman,SF,26,KCK,73,2498,16.9,0.572,,0.258,5.7,11.2,8.4,8,1.4,0.7,8.3,19.6,6,2.6,8.6,0.165,2.3,0,2.3,2.7,1979
P. Westphal,SG,28,PHO,81,2641,22.6,0.58,,0.271,1.5,5.1,3.3,29.9,1.9,0.5,12.2,27.8,8.2,2.2,10.4,0.189,4.2,-2.6,1.6,2.4,1979
J. Jo White,PG,32,TOT,76,2338,11.2,0.483,,0.174,2,7.5,4.7,20.3,1.6,0.2,17.8,20.1,-0.3,1.4,1.1,0.023,-2,-1.3,-3.4,-0.8,1979
J. Jo White,PG,32,BOS,47,1455,10.2,0.464,,0.149,1.7,8.2,4.9,20.4,1.7,0.1,18.3,20.9,-1,0.7,-0.3,-0.008,-2.8,-1.6,-4.3,-0.9,1979
J. Jo White,PG,32,GSW,29,883,12.7,0.52,,0.22,2.4,6.4,4.4,20.1,1.4,0.2,16.9,19,0.7,0.7,1.4,0.075,-0.8,-1,-1.8,0,1979
J. Whitehead,C,22,SDC,31,152,8.4,0.453,,0.529,11.2,23.8,17.5,5.5,0.9,1.3,20.8,13.2,0,0.1,0.1,0.026,-3.9,-1.1,-5,-0.1,1979
S. Wicks,PF,29,SDC,79,2022,11.1,0.497,,0.334,8.4,13,10.7,7.9,1.6,0.9,18.8,17.9,0.5,1,1.5,0.037,-1.2,-0.6,-1.8,0.1,1979
B. Wilkerson,SF,24,DEN,80,2425,12,0.482,,0.199,4.3,13.4,8.9,16.1,2.2,0.4,17.2,18.1,0,2.9,2.9,0.058,-1.5,0.9,-0.6,0.9,1979
J. Wilkes,SF,25,LAL,82,2915,16.4,0.544,,0.291,6.5,15.7,11.4,10.3,2.1,0.5,13.8,22.3,3.4,3.4,6.9,0.113,0.7,0.3,1,2.2,1979
E. Williams,C,27,BOS,20,273,15.3,0.457,,0.195,16.5,26.2,21.4,6.3,2,1.7,13,22,0,0.4,0.4,0.069,-2.2,-1,-3.1,-0.1,1979
F. Williams,SG,22,SDC,72,1195,16.1,0.514,,0.143,4.3,4.5,4.4,10.5,1.6,0.1,12,26.2,1.7,0.1,1.8,0.072,-0.2,-4.2,-4.4,-0.7,1979
G. Williams,PG,25,SEA,76,2266,21.1,0.534,,0.258,5.1,6.2,5.7,21.9,3.2,0.7,12.2,26.9,4.7,3.5,8.3,0.175,3.5,0.5,4,3.4,1979
N. Williams,SG,28,GSW,81,1299,14.7,0.542,,0.206,5.6,11.6,8.6,6.7,2,0.2,13.1,22.2,1.4,1.5,2.9,0.107,-0.9,-1.1,-2,0,1979
R. Williams,PG,24,NYK,81,2370,17.7,0.502,,0.249,4.7,8.5,6.6,31,2.5,0.4,17,27.8,1.9,1.9,3.9,0.078,1.6,-0.8,0.8,1.7,1979
J. Williamson,SG,27,NJN,74,2451,16.4,0.527,,0.32,2.2,6.4,4.2,16.8,1.6,0.3,13,27.4,3,2,5.1,0.099,0.7,-2.3,-1.6,0.2,1979
R. Wilson,SG,22,ATL,61,589,9.7,0.43,,0.223,3.5,10.7,7,16.4,2.4,0.8,15.9,17.3,-0.3,0.6,0.3,0.028,-3,0.1,-2.9,-0.1,1979
B. Winters,SG,26,MIL,79,2575,15.6,0.533,,0.206,2.1,5.5,3.8,20.5,1.5,0.8,14.9,26,2.7,1.5,4.2,0.078,0.6,-2.1,-1.6,0.3,1979
L. Wright,PG,24,WSB,73,1658,13.7,0.511,,0.285,3,5.6,4.3,22.5,1.9,0.4,15.2,18,2,1.5,3.5,0.101,0.2,-0.8,-0.6,0.6,1979
Z. Abdul-Aziz,PF-C,31,TOT,16,158,11.4,0.449,,0.383,12.4,20.9,16.6,8.5,0.9,1,16.6,21.1,0,0.1,0.1,0.033,-2.6,-1.7,-4.3,-0.1,1978
Z. Abdul-Aziz,C,31,BOS,2,24,11.5,0.279,,0.231,26,37.3,31.8,16.5,1.9,2.1,17.3,28,-0.1,0.1,0,-0.062,-5.2,1.4,-3.7,0,1978
Z. Abdul-Aziz,PF,31,HOU,14,134,11.4,0.493,,0.426,10,17.9,13.8,7,0.7,0.8,16.5,19.9,0.1,0,0.1,0.05,-2.1,-2.3,-4.4,-0.1,1978
K. Abdul-Jabbar,C,30,LAL,62,2265,29.2,0.589,,0.29,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27,7.7,4.4,12.1,0.257,5.5,3.6,9,6.3,1978
T. Abernethy,SF,23,LAL,73,1317,15.6,0.544,,0.275,8.5,12,10.3,9.7,1.9,0.8,9.9,14.9,2.9,1.3,4.1,0.15,1.3,0.3,1.5,1.2,1978
A. Adams,C,23,PHO,70,1914,17.7,0.528,,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,1.5,3.4,4.9,0.123,0,1.8,1.8,1.9,1978
L. Allen,PG,30,KCK,77,2147,13.3,0.488,,0.26,3.1,7.8,5.5,22.8,1.9,0.7,18.7,20.6,0.7,1.4,2.1,0.046,-0.7,-0.9,-1.5,0.2,1978
J. Ard,C,29,TOT,15,125,3.2,0.495,,0.294,7.8,23.2,15.6,8.1,0,0,42.2,10.7,-0.2,0.1,-0.1,-0.041,-6.1,-0.8,-6.8,-0.2,1978
J. Ard,C,29,BOS,1,9,9.4,0.266,,2,11.6,33.1,22.6,12.6,0,0,0,8.1,0,0,0,0.081,-4.1,0.4,-3.7,0,1978
J. Ard,C,29,CHI,14,116,2.7,0.52,,0.188,7.5,22.4,15,7.8,0,0,44.7,10.9,-0.2,0.1,-0.1,-0.05,-6.2,-0.9,-7.1,-0.1,1978
T. Armstrong,SG,22,CHI,66,716,11.1,0.487,,0.096,3.7,6.7,5.2,15.7,1.5,0,16.6,19.7,0.1,0.3,0.4,0.027,-2.2,-2.7,-4.9,-0.5,1978
B. Averitt,SG,25,TOT,55,1085,10.3,0.454,,0.291,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,-1.2,0.5,-0.7,-0.03,-3.3,-2.9,-6.1,-1.1,1978
B. Averitt,SG,25,NJN,21,409,8.2,0.419,,0.239,1.6,6.5,3.9,23,1.8,0.1,20.9,23.7,-0.8,0.3,-0.5,-0.059,-4.6,-2.3,-6.9,-0.5,1978
B. Averitt,SG,25,BUF,34,676,11.5,0.476,,0.324,1.6,6.3,4,28.2,1.5,0.6,20.6,25.2,-0.4,0.2,-0.2,-0.013,-2.4,-3.2,-5.7,-0.6,1978
D. Awtrey,C,29,PHO,81,1623,6.1,0.47,,0.413,6,13.2,9.6,11.5,0.5,0.8,28.9,10.1,-0.6,1.6,1,0.03,-3.8,1,-2.8,-0.3,1978
G. Bailey,SG,26,NOJ,48,449,11.8,0.46,,0.482,9.6,8,8.8,11.6,1.8,1.7,16.4,17,0.1,0.4,0.5,0.059,-1.8,0.2,-1.6,0,1978
G. Ballard,SF,23,WSB,76,936,14.1,0.484,,0.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18,1,1.1,2,0.104,-0.9,-0.2,-1.1,0.2,1978
M. Bantom,SF,26,IND,82,2775,14.8,0.525,,0.327,6.3,15.3,10.7,12.2,1.6,0.9,15.4,19.2,3.3,2.6,5.9,0.102,0.4,0.4,0.8,2,1978
M. Barnes,PF,25,TOT,60,1646,13.9,0.463,,0.275,8.8,19.6,14.2,11.8,1.8,2.6,15.5,21.1,0.1,1.9,2,0.06,-1.4,1.2,-0.2,0.7,1978
M. Barnes,PF,25,DET,12,269,13,0.459,,0.246,11.1,24.2,17.8,10.1,1.2,2.1,18.2,22.7,-0.1,0.3,0.2,0.038,-2.8,-0.1,-2.9,-0.1,1978
M. Barnes,PF,25,BUF,48,1377,14.1,0.464,,0.282,8.4,18.7,13.6,12.2,1.9,2.7,14.9,20.8,0.3,1.6,1.8,0.064,-1.2,1.5,0.3,0.8,1978
R. Barry,SF,33,GSW,82,3024,20.9,0.509,,0.243,2.5,12.8,7.5,22.6,2.4,0.8,10.7,27.1,5.9,3.8,9.7,0.154,2.7,0.4,3.1,3.9,1978
T. Bassett,PF,26,NJN,65,1474,8.6,0.408,,0.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,-0.7,1.8,1.1,0.036,-3.4,1.5,-2,0,1978
B. Beard,PG,30,NYK,79,1979,14.6,0.544,,0.261,4,9.6,6.9,21.5,2.6,0.1,18.4,16,2.8,1.6,4.4,0.107,0.7,-0.1,0.6,1.3,1978
R. Behagen,PF,27,TOT,80,1735,14.2,0.477,,0.307,11.3,18.9,15,8.7,1.6,1,16,24.1,0.4,2,2.4,0.066,-1.5,-1,-2.4,-0.2,1978
R. Behagen,PF,27,ATL,26,571,15.9,0.509,,0.281,9.8,23.7,16.5,9.4,2.4,1.2,17.2,23.8,0.3,1,1.2,0.103,-1.2,0.5,-0.6,0.2,1978
R. Behagen,PF,27,HOU,3,33,11.6,0.612,,0.091,6.3,16.5,11.2,8.9,0,0,20.8,17.4,0,0,0,0.045,-1.3,-2.9,-4.2,0,1978
R. Behagen,PF,27,IND,51,1131,13.5,0.46,,0.324,12.3,16.5,14.3,8.4,1.3,0.9,15.4,24.4,0.1,1,1.1,0.048,-1.6,-1.7,-3.3,-0.4,1978
M. Bennett,PF,23,IND,31,285,7.6,0.367,,0.556,16.3,15.4,15.9,9.6,1.7,1.3,22.9,17.2,-0.4,0.3,-0.1,-0.014,-3.8,0.1,-3.7,-0.1,1978
K. Benson,C,23,MIL,69,1288,13.2,0.497,,0.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,0.2,1.5,1.7,0.064,-1.9,0.9,-1,0.3,1978
H. Bibby,PG,28,PHI,82,2518,11.7,0.492,,0.332,2.6,7.3,5,23,1.6,0.1,16.8,13.6,2.9,1.7,4.7,0.089,-0.2,-0.9,-1.1,0.6,1978
B. Bigelow,SF,24,TOT,5,24,6.7,0.308,,0,12.8,25.2,19.1,0,0,0,0,21,0,0,0,-0.027,-8.1,-9,-17.1,-0.1,1978
B. Bigelow,SF,24,KCK,1,7,21.4,1,,0,29.1,44,36.5,0,0,0,0,5.4,0,0,0,0.318,2.2,-8,-5.8,0,1978
B. Bigelow,SF,24,BOS,4,17,0.6,0.25,,0,6.1,17.5,12,0,0,0,0,27.3,-0.1,0,-0.1,-0.169,-12.3,-9.4,-21.7,-0.1,1978
D. Bing,PG,34,BOS,80,2256,13.4,0.508,,0.315,3.5,6,4.8,19.2,1.6,0.4,16.8,22.1,2,1.6,3.6,0.076,-0.3,-1.4,-1.7,0.2,1978
O. Birdsong,SG,22,KCK,73,1878,17.1,0.53,,0.325,3.8,5.7,4.8,14.1,1.7,0.3,11.7,25.1,3.3,0.9,4.2,0.108,1.5,-2.5,-0.9,0.5,1978
T. Boerwinkle,C,32,CHI,22,227,10.3,0.503,,0.26,6.7,21.5,14.2,26.1,0.6,1,31.8,14.5,0,0.2,0.2,0.035,-3,0,-3,-0.1,1978
P. Bond,SG,23,HOU,7,21,5.3,0.333,,0,4.9,15.6,10.1,11.9,2.3,0,25,15.2,-0.1,0,0,-0.092,-6.4,0,-6.4,0,1978
R. Boone,SG,31,KCK,82,2653,14,0.504,,0.297,4.3,6.1,5.2,16.8,1.8,0.2,17.4,25,1.3,1.3,2.6,0.047,0,-1.6,-1.6,0.2,1978
J. Bostic,PF,25,DET,4,48,18.9,0.537,,0.227,17.8,17.2,17.5,9.7,0,0,11,21.7,0.1,0,0.1,0.144,2.2,-3.7,-1.6,0,1978
T. Boswell,PF,24,BOS,65,1149,12.9,0.563,,0.345,10.6,14.8,12.7,8.6,1,0.6,18.8,17.1,1.6,1.1,2.7,0.111,-0.3,-0.5,-0.8,0.4,1978
F. Boyd,SG,27,NOJ,21,363,7.7,0.426,,0.2,0.5,4.4,2.5,16.9,1.1,0.4,14.3,14.6,-0.1,0.2,0.1,0.013,-4,-2.2,-6.2,-0.4,1978
A. Bradley,SF,24,HOU,43,798,9,0.459,,0.194,3.1,10.3,6.6,9.3,0.9,0.4,14.3,19.2,-0.1,0,-0.1,-0.005,-2.8,-2.1,-4.9,-0.6,1978
M. Bratz,PG,22,PHO,80,933,9.5,0.44,,0.172,4.6,8.2,6.3,17.1,1.8,0.3,17.3,20.5,-0.6,1,0.4,0.022,-3.5,-1.1,-4.7,-0.6,1978
J. Brewer,PF,26,CLE,80,1798,10.5,0.456,,0.256,10.1,17.8,13.9,7,1.5,1.4,19.2,11.9,0.2,2.5,2.6,0.07,-1.9,2.3,0.4,1.1,1978
J. Bridgeman,SF,24,MIL,82,1876,17,0.539,,0.216,6.3,10.1,8.2,13.4,1.7,0.8,14.5,24.5,2.9,1.1,4,0.102,1.1,-1.7,-0.6,0.7,1978
A. Bristow,SF,26,SAS,82,1481,14.6,0.529,,0.387,7.3,10.7,9.1,16.7,2.1,0.1,18.8,20.2,1.6,1.2,2.8,0.089,0.3,-0.8,-0.5,0.6,1978
W. Britt,SG,25,DET,7,16,13.5,0.383,,0.4,6.7,19.4,13.1,17.7,2.8,0,7.8,30.5,0,0,0,0.046,-2.8,-1.9,-4.7,0,1978
G. Brokaw,SG,24,BUF,13,130,13.3,0.504,,0.558,2.5,7.4,5,21.3,1.1,2,18.3,20.1,0.1,0.1,0.1,0.053,-2.3,-2.2,-4.6,-0.1,1978
F. Brown,SG,29,SEA,72,1965,19.6,0.528,,0.188,3,6.9,4.9,19.9,2.6,0.7,12.7,25,4.1,2.5,6.7,0.163,2.4,-0.5,1.9,1.9,1978
J. Brown,SF,26,ATL,75,1594,11.4,0.557,,0.494,9.1,11.7,10.3,9.1,1.6,0.3,19,15.4,2.1,1.5,3.7,0.11,0,0.1,0.1,0.8,1978
J. Bryant,PF,23,PHI,81,1236,12.6,0.492,,0.33,8.8,14,11.5,13.7,2,1,18.7,18.8,0.8,1.4,2.2,0.086,-0.9,0.2,-0.6,0.4,1978
Q. Buckner,PG,23,MIL,82,2072,14.4,0.499,,0.303,3.9,8.8,6.3,27.5,4,0.5,23.1,18.1,0.8,2.3,3.2,0.073,-0.2,0.7,0.6,1.3,1978
T. Burden,SG,24,NYK,2,15,6.9,0.5,,0,0,0,0,7.5,2.9,0,0,5,0,0,0,0.067,-3,-1.8,-4.8,0,1978
T. Burleson,C,25,KCK,76,1525,16.5,0.515,,0.472,11.4,21,16.2,11.3,1.8,2.8,16.2,18.9,2.2,2,4.3,0.134,0.2,1.6,1.9,1.5,1978
D. Buse,PG,27,PHO,82,2547,12.5,0.5,,0.217,2.3,7.8,5,18.5,3.1,0.3,15.3,11.8,2.4,3.6,6,0.113,-0.6,1.7,1.1,2,1978
C. Calhoun,SF,27,POR,79,1370,10.8,0.522,,0.208,5.7,10.6,8.2,8.2,1.4,0.6,13.8,13.3,1.5,1.6,3.1,0.109,-0.9,0.4,-0.4,0.5,1978
M. Calvin,PG,30,DEN,77,988,14,0.551,,0.619,1.2,7.3,4.4,20.1,2.1,0.3,20.3,20.6,1.2,0.7,1.8,0.09,-1.6,-2.5,-4.1,-0.5,1978
A. Carr,SG,29,CLE,82,2186,13.6,0.484,,0.238,3.5,5.2,4.3,14.9,1.4,0.5,12.3,21.6,1.8,1.6,3.4,0.074,-0.1,-1.2,-1.3,0.4,1978
K. Carr,PF,22,LAL,52,733,9.2,0.476,,0.281,7.7,20.9,14.5,4.7,1.1,1,20.8,22.8,-0.9,0.9,0,-0.001,-5.2,-1.9,-7,-0.9,1978
M. Carr,SF,27,DET,79,2556,13.6,0.502,,0.316,8.4,14.3,11.4,9.8,2.6,0.5,17.7,17.8,1.7,2.8,4.5,0.085,-0.1,1.2,1.1,2,1978
B. Carrington,SG,24,TOT,72,1653,9.7,0.479,,0.29,4,6.4,5.1,9.7,1.7,0.7,15.1,17.6,0.2,1.1,1.3,0.038,-2.1,-0.7,-2.8,-0.3,1978
B. Carrington,SG,24,NJN,37,1032,8.3,0.444,,0.247,3.8,6.9,5.3,7.2,1.8,0.6,13.2,17.9,-0.4,0.8,0.4,0.017,-2.7,-0.3,-3.1,-0.3,1978
B. Carrington,SG,24,IND,35,621,12.1,0.545,,0.376,4.3,5.5,4.9,13.7,1.6,0.9,18.5,17,0.6,0.3,1,0.074,-1.1,-1.4,-2.4,-0.1,1978
H. Catchings,C,26,PHI,61,748,11.2,0.43,,0.309,14.8,19,16.9,5.5,1.2,4.6,17.9,12.5,0.2,1.1,1.4,0.087,-2.1,2,-0.2,0.3,1978
D. Chaney,SG,31,TOT,51,835,8.1,0.426,,0.167,5,9,7.1,10.2,2.4,0.8,17.4,16.2,-0.6,0.9,0.3,0.019,-3.6,0.4,-3.2,-0.3,1978
D. Chaney,SG,31,LAL,9,133,7.2,0.401,,0.167,3.2,5.2,4.2,15.1,2.7,1.1,22.2,14.6,-0.1,0.1,0,-0.008,-4.3,0.2,-4.1,-0.1,1978
D. Chaney,SG,31,BOS,42,702,8.2,0.43,,0.167,5.3,9.8,7.6,9.3,2.3,0.7,16.7,16.6,-0.4,0.8,0.4,0.024,-3.5,0.4,-3.1,-0.2,1978
K. Charles,SG,26,ATL,21,520,11.1,0.456,,0.272,1.2,3.9,2.5,22.5,2.2,0.6,15.2,18.8,0.1,0.4,0.6,0.051,-2,-2,-4,-0.3,1978
P. Chenier,SG,27,WSB,36,937,14.8,0.497,,0.306,1.6,9.2,5.4,11.3,1.7,0.5,11.6,23.2,1,0.8,1.8,0.091,-0.7,-1.2,-1.9,0,1978
J. Chones,C,28,CLE,82,2906,14.9,0.503,,0.225,7.6,22,14.7,6.5,0.8,1,13.1,19.2,2.6,3.8,6.4,0.105,-0.6,0.5,-0.1,1.4,1978
J. Cleamons,PG,28,NYK,79,2009,10.4,0.518,,0.23,3.6,7.2,5.5,16.6,1.5,0.4,18.6,11.4,1.8,0.9,2.7,0.065,-0.9,-0.4,-1.3,0.3,1978
E. Coleman,PF,27,GSW,72,1801,9.1,0.493,,0.123,6.5,14.9,10.6,7.1,1.7,0.7,16.8,12.3,0.6,2.1,2.7,0.071,-2,1.4,-0.6,0.6,1978
D. Collins,SG,26,PHI,79,2770,16.9,0.568,,0.269,3.3,5,4.2,16.9,2,0.5,15.5,22.1,5.6,2,7.6,0.132,2.3,-1.3,1,2.1,1978
N. Cook,SF,22,DEN,2,10,3.8,0.333,,0,10.7,19.8,15.4,12.6,0,0,0,11.5,0,0,0,0.064,-2.8,-2,-4.7,0,1978
D. Cowens,C,29,BOS,77,3215,18.6,0.533,,0.233,8,25.6,17,15.7,1.4,1.1,13.9,18.8,6.1,4.8,10.8,0.162,1.9,2.5,4.4,5.2,1978
W. Cox,SF,23,GSW,43,453,11.7,0.452,,0.578,9.2,23.1,16,3.5,2.1,1.2,14.2,21.9,-0.2,0.8,0.6,0.062,-4.6,-1.3,-5.9,-0.5,1978
C. Criss,PG,29,ATL,77,1935,14.8,0.496,,0.394,1.3,5.6,3.4,22.5,2.6,0.2,14.5,21.4,1.9,1.8,3.7,0.092,-0.3,-1.5,-1.8,0.1,1978
M. Crow,SF,23,NJN,15,154,12.8,0.473,,0.25,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,0.1,0.1,0.2,0.051,-1.6,-2.8,-4.4,-0.1,1978
L. Dampier,PG,33,SAS,82,2037,13.7,0.531,,0.153,1.3,4.8,3.1,17.6,1.9,0.3,11.9,15.2,3,1,4,0.094,0.2,-1.8,-1.5,0.2,1978
B. Dandridge,SF,30,WSB,75,2777,16.1,0.528,,0.352,4.9,10.9,7.9,14.7,1.6,0.8,14.9,21.9,4.2,2.6,6.8,0.118,1.6,0.5,2,2.8,1978
A. Dantley,SF,21,TOT,79,2933,20.9,0.595,,0.603,9.2,12,10.6,11.8,1.8,0.4,13.8,21.7,9.6,2.5,12.2,0.199,4.1,-0.2,4,4.4,1978
A. Dantley,SF,21,IND,23,948,23.4,0.587,,0.653,9.4,12.8,11.1,10.2,2.2,0.9,11.4,23.2,3.5,0.9,4.5,0.225,4.6,-0.1,4.5,1.6,1978
