Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,FTr,3PAr
Kay Felder,21,CLE,NBA,2016-17,42,0,386,62,158,55,136,7,22,35,49,3,38,41,58,18,7,31,38,166,0.392405063291,0.404411764706,0.318181818182,0.714285714286,0.414556962025,5.78238341969,14.7357512953,5.12953367876,12.6839378238,0.652849740933,2.0518134715,3.26424870466,4.56994818653,0.279792746114,3.54404145078,3.82383419689,5.40932642487,1.67875647668,0.652849740933,2.89119170984,3.54404145078,15.481865285,46.2241033638,0.310126582278,0.139240506329
Keith Appling,23,ORL,NBA,2015-16,5,0,27,2,8,2,5,0,3,2,2,0,1,1,1,1,0,3,5,6,0.25,0.4,0.0,1.0,0.25,2.66666666667,10.6666666667,2.66666666667,6.66666666667,0.0,4.0,2.66666666667,2.66666666667,0.0,1.33333333333,1.33333333333,1.33333333333,1.33333333333,0.0,4.0,6.66666666667,8.0,33.7837837838,0.25,0.375
Keith Benson,23,GSW,NBA,2011-12,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Olynyk,22,BOS,NBA,2013-14,70,9,1400,234,502,194,388,40,114,99,122,140,225,365,109,35,27,106,227,607,0.466135458167,0.5,0.350877192982,0.811475409836,0.505976095618,6.01714285714,12.9085714286,4.98857142857,9.97714285714,1.02857142857,2.93142857143,2.54571428571,3.13714285714,3.6,5.78571428571,9.38571428571,2.80285714286,0.9,0.694285714286,2.72571428571,5.83714285714,15.6085714286,54.6177656205,0.243027888446,0.227091633466
Kelly Oubre,20,WAS,NBA,2015-16,63,9,671,90,211,65,132,25,79,31,49,25,108,133,13,22,7,34,100,236,0.42654028436,0.492424242424,0.316455696203,0.632653061224,0.485781990521,4.82861400894,11.3204172876,3.48733233979,7.08196721311,1.34128166915,4.23845007452,1.66318926975,2.62891207154,1.34128166915,5.79433681073,7.13561847988,0.697466467958,1.18032786885,0.375558867362,1.82414307004,5.3651266766,12.6616989568,50.7395940832,0.232227488152,0.374407582938
Kemba Walker,21,CHA,NBA,2011-12,66,25,1792,281,767,212,541,69,226,168,213,30,204,234,289,60,20,119,79,799,0.366362451108,0.391866913124,0.305309734513,0.788732394366,0.411342894394,5.64508928571,15.4084821429,4.25892857143,10.8683035714,1.38616071429,4.54017857143,3.375,4.27901785714,0.602678571429,4.09821428571,4.70089285714,5.80580357143,1.20535714286,0.401785714286,2.390625,1.58705357143,16.0513392857,46.4146296124,0.277705345502,0.294654498044
Kendall Marshall,21,PHO,NBA,2012-13,48,3,702,56,151,33,78,23,73,8,14,4,38,42,143,22,4,57,48,143,0.370860927152,0.423076923077,0.315068493151,0.571428571429,0.44701986755,2.87179487179,7.74358974359,1.69230769231,4.0,1.17948717949,3.74358974359,0.410256410256,0.717948717949,0.205128205128,1.94871794872,2.15384615385,7.33333333333,1.12820512821,0.205128205128,2.92307692308,2.46153846154,7.33333333333,45.4950369051,0.0927152317881,0.483443708609
Kenneth Faried,22,DEN,NBA,2011-12,46,39,1037,181,309,181,309,0,0,109,164,142,210,352,36,34,47,54,116,471,0.585760517799,0.585760517799,0.0,0.664634146341,0.585760517799,6.28351012536,10.7270973963,6.28351012536,10.7270973963,0.0,0.0,3.78399228544,5.69334619094,4.92960462874,7.29026036644,12.2198649952,1.24975891996,1.18032786885,1.63162970106,1.87463837994,4.02700096432,16.3510125362,61.785077133,0.53074433657,0.0
Kent Bazemore,23,GSW,NBA,2012-13,61,0,267,43,116,33,82,10,34,27,44,5,17,22,22,17,4,18,27,123,0.370689655172,0.40243902439,0.294117647059,0.613636363636,0.413793103448,5.79775280899,15.6404494382,4.44943820225,11.0561797753,1.34831460674,4.58426966292,3.6404494382,5.93258426966,0.674157303371,2.29213483146,2.96629213483,2.96629213483,2.29213483146,0.539325842697,2.42696629213,3.6404494382,16.5842696629,45.4343971631,0.379310344828,0.293103448276
Kentavious Caldwell-Pope,20,DET,NBA,2013-14,80,41,1583,182,460,123,275,59,185,47,61,38,118,156,55,75,12,28,145,470,0.395652173913,0.447272727273,0.318918918919,0.770491803279,0.459782608696,4.13897662666,10.4611497157,2.79722046747,6.25394819962,1.34175615919,4.20720151611,1.06885660139,1.38723941883,0.864181933039,2.68351231838,3.54769425142,1.25078963992,1.70562223626,0.272899557802,0.63676563487,3.29753632344,10.6885660139,48.2704790075,0.132608695652,0.402173913043
Kevin Jones,23,CLE,NBA,2012-13,32,0,334,43,107,43,107,0,0,9,15,38,40,78,10,9,5,8,25,95,0.401869158879,0.401869158879,0.0,0.6,0.401869158879,4.63473053892,11.5329341317,4.63473053892,11.5329341317,0.0,0.0,0.97005988024,1.61676646707,4.09580838323,4.31137724551,8.40718562874,1.07784431138,0.97005988024,0.538922155689,0.862275449102,2.69461077844,10.2395209581,41.8133802817,0.140186915888,0.0
Kevin Murphy,22,UTA,NBA,2012-13,17,0,52,7,28,6,23,1,5,0,0,0,4,4,2,1,0,3,4,15,0.25,0.260869565217,0.2,0.0,0.267857142857,4.84615384615,19.3846153846,4.15384615385,15.9230769231,0.692307692308,3.46153846154,0.0,0.0,0.0,2.76923076923,2.76923076923,1.38461538462,0.692307692308,0.0,2.07692307692,2.76923076923,10.3846153846,26.7857142857,0.0,0.178571428571
Kevon Looney,19,GSW,NBA,2015-16,5,0,21,4,7,3,5,1,2,0,0,4,6,10,0,0,0,1,2,9,0.571428571429,0.6,0.5,0.0,0.642857142857,6.85714285714,12.0,5.14285714286,8.57142857143,1.71428571429,3.42857142857,0.0,0.0,6.85714285714,10.2857142857,17.1428571429,0.0,0.0,0.0,1.71428571429,3.42857142857,15.4285714286,64.2857142857,0.0,0.285714285714
Khris Middleton,21,DET,NBA,2012-13,27,0,475,62,141,48,96,14,45,27,32,4,46,50,28,15,4,11,53,165,0.439716312057,0.5,0.311111111111,0.84375,0.489361702128,4.69894736842,10.6863157895,3.63789473684,7.27578947368,1.06105263158,3.41052631579,2.04631578947,2.42526315789,0.303157894737,3.48631578947,3.78947368421,2.12210526316,1.13684210526,0.303157894737,0.833684210526,4.01684210526,12.5052631579,53.1983492391,0.22695035461,0.31914893617
Kim English,24,DET,NBA,2012-13,41,0,407,42,112,28,62,14,50,21,29,8,29,37,26,16,3,19,46,119,0.375,0.451612903226,0.28,0.724137931034,0.4375,3.71498771499,9.90663390663,2.47665847666,5.48402948403,1.23832923833,4.4226044226,1.85749385749,2.56511056511,0.707616707617,2.56511056511,3.27272727273,2.29975429975,1.41523341523,0.265356265356,1.68058968059,4.0687960688,10.5257985258,47.6915678102,0.258928571429,0.446428571429
Klay Thompson,21,GSW,NBA,2011-12,66,29,1608,318,718,207,450,111,268,79,91,24,137,161,133,49,20,103,155,826,0.442896935933,0.46,0.414179104478,0.868131868132,0.520194986072,7.11940298507,16.0746268657,4.63432835821,10.0746268657,2.48507462687,6.0,1.76865671642,2.03731343284,0.537313432836,3.0671641791,3.60447761194,2.9776119403,1.09701492537,0.44776119403,2.30597014925,3.47014925373,18.4925373134,54.4826130547,0.126740947075,0.373259052925
Kris Dunn,22,MIN,NBA,2016-17,78,7,1333,118,313,97,240,21,73,36,59,24,142,166,188,78,36,89,178,293,0.376996805112,0.404166666667,0.287671232877,0.610169491525,0.41054313099,3.18679669917,8.45311327832,2.61965491373,6.4816204051,0.567141785446,1.97149287322,0.972243060765,1.59339834959,0.64816204051,3.83495873968,4.4831207802,5.07726931733,2.10652663166,0.972243060765,2.40360090023,4.80720180045,7.91297824456,43.2204389899,0.188498402556,0.233226837061
Kris Joseph,24,TOT,NBA,2012-13,10,0,54,2,14,2,11,0,3,5,8,1,6,7,1,3,0,2,3,9,0.142857142857,0.181818181818,0.0,0.625,0.142857142857,1.33333333333,9.33333333333,1.33333333333,7.33333333333,0.0,2.0,3.33333333333,5.33333333333,0.666666666667,4.0,4.66666666667,0.666666666667,2.0,0.0,1.33333333333,2.0,6.0,25.6849315068,0.571428571429,0.214285714286
Kyle Anderson,21,SAS,NBA,2014-15,33,8,358,31,89,28,78,3,11,9,14,5,67,72,28,15,7,10,28,74,0.348314606742,0.358974358974,0.272727272727,0.642857142857,0.365168539326,3.11731843575,8.94972067039,2.8156424581,7.84357541899,0.301675977654,1.1061452514,0.905027932961,1.40782122905,0.502793296089,6.7374301676,7.24022346369,2.8156424581,1.50837988827,0.703910614525,1.00558659218,2.8156424581,7.44134078212,38.8818831442,0.157303370787,0.123595505618
Kyle O'Quinn,22,ORL,NBA,2012-13,57,5,638,101,197,101,196,0,1,30,45,65,144,209,52,11,26,37,107,232,0.51269035533,0.515306122449,0.0,0.666666666667,0.51269035533,5.69905956113,11.1159874608,5.69905956113,11.0595611285,0.0,0.0564263322884,1.69278996865,2.53918495298,3.66771159875,8.12539184953,11.7931034483,2.934169279,0.620689655172,1.4670846395,2.08777429467,6.03761755486,13.0909090909,53.5055350554,0.228426395939,0.00507614213198
Kyle Singler,24,DET,NBA,2012-13,82,74,2293,275,642,205,442,70,200,100,124,109,221,330,77,57,37,98,217,720,0.428348909657,0.463800904977,0.35,0.806451612903,0.482866043614,4.31748800698,10.0793720017,3.21849105975,6.93938072394,1.09899694723,3.1399912778,1.5699956389,1.94679459224,1.7112952464,3.46969036197,5.18098560837,1.20889664195,0.894897514174,0.580898386393,1.53859572612,3.40689053642,11.3039686001,51.6825542667,0.193146417445,0.311526479751
Kyle Wiltjer,24,HOU,NBA,2016-17,14,0,44,4,14,0,1,4,13,1,2,4,6,10,2,3,1,5,4,13,0.285714285714,0.0,0.307692307692,0.5,0.428571428571,3.27272727273,11.4545454545,0.0,0.818181818182,3.27272727273,10.6363636364,0.818181818182,1.63636363636,3.27272727273,4.90909090909,8.18181818182,1.63636363636,2.45454545455,0.818181818182,4.09090909091,3.27272727273,10.6363636364,43.6827956989,0.142857142857,0.928571428571
Kyrie Irving,19,CLE,NBA,2011-12,51,51,1558,350,747,277,564,73,183,171,196,44,147,191,275,54,20,160,110,944,0.468540829987,0.491134751773,0.398907103825,0.872448979592,0.517402945114,8.08729139923,17.2605905006,6.40051347882,13.0320924262,1.68677792041,4.22849807445,3.9512195122,4.52888318357,1.01668806162,3.39666238768,4.41335044929,6.35430038511,1.24775353017,0.462130937099,3.69704749679,2.54172015404,21.8125802311,56.6463443906,0.262382864793,0.244979919679
Lamar Patterson,24,ATL,NBA,2015-16,35,0,395,28,80,16,31,12,49,16,22,4,46,50,39,9,2,23,45,84,0.35,0.516129032258,0.244897959184,0.727272727273,0.425,2.55189873418,7.29113924051,1.4582278481,2.8253164557,1.09367088608,4.46582278481,1.4582278481,2.00506329114,0.364556962025,4.19240506329,4.55696202532,3.55443037975,0.820253164557,0.182278481013,2.09620253165,4.10126582278,7.65569620253,46.8331846566,0.275,0.6125
Lance Stephenson,20,IND,NBA,2010-11,12,0,115,13,39,13,34,0,5,11,14,1,17,18,21,4,0,16,14,37,0.333333333333,0.382352941176,0.0,0.785714285714,0.333333333333,4.06956521739,12.2086956522,4.06956521739,10.6434782609,0.0,1.5652173913,3.44347826087,4.38260869565,0.313043478261,5.32173913043,5.6347826087,6.57391304348,1.25217391304,0.0,5.00869565217,4.38260869565,11.5826086957,40.9654561559,0.358974358974,0.128205128205
Lance Thomas,23,NOH,NBA,2011-12,42,10,630,57,126,57,125,0,1,52,62,49,77,126,12,10,7,24,78,166,0.452380952381,0.456,0.0,0.838709677419,0.452380952381,3.25714285714,7.2,3.25714285714,7.14285714286,0.0,0.0571428571429,2.97142857143,3.54285714286,2.8,4.4,7.2,0.685714285714,0.571428571429,0.4,1.37142857143,4.45714285714,9.48571428571,54.1492693111,0.492063492063,0.00793650793651
Landry Fields,22,NYK,NBA,2010-11,82,81,2541,299,602,213,383,86,219,113,147,105,416,521,155,80,17,107,114,797,0.496677740864,0.556135770235,0.392694063927,0.768707482993,0.568106312292,4.23612750885,8.52892561983,3.01770956316,5.42621015348,1.21841794569,3.10271546635,1.60094451004,2.0826446281,1.48760330579,5.89374262102,7.3813459268,2.19598583235,1.1334120425,0.240850059032,1.51593860685,1.61511216057,11.2916174734,59.7738045239,0.244186046512,0.363787375415
Langston Galloway,23,NYK,NBA,2014-15,45,41,1457,204,511,142,335,62,176,63,78,37,153,190,150,52,12,61,129,533,0.399217221135,0.423880597015,0.352272727273,0.807692307692,0.45988258317,5.04049416609,12.62594372,3.50857927248,8.27728208648,1.53191489362,4.34866163349,1.55662319835,1.92724776939,0.914207275223,3.78037062457,4.69457789979,3.70624571036,1.28483184626,0.296499656829,1.50720658888,3.18737131091,13.1695264242,48.870388029,0.152641878669,0.344422700587
Larry Drew,24,PHI,NBA,2014-15,12,1,219,20,58,16,32,4,26,2,3,1,14,15,45,6,0,25,13,46,0.344827586207,0.5,0.153846153846,0.666666666667,0.379310344828,3.28767123288,9.53424657534,2.6301369863,5.2602739726,0.657534246575,4.27397260274,0.328767123288,0.493150684932,0.164383561644,2.30136986301,2.46575342466,7.39726027397,0.986301369863,0.0,4.1095890411,2.13698630137,7.56164383562,38.7727579231,0.051724137931,0.448275862069
Larry Sanders,22,MIL,NBA,2010-11,60,12,872,116,268,116,268,0,0,28,50,59,119,178,16,22,72,38,117,260,0.432835820896,0.432835820896,0.0,0.56,0.432835820896,4.78899082569,11.0642201835,4.78899082569,11.0642201835,0.0,0.0,1.15596330275,2.06422018349,2.43577981651,4.9128440367,7.34862385321,0.660550458716,0.908256880734,2.97247706422,1.56880733945,4.83027522936,10.7339449541,44.8275862069,0.186567164179,0.0
Lavoy Allen,22,PHI,NBA,2011-12,41,15,624,79,167,79,167,0,0,11,14,47,124,171,34,13,18,20,73,169,0.473053892216,0.473053892216,0.0,0.785714285714,0.473053892216,4.55769230769,9.63461538462,4.55769230769,9.63461538462,0.0,0.0,0.634615384615,0.807692307692,2.71153846154,7.15384615385,9.86538461538,1.96153846154,0.75,1.03846153846,1.15384615385,4.21153846154,9.75,48.7987987988,0.0838323353293,0.0
Lazar Hayward,24,MIN,NBA,2010-11,42,0,419,55,154,38,94,17,60,33,42,23,47,70,28,12,7,19,44,160,0.357142857143,0.404255319149,0.283333333333,0.785714285714,0.412337662338,4.72553699284,13.23150358,3.26491646778,8.07637231504,1.46062052506,5.15513126492,2.8353221957,3.60859188544,1.97613365155,4.03818615752,6.01431980907,2.40572792363,1.03102625298,0.601431980907,1.63245823389,3.78042959427,13.7470167064,46.3821892393,0.272727272727,0.38961038961
Lorenzo Brown,23,PHI,NBA,2013-14,26,0,224,26,86,23,56,3,30,9,13,8,20,28,41,13,3,16,19,64,0.302325581395,0.410714285714,0.1,0.692307692308,0.31976744186,4.17857142857,13.8214285714,3.69642857143,9.0,0.482142857143,4.82142857143,1.44642857143,2.08928571429,1.28571428571,3.21428571429,4.5,6.58928571429,2.08928571429,0.482142857143,2.57142857143,3.05357142857,10.2857142857,34.8887919756,0.151162790698,0.348837209302
Luke Babbitt,21,POR,NBA,2010-11,24,0,137,15,55,12,39,3,16,3,9,6,24,30,6,2,2,8,15,36,0.272727272727,0.307692307692,0.1875,0.333333333333,0.3,3.94160583942,14.4525547445,3.15328467153,10.2481751825,0.788321167883,4.20437956204,0.788321167883,2.36496350365,1.57664233577,6.30656934307,7.88321167883,1.57664233577,0.525547445255,0.525547445255,2.10218978102,3.94160583942,9.4598540146,30.5291723202,0.163636363636,0.290909090909
Luke Harangody,23,TOT,NBA,2010-11,49,0,640,79,206,63,140,16,66,19,26,40,103,143,30,15,17,16,80,193,0.383495145631,0.45,0.242424242424,0.730769230769,0.422330097087,4.44375,11.5875,3.54375,7.875,0.9,3.7125,1.06875,1.4625,2.25,5.79375,8.04375,1.6875,0.84375,0.95625,0.9,4.5,10.85625,44.3800588668,0.126213592233,0.320388349515
Maalik Wayns,21,TOT,NBA,2012-13,27,1,202,26,88,19,57,7,31,17,19,1,6,7,27,6,0,15,26,76,0.295454545455,0.333333333333,0.225806451613,0.894736842105,0.335227272727,4.63366336634,15.6831683168,3.38613861386,10.1584158416,1.24752475248,5.52475247525,3.0297029703,3.38613861386,0.178217821782,1.06930693069,1.24752475248,4.81188118812,1.06930693069,0.0,2.67326732673,4.63366336634,13.5445544554,39.4354503944,0.215909090909,0.352272727273
Malachi Richardson,21,SAC,NBA,2016-17,22,0,198,28,68,20,40,8,28,15,19,3,20,23,11,5,1,8,23,79,0.411764705882,0.5,0.285714285714,0.789473684211,0.470588235294,5.09090909091,12.3636363636,3.63636363636,7.27272727273,1.45454545455,5.09090909091,2.72727272727,3.45454545455,0.545454545455,3.63636363636,4.18181818182,2.0,0.909090909091,0.181818181818,1.45454545455,4.18181818182,14.3636363636,51.7286537454,0.279411764706,0.411764705882
Malcolm Brogdon,24,MIL,NBA,2016-17,75,28,1982,290,635,212,442,78,193,109,126,47,166,213,317,84,12,113,140,767,0.456692913386,0.47963800905,0.40414507772,0.865079365079,0.51811023622,5.26740665994,11.5338042381,3.85065590313,8.0282542886,1.41675075681,3.50554994955,1.97981836529,2.28859737639,0.853683148335,3.01513622603,3.86881937437,5.75782038345,1.52573158426,0.217961654894,2.05247225025,2.54288597376,13.931382442,55.5442905973,0.19842519685,0.303937007874
Malcolm Delaney,27,ATL,NBA,2016-17,73,2,1248,145,388,119,278,26,110,75,93,11,113,124,193,39,1,95,112,391,0.373711340206,0.428057553957,0.236363636364,0.806451612903,0.407216494845,4.18269230769,11.1923076923,3.43269230769,8.01923076923,0.75,3.17307692308,2.16346153846,2.68269230769,0.317307692308,3.25961538462,3.57692307692,5.56730769231,1.125,0.0288461538462,2.74038461538,3.23076923077,11.2788461538,45.5795952625,0.239690721649,0.283505154639
Malcolm Lee,21,MIN,NBA,2011-12,19,0,243,23,59,21,49,2,10,14,17,9,17,26,31,8,4,17,22,62,0.389830508475,0.428571428571,0.2,0.823529411765,0.406779661017,3.40740740741,8.74074074074,3.11111111111,7.25925925926,0.296296296296,1.48148148148,2.07407407407,2.51851851852,1.33333333333,2.51851851852,3.85185185185,4.59259259259,1.18518518519,0.592592592593,2.51851851852,3.25925925926,9.18518518519,46.6305655836,0.28813559322,0.169491525424
Malcolm Thomas,23,SAS,NBA,2011-12,3,0,15,0,3,0,3,0,0,1,2,1,2,3,1,1,1,0,0,1,0.0,0.0,0.0,0.5,0.0,0.0,7.2,0.0,7.2,0.0,0.0,2.4,4.8,2.4,4.8,7.2,2.4,2.4,2.4,0.0,0.0,2.4,12.8865979381,0.666666666667,0.0
Malik Beasley,20,DEN,NBA,2016-17,22,1,165,33,73,24,45,9,28,8,10,5,12,17,11,7,0,8,10,83,0.452054794521,0.533333333333,0.321428571429,0.8,0.513698630137,7.2,15.9272727273,5.23636363636,9.81818181818,1.96363636364,6.10909090909,1.74545454545,2.18181818182,1.09090909091,2.61818181818,3.70909090909,2.4,1.52727272727,0.0,1.74545454545,2.18181818182,18.1090909091,53.6175710594,0.13698630137,0.383561643836
Manny Harris,21,CLE,NBA,2010-11,54,15,933,108,289,74,197,34,92,71,93,36,104,140,85,31,7,63,65,321,0.373702422145,0.375634517766,0.369565217391,0.763440860215,0.432525951557,4.16720257235,11.1511254019,2.85530546624,7.60128617363,1.31189710611,3.5498392283,2.73954983923,3.5884244373,1.38906752412,4.01286173633,5.40192926045,3.27974276527,1.1961414791,0.270096463023,2.4308681672,2.50803858521,12.38585209,48.648157129,0.321799307958,0.318339100346
Marcus Georges-Hunt,22,ORL,NBA,2016-17,5,0,48,2,7,1,5,1,2,9,10,1,8,9,3,1,0,2,5,14,0.285714285714,0.2,0.5,0.9,0.357142857143,1.5,5.25,0.75,3.75,0.75,1.5,6.75,7.5,0.75,6.0,6.75,2.25,0.75,0.0,1.5,3.75,10.5,61.4035087719,1.42857142857,0.285714285714
Marcus Morris,22,HOU,NBA,2011-12,17,0,126,16,54,14,37,2,17,6,8,5,11,16,3,2,2,4,12,40,0.296296296296,0.378378378378,0.117647058824,0.75,0.314814814815,4.57142857143,15.4285714286,4.0,10.5714285714,0.571428571429,4.85714285714,1.71428571429,2.28571428571,1.42857142857,3.14285714286,4.57142857143,0.857142857143,0.571428571429,0.571428571429,1.14285714286,3.42857142857,11.4285714286,34.7705146036,0.148148148148,0.314814814815
Marcus Smart,20,BOS,NBA,2014-15,67,38,1808,175,477,84,205,91,272,82,127,61,161,222,208,99,18,90,176,523,0.366876310273,0.409756097561,0.334558823529,0.645669291339,0.462264150943,3.48451327434,9.49778761062,1.67256637168,4.08185840708,1.81194690265,5.41592920354,1.63274336283,2.52876106195,1.21460176991,3.20575221239,4.4203539823,4.14159292035,1.97123893805,0.358407079646,1.79203539823,3.50442477876,10.4137168142,49.0729620177,0.266247379455,0.570230607966
Markel Brown,23,BRK,NBA,2014-15,47,29,781,76,210,59,146,17,64,47,57,16,91,107,39,31,12,27,57,216,0.361904761905,0.404109589041,0.265625,0.824561403509,0.402380952381,3.50320102433,9.67989756722,2.71959026889,6.72983354673,0.783610755442,2.95006402049,2.16645326504,2.62740076825,0.737516005122,4.19462227913,4.93213828425,1.79769526248,1.42893725992,0.553137003841,1.24455825864,2.62740076825,9.95646606914,45.9418070444,0.271428571429,0.304761904762
Markieff Morris,22,PHO,NBA,2011-12,63,7,1227,174,436,131,312,43,124,76,106,69,210,279,65,41,42,70,179,467,0.399082568807,0.419871794872,0.346774193548,0.716981132075,0.448394495413,5.10513447433,12.7921760391,3.8435207824,9.15403422983,1.26161369193,3.63814180929,2.22982885086,3.11002444988,2.02444987775,6.16136919315,8.1858190709,1.90709046455,1.20293398533,1.23227383863,2.05378973105,5.25183374083,13.7017114914,48.3797447373,0.243119266055,0.284403669725
Marquese Chriss,19,PHO,NBA,2016-17,82,75,1743,284,632,212,408,72,224,113,181,96,252,348,60,67,70,108,263,753,0.449367088608,0.519607843137,0.321428571429,0.624309392265,0.506329113924,5.86574870912,13.0533562823,4.37865748709,8.42685025818,1.48709122203,4.6265060241,2.3339070568,3.73838209983,1.98278829604,5.20481927711,7.18760757315,1.23924268503,1.38382099828,1.44578313253,2.23063683305,5.43201376936,15.5524956971,52.9059636895,0.286392405063,0.354430379747
Marquis Teague,19,CHI,NBA,2012-13,48,0,392,43,113,39,90,4,23,9,16,3,41,44,63,9,7,35,47,99,0.380530973451,0.433333333333,0.173913043478,0.5625,0.398230088496,3.94897959184,10.3775510204,3.58163265306,8.26530612245,0.367346938776,2.11224489796,0.826530612245,1.4693877551,0.275510204082,3.76530612245,4.04081632653,5.78571428571,0.826530612245,0.642857142857,3.21428571429,4.31632653061,9.09183673469,41.2362545818,0.141592920354,0.203539823009
Marshall Plumlee,24,NYK,NBA,2016-17,21,1,170,16,30,16,30,0,0,8,19,23,28,51,10,4,4,12,23,40,0.533333333333,0.533333333333,0.0,0.421052631579,0.533333333333,3.38823529412,6.35294117647,3.38823529412,6.35294117647,0.0,0.0,1.69411764706,4.02352941176,4.87058823529,5.92941176471,10.8,2.11764705882,0.847058823529,0.847058823529,2.54117647059,4.87058823529,8.47058823529,52.1376433785,0.633333333333,0.0
Mason Plumlee,23,BRK,NBA,2013-14,70,22,1275,199,302,199,299,0,3,122,195,99,209,308,60,49,55,77,171,520,0.658940397351,0.665551839465,0.0,0.625641025641,0.658940397351,5.61882352941,8.52705882353,5.61882352941,8.44235294118,0.0,0.0847058823529,3.44470588235,5.50588235294,2.79529411765,5.90117647059,8.69647058824,1.69411764706,1.38352941176,1.55294117647,2.17411764706,4.82823529412,14.6823529412,67.0448684889,0.645695364238,0.00993377483444
Matthew Dellavedova,23,CLE,NBA,2013-14,72,4,1271,122,296,65,141,57,155,38,48,29,94,123,187,33,5,60,121,339,0.412162162162,0.460992907801,0.367741935484,0.791666666667,0.508445945946,3.45554681353,8.38394964595,1.8410700236,3.99370574351,1.61447678993,4.39024390244,1.07631785995,1.35955940205,0.821400472069,2.66247049567,3.48387096774,5.29661683714,0.934697088906,0.141620771046,1.69944925256,3.42722265932,9.60188827695,53.4497981837,0.162162162162,0.523648648649
Maurice Harkless,19,ORL,NBA,2012-13,76,59,1974,260,564,228,447,32,117,73,128,122,213,335,50,88,62,69,144,625,0.460992907801,0.510067114094,0.273504273504,0.5703125,0.489361702128,4.74164133739,10.2857142857,4.15805471125,8.15197568389,0.58358662614,2.13373860182,1.33130699088,2.33434650456,2.22492401216,3.88449848024,6.1094224924,0.911854103343,1.60486322188,1.13069908815,1.25835866261,2.62613981763,11.3981762918,50.3772246582,0.22695035461,0.207446808511
Maurice Ndour,24,NYK,NBA,2016-17,32,4,331,39,86,38,79,1,7,19,26,22,42,64,8,15,8,12,30,98,0.453488372093,0.481012658228,0.142857142857,0.730769230769,0.459302325581,4.2416918429,9.35347432024,4.1329305136,8.59214501511,0.108761329305,0.761329305136,2.0664652568,2.82779456193,2.39274924471,4.56797583082,6.96072507553,0.870090634441,1.63141993958,0.870090634441,1.30513595166,3.26283987915,10.6586102719,50.2873563218,0.302325581395,0.0813953488372
Meyers Leonard,20,POR,NBA,2012-13,69,9,1206,151,277,148,270,3,7,72,89,80,175,255,33,11,38,49,168,377,0.545126353791,0.548148148148,0.428571428571,0.808988764045,0.550541516245,4.50746268657,8.26865671642,4.41791044776,8.05970149254,0.089552238806,0.208955223881,2.14925373134,2.65671641791,2.38805970149,5.22388059701,7.61194029851,0.985074626866,0.328358208955,1.13432835821,1.46268656716,5.01492537313,11.2537313433,59.6217105263,0.321299638989,0.0252707581227
Michael Carter-Williams,22,PHI,NBA,2013-14,70,70,2414,427,1054,372,846,55,208,258,367,101,336,437,441,130,43,247,213,1167,0.405123339658,0.439716312057,0.264423076923,0.702997275204,0.431214421252,6.36785418393,15.7183098592,5.54763877382,12.6164043082,0.820215410108,3.10190555095,3.84755592378,5.47307373654,1.50621375311,5.01077050539,6.51698425849,6.57663628832,1.93869096935,0.64125932063,3.68351284176,3.17647058824,17.4034797017,48.0057261329,0.348197343454,0.19734345351
Michael Gbinije,24,DET,NBA,2016-17,9,0,32,1,10,1,6,0,4,2,2,2,1,3,2,0,0,0,2,4,0.1,0.166666666667,0.0,1.0,0.1,1.125,11.25,1.125,6.75,0.0,4.5,2.25,2.25,2.25,1.125,3.375,2.25,0.0,0.0,0.0,2.25,4.5,18.3823529412,0.2,0.4
Michael Kidd-Gilchrist,19,CHA,NBA,2012-13,78,77,2025,281,613,279,604,2,9,140,187,131,324,455,117,54,70,101,164,704,0.458401305057,0.461920529801,0.222222222222,0.748663101604,0.460032626427,4.99555555556,10.8977777778,4.96,10.7377777778,0.0355555555556,0.16,2.48888888889,3.32444444444,2.32888888889,5.76,8.08888888889,2.08,0.96,1.24444444444,1.79555555556,2.91555555556,12.5155555556,50.6270854907,0.305057096248,0.0146818923328
Mike Muscala,22,ATL,NBA,2013-14,20,0,215,31,73,31,70,0,3,14,14,17,35,52,7,3,10,12,29,76,0.424657534247,0.442857142857,0.0,1.0,0.424657534247,5.19069767442,12.223255814,5.19069767442,11.7209302326,0.0,0.502325581395,2.34418604651,2.34418604651,2.84651162791,5.86046511628,8.70697674419,1.17209302326,0.502325581395,1.67441860465,2.00930232558,4.85581395349,12.7255813953,48.0040424457,0.191780821918,0.041095890411
