Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,FTr,3PAr
Doug McDermott,23,CHI,NBA,2014-15,36,0,321,43,107,30,66,13,41,10,15,6,37,43,6,4,1,17,29,109,0.401869158879,0.454545454545,0.317073170732,0.666666666667,0.46261682243,4.82242990654,12.0,3.36448598131,7.40186915888,1.45794392523,4.59813084112,1.1214953271,1.68224299065,0.672897196262,4.14953271028,4.82242990654,0.672897196262,0.448598130841,0.11214953271,1.90654205607,3.2523364486,12.2242990654,47.9753521127,0.140186915888,0.383177570093
Draymond Green,22,GSW,NBA,2012-13,79,1,1061,84,257,70,190,14,67,45,55,58,202,260,53,42,25,51,159,227,0.326848249027,0.368421052632,0.208955223881,0.818181818182,0.354085603113,2.85014137606,8.72007540057,2.37511781338,6.44674835061,0.475023562677,2.27332704995,1.52686145146,1.86616399623,1.96795475966,6.85391140434,8.821866164,1.79830348728,1.42507068803,0.848256361923,1.73044297832,5.39491046183,7.70216776626,40.3627311522,0.214007782101,0.260700389105
Drew Gordon,24,PHI,NBA,2014-15,9,0,71,8,19,8,16,0,3,1,2,7,11,18,2,1,0,8,7,17,0.421052631579,0.5,0.0,0.5,0.421052631579,4.05633802817,9.6338028169,4.05633802817,8.11267605634,0.0,1.52112676056,0.507042253521,1.01408450704,3.54929577465,5.57746478873,9.12676056338,1.01408450704,0.507042253521,0.0,4.05633802817,3.54929577465,8.61971830986,42.7565392354,0.105263157895,0.157894736842
Duje Dukan,24,SAC,NBA,2015-16,1,0,24,2,10,0,5,2,5,0,0,2,2,4,1,1,0,0,2,6,0.2,0.0,0.4,0.0,0.3,3.0,15.0,0.0,7.5,3.0,7.5,0.0,0.0,3.0,3.0,6.0,1.5,1.5,0.0,0.0,3.0,9.0,30.0,0.0,0.5
Dwight Buycks,24,TOR,NBA,2013-14,14,0,146,15,48,10,31,5,17,8,9,4,19,23,10,8,0,10,11,43,0.3125,0.322580645161,0.294117647059,0.888888888889,0.364583333333,3.69863013699,11.8356164384,2.46575342466,7.64383561644,1.23287671233,4.19178082192,1.97260273973,2.21917808219,0.986301369863,4.68493150685,5.67123287671,2.46575342466,1.97260273973,0.0,2.46575342466,2.71232876712,10.602739726,41.3779830639,0.1875,0.354166666667
Dwight Powell,23,TOT,NBA,2014-15,29,0,236,31,67,28,56,3,11,25,33,18,32,50,9,9,6,11,40,90,0.462686567164,0.5,0.272727272727,0.757575757576,0.485074626866,4.72881355932,10.2203389831,4.27118644068,8.54237288136,0.457627118644,1.67796610169,3.81355932203,5.03389830508,2.74576271186,4.8813559322,7.62711864407,1.37288135593,1.37288135593,0.915254237288,1.67796610169,6.10169491525,13.7288135593,55.2011776251,0.492537313433,0.164179104478
E'Twaun Moore,22,BOS,NBA,2011-12,38,0,331,43,113,26,68,17,45,7,7,4,29,33,34,11,3,21,33,110,0.380530973451,0.382352941176,0.377777777778,1.0,0.455752212389,4.67673716012,12.2900302115,2.82779456193,7.39577039275,1.84894259819,4.89425981873,0.761329305136,0.761329305136,0.435045317221,3.15407854985,3.58912386707,3.69788519637,1.19637462236,0.326283987915,2.28398791541,3.58912386707,11.9637462236,47.3811164714,0.0619469026549,0.398230088496
Ed Davis,21,TOR,NBA,2010-11,65,17,1602,215,373,215,373,0,0,71,128,168,294,462,40,39,67,48,183,501,0.576407506702,0.576407506702,0.0,0.5546875,0.576407506702,4.83146067416,8.38202247191,4.83146067416,8.38202247191,0.0,0.0,1.59550561798,2.87640449438,3.77528089888,6.60674157303,10.3820224719,0.898876404494,0.876404494382,1.50561797753,1.07865168539,4.11235955056,11.2584269663,58.3480853443,0.343163538874,0.0
Edwin Ubiles,25,WAS,NBA,2011-12,4,0,52,5,18,4,13,1,5,3,3,2,8,10,1,1,1,1,1,14,0.277777777778,0.307692307692,0.2,1.0,0.305555555556,3.46153846154,12.4615384615,2.76923076923,9.0,0.692307692308,3.46153846154,2.07692307692,2.07692307692,1.38461538462,5.53846153846,6.92307692308,0.692307692308,0.692307692308,0.692307692308,0.692307692308,0.692307692308,9.69230769231,36.231884058,0.166666666667,0.277777777778
Ekpe Udoh,23,GSW,NBA,2010-11,58,18,1030,97,222,97,222,0,0,42,64,80,101,181,40,22,86,48,144,236,0.436936936937,0.436936936937,0.0,0.65625,0.436936936937,3.39029126214,7.75922330097,3.39029126214,7.75922330097,0.0,0.0,1.46796116505,2.23689320388,2.79611650485,3.53009708738,6.32621359223,1.39805825243,0.768932038835,3.00582524272,1.67766990291,5.03300970874,8.24854368932,47.1698113208,0.288288288288,0.0
Elfrid Payton,20,ORL,NBA,2014-15,82,63,2489,301,708,290,666,11,42,118,214,107,242,349,533,142,20,203,193,731,0.425141242938,0.435435435435,0.261904761905,0.551401869159,0.43290960452,4.35355564484,10.2402571314,4.19445560466,9.6327842507,0.159100040177,0.607472880675,1.7067095219,3.09521896344,1.54760948172,3.50020088389,5.04781036561,7.70912012857,2.05383688228,0.289272800321,2.93611892326,2.7914825231,10.5729208517,45.564475915,0.302259887006,0.0593220338983
Elias Harris,24,LAL,NBA,2013-14,2,0,11,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.27272727273,0.0,3.27272727273,0.0,0.0,0.0,0.0,3.27272727273,0.0,3.27272727273,3.27272727273,3.27272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Millsap,27,UTA,NBA,2014-15,47,5,924,81,238,53,148,28,90,58,86,28,122,150,58,56,16,67,124,248,0.340336134454,0.358108108108,0.311111111111,0.674418604651,0.399159663866,3.15584415584,9.27272727273,2.06493506494,5.76623376623,1.09090909091,3.50649350649,2.25974025974,3.35064935065,1.09090909091,4.75324675325,5.84415584416,2.25974025974,2.18181818182,0.623376623377,2.61038961039,4.83116883117,9.66233766234,44.9535962877,0.361344537815,0.378151260504
Elliot Williams,22,POR,NBA,2011-12,24,0,149,37,74,29,47,8,27,6,18,7,12,19,6,6,3,5,18,88,0.5,0.617021276596,0.296296296296,0.333333333333,0.554054054054,8.93959731544,17.8791946309,7.0067114094,11.355704698,1.93288590604,6.52348993289,1.44966442953,4.34899328859,1.69127516779,2.89932885906,4.59060402685,1.44966442953,1.44966442953,0.724832214765,1.20805369128,4.34899328859,21.2617449664,53.7109375,0.243243243243,0.364864864865
Eric Bledsoe,21,LAC,NBA,2010-11,81,25,1841,206,486,174,370,32,116,99,133,68,155,223,289,92,26,194,130,543,0.423868312757,0.47027027027,0.275862068966,0.744360902256,0.456790123457,4.02824551874,9.50353068984,3.40249864204,7.23519826181,0.625746876697,2.26833242803,1.93590439978,2.60076045627,1.32971211298,3.030961434,4.36067354699,5.65127648017,1.79902227051,0.508419337317,3.79359043998,2.54209668658,10.618142314,49.8604275325,0.27366255144,0.238683127572
Eric Moreland,23,SAC,NBA,2014-15,3,0,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1.0,1.0,0.0,0.0,1.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0,100.0,0.0,0.0
Erick Green,23,DEN,NBA,2014-15,43,1,410,61,162,47,115,14,47,10,12,7,24,31,39,12,0,14,26,146,0.376543209877,0.408695652174,0.297872340426,0.833333333333,0.41975308642,5.35609756098,14.2243902439,4.12682926829,10.0975609756,1.22926829268,4.12682926829,0.878048780488,1.05365853659,0.614634146341,2.10731707317,2.72195121951,3.4243902439,1.05365853659,0.0,1.22926829268,2.28292682927,12.8195121951,43.6394069823,0.0740740740741,0.29012345679
Erik Murphy,23,CHI,NBA,2013-14,24,0,62,3,13,3,10,0,3,0,0,2,6,8,2,0,4,2,7,6,0.230769230769,0.3,0.0,0.0,0.230769230769,1.74193548387,7.54838709677,1.74193548387,5.8064516129,0.0,1.74193548387,0.0,0.0,1.16129032258,3.48387096774,4.64516129032,1.16129032258,0.0,2.32258064516,1.16129032258,4.06451612903,3.48387096774,23.0769230769,0.0,0.230769230769
Evan Turner,22,PHI,NBA,2010-11,78,14,1797,225,529,211,485,14,44,101,125,42,264,306,159,49,14,80,138,565,0.425330812854,0.435051546392,0.318181818182,0.808,0.438563327032,4.50751252087,10.5976627713,4.22704507513,9.71619365609,0.280467445743,0.881469115192,2.02337228715,2.5041736227,0.841402337229,5.28881469115,6.13021702838,3.18530884808,0.9816360601,0.280467445743,1.60267111853,2.76460767947,11.3188647746,48.3732876712,0.23629489603,0.0831758034026
Fab Melo,22,BOS,NBA,2012-13,6,0,36,3,6,3,6,0,0,1,4,0,3,3,0,2,2,1,7,7,0.5,0.5,0.0,0.25,0.5,3.0,6.0,3.0,6.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,7.0,7.0,45.1030927835,0.666666666667,0.0
Festus Ezeli,23,GSW,NBA,2012-13,78,41,1120,74,169,74,169,0,0,43,81,141,172,313,22,23,74,63,157,191,0.437869822485,0.437869822485,0.0,0.530864197531,0.437869822485,2.37857142857,5.43214285714,2.37857142857,5.43214285714,0.0,0.0,1.38214285714,2.60357142857,4.53214285714,5.52857142857,10.0607142857,0.707142857143,0.739285714286,2.37857142857,2.025,5.04642857143,6.13928571429,46.6673182174,0.479289940828,0.0
Frank Kaminsky,22,CHO,NBA,2015-16,81,3,1708,215,525,147,323,68,202,108,148,69,266,335,98,38,43,58,126,606,0.409523809524,0.455108359133,0.336633663366,0.72972972973,0.474285714286,4.53161592506,11.0655737705,3.09836065574,6.80796252927,1.43325526932,4.25761124122,2.27634660422,3.11943793911,1.45433255269,5.60655737705,7.06088992974,2.06557377049,0.80093676815,0.906323185012,1.2224824356,2.65573770492,12.7728337237,51.3454890531,0.281904761905,0.384761904762
Fred VanVleet,22,TOR,NBA,2016-17,37,0,294,39,111,28,82,11,29,18,22,4,38,42,35,17,2,15,36,107,0.351351351351,0.341463414634,0.379310344828,0.818181818182,0.400900900901,4.77551020408,13.5918367347,3.42857142857,10.0408163265,1.34693877551,3.55102040816,2.20408163265,2.69387755102,0.489795918367,4.65306122449,5.14285714286,4.28571428571,2.08163265306,0.244897959184,1.83673469388,4.40816326531,13.1020408163,44.332117998,0.198198198198,0.261261261261
Gani Lawal,22,PHO,NBA,2010-11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Gary Harris,20,DEN,NBA,2014-15,55,6,719,66,217,45,114,21,103,35,47,21,43,64,29,39,7,38,71,188,0.304147465438,0.394736842105,0.203883495146,0.744680851064,0.352534562212,3.30458970793,10.8650904033,2.25312934631,5.70792767733,1.05146036161,5.15716272601,1.75243393602,2.35326842837,1.05146036161,2.15299026426,3.20445062587,1.45201668985,1.95271210014,0.350486787204,1.90264255911,3.55493741307,9.41307371349,39.5489734096,0.216589861751,0.47465437788
Gary Payton,24,MIL,NBA,2016-17,6,0,99,8,22,7,13,1,9,3,5,0,12,12,13,3,4,10,9,20,0.363636363636,0.538461538462,0.111111111111,0.6,0.386363636364,2.90909090909,8.0,2.54545454545,4.72727272727,0.363636363636,3.27272727273,1.09090909091,1.81818181818,0.0,4.36363636364,4.36363636364,4.72727272727,1.09090909091,1.45454545455,3.63636363636,3.27272727273,7.27272727273,41.3223140496,0.227272727273,0.409090909091
Georges Niang,23,IND,NBA,2016-17,23,0,93,9,36,8,24,1,12,2,2,2,15,17,5,3,0,5,6,21,0.25,0.333333333333,0.0833333333333,1.0,0.263888888889,3.48387096774,13.935483871,3.09677419355,9.29032258065,0.387096774194,4.64516129032,0.774193548387,0.774193548387,0.774193548387,5.8064516129,6.58064516129,1.93548387097,1.16129032258,0.0,1.93548387097,2.32258064516,8.12903225806,28.4707158351,0.0555555555556,0.333333333333
Glen Rice,23,WAS,NBA,2013-14,11,1,109,11,37,6,20,5,17,5,7,4,16,20,7,6,1,9,7,32,0.297297297297,0.3,0.294117647059,0.714285714286,0.364864864865,3.63302752294,12.2201834862,1.98165137615,6.60550458716,1.65137614679,5.61467889908,1.65137614679,2.3119266055,1.32110091743,5.28440366972,6.60550458716,2.3119266055,1.98165137615,0.330275229358,2.97247706422,2.3119266055,10.5688073394,39.9201596806,0.189189189189,0.459459459459
Glenn Robinson,21,TOT,NBA,2014-15,35,1,261,26,67,21,48,5,19,16,24,15,24,39,11,6,1,11,15,73,0.388059701493,0.4375,0.263157894737,0.666666666667,0.425373134328,3.58620689655,9.24137931034,2.89655172414,6.62068965517,0.689655172414,2.62068965517,2.20689655172,3.31034482759,2.06896551724,3.31034482759,5.37931034483,1.51724137931,0.827586206897,0.137931034483,1.51724137931,2.06896551724,10.0689655172,47.0603403816,0.358208955224,0.283582089552
Gordon Hayward,20,UTA,NBA,2010-11,72,17,1218,142,293,107,219,35,74,69,97,41,98,139,81,30,19,70,106,388,0.484641638225,0.488584474886,0.472972972973,0.711340206186,0.544368600683,4.19704433498,8.66009852217,3.16256157635,6.47290640394,1.03448275862,2.18719211823,2.039408867,2.86699507389,1.2118226601,2.89655172414,4.10837438424,2.39408866995,0.886699507389,0.56157635468,2.06896551724,3.13300492611,11.4679802956,57.7931363203,0.331058020478,0.252559726962
Gorgui Dieng,24,MIN,NBA,2013-14,60,15,818,113,227,112,226,1,1,59,93,103,197,300,39,30,50,54,108,286,0.497797356828,0.495575221239,1.0,0.634408602151,0.5,4.97310513447,9.9902200489,4.92909535452,9.94621026895,0.0440097799511,0.0440097799511,2.59657701711,4.09290953545,4.53300733496,8.66992665037,13.2029339853,1.71638141809,1.32029339853,2.20048899756,2.37652811736,4.75305623472,12.586797066,53.3741415348,0.409691629956,0.00440528634361
Grant Jerrett,21,TOT,NBA,2014-15,8,0,51,7,26,6,11,1,15,1,1,2,7,9,3,2,2,3,11,16,0.269230769231,0.545454545455,0.0666666666667,1.0,0.288461538462,4.94117647059,18.3529411765,4.23529411765,7.76470588235,0.705882352941,10.5882352941,0.705882352941,0.705882352941,1.41176470588,4.94117647059,6.35294117647,2.11764705882,1.41176470588,1.41176470588,2.11764705882,7.76470588235,11.2941176471,30.2571860817,0.0384615384615,0.576923076923
Greg Monroe,20,DET,NBA,2010-11,80,48,2222,303,550,303,549,0,1,145,233,248,353,601,105,93,45,81,196,751,0.550909090909,0.551912568306,0.0,0.622317596567,0.550909090909,4.90909090909,8.91089108911,4.90909090909,8.89468946895,0.0,0.016201620162,2.34923492349,3.77497749775,4.01800180018,5.71917191719,9.73717371737,1.70117011701,1.50675067507,0.729072907291,1.31233123312,3.17551755176,12.1674167417,57.5461288543,0.423636363636,0.00181818181818
Greg Smith,21,HOU,NBA,2011-12,8,0,69,7,11,7,11,0,0,0,0,5,15,20,1,2,5,1,17,14,0.636363636364,0.636363636364,0.0,0.0,0.636363636364,3.65217391304,5.73913043478,3.65217391304,5.73913043478,0.0,0.0,0.0,0.0,2.60869565217,7.82608695652,10.4347826087,0.521739130435,1.04347826087,2.60869565217,0.521739130435,8.86956521739,7.30434782609,63.6363636364,0.0,0.0
Greivis Vasquez,24,MEM,NBA,2010-11,70,1,860,95,233,70,147,25,86,34,44,12,61,73,151,22,4,70,83,249,0.407725321888,0.47619047619,0.290697674419,0.772727272727,0.461373390558,3.97674418605,9.75348837209,2.93023255814,6.15348837209,1.04651162791,3.6,1.42325581395,1.84186046512,0.502325581395,2.55348837209,3.05581395349,6.32093023256,0.920930232558,0.167441860465,2.93023255814,3.47441860465,10.423255814,49.3342843557,0.188841201717,0.369098712446
Hamady N'Diaye,24,WAS,NBA,2010-11,16,0,80,4,5,4,5,0,0,6,12,2,5,7,0,2,5,3,18,14,0.8,0.8,0.0,0.5,0.8,1.8,2.25,1.8,2.25,0.0,0.0,2.7,5.4,0.9,2.25,3.15,0.0,0.9,2.25,1.35,8.1,6.3,68.093385214,2.4,0.0
Harrison Barnes,20,GSW,NBA,2012-13,81,81,2058,276,628,224,483,52,145,144,190,53,280,333,98,52,14,101,140,748,0.43949044586,0.463768115942,0.358620689655,0.757894736842,0.480891719745,4.82798833819,10.9854227405,3.91836734694,8.44897959184,0.909620991254,2.53644314869,2.51895043732,3.32361516035,0.927113702624,4.89795918367,5.8250728863,1.71428571429,0.909620991254,0.244897959184,1.7667638484,2.44897959184,13.084548105,52.5576166386,0.302547770701,0.230891719745
Hassan Whiteside,21,SAC,NBA,2010-11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
Henry Ellenson,20,DET,NBA,2016-17,19,2,146,23,64,13,29,10,35,4,8,8,33,41,7,1,1,14,6,60,0.359375,0.448275862069,0.285714285714,0.5,0.4375,5.67123287671,15.7808219178,3.20547945205,7.15068493151,2.46575342466,8.6301369863,0.986301369863,1.97260273973,1.97260273973,8.13698630137,10.1095890411,1.72602739726,0.246575342466,0.246575342466,3.45205479452,1.47945205479,14.7945205479,44.4312796209,0.125,0.546875
Henry Sims,22,NOH,NBA,2012-13,2,0,5,2,3,2,3,0,0,0,0,2,0,2,0,0,0,1,1,4,0.666666666667,0.666666666667,0.0,0.0,0.666666666667,14.4,21.6,14.4,21.6,0.0,0.0,0.0,0.0,14.4,0.0,14.4,0.0,0.0,0.0,7.2,7.2,28.8,66.6666666667,0.0,0.0
Hollis Thompson,22,PHI,NBA,2013-14,77,41,1742,171,372,104,205,67,167,52,73,73,174,247,73,53,12,60,144,461,0.459677419355,0.507317073171,0.40119760479,0.712328767123,0.549731182796,3.53386911596,7.6877152698,2.14925373134,4.2365097589,1.38461538462,3.45120551091,1.07462686567,1.50861079219,1.50861079219,3.59586681975,5.10447761194,1.50861079219,1.09529276693,0.247990815155,1.23995407577,2.97588978186,9.5269804822,57.0375136098,0.19623655914,0.448924731183
Ian Clark,22,UTA,NBA,2013-14,23,0,172,26,67,15,36,11,31,5,7,3,16,19,15,8,2,14,24,68,0.388059701493,0.416666666667,0.354838709677,0.714285714286,0.470149253731,5.44186046512,14.023255814,3.13953488372,7.53488372093,2.3023255814,6.48837209302,1.04651162791,1.46511627907,0.627906976744,3.3488372093,3.97674418605,3.13953488372,1.67441860465,0.418604651163,2.93023255814,5.02325581395,14.2325581395,48.5159817352,0.10447761194,0.462686567164
Iman Shumpert,21,NYK,NBA,2011-12,59,35,1705,214,534,166,377,48,157,87,109,42,144,186,164,101,8,111,173,563,0.40074906367,0.440318302387,0.305732484076,0.798165137615,0.445692883895,4.51847507331,11.2750733138,3.50498533724,7.96011730205,1.01348973607,3.31495601173,1.83695014663,2.30146627566,0.886803519062,3.04046920821,3.92727272727,3.46275659824,2.13255131965,0.168914956012,2.34369501466,3.65278592375,11.8873900293,48.3710220634,0.204119850187,0.294007490637
Isaiah Canaan,22,HOU,NBA,2013-14,22,0,252,31,87,13,32,18,55,21,29,7,17,24,22,8,4,21,25,101,0.35632183908,0.40625,0.327272727273,0.724137931034,0.459770114943,4.42857142857,12.4285714286,1.85714285714,4.57142857143,2.57142857143,7.85714285714,3.0,4.14285714286,1.0,2.42857142857,3.42857142857,3.14285714286,1.14285714286,0.571428571429,3.0,3.57142857143,14.4285714286,50.6214915798,0.333333333333,0.632183908046
Isaiah Taylor,22,HOU,NBA,2016-17,4,0,52,1,7,1,5,0,2,1,2,1,2,3,3,1,1,0,6,3,0.142857142857,0.2,0.0,0.5,0.142857142857,0.692307692308,4.84615384615,0.692307692308,3.46153846154,0.0,1.38461538462,0.692307692308,1.38461538462,0.692307692308,1.38461538462,2.07692307692,2.07692307692,0.692307692308,0.692307692308,0.0,4.15384615385,2.07692307692,19.0355329949,0.285714285714,0.285714285714
Isaiah Thomas,22,SAC,NBA,2011-12,65,37,1656,256,571,173,352,83,219,154,185,48,120,168,266,53,8,105,121,749,0.448336252189,0.491477272727,0.37899543379,0.832432432432,0.521015761821,5.5652173913,12.4130434783,3.76086956522,7.65217391304,1.80434782609,4.76086956522,3.34782608696,4.02173913043,1.04347826087,2.60869565217,3.65217391304,5.78260869565,1.15217391304,0.173913043478,2.28260869565,2.63043478261,16.2826086957,57.4034334764,0.323992994746,0.38353765324
Isaiah Whitehead,21,BRK,NBA,2016-17,73,26,1643,204,508,160,359,44,149,91,113,32,152,184,192,42,36,142,175,543,0.40157480315,0.445682451253,0.295302013423,0.805309734513,0.444881889764,4.46987218503,11.1308581862,3.5057821059,7.86609860012,0.964090079124,3.26475958612,1.99391357273,2.47595861229,0.701156421181,3.33049300061,4.03164942179,4.20693852708,0.9202678028,0.788800973828,3.11138161899,3.83444917833,11.8977480219,48.6803413899,0.222440944882,0.293307086614
Ivan Johnson,27,ATL,NBA,2011-12,56,0,934,141,275,139,269,2,6,72,100,65,161,226,32,43,18,69,116,356,0.512727272727,0.516728624535,0.333333333333,0.72,0.516363636364,5.43468950749,10.5995717345,5.35760171306,10.3683083512,0.0770877944325,0.231263383298,2.77516059957,3.85438972163,2.50535331906,6.20556745182,8.71092077088,1.23340471092,1.6573875803,0.693790149893,2.65952890792,4.47109207709,13.721627409,55.7993730408,0.363636363636,0.0218181818182
J.J. O'Brien,23,UTA,NBA,2015-16,2,0,6,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
JaJuan Johnson,22,BOS,NBA,2011-12,36,0,298,54,121,54,121,0,0,6,9,20,38,58,6,5,14,14,25,114,0.446280991736,0.446280991736,0.0,0.666666666667,0.446280991736,6.52348993289,14.6174496644,6.52348993289,14.6174496644,0.0,0.0,0.724832214765,1.08724832215,2.41610738255,4.59060402685,7.0067114094,0.724832214765,0.604026845638,1.69127516779,1.69127516779,3.02013422819,13.7718120805,45.6145966709,0.0743801652893,0.0
JaKarr Sampson,21,PHI,NBA,2014-15,74,32,1131,146,346,115,219,31,127,63,94,35,128,163,77,38,26,76,135,386,0.421965317919,0.525114155251,0.244094488189,0.670212765957,0.46676300578,4.64721485411,11.0132625995,3.66047745358,6.97082228117,0.986737400531,4.0424403183,2.00530503979,2.99204244032,1.11405835544,4.07427055703,5.18832891247,2.45092838196,1.20954907162,0.827586206897,2.41909814324,4.29708222812,12.2864721485,49.8244527055,0.271676300578,0.367052023121
JaMychal Green,24,TOT,NBA,2014-15,24,1,164,27,47,27,41,0,6,8,10,19,26,45,4,5,5,14,25,62,0.574468085106,0.658536585366,0.0,0.8,0.574468085106,5.92682926829,10.3170731707,5.92682926829,9.0,0.0,1.31707317073,1.75609756098,2.19512195122,4.17073170732,5.70731707317,9.87804878049,0.878048780488,1.09756097561,1.09756097561,3.07317073171,5.48780487805,13.6097560976,60.3112840467,0.212765957447,0.127659574468
Jabari Brown,22,LAL,NBA,2014-15,19,5,568,70,170,47,108,23,62,64,85,3,33,36,40,12,2,32,33,227,0.411764705882,0.435185185185,0.370967741935,0.752941176471,0.479411764706,4.43661971831,10.7746478873,2.97887323944,6.84507042254,1.45774647887,3.92957746479,4.05633802817,5.38732394366,0.19014084507,2.09154929577,2.28169014085,2.53521126761,0.760563380282,0.12676056338,2.02816901408,2.09154929577,14.3873239437,54.725168756,0.5,0.364705882353
Jabari Parker,19,MIL,NBA,2014-15,25,25,738,129,263,125,247,4,16,46,66,50,88,138,42,31,5,47,42,308,0.490494296578,0.506072874494,0.25,0.69696969697,0.498098859316,6.29268292683,12.8292682927,6.09756097561,12.0487804878,0.19512195122,0.780487804878,2.24390243902,3.21951219512,2.43902439024,4.29268292683,6.73170731707,2.0487804878,1.51219512195,0.243902439024,2.29268292683,2.0487804878,15.0243902439,52.7325023969,0.250950570342,0.0608365019011
Jack Cooley,23,UTA,NBA,2014-15,16,0,87,9,22,9,22,0,0,9,21,10,15,25,1,6,3,3,23,27,0.409090909091,0.409090909091,0.0,0.428571428571,0.409090909091,3.72413793103,9.10344827586,3.72413793103,9.10344827586,0.0,0.0,3.72413793103,8.68965517241,4.13793103448,6.20689655172,10.3448275862,0.413793103448,2.48275862069,1.24137931034,1.24137931034,9.51724137931,11.1724137931,43.2138284251,0.954545454545,0.0
Jae Crowder,22,DAL,NBA,2012-13,78,16,1353,141,367,78,175,63,192,47,73,35,152,187,94,63,17,49,128,392,0.384196185286,0.445714285714,0.328125,0.643835616438,0.470027247956,3.75166297118,9.76496674058,2.07538802661,4.65631929047,1.67627494457,5.10864745011,1.25055432373,1.94235033259,0.931263858093,4.044345898,4.9756097561,2.50110864745,1.67627494457,0.452328159645,1.30376940133,3.40576496674,10.4301552106,49.1080376829,0.198910081744,0.523160762943
Jahlil Okafor,20,PHI,NBA,2015-16,53,48,1591,397,781,396,775,1,6,133,194,122,251,373,65,22,61,124,140,928,0.508322663252,0.510967741935,0.166666666667,0.685567010309,0.508962868118,8.98302954117,17.6719044626,8.96040226273,17.536140792,0.0226272784412,0.135763670647,3.00942803268,4.3896920176,2.76052796983,5.67944688875,8.43997485858,1.47077309868,0.497800125707,1.38026398492,2.80578252671,3.16781898177,20.9981143935,53.5574126229,0.248399487836,0.00768245838668
Jake Layman,22,POR,NBA,2016-17,35,1,249,26,89,13,38,13,51,13,17,6,18,24,11,9,3,11,22,78,0.292134831461,0.342105263158,0.254901960784,0.764705882353,0.365168539326,3.75903614458,12.8674698795,1.87951807229,5.49397590361,1.87951807229,7.3734939759,1.87951807229,2.4578313253,0.867469879518,2.60240963855,3.46987951807,1.59036144578,1.30120481928,0.433734939759,1.59036144578,3.18072289157,11.2771084337,40.4228855721,0.191011235955,0.573033707865
Jakob Poeltl,21,TOR,NBA,2016-17,54,4,626,67,115,67,115,0,0,31,57,78,87,165,12,17,20,29,113,165,0.582608695652,0.582608695652,0.0,0.543859649123,0.582608695652,3.85303514377,6.61341853035,3.85303514377,6.61341853035,0.0,0.0,1.78274760383,3.27795527157,4.48562300319,5.00319488818,9.48881789137,0.690095846645,0.977635782748,1.15015974441,1.66773162939,6.49840255591,9.48881789137,58.8949171902,0.495652173913,0.0
Jamaal Franklin,22,MEM,NBA,2013-14,21,0,161,16,39,11,28,5,11,2,2,4,19,23,6,4,2,11,23,39,0.410256410256,0.392857142857,0.454545454545,1.0,0.474358974359,3.57763975155,8.72049689441,2.45962732919,6.26086956522,1.11801242236,2.45962732919,0.447204968944,0.447204968944,0.894409937888,4.24844720497,5.14285714286,1.34161490683,0.894409937888,0.447204968944,2.45962732919,5.14285714286,8.72049689441,48.8966900702,0.0512820512821,0.282051282051
Jamal Murray,19,DEN,NBA,2016-17,82,10,1764,295,730,180,386,115,344,106,120,41,173,214,170,52,24,113,124,811,0.404109589041,0.466321243523,0.334302325581,0.883333333333,0.482876712329,6.02040816327,14.8979591837,3.67346938776,7.87755102041,2.34693877551,7.02040816327,2.16326530612,2.44897959184,0.836734693878,3.5306122449,4.36734693878,3.4693877551,1.0612244898,0.489795918367,2.30612244898,2.5306122449,16.5510204082,51.8012263669,0.164383561644,0.471232876712
