Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,eFG%,TS%,3PAr,FTr
Ben Gordon,106,3291,590,1342,344,761,246,581,369,464,0,0,415,437,125,19,0,0,1795,0,9.6,6.1,15.7,0,0,0,0,0,0,0,0,0,0,0,0,7.171072622,16.31115163,4.18109997,9.249468247,2.989972653,7.061683379,4.484958979,5.639623215,0,0,5.044059556,5.311455485,1.519295047,0.230932847,0,0,21.81707688,0.531296572,58.04703265,0.432935917,0.345752608
Ben Hansbrough,69,2443,323,689,169,327,154,362,244,313,54,213,267,298,78,9,144,170,1044,1024,8.8,2.1,10.8,21.60188293,2.747605403,9.796807204,6.398403602,24.73352436,2.001596398,0.349201801,14.73962341,21.46385591,4.876627098,0.355587393,5.23221449,5.288579615,11.28121163,2.767089644,5.354072861,2.521489971,5.927138764,3.995088007,5.1248465,0.884158821,3.48751535,4.371674171,4.879246828,1.277118297,0.147359804,2.357756856,2.783462955,17.09373721,0.580551524,63.14108767,0.525399129,0.454281567
Ben McLemore,37,1191,198,400,125,226,73,174,120,138,47,145,192,73,37,25,77,69,589,530,4.2,2.3,6.5,23.2,5,13.2,9.4,12.6,1.8,2.2,14.2,23.2,7.3,2.9,10.2,6.649874055,13.434089,4.198152813,7.590260285,2.451721243,5.843828715,4.0302267,4.634760705,1.578505458,4.869857263,6.44836272,2.451721243,1.242653233,0.839630563,2.586062133,2.317380353,19.78169605,0.58625,63.92168779,0.435,0.345
Ben Uzoh,35,1202,184,403,135,260,49,143,117,153,34,129,163,163,34,26,80,60,534,550,3.7,1.8,5.5,22.2,3.4,11.5,7.7,29.8,1.7,2.1,14.4,23.5,0,0,0,6.12312812,13.4109817,4.492512479,8.652246256,1.630615641,4.758735441,3.893510815,5.091514143,1.131447587,4.292845258,5.424292845,5.424292845,1.131447587,0.865224626,2.662229617,1.996672213,17.7703827,0.517369727,56.76985882,0.35483871,0.379652605
Bernard James,69,1698,274,437,274,437,0,0,123,233,181,303,484,24,55,164,123,124,671,622,3.5,4.4,7.9,24.62608952,12.56219081,19.67031802,16.27391048,2.965783274,2.003592462,11.80624264,18.15047114,19.59640754,1.281095406,8.199057715,9.495465253,6.454652532,10.29446408,6.454652532,10.29446408,0,0,2.897526502,5.488810365,4.263839812,7.137809187,11.401649,0.565371025,1.295641932,3.863368669,2.897526502,2.921083628,15.80683157,0.627002288,62.1849051,0,0.533180778
Bernard Robinson,120,3666,550,1251,481,1019,69,232,336,413,0,0,640,364,169,47,0,0,1505,0,4.7,4.8,9.6,0,0,0,0,0,0,0,0,0,0,0,0,6.001091107,13.6497545,5.24822695,11.11838516,0.752864157,2.53136934,3.666121113,4.506273868,0,0,6.983087834,3.971631206,1.843971631,0.512820513,0,0,16.42116749,0.467226219,52.52247473,0.185451639,0.330135891
Blake Ahearn,129,3418,483,1142,207,466,276,676,435,460,0,0,221,231,94,6,0,0,1677,0,11.9,2.9,14.8,0,0,0,0,0,0,0,0,0,0,0,0,5.652428321,13.36454067,2.42246928,5.453481568,3.22995904,7.911059099,5.090696314,5.383265067,0,0,2.586307782,2.703335284,1.100058514,0.070216501,0,0,19.625512,0.543782837,62.36983041,0.591943958,0.402802102
Blake Griffin,68,2102,484,783,481,773,3,10,307,521,244,561,805,141,72,69,192,0,1278,0,8.9,6.3,15.2,0,0,0,0,0,0,0,15.7,0,0,0,0,9.210275928,14.90009515,9.153187441,14.70980019,0.057088487,0.190294957,5.842055186,9.914367269,4.643196955,10.6755471,15.31874405,2.683158896,1.370123692,1.313035205,3.653663178,0,24.31969553,0.620051086,63.12732158,0.012771392,0.665389527
Bobby Brown,116,3967,692,1616,385,802,307,814,270,342,0,0,287,516,152,14,0,0,1961,0,8.2,4.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,6.977564911,16.29442904,3.88202672,8.086715402,3.09553819,8.207713638,2.722460297,3.44844971,0,0,2.893874464,5.202924124,1.532644316,0.141164608,0,0,19.77312831,0.523205446,55.50586477,0.503712871,0.211633663
Bobby Jones,125,3013,424,847,359,670,65,177,313,443,0,0,617,153,134,59,0,0,1226,0,6.2,6,12.2,0,0,0,0,0,0,0,0,0,0,0,0,5.628941255,11.2446067,4.76601394,8.894789247,0.862927315,2.349817458,4.155326917,5.881181547,0,0,8.19117159,2.031198141,1.778957849,0.783272486,0,0,16.27613674,0.538961039,58.83369165,0.208972845,0.523022432
Bobby Portis,70,1994,411,782,388,719,23,63,202,274,219,332,551,92,74,104,97,137,1047,989,6.6,3.8,10.5,26.73771314,11.988666,18.588666,15.28074223,9.766800401,2.1,5.306419258,9.630190572,24.25997994,4.649047141,4.020762287,8.6777332,8.244734203,15.68706118,7.78335005,14.42326981,0.461384152,1.263791374,4.052156469,5.496489468,4.393179539,6.65997994,11.05315948,1.84553661,1.48445336,2.086258776,1.945837513,2.748244734,21.00300903,0.54028133,58.0016841,0.08056266,0.350383632
Bobby Simmons,93,2939,403,941,282,575,121,366,336,429,0,0,700,207,124,17,236,271,1263,0,5.9,5.2,11.1,0,0,0,0,0,0,0,17.1,0,0,0,0,5.484858796,12.80707724,3.83804015,7.825791085,1.646818646,4.981286152,4.572984008,5.838720653,0,0,9.527050017,2.817284791,1.68764886,0.231371215,3.211976863,3.688329364,17.18952025,0.492561105,55.89682764,0.388947928,0.455897981
Bracey Wright,85,3035,469,1159,283,627,186,532,374,482,0,0,433,204,79,47,0,0,1498,0,6.3,4,10.3,0,0,0,0,0,0,0,0,0,0,0,0,6.18121911,15.27512356,3.729818781,8.263591433,2.451400329,7.011532125,4.929159802,6.352553542,0,0,5.70675453,2.688632619,1.041186161,0.619439868,0,0,19.74299835,0.484900777,54.62846807,0.459016393,0.415875755
Bradley Beal,37,1267,175,393,112,207,63,186,133,173,50,199,249,83,51,31,79,76,546,522,3.6,2.1,5.7,22,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23,5.3,3.3,8.6,5.524861878,12.40726125,3.535911602,6.535122336,1.988950276,5.872138911,4.198895028,5.4617206,1.578531965,6.282557222,7.861089187,2.620363062,1.610102605,0.978689818,2.494080505,2.399368587,17.23756906,0.525445293,58.19406548,0.473282443,0.440203562
Brandan Wright,37,1013,228,353,228,353,0,0,89,157,0,0,229,37,36,65,0,545,0,3.7,4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0029615,13.93879566,9.0029615,13.93879566,0,0,3.514313919,6.1994077,0,0,9.042448174,1.46100691,1.421520237,2.566633761,0,21.52023692,0,0.645892351,0,0,0.444759207
Branden Dawson,130,3456,566,1013,566,1004,0,9,177,317,329,573,902,181,163,142,219,212,1309,1288,7.2,7.9,15,23.3895544,12.18625579,19.3515625,15.87077546,11.07676505,2.833506944,4.699594907,15.27957176,21.02881944,3.570833333,6.375231481,9.927546296,6.550925926,11.72453704,6.550925926,11.62037037,0,0.104166667,2.048611111,3.668981481,3.80787037,6.631944444,10.43981481,2.094907407,1.886574074,1.643518519,2.534722222,2.453703704,15.15046296,0.558736426,56.79057337,0.008884501,0.312931885
Brandin Knight,127,4307,492,1233,283,579,209,654,247,460,0,0,492,875,298,55,0,0,1440,0,3.5,10.7,14.2,0,0,0,0,0,0,0,0,0,0,0,0,4.569305781,11.45112607,2.628279545,5.377292779,1.941026236,6.073833295,2.293940098,4.272115161,0,0,4.569305781,8.126306013,2.767587648,0.510796378,0,0,13.3735779,0.4837794,50.16023408,0.530413625,0.373073804
Brandon Armstrong,65,1974,430,980,288,617,142,363,173,210,0,0,209,96,110,14,126,168,1175,0,5,3.7,8.7,0,0,0,0,0,0,0,10.4,0,0,0,0,8.713272543,19.85815603,5.835866261,12.50253293,2.877406282,7.3556231,3.505572442,4.255319149,0,0,4.235055724,1.945288754,2.228976697,0.283687943,2.553191489,3.404255319,23.80952381,0.51122449,54.78366281,0.370408163,0.214285714
Brandon Bass,59,2020,302,559,285,514,17,45,269,345,0,0,486,42,45,104,0,0,890,0,6.2,3.9,10,0,0,0,0,0,0,0,0,0,0,0,0,5.98019802,11.06930693,5.643564356,10.17821782,0.336633663,0.891089109,5.326732673,6.831683168,0,0,9.623762376,0.831683168,0.891089109,2.059405941,0,0,17.62376238,0.555456172,62.60551491,0.080500894,0.617173524
Brandon Davies,135,3251,609,1166,603,1148,6,18,456,691,246,594,840,213,132,123,283,406,1680,1621,8,6.9,14.9,22.74300215,8.597139342,20.52276223,14.48397416,12.89876961,2.175761304,3.890587512,15.67985235,25.90366041,1.77502307,3.537465395,5.290310674,7.493079053,14.34635497,7.419255614,14.12488465,0.073823439,0.221470317,5.61058136,8.501999385,3.026760997,7.308520455,10.33528145,2.620732082,1.624115657,1.513380498,3.482005537,4.995386035,20.6705629,0.524871355,57.14130228,0.015437393,0.592624357
Brandon Hunter,119,3881,706,1385,667,1270,39,115,561,923,0,0,1103,252,95,87,402,313,2012,0,8.8,4.6,13.4,0,0,0,0,0,0,0,18.1,0,0,0,0,7.276475135,14.27467148,6.874516877,13.08940995,0.401958258,1.185261531,5.782014945,9.51301211,0,0,11.36820407,2.597268745,0.97912909,0.896676114,4.143262046,3.225972687,20.73692347,0.523826715,56.16597436,0.083032491,0.666425993
Brandon Ingram,36,1246,214,484,134,289,80,195,116,170,67,177,244,72,41,49,72,74,624,591,3.4,1.5,4.9,22.5,6,15.5,10.8,11.4,1.9,3.6,11.3,25.6,4.6,2.9,7.5,6.869983949,15.53772071,4.30176565,9.277688604,2.568218299,6.260032103,3.723916533,5.457463884,2.150882825,5.682182986,7.833065811,2.311396469,1.316211878,1.573033708,2.311396469,2.375601926,20.03210273,0.524793388,55.83392985,0.402892562,0.351239669
Brandon Knight,38,1363,217,513,130,282,87,231,136,171,25,128,153,159,25,8,120,83,657,652,3.6,1.8,5.3,19.3,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27,5.4,0.5,5.9,6.368305209,15.05502568,3.81511372,8.275862069,2.553191489,6.77916361,3.991195891,5.018341893,0.733675715,3.756419663,4.490095378,4.66617755,0.733675715,0.234776229,3.521643434,2.435803375,19.2809978,0.507797271,55.84455324,0.450292398,0.333333333
Brandon Roy,103,2837,533,1041,480,887,53,154,358,468,0,0,517,308,103,49,0,0,1477,0,7.8,5.5,13.3,0,0,0,0,0,0,0,0,0,0,0,0,7.514980613,14.67747621,6.767712372,12.50616849,0.747268241,2.171307719,5.047585478,6.598519563,0,0,7.289390201,4.342615439,1.45223828,0.690870638,0,0,20.82481495,0.537463977,59.2259327,0.147934678,0.449567723
Brandon Rush,109,3408,536,1193,331,722,205,471,200,273,0,0,602,222,76,89,0,0,1477,0,6.8,8.1,14.9,0,0,0,0,0,0,0,13.2,0,0,0,0,6.291079812,14.00234742,3.884976526,8.474178404,2.406103286,5.528169014,2.34741784,3.204225352,0,0,7.0657277,2.605633803,0.892018779,1.044600939,0,0,17.33568075,0.535205365,56.24009991,0.394803018,0.22883487
Brendan Haywood,103,3007,506,783,506,783,0,0,289,494,0,0,748,112,35,271,200,301,1301,0,10,7.4,17.5,0,0,0,0,0,0,0,16.4,0,0,0,0,6.730961091,10.41569671,6.730961091,10.41569671,0,0,3.844363153,6.571333555,0,0,9.950116395,1.489857,0.465580313,3.604921849,2.660458929,4.003990688,17.30628533,0.646232439,65.02659043,0,0.630906769
Brian Cardinal,96,2768,355,799,255,513,100,286,342,455,0,0,571,211,194,32,203,290,1152,0,6.6,5.9,12.5,0,0,0,0,0,0,0,16.7,0,0,0,0,5.130057803,11.54624277,3.684971098,7.413294798,1.445086705,4.132947977,4.942196532,6.575144509,0,0,8.251445087,3.049132948,2.803468208,0.462427746,2.933526012,4.190751445,16.64739884,0.506883605,57.64611689,0.357947434,0.569461827
Brian Cook,132,3389,635,1246,541,969,94,277,384,484,0,0,815,171,92,136,266,394,1748,0,10.6,9.9,20.5,0,0,0,0,0,0,0,15.3,0,0,0,0,7.494836235,14.70640307,6.385364414,11.43700207,1.109471821,3.269401003,4.532310416,5.712599587,0,0,9.619356742,2.018294482,1.085866037,1.605193272,3.139569194,4.650339333,20.63145471,0.547351525,59.90568624,0.222311396,0.388443018
Brian Scalabrine,92,3037,528,1030,482,896,46,134,339,440,0,0,560,249,89,81,312,248,1441,0,8,5,13,0,0,0,0,0,0,0,20.1,0,0,0,0,6.954231149,13.5660191,6.348370102,11.80111953,0.605861047,1.764899572,4.464932499,5.795192624,0,0,7.375699704,3.27955219,1.172209417,1.066842279,4.109318406,3.266381297,18.97925584,0.534951456,58.8836221,0.130097087,0.427184466
Briante Weber,127,2965,296,695,256,549,40,146,230,299,103,320,423,378,374,26,186,280,862,977,4.6,8.7,13.4,20.97456998,3.526003373,13.78887015,8.199696459,25.21993255,7.753659359,1.024789207,18.07386172,17.2772344,3.205025295,7.494671164,10.69969646,3.993254637,9.376053963,3.453625632,7.406408094,0.539629005,1.969645868,3.102866779,4.033726813,1.389544688,4.31703204,5.706576729,5.099494098,5.045531197,0.350758853,2.509274874,3.777403035,11.62900506,0.454676259,52.14382501,0.210071942,0.430215827
Brice Johnson,148,3102,714,1242,714,1242,0,0,288,407,314,721,1035,133,111,163,187,369,1716,1536,10.4,6.8,17.2,27.59748549,11.36415216,24.88462282,18.0696325,8.5568343,2.190425532,5.813636364,11.21044487,24.95818827,4.012056738,5.111154094,9.092907801,9.20696325,16.01547389,9.20696325,16.01547389,0,0,3.713733075,5.24822695,4.049000645,9.297227595,13.34622824,1.715022566,1.431334623,2.101869761,2.411347518,4.758220503,22.12765957,0.574879227,60.37661497,0,0.327697262
Britton Johnsen,88,2309,354,742,286,542,68,200,202,339,0,0,536,110,79,44,0,0,978,0,4.2,4.8,9,0,0,0,0,0,0,0,0,0,0,0,0,6.132524903,12.85404937,4.954525769,9.389346037,1.177999134,3.464703335,3.499350368,5.872672152,0,0,9.285404937,1.905586834,1.368557817,0.762234734,0,0,16.94239931,0.522911051,54.87230127,0.269541779,0.456873315
Brook Lopez,53,1485,324,675,321,654,3,21,198,259,0,0,377,57,27,101,0,0,849,0,2.9,5,7.9,0,0,0,0,0,0,0,10.7,0,0,0,0,8.727272727,18.18181818,8.646464646,17.61616162,0.080808081,0.565656566,5.333333333,6.976430976,0,0,10.15488215,1.535353535,0.727272727,2.720538721,0,0,22.86868687,0.482222222,53.80500913,0.031111111,0.383703704
Bryce Cotton,130,4314,611,1452,345,716,266,736,487,581,70,298,368,384,118,11,193,157,1975,1836,14.1,2.9,17.1,19.71675939,1.79930459,8.230482151,4.899721836,19.45431154,1.642049142,0.271488178,9.928048215,22.24527121,6.86956421,-1.226866018,5.671302735,5.665275846,13.46314325,3.198887344,6.638850255,2.466388503,6.824293,4.51553083,5.387111729,0.649049606,2.763096894,3.4121465,3.560500695,1.094112193,0.10199351,1.789522485,1.455725545,18.31247102,0.512396694,57.8283479,0.506887052,0.400137741
Bryce Dejean-Jones,117,2888,441,1028,321,671,120,357,264,386,116,355,471,272,110,29,212,250,1266,1240,5,4.9,9.9,53.28464164,14.08236633,40.27064846,27.45415245,54.83993174,7.841183163,2.6,46.21422071,74.22935154,8.738794084,7.368259386,16.00705347,6.108033241,14.23822715,4.44598338,9.293628809,1.662049862,4.944598338,3.656509695,5.346260388,1.606648199,4.916897507,6.523545706,3.767313019,1.523545706,0.40166205,2.936288089,3.462603878,17.53462604,0.487354086,52.84512122,0.347276265,0.375486381
Bryn Forbes,138,4010,565,1258,241,513,324,745,288,351,67,272,339,182,87,8,164,219,1742,1469,10.9,3.9,14.7,35.09010264,4.29659823,17.56733104,10.77391528,18.58912862,2.709815563,0.425324027,20.69438292,42.12391229,9.935447549,-2.750182486,7.330329869,5.635910224,12.54862843,2.403990025,5.117206983,3.2319202,7.431421446,2.872817955,3.501246883,0.668329177,2.713216958,3.381546135,1.815461347,0.867830424,0.079800499,1.635910224,2.184538653,17.3765586,0.577901431,61.66633627,0.592209857,0.279014308
Buddy Hield,132,4182,783,1748,434,854,349,894,376,450,209,452,661,254,168,38,285,259,2291,2092,12.2,6.2,18.5,21.45743663,5.965423242,11.70511717,8.922931612,13.22604017,2.415064562,0.953347681,13.15174558,25.91410808,6.572381636,1.96372549,8.536107126,7.489239598,16.71927308,4.151123864,8.168340507,3.338115734,8.550932568,3.596365375,4.304160689,1.99904352,4.323290292,6.322333812,2.429459589,1.606886657,0.363462458,2.725968436,2.477283596,21.91296031,0.547768879,58.8643371,0.511441648,0.257437071
C.J. McCollum,111,3657,767,1746,550,1170,217,576,610,739,167,529,696,304,228,51,267,195,2361,2203,13.9,6.7,20.5,30.61394586,5.071424665,17.59617173,11.25537326,21.33502871,3.629149576,1.5496035,11.54446267,34.04320481,5.512934099,1.027782335,6.569483183,8.389390211,19.097621,6.015859995,12.7973749,2.373530216,6.300246103,6.67213563,8.083128247,1.826633853,5.786163522,7.612797375,3.325129888,2.493847416,0.55783429,2.920426579,2.132895816,25.82444627,0.501431844,56.99704513,0.329896907,0.42325315
C.J. Watson,119,4059,429,994,264,577,165,417,401,516,0,0,438,577,198,14,0,0,1424,0,7.9,4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,4.227642276,9.795516137,2.601626016,5.686129589,1.62601626,4.109386548,3.951712244,5.084996305,0,0,4.316334072,5.686129589,1.951219512,0.137965016,0,0,14.03301306,0.514587525,58.31094804,0.419517103,0.519114688
C.J. Wilcox,131,3735,640,1478,339,705,301,773,299,356,110,331,441,214,112,98,178,250,1880,1672,11.8,3.8,15.4,20.96891566,3.424069612,10.45103079,6.838768407,11.38323963,1.689022758,2.364497992,9.37601071,23.49502008,6.585381526,0.571111111,7.124792503,6.854082999,15.82864793,3.630522088,7.550200803,3.22356091,8.278447122,3.202141901,3.812583668,1.178045515,3.544846051,4.722891566,2.291834003,1.199464525,1.049531459,1.906291834,2.677376171,20.13386881,0.534844384,57.5050164,0.52300406,0.240866035
Cameron Bairstow,134,2787,418,808,416,802,2,6,401,559,234,403,637,102,62,99,157,282,1239,1185,7.7,5.2,12.9,20.53437388,10.68568353,16.09899534,13.5181916,8.036742017,1.323143165,4.126264801,14.65694295,22.44284177,1.955220667,3.282992465,5.238213132,5.999282382,11.59669896,5.970577682,11.51058486,0.0287047,0.086114101,5.755292429,8.02296376,3.358449946,5.78399713,9.142447076,1.46393972,0.889845712,1.42088267,2.253318981,4.047362756,17.78256189,0.518564356,58.77832176,0.007425743,0.691831683
Cameron Payne,69,2238,435,1007,279,573,156,434,253,324,31,221,252,394,125,37,197,168,1279,1315,8,3.3,11.3,25.26568365,1.646067918,10.95250223,6.448927614,37.0792672,3.297855228,1.650357462,14.61572833,30.4424933,5.377122431,0.04821269,5.425335121,7.774798928,17.99821269,4.986595174,10.24128686,2.788203753,7.756925827,4.521894549,5.790884719,0.55406613,3.949955317,4.504021448,7.042001787,2.234137623,0.661304736,3.521000894,3.002680965,22.85969616,0.509433962,55.62998017,0.430983118,0.321747766
Caris LeVert,103,2721,366,843,232,509,134,334,204,265,39,325,364,275,97,22,136,151,1070,1067,6.4,3.7,10,21.94935685,1.964939361,16.33057699,9.121168688,25.52047042,2.180705623,0.838184491,11.7429254,23.60011025,6.064829107,2.517971334,8.595810364,5.380374862,12.39250276,3.410510842,7.482543183,1.969864021,4.909959574,2.998897464,3.895626608,0.573318633,4.777655274,5.350973907,4.042631386,1.425946343,0.323410511,1.999264976,2.219772143,15.72951121,0.513641756,55.75239683,0.396204033,0.314353499
Carl Landry,64,1915,403,669,393,626,10,43,359,503,0,0,453,78,65,52,0,0,1175,0,9.8,4.3,14,0,0,0,0,0,0,0,0,0,0,0,0,8.417754569,13.97389034,8.208877285,13.07571802,0.208877285,0.898172324,7.498694517,10.50652742,0,0,9.462140992,1.62924282,1.35770235,1.08616188,0,0,24.54308094,0.609865471,65.98751011,0.064275037,0.75186846
Carlos Arroyo,71,2501,434,988,295,570,139,418,247,339,0,0,214,324,111,9,0,0,1254,0,5.9,1.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,6.941223511,15.80167933,4.718112755,9.116353459,2.223110756,6.68532587,3.950419832,5.421831267,0,0,3.422630948,5.181927229,1.775289884,0.143942423,0,0,20.05597761,0.509615385,55.13735974,0.423076923,0.343117409
Carlos Boozer,101,2620,554,878,554,877,0,1,398,537,0,0,724,115,96,72,157,288,1506,0,11.4,7.6,19,0,0,0,0,0,0,0,12.2,0,0,0,0,8.458015267,13.40458015,8.458015267,13.38931298,0,0.015267176,6.076335878,8.198473282,0,0,11.05343511,1.755725191,1.465648855,1.099236641,2.396946565,4.396946565,22.99236641,0.630979499,67.57726963,0.001138952,0.611617312
Carmelo Anthony,35,1274,277,612,221,446,56,166,168,238,0,0,349,77,55,30,77,77,778,0,2.7,3.1,5.8,0,0,0,0,0,0,0,9.6,0,0,0,0,8.697017268,19.21507064,6.93877551,14.00313972,1.758241758,5.211930926,5.274725275,7.472527473,0,0,10.95761381,2.417582418,1.726844584,0.941915228,2.417582418,2.417582418,24.42700157,0.498366013,54.2750307,0.27124183,0.388888889
Caron Butler,63,2173,404,868,360,747,44,121,284,370,0,0,477,190,134,22,168,151,1136,0,4.6,4.7,9.4,0,0,0,0,0,0,0,13.9,0,0,0,0,7.436723424,15.97791072,6.626783249,13.75057524,0.809940175,2.227335481,5.227795674,6.810860561,0,0,8.780487805,3.497468937,2.466635987,0.404970087,3.09249885,2.779567418,20.9111827,0.49078341,55.10283275,0.139400922,0.426267281
Carrick Felix,94,2626,341,748,242,444,99,304,174,247,125,325,450,125,96,74,162,224,955,908,4.1,3.2,7.3,17.12322925,5.948095963,14.93617669,10.49371668,10.44360244,2.22448591,3.067974105,15.8697639,20.98929931,1.981607007,1.466260472,3.447867479,5.194211729,11.39375476,3.686214775,6.763137852,1.507996954,4.630616908,2.650418888,3.762376238,1.904036558,4.95049505,6.854531607,1.904036558,1.462300076,1.127189642,2.467631379,3.412033511,14.5468393,0.522058824,55.73843209,0.406417112,0.330213904
Cartier Martin,112,3090,519,1132,341,686,178,446,330,423,0,0,540,171,80,17,0,0,1546,0,8.9,5.1,14,0,0,0,0,0,0,0,0,0,0,0,0,6.718446602,14.65372168,4.414239482,8.8802589,2.30420712,5.773462783,4.27184466,5.475728155,0,0,6.990291262,2.213592233,1.035598706,0.220064725,0,0,20.01294498,0.537102473,58.64412952,0.393992933,0.373674912
Casey Jacobsen,95,3020,547,1163,325,643,222,520,407,528,0,0,364,254,50,7,193,133,1723,0,11.3,3.8,15.1,0,0,0,0,0,0,0,12,0,0,0,0,7.245033113,15.40397351,4.304635762,8.516556291,2.940397351,6.887417219,5.390728477,6.993377483,0,0,4.821192053,3.364238411,0.662251656,0.092715232,2.556291391,1.761589404,22.82119205,0.56577816,61.74210934,0.447119518,0.45399828
Casper Ware,101,3430,488,1220,290,665,198,555,394,494,49,221,270,423,171,14,285,231,1568,1562,7.7,4.7,12.4,18.53810496,1.626501458,7.472332362,4.517434402,25.1261516,2.887609329,0.433177843,16.55381924,25.09991254,3.403265306,-0.472536443,2.930728863,5.690962099,14.22740525,3.381924198,7.755102041,2.309037901,6.472303207,4.594752187,5.760932945,0.571428571,2.577259475,3.148688047,4.932944606,1.994169096,0.163265306,3.32361516,2.693877551,18.28571429,0.481147541,54.54444259,0.454918033,0.404918033
