Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,eFG%,TS%,3PAr,FTr
Chris Wilcox,70,1160,224,431,224,429,0,2,106,180,0,0,330,69,34,71,0,0,554,0,1.9,3.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,7.724137931,14.86206897,7.724137931,14.79310345,0,0.068965517,3.655172414,6.206896552,0,0,11.37931034,2.379310345,1.172413793,2.448275862,0,0,19.10344828,0.519721578,54.29243434,0.004640371,0.417633411
Chris Wright Dos,63,2150,304,681,219,427,85,254,198,254,27,157,184,291,92,12,161,134,891,925,5.5,2.2,7.9,19.95955201,1.754495384,8.850328866,5.617585478,28.29916616,2.731502397,0.592847772,17.70952379,24.81911211,1.93139313,0.297137405,2.228530534,5.655813953,12.66976744,4.074418605,7.944186047,1.581395349,4.725581395,3.68372093,4.725581395,0.502325581,2.920930233,3.423255814,5.413953488,1.711627907,0.223255814,2.995348837,2.493023256,16.57674419,0.508810573,56.19607447,0.37298091,0.37298091
Chris Wright Uno,73,2096,366,763,353,703,13,60,236,370,175,395,570,110,65,104,189,185,981,928,3.1,4.9,8.1,20.13852414,8.882484378,20.2516201,14.5358017,12.04212445,1.74140103,5.601590715,15.95392295,25.88440245,-0.353339695,2.67528626,2.321946565,6.984732824,14.5610687,6.736641221,13.41603053,0.248091603,1.145038168,4.503816794,7.061068702,3.339694656,7.538167939,10.8778626,2.099236641,1.240458015,1.984732824,3.606870229,3.530534351,18.72137405,0.488204456,52.98120544,0.078636959,0.484927916
Christapher Johnson,104,2888,464,944,192,378,212,566,234,278,240,429,669,126,88,45,132,212,1254,1161,9.1,4.9,14.1,22,9.6,17.4,13.4,9.5,1.8,1.8,11.1,21.3,6.6,1.6,8.2,6.426592798,13.07479224,2.659279778,5.235457064,2.936288089,7.83933518,3.24099723,3.850415512,3.324099723,5.941828255,9.265927978,1.745152355,1.218836565,0.623268698,1.828254848,2.936288089,17.36842105,0.603813559,58.80036012,0.599576271,0.294491525
Christian Wood,63,1468,235,493,199,355,36,138,148,198,120,306,426,53,21,119,95,132,654,627,3.2,3.2,6.4,23.42779292,9.576430518,21.68419619,15.99046322,8.110762943,0.839100817,7.828065395,13.71076294,24.68719346,1.509264305,3.41253406,4.921798365,6.403269755,13.43324251,5.422343324,9.673024523,0.980926431,3.760217984,4.032697548,5.395095368,3.269754768,8.337874659,11.60762943,1.444141689,0.572207084,3.242506812,2.588555858,3.596730245,17.82016349,0.513184584,56.36764807,0.279918864,0.401622718
Chuck Hayes,134,3516,452,899,433,821,19,78,288,393,0,0,930,292,170,128,0,0,1211,0,5.9,12.5,18.4,0,0,0,0,0,0,0,0,0,0,0,0,5.142207053,10.22753129,4.926052332,9.340159272,0.216154721,0.887372014,3.276450512,4.470989761,0,0,10.58020478,3.321956769,1.934015927,1.456200228,0,0,13.77701934,0.513348165,56.48742443,0.08676307,0.437152392
Cleanthony Early,75,1965,371,790,258,465,113,325,280,342,137,288,425,50,58,63,131,183,1135,993,7.2,4.2,11.4,25.99821883,8.208193384,17.49608142,12.90142494,5.948396947,1.8,3.851959288,12.04697201,28.64946565,5.149465649,1.749465649,6.849109415,7.55216285,16.08142494,5.251908397,9.465648855,2.300254453,6.615776081,5.699745547,6.961832061,2.788804071,5.86259542,8.651399491,1.017811705,1.180661578,1.282442748,2.666666667,3.72519084,23.1043257,0.541139241,60.34152773,0.411392405,0.432911392
Cliff Alexander,28,492,73,129,73,129,0,0,53,79,55,93,148,12,5,37,28,57,199,192,1.3,1,2.3,23.2,13.3,19.9,16.8,5.4,0.6,7.7,14.4,20.1,3.2,5,8.1,5.93495935,10.48780488,5.93495935,10.48780488,0,0,4.308943089,6.422764228,4.471544715,7.56097561,12.03252033,0.975609756,0.406504065,3.008130081,2.276422764,4.634146341,16.17886179,0.565891473,60.75964827,0,0.612403101
Coby Karl,127,3767,500,1211,234,494,266,717,432,549,0,0,507,408,114,59,0,0,1698,0,9.2,5.1,14.4,0,0,0,0,0,0,0,0,0,0,0,0,5.309264667,12.85903902,2.484735864,5.245553491,2.824528803,7.613485532,4.587204672,5.829572604,0,0,5.383594372,4.332359968,1.210512344,0.626493231,0,0,18.03026281,0.522708505,58.44853225,0.592072667,0.453344344
Cody Zeller,72,2087,399,674,399,672,0,2,359,475,188,337,525,92,86,87,141,177,1157,1098,9.9,4.3,14.1,30.5632966,11.7911356,19.3822712,15.73493052,9.5,2.507091519,4.34911356,13.43138476,25.38049832,7.219501677,4.691135601,11.91063728,7.64734068,12.91806421,7.64734068,12.87973167,0,0.038332535,6.880689986,9.103977,3.603258265,6.459032104,10.06229037,1.763296598,1.648298994,1.667465261,2.702443699,3.392429324,22.17537135,0.591988131,65.51528879,0.002967359,0.704747774
Cole Aldrich,36,963,149,265,149,265,0,0,108,159,110,244,354,31,27,125,56,92,406,400,3,2.9,5.9,27.9,13.6,25.4,20,5.8,1.6,13,14.1,19.9,0,0,0,6.188992731,11.00726895,6.188992731,11.00726895,0,0,4.485981308,6.604361371,4.569055036,10.13499481,14.70404984,1.287642783,1.121495327,5.192107996,2.326064382,3.821391485,16.86396677,0.562264151,60.60425125,0,0.6
Corey Brewer,108,2939,427,890,328,612,99,278,272,384,0,0,469,300,176,44,0,0,1225,0,6.4,6.6,13,0,0,0,0,0,0,0,0,0,0,0,0,5.81150051,12.11296359,4.464103437,8.329363729,1.347397074,3.783599864,3.701939435,5.226267438,0,0,6.383123511,4.083021436,2.395372576,0.598843144,0,0,16.67233753,0.535393258,57.83976732,0.312359551,0.431460674
Corsley Edwards,123,3398,652,1280,652,1278,0,2,427,621,0,0,967,93,116,198,0,0,1731,0,7.8,11.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,7.675103002,15.06768687,7.675103002,15.04414361,0,0.023543261,5.026486168,7.31018246,0,0,11.38316657,1.094761624,1.365509123,2.330782813,0,0,20.37669217,0.509375,55.72223224,0.0015625,0.48515625
Cory Jefferson,130,2589,431,794,414,744,17,50,280,424,243,479,722,51,42,166,101,226,1159,1061,8.2,4.4,12.7,18.50861336,11.88999614,18.74476632,15.31560448,1.262263422,1.200038625,8.182000773,12.24947856,18.30328312,0.236655079,3.091116261,3.331517961,6.658941676,12.26728467,6.396292005,11.49478563,0.262649672,0.772499034,4.325994593,6.550791812,3.754345307,7.400540749,11.15488606,0.787949015,0.648899189,2.564696794,1.560448049,3.491695635,17.90652762,0.553526448,59.09888227,0.062972292,0.534005038
Cory Joseph,36,1166,136,322,84,196,52,126,51,73,23,105,128,109,37,11,54,65,375,372,2.2,2.2,4.4,15.1,2.2,9.5,6,17.3,1.9,0.9,13.1,17.3,3.9,3.7,7.7,4.665523156,11.04631218,2.881646655,6.723842196,1.783876501,4.322469983,1.749571184,2.504288165,0.789022298,3.602058319,4.391080618,3.739279588,1.269296741,0.377358491,1.852487136,2.229845626,12.864494,0.50310559,52.94815317,0.391304348,0.226708075
Coty Clarke,65,1384,181,386,147,309,34,77,160,206,115,236,351,116,95,38,83,193,556,580,3.7,3.2,6.8,22.02601156,9.299421965,19.53930636,14.25202312,14.77514451,3.80867052,2.997687861,14.96705202,19.3699422,4,4.819653179,8.765317919,5.231213873,11.15606936,4.248554913,8.930635838,0.98265896,2.225433526,4.624277457,5.953757225,3.323699422,6.820809249,10.14450867,3.352601156,2.74566474,1.098265896,2.398843931,5.578034682,16.06936416,0.512953368,58.32494126,0.199481865,0.533678756
Courtney Alexander,112,3456,805,1767,639,1309,166,458,336,438,0,0,441,249,128,21,220,246,2112,0,7.9,3.6,11.6,0,0,0,0,0,0,0,10,0,0,0,0,9.31712963,20.45138889,7.395833333,15.15046296,1.921296296,5.300925926,3.888888889,5.069444444,0,0,5.104166667,2.881944444,1.481481481,0.243055556,2.546296296,2.847222222,24.44444444,0.502546689,53.88524891,0.259196378,0.247877759
Courtney Fortson,18,599,97,269,72,189,25,80,104,137,25,68,93,103,25,3,92,47,323,348,0.5,0.6,1.1,17.6,4.7,12.8,8.8,36,2.3,0.5,21.6,34.5,0,0,0,6.477462437,17.96327212,4.808013356,12.62103506,1.669449082,5.342237062,6.94490818,9.148580968,1.669449082,4.540901503,6.210350584,6.878130217,1.669449082,0.20033389,6.143572621,3.138564274,21.56928214,0.407063197,49.04640428,0.29739777,0.50929368
Courtney Lee,127,3957,802,1729,557,1118,245,611,389,476,0,0,663,281,242,78,0,0,735,0,4,2.9,6.9,0,0,0,0,0,0,0,11.8,0,0,0,0,8.107151883,17.47788729,5.630528178,11.30149103,2.476623705,6.17639626,3.932271923,4.811726055,0,0,6.702047005,2.840535759,2.4462977,0.788476118,0,0,7.429871114,0.53470214,18.95854398,0.353383459,0.275303644
Courtney Sims,133,3087,509,869,507,856,2,13,309,450,0,0,728,78,48,213,0,0,1329,0,9.7,6.8,16.5,0,0,0,0,0,0,0,0,0,0,0,0,6.595400065,11.2601231,6.569484937,11.09167477,0.025915128,0.168448332,4.003887269,5.83090379,0,0,9.433106576,1.01068999,0.621963071,2.759961127,0,0,17.22060253,0.586881473,62.27741331,0.014959724,0.517836594
Craig Brackins,32,1124,192,457,165,370,27,87,117,154,67,206,273,69,25,38,68,64,528,508,2.2,1.8,4,20.2,6.6,19.4,13.2,13.1,1.3,3.3,11.4,26.1,0,0,0,6.832740214,16.2633452,5.871886121,13.16725979,0.960854093,3.096085409,4.163701068,5.480427046,2.384341637,7.330960854,9.715302491,2.455516014,0.889679715,1.352313167,2.419928826,2.277580071,18.79003559,0.449671772,50.30871255,0.190371991,0.336980306
Craig Smith,130,4415,921,1650,905,1583,16,67,491,764,0,0,1114,245,167,100,0,0,2349,0,13.2,10.2,23.4,0,0,0,0,0,0,0,0,0,0,0,0,8.344280861,14.94903737,8.199320498,14.34201586,0.144960362,0.607021518,4.448471121,6.921857305,0,0,10.09286523,2.219705549,1.513023783,0.906002265,0,0,21.28199321,0.563030303,59.13420872,0.040606061,0.463030303
Curtis Borchardt,66,1426,233,436,218,396,15,40,190,275,0,0,478,82,27,144,90,151,671,0,3.8,6.6,10.4,0,0,0,0,0,0,0,13.7,0,0,0,0,6.535764376,12.23001403,6.115007013,11.10799439,0.420757363,1.122019635,5.329593268,7.713884993,0,0,13.40813464,2.300140252,0.757363254,4.039270687,2.52454418,4.235624123,18.82187938,0.551605505,60.23339318,0.091743119,0.630733945
D'Angelo Russell,35,1188,231,515,136,284,95,231,118,156,35,163,198,175,55,11,102,74,675,671,4.4,2.4,6.8,26.6,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,8.7,3,11.7,7.777777778,17.34006734,4.579124579,9.562289562,3.198653199,7.777777778,3.973063973,5.252525253,1.178451178,5.488215488,6.666666667,5.892255892,1.851851852,0.37037037,3.434343434,2.491582492,22.72727273,0.540776699,57.82674251,0.448543689,0.302912621
D.J. Augustin,73,2662,396,894,277,598,119,296,323,400,0,0,211,452,100,3,0,0,1234,0,6.2,4.5,10.7,0,0,0,0,0,0,0,13.8,0,0,0,0,5.950413223,13.43350864,4.162283997,8.985725019,1.788129226,4.447783621,4.853493614,6.010518407,0,0,3.17054846,6.7918858,1.502629602,0.045078888,0,0,18.54244929,0.50950783,57.6635514,0.331096197,0.447427293
D.J. Kennedy,65,1956,262,579,191,391,71,188,235,307,102,280,382,167,94,37,137,125,830,822,5.3,3.2,8.5,22.5555726,6.01206544,17.3396728,11.52285276,18.11717791,2.904754601,2.15301636,15.85301636,22.62193252,2.020296524,2.349182004,4.369478528,5.357873211,11.8404908,3.90593047,7.99591002,1.45194274,3.844580777,4.805725971,6.278118609,2.085889571,5.72597137,7.811860941,3.415132924,1.922290389,0.756646217,2.801635992,2.556237219,16.97341513,0.513816926,58.11673762,0.324697755,0.530224525
D.J. Stephens,129,1703,207,330,190,284,17,46,81,128,159,277,436,45,65,150,49,163,512,494,4.8,3.8,8.3,21.574633,11.82196124,16.65443335,14.29289489,5.859248385,2.311215502,7.934468585,12.10510863,13.14574281,2.166647093,5.247269524,7.413916618,4.862008221,7.751027598,4.46271286,6.670581327,0.399295361,1.080446271,1.902524956,3.00645919,3.734586025,6.50616559,10.24075161,1.056958309,1.526717557,3.523194363,1.150910159,3.828537874,12.02583676,0.653030303,66.26630772,0.139393939,0.387878788
D.J. Strawberry,111,2991,398,864,328,652,70,212,260,406,0,0,370,317,202,47,0,0,1126,0,3.9,6.2,10.1,0,0,0,0,0,0,0,0,0,0,0,0,5.32263457,11.55466399,4.386492812,8.719491809,0.936141759,2.835172183,3.477097961,5.4296222,0,0,4.948177867,4.239384821,2.701437646,0.628552324,0,0,15.05850886,0.501157407,53.99754469,0.24537037,0.469907407
D.J. White,99,3025,548,975,547,972,1,3,350,507,0,0,748,93,68,198,0,0,1447,0,9.1,9.4,18.5,0,0,0,0,0,0,0,12.2,0,0,0,0,7.246280992,12.89256198,7.233057851,12.85289256,0.01322314,0.039669421,4.628099174,6.704132231,0,0,9.890909091,1.229752066,0.899173554,2.618181818,0,0,19.1338843,0.562564103,60.38828793,0.003076923,0.52
Daequan Cook,39,770,141,317,87,187,54,130,46,66,0,0,167,40,28,10,0,0,382,0,1.6,1.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,7.324675325,16.46753247,4.519480519,9.714285714,2.805194805,6.753246753,2.38961039,3.428571429,0,0,8.675324675,2.077922078,1.454545455,0.519480519,0,0,19.84415584,0.529968454,55.19593111,0.410094637,0.208201893
Dahntay Jones,131,3907,636,1406,527,1089,109,317,430,577,0,0,598,181,133,81,278,398,1811,0,7,7,14,0,0,0,0,0,0,0,14.2,0,0,0,0,6.511389813,14.39467622,5.395444075,11.14921935,1.115945738,3.245456872,4.402354748,5.90734579,0,0,6.12234451,1.853084208,1.361658562,0.829280778,2.846173535,4.07473765,18.54108011,0.491109531,54.5521363,0.225462304,0.410384068
Dajuan Wagner,36,1146,265,647,199,439,66,208,166,230,0,0,89,128,43,20,105,101,762,0,1.7,2.4,4.1,0,0,0,0,0,0,0,12.2,0,0,0,0,9.2495637,22.58289703,6.945898778,15.32286213,2.303664921,7.260034904,5.794066318,8.027923211,0,0,3.106457243,4.467713787,1.5008726,0.698080279,3.664921466,3.52530541,26.59685864,0.460587326,50.92221331,0.321483771,0.355486862
Damian Jones,99,2684,508,897,507,889,1,8,296,524,207,423,630,71,37,167,197,301,1313,1184,5.2,4.8,10.1,21.71289121,9.637481371,16.72242921,13.44895678,6.560581222,0.785320417,6.356780924,14.6314456,26.55014903,0.54195231,3.062071535,3.604023845,7.570789866,13.3681073,7.555886736,13.24888227,0.01490313,0.119225037,4.411326379,7.80923994,3.084947839,6.304023845,9.388971684,1.058122206,0.551415797,2.488822653,2.935916542,4.485842027,19.56780924,0.566889632,58.22306573,0.008918618,0.584169454
Damian Lillard,73,2452,465,1036,268,537,197,499,451,518,34,290,324,273,96,13,176,143,1578,1499,12.3,2.8,15,30.37528548,2.165130506,14.32520392,8.366109299,26.7449429,2.646818923,0.708442088,13.291354,32.20228385,7.456973899,-1.107340946,6.3045677,7.585644372,16.9004894,4.371941272,8.760195759,3.2137031,8.140293638,7.35725938,8.450244698,0.554649266,4.730831974,5.28548124,4.453507341,1.566068516,0.212071778,2.871125612,2.33278956,25.74225122,0.543918919,62.42483702,0.481660232,0.5
Damien Wilkins,117,3556,418,1024,337,758,81,266,358,494,0,0,589,305,140,56,0,0,1275,0,3.4,6,9.4,0,0,0,0,0,0,0,0,0,0,0,0,4.701912261,11.51856018,3.790776153,8.526434196,0.911136108,2.992125984,4.026996625,5.556805399,0,0,6.625421822,3.430821147,1.57480315,0.62992126,0,0,14.34195726,0.447753906,51.35496552,0.259765625,0.482421875
Damion James,34,1029,210,419,174,325,36,94,155,230,107,243,350,33,57,40,69,100,611,564,3.8,2.7,6.5,28.8,11,23.9,17.6,6.1,3,3.6,11.6,26.3,0,0,0,8.163265306,16.28765792,6.763848397,12.63362488,1.39941691,3.654033042,6.02526725,8.940719145,4.159378037,9.44606414,13.60544218,1.282798834,2.21574344,1.554907677,2.682215743,3.887269193,23.75121477,0.544152745,58.72741253,0.224343675,0.548926014
Damone Brown,98,2864,480,961,461,878,19,83,225,300,0,0,670,140,117,90,157,275,1204,0,5.2,7.7,13,0,0,0,0,0,0,0,12.5,0,0,0,0,6.703910615,13.42178771,6.438547486,12.26256983,0.265363128,1.159217877,3.142458101,4.189944134,0,0,9.357541899,1.955307263,1.634078212,1.25698324,2.19273743,3.840782123,16.81564246,0.509365245,55.07776761,0.086368366,0.312174818
Dan Dickau,69,2215,350,772,151,337,199,435,286,332,0,0,212,333,57,7,208,140,1185,0,8.9,2.8,11.6,0,0,0,0,0,0,0,18.3,0,0,0,0,6.320541761,13.94130926,2.726862302,6.085778781,3.593679458,7.855530474,5.164785553,5.995485327,0,0,3.828442438,6.013544018,1.029345372,0.126410835,3.756207675,2.528216704,21.39954853,0.582253886,64.53685953,0.563471503,0.430051813
Dan Gadzuric,122,2946,548,999,548,998,0,1,191,425,0,0,802,75,88,184,216,342,1287,0,4.6,7.9,12.5,0,0,0,0,0,0,0,15.2,0,0,0,0,7.44059742,13.56415479,7.44059742,13.55057705,0,0.013577733,2.593346911,5.77053632,0,0,10.88934148,1.018329939,1.194840462,2.498302783,2.932790224,4.643584521,17.47454175,0.548548549,54.25801012,0.001001001,0.425425425
Dan Langhi,91,2464,417,879,303,586,114,293,358,427,0,0,468,68,47,20,150,140,1306,0,8.7,2.7,11.3,0,0,0,0,0,0,0,12.2,0,0,0,0,6.769480519,14.26948052,4.918831169,9.512987013,1.850649351,4.756493506,5.811688312,6.931818182,0,0,7.597402597,1.103896104,0.762987013,0.324675325,2.435064935,2.272727273,21.2012987,0.539249147,61.2065087,0.333333333,0.485779295
Dan McClintock,86,1716,432,683,432,682,0,1,220,334,0,0,396,62,25,155,155,221,1084,0,8.5,2.5,11,0,0,0,0,0,0,0,15.6,0,0,0,0,10.06993007,15.92074592,10.06993007,15.8974359,0,0.023310023,5.128205128,7.785547786,0,0,9.230769231,1.445221445,0.582750583,3.613053613,3.613053613,5.151515152,25.26806527,0.63250366,65.30435202,0.001464129,0.489019034
Daniel Ewing,138,3827,538,1246,321,692,217,554,302,405,0,0,382,293,191,24,0,0,1595,0,7.1,6.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,5.623203554,13.02325581,3.35510844,7.232819441,2.268095114,5.790436373,3.156519467,4.233080742,0,0,3.992683564,3.062451006,1.996341782,0.250849229,0,0,16.67102169,0.518860353,55.99634883,0.444622793,0.325040128
Daniel Gibson,68,2246,294,716,119,264,175,452,172,232,0,0,245,237,104,20,0,0,935,0,4.9,4.4,9.3,0,0,0,0,0,0,0,0,0,0,0,0,5.235975067,12.75155833,2.119323241,4.701691897,3.116651825,8.049866429,3.063223508,4.131789849,0,0,4.363312556,4.220837044,1.852181656,0.35618878,0,0,16.65182547,0.532821229,57.14600039,0.631284916,0.324022346
Daniel Ochefu,141,3060,404,673,404,669,0,4,207,333,293,636,929,185,109,182,220,330,1015,1082,6.4,8,14.3,20.98098039,11.86735294,23.67075163,18.01895425,12.10071895,2.125359477,6.67372549,22.01493464,17.72143791,1.991045752,8.185620915,10.17666667,5.281045752,8.797385621,5.281045752,8.745098039,0,0.052287582,2.705882353,4.352941176,3.830065359,8.31372549,12.14379085,2.418300654,1.424836601,2.379084967,2.875816993,4.31372549,13.26797386,0.600297177,61.92649356,0.005943536,0.494799406
Daniel Orton,38,502,48,91,48,89,0,2,33,63,45,81,126,15,21,53,38,88,129,135,0.3,1.3,1.7,15.5,10.3,16.3,13.5,5,2.4,10.6,23.9,15,0,0,0,3.824701195,7.250996016,3.824701195,7.091633466,0,0.15936255,2.629482072,5.019920319,3.585657371,6.454183267,10.03984064,1.195219124,1.673306773,4.22310757,3.027888446,7.011952191,10.27888446,0.527472527,54.32951482,0.021978022,0.692307692
Daniel Santiago,56,397,65,91,65,90,0,1,64,85,0,0,86,13,6,32,0,0,194,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6.549118388,9.168765743,6.549118388,9.068010076,0,0.100755668,6.44836272,8.564231738,0,0,8.664987406,1.309823678,0.604534005,3.22418136,0,0,19.5465995,0.714285714,75.54517134,0.010989011,0.934065934
Danny Granger,95,2695,529,1066,451,853,78,213,450,598,0,0,781,154,148,180,0,0,1586,0,9.6,8.7,18.3,0,0,0,0,0,0,0,0,0,0,0,0,7.851576994,15.82189239,6.693877551,12.66048237,1.157699443,3.161410019,6.67903525,8.875695733,0,0,11.59183673,2.285714286,2.196660482,2.6716141,0,0,23.53988868,0.532833021,59.66353678,0.199812383,0.56097561
Danuel House,119,3587,546,1314,344,715,202,599,387,554,150,410,560,238,85,53,228,223,1681,1560,7.4,4.6,12,36.05209034,10.03642284,25.99388709,18.19358784,27.22246395,2.862164044,3.628582501,25.71365775,51.15814028,7.112909359,0.786342252,7.899251612,6.088653471,14.6529133,3.836074714,7.973236688,2.252578757,6.67967661,4.315584054,6.177864511,1.672706997,4.572065793,6.244772791,2.654028436,0.947867299,0.591023139,2.542514636,2.486757736,18.74546975,0.49238965,53.95567995,0.45585997,0.421613394
Darington Hobson,35,1175,193,439,154,331,39,108,130,199,74,250,324,160,44,15,104,68,555,588,3,2.2,5.2,23.5,6.9,24.6,15.5,29.3,2.2,1.6,16.3,26.9,0,0,0,6.570212766,14.94468085,5.242553191,11.26808511,1.327659574,3.676595745,4.425531915,6.774468085,2.519148936,8.510638298,11.02978723,5.446808511,1.49787234,0.510638298,3.540425532,2.314893617,18.89361702,0.48405467,52.70054695,0.246013667,0.453302961
Darius Johnson-Odom,105,3238,558,1257,337,708,221,549,312,432,56,265,321,262,93,17,223,237,1649,1472,8.2,3.6,12,18.97164917,2.068159358,9.677764052,5.840426189,17.10138975,1.662322421,0.566090179,13.34067326,26.2062693,3.716275479,-0.139036442,3.577239036,6.893143916,15.52810377,4.16306362,8.746139592,2.730080296,6.781964175,3.854231007,5.336627548,0.691785053,3.273625695,3.965410747,3.236565781,1.148857319,0.210006177,2.754786906,2.927733169,20.37059914,0.531821798,56.97680847,0.436754177,0.343675418
Darius Miller,116,3025,378,829,221,421,157,408,144,176,120,258,378,206,87,78,150,259,1057,1026,7.5,4.8,12.3,17.06056198,4.68214876,9.011239669,6.950644628,12.53163636,1.716826446,2.426181818,14.11471074,17.71018182,4.397586777,1.928826446,6.326413223,4.998347107,10.96198347,2.92231405,5.566942149,2.076033058,5.395041322,1.904132231,2.327272727,1.58677686,3.411570248,4.998347107,2.723966942,1.150413223,1.031404959,1.983471074,3.424793388,13.9768595,0.55066345,58.30501743,0.492159228,0.212303981
Darius Morris,67,1996,253,539,230,436,23,103,137,197,45,152,197,319,56,6,154,135,666,776,3.9,2.4,6.2,17.01653307,2.771793587,9.398597194,6.065731463,35.40230461,1.822144289,0.333567134,20.63637275,22.23937876,3.297895792,1.221442886,4.519338677,5.070140281,10.80160321,4.609218437,8.73747495,0.460921844,2.064128257,2.745490982,3.947895792,0.901803607,3.046092184,3.947895792,6.392785571,1.122244489,0.120240481,3.086172345,2.705410822,13.34669339,0.490723562,53.22209436,0.19109462,0.365491651
Darius Songaila,130,3401,636,1245,624,1210,12,35,575,692,0,0,813,229,141,96,359,431,1859,0,11.3,8,19.3,0,0,0,0,0,0,0,18.6,0,0,0,0,7.480152896,14.64275213,7.339017936,14.2311085,0.14113496,0.411643634,6.762716848,8.138782711,0,0,9.561893561,2.693325493,1.658335784,1.129079682,4.222287562,5.069097324,21.8641576,0.515662651,59.9878669,0.02811245,0.555823293
Darius Washington,73,2262,346,782,254,537,92,245,270,358,0,0,235,254,108,6,0,0,1054,0,4.9,4.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,6.118479222,13.82847038,4.491600354,9.49602122,1.626878868,4.33244916,4.774535809,6.330680813,0,0,4.1556145,4.491600354,1.909814324,0.106100796,0,0,18.63837312,0.501278772,56.09247275,0.313299233,0.457800512
Darnell Jackson,125,2073,311,536,309,530,2,6,224,327,0,0,612,67,64,46,0,0,848,0,5.6,6.3,11.9,0,0,0,0,0,0,0,12.9,0,0,0,0,6.000964785,10.34249879,5.962373372,10.22672455,0.038591413,0.11577424,4.322238302,6.309696093,0,0,11.8089725,1.292812349,1.234925229,0.887602508,0,0,16.36275929,0.582089552,62.36394658,0.01119403,0.610074627
Darrell Arthur,78,1710,369,682,367,665,2,17,144,213,0,0,427,50,53,109,0,0,884,0,4.1,6.5,10.6,0,0,0,0,0,0,0,14.3,0,0,0,0,8.631578947,15.95321637,8.584795322,15.55555556,0.046783626,0.397660819,3.368421053,4.98245614,0,0,9.988304094,1.169590643,1.239766082,2.549707602,0,0,20.67836257,0.542521994,56.97932244,0.024926686,0.312316716
Darrun Hilliard,132,3537,491,1125,282,556,209,569,320,428,71,329,400,248,176,47,206,274,1511,1382,8.1,6.1,14.2,18.56669494,2.39112242,11.07314108,6.710573933,15.41198756,2.977523325,1.487249081,13.49558948,22.35501838,4.494769579,2.85060786,7.344925078,5.552728301,12.72264631,3.189143342,6.287814532,2.363584959,6.434831778,3.618886062,4.840260107,0.802940345,3.720667232,4.523607577,2.804636698,1.990387334,0.53152389,2.329657902,3.09867119,17.08792762,0.529333333,57.52596473,0.505777778,0.380444444
Darryl Watkins,106,2453,248,463,248,463,0,0,137,253,0,0,614,61,93,263,0,0,633,0,2.4,8.6,11.1,0,0,0,0,0,0,0,0,0,0,0,0,4.044027721,7.54993885,4.044027721,7.54993885,0,0,2.233999185,4.125560538,0,0,10.01222992,0.994700367,1.516510395,4.288626172,0,0,10.32205463,0.535637149,55.10865023,0,0.546436285
David Harrison,88,2480,489,813,489,812,0,1,339,613,0,0,707,52,54,225,0,0,1317,0,7.7,6.7,14.4,0,0,0,0,0,0,0,0,0,0,0,0,7.887096774,13.11290323,7.887096774,13.09677419,0,0.016129032,5.467741935,9.887096774,0,0,11.40322581,0.838709677,0.870967742,3.629032258,0,0,21.24193548,0.601476015,60.81904832,0.001230012,0.75399754
David Lee,127,3171,543,935,543,929,0,6,350,514,0,0,869,251,113,109,0,0,1436,0,9.6,8.4,18,0,0,0,0,0,0,0,0,0,0,0,0,6.849574267,11.79438663,6.849574267,11.71870073,0,0.075685904,4.415011038,6.483759067,0,0,10.96184169,3.16619363,1.425417849,1.37496058,0,0,18.11415957,0.580748663,61.83471701,0.006417112,0.54973262
David Noel,127,2948,49,656,285,475,64,181,118,201,0,0,549,247,137,60,0,0,880,0,4.9,5.6,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0.664857531,8.900949796,3.867028494,6.44504749,0.868385346,2.455902307,1.601085482,2.727272727,0,0,7.449118046,3.351424695,1.858887381,0.814111262,0,0,11.94029851,0.12347561,59.10483048,0.275914634,0.306402439
David Nwaba,88,2291,373,788,369,764,4,24,297,457,164,302,466,180,96,49,141,174,1047,1042,5.1,3.1,8.2,23.0091663,7.719816674,16.19576604,11.68878219,17.53784374,2.75072021,2.489044086,11.98943693,27.1697512,1.414622436,1.769882148,3.184504583,6.512439983,13.7581842,6.442601484,13.33915321,0.069838498,0.419030991,5.185508512,7.97904845,2.863378437,5.272806635,8.136185072,3.142732431,1.676123963,0.855521606,2.461807071,3.037974684,18.28022698,0.475888325,52.92797347,0.030456853,0.579949239
