Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
E. Hayes,CAN,,6,0,69,3,20,0.15,2,11,0.182,1,9,0.111,0.2,2,2,1.0,1,0,1,6,3,0,2,2,10,2012
K. Hayes,MAI,,44,32,1453,270,603,0.448,35,87,0.402,235,516,0.455,0.477,179,201,0.891,14,167,181,230,31,7,105,45,754,2012
L. Hayward,TUL,25.0,3,3,103,28,50,0.56,4,8,0.5,24,42,0.571,0.6,12,14,0.857,6,11,17,8,1,1,10,15,72,2012
J. Hazell,BAK,,9,0,164,27,63,0.429,17,39,0.436,10,24,0.417,0.563,24,29,0.828,2,21,23,16,7,0,10,12,95,2012
X. Henry,IOW,20.0,1,0,20,5,12,0.417,0,0,0.0,5,12,0.417,0.417,3,5,0.6,1,0,1,1,2,0,1,4,13,2012
C. Higgins,ERI,22.0,5,5,189,21,61,0.344,4,10,0.4,17,51,0.333,0.377,17,22,0.773,4,17,21,8,3,5,19,9,63,2012
L. Hill,TOT,,38,34,1212,195,402,0.485,34,83,0.41,161,319,0.505,0.527,65,92,0.707,84,193,277,83,43,66,48,94,489,2012
L. Hill,TEX,,5,4,169,29,63,0.46,1,7,0.143,28,56,0.5,0.468,4,9,0.444,11,22,33,10,6,5,8,16,63,2012
L. Hill,MAI,,33,30,1043,166,339,0.49,33,76,0.434,133,263,0.506,0.538,61,83,0.735,73,171,244,73,37,61,40,78,426,2012
M. Hill,SPR,,6,0,52,2,13,0.154,1,5,0.2,1,8,0.125,0.192,2,2,1.0,0,4,4,9,2,0,8,6,7,2012
D. Hobson,FOR,24.0,8,6,221,30,72,0.417,6,24,0.25,24,48,0.5,0.458,19,23,0.826,10,31,41,16,5,0,14,12,85,2012
T. Honeycutt,REN,21.0,10,1,128,23,55,0.418,6,16,0.375,17,39,0.436,0.473,7,16,0.438,12,17,29,9,9,5,12,18,59,2012
D. Horner,SPR,23.0,25,20,786,148,314,0.471,22,59,0.373,126,255,0.494,0.506,107,124,0.863,71,142,213,39,20,14,65,76,425,2012
J. Horne,SFL,,18,2,362,51,119,0.429,8,27,0.296,43,92,0.467,0.462,15,17,0.882,16,37,53,15,6,12,22,42,125,2012
R. Howard,FOR,,31,27,1019,193,405,0.477,9,26,0.346,184,379,0.485,0.488,147,186,0.79,21,106,127,85,44,5,75,108,542,2012
L. Hudson,AUS,27.0,5,2,145,33,62,0.532,15,32,0.469,18,30,0.6,0.653,7,9,0.778,4,26,30,21,12,6,6,11,88,2012
L. Humphrey,RIO,,50,15,1299,166,406,0.409,127,306,0.415,39,100,0.39,0.565,64,82,0.78,24,68,92,92,42,1,55,63,523,2012
C. Hunter,FOR,27.0,4,4,90,17,39,0.436,0,1,0.0,17,38,0.447,0.436,9,11,0.818,6,15,21,0,1,6,3,11,43,2012
L. Hurdle,SPR,,49,19,1558,222,612,0.363,110,314,0.35,112,298,0.376,0.453,91,109,0.835,20,144,164,130,69,6,64,130,645,2012
A. Ingram,LOS,26.0,6,0,169,23,51,0.451,18,33,0.545,5,18,0.278,0.627,9,11,0.818,0,21,21,15,3,0,7,13,73,2012
R. Jackson,TUL,21.0,1,1,41,10,27,0.37,0,5,0.0,10,22,0.455,0.37,2,3,0.667,1,6,7,8,0,0,2,2,22,2012
T. Jackson,FOR,,45,20,987,118,319,0.37,14,63,0.222,104,256,0.406,0.392,66,81,0.815,20,111,131,137,63,4,61,92,316,2012
D. James,TUL,,26,1,534,90,209,0.431,5,20,0.25,85,189,0.45,0.443,44,62,0.71,48,77,125,34,27,14,34,48,229,2012
M. James,ERI,36.0,7,6,264,53,116,0.457,15,37,0.405,38,79,0.481,0.522,27,35,0.771,5,21,26,32,8,0,31,22,148,2012
D. Jefferson,TOT,28.0,15,0,243,23,57,0.404,2,16,0.125,21,41,0.512,0.421,20,25,0.8,1,23,24,44,10,2,29,36,68,2012
D. Jefferson,SFL,28.0,10,0,161,13,33,0.394,2,13,0.154,11,20,0.55,0.424,16,19,0.842,1,13,14,26,8,0,23,23,44,2012
D. Jefferson,IDA,28.0,5,0,82,10,24,0.417,0,3,0.0,10,21,0.476,0.417,4,6,0.667,0,10,10,18,2,2,6,13,24,2012
B. Jenkins,ERI,,23,10,568,67,166,0.404,20,66,0.303,47,100,0.47,0.464,47,52,0.904,11,41,52,63,25,3,34,46,201,2012
W. Jenkins,IDA,,24,9,532,61,165,0.37,18,68,0.265,43,97,0.443,0.424,40,54,0.741,18,55,73,32,12,6,28,53,180,2012
Y. Jianlian,TEX,24.0,2,2,73,18,38,0.474,0,1,0.0,18,37,0.486,0.474,10,17,0.588,8,16,24,5,2,4,6,3,46,2012
A. Johnson,LOS,,3,0,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,0.0,0,1,1,0,0,0,0,1,2,2012
A. Johnson,IDA,22.0,6,2,159,28,73,0.384,1,5,0.2,27,68,0.397,0.39,9,16,0.563,11,16,27,41,9,0,15,7,66,2012
C. Johnson,AUS,29.0,20,12,589,62,158,0.392,16,48,0.333,46,110,0.418,0.443,24,29,0.828,7,52,59,113,21,1,48,50,164,2012
D. Johnson,TOT,,47,17,1059,102,225,0.453,9,46,0.196,93,179,0.52,0.473,35,60,0.583,100,116,216,66,50,43,29,142,248,2012
D. Johnson,SPR,,36,13,838,92,187,0.492,6,32,0.188,86,155,0.555,0.508,31,47,0.66,85,96,181,39,37,33,20,120,221,2012
D. Johnson,BAK,,11,4,221,10,38,0.263,3,14,0.214,7,24,0.292,0.303,4,13,0.308,15,20,35,27,13,10,9,22,27,2012
D. Johnson,TEX,,45,32,1371,209,485,0.431,53,161,0.329,156,324,0.481,0.486,111,133,0.835,42,136,178,100,51,7,73,74,582,2012
J. Johnson,DAK,23.0,45,2,975,158,364,0.434,13,44,0.295,145,320,0.453,0.452,86,106,0.811,15,93,108,124,28,4,85,86,415,2012
R. Johnson,IOW,,3,0,37,8,17,0.471,0,2,0.0,8,15,0.533,0.471,0,1,0.0,1,3,4,1,3,2,1,3,16,2012
T. Johnson,BAK,27.0,11,0,305,55,118,0.466,0,1,0.0,55,117,0.47,0.466,31,36,0.861,4,32,36,63,5,0,30,27,141,2012
T. Johnson,RIO,,44,31,1187,196,432,0.454,34,115,0.296,162,317,0.511,0.493,90,128,0.703,69,177,246,106,44,32,115,118,516,2012
C. Jones,FOR,22.0,48,34,1395,262,583,0.449,37,86,0.43,225,497,0.453,0.481,113,137,0.825,28,96,124,90,39,7,70,89,674,2012
D. Jones,REN,35.0,7,0,63,3,14,0.214,3,14,0.214,0,0,0.321,0.0,2,3,0.667,0,3,3,5,1,0,5,1,11,2012
D. Jones,TEX,23.0,3,0,66,10,30,0.333,1,6,0.167,9,24,0.375,0.35,19,23,0.826,2,6,8,7,6,0,2,4,40,2012
J. Jordan,ERI,25.0,5,5,163,33,68,0.485,0,1,0.0,33,67,0.493,0.485,24,29,0.828,14,29,43,8,2,14,9,23,90,2012
C. Joseph,AUS,20.0,14,12,461,67,146,0.459,11,30,0.367,56,116,0.483,0.497,48,52,0.923,16,56,72,72,18,8,28,26,193,2012
D. Kennedy,ERI,22.0,44,44,1643,236,528,0.447,51,135,0.378,185,393,0.471,0.495,167,205,0.815,74,246,320,193,72,12,113,108,690,2012
A. Kent,MAI,28.0,50,23,1048,114,188,0.606,1,1,1.0,113,187,0.604,0.609,67,116,0.578,94,130,224,29,19,69,45,142,296,2012
T. Kent,CAN,,7,2,163,12,36,0.333,3,10,0.3,9,26,0.346,0.375,8,12,0.667,3,13,16,12,10,1,11,21,35,2012
P. Knowles,SPR,,31,0,519,87,230,0.378,39,130,0.3,48,100,0.48,0.463,13,17,0.765,21,50,71,34,34,3,21,58,226,2012
A. Koch,BAK,,46,44,1279,96,225,0.427,1,15,0.067,95,210,0.452,0.429,104,125,0.832,91,182,273,66,34,31,64,101,297,2012
R. Larry,IDA,,45,19,955,142,252,0.563,4,16,0.25,138,236,0.585,0.571,46,77,0.597,79,159,238,29,23,20,51,91,334,2012
D. Lazare,FOR,,44,44,1562,285,611,0.466,0,5,0.0,285,606,0.47,0.466,114,156,0.731,93,217,310,80,43,14,116,122,684,2012
M. Lee,SFL,21.0,7,7,193,27,80,0.338,0,13,0.0,27,67,0.403,0.338,17,18,0.944,7,22,29,41,13,1,17,23,71,2012
T. Leslie,BAK,21.0,10,3,203,47,92,0.511,2,6,0.333,45,86,0.523,0.522,6,10,0.6,20,12,32,14,3,3,15,22,102,2012
K. Lewis,RIO,,50,38,1406,212,515,0.412,123,317,0.388,89,198,0.449,0.531,80,104,0.769,36,113,149,79,63,4,70,104,627,2012
M. Lewis,TUL,,46,45,1665,292,512,0.57,0,3,0.0,292,509,0.574,0.57,109,212,0.514,163,420,583,143,42,42,126,116,693,2012
J. Lin,ERI,23.0,1,1,44,9,17,0.529,0,3,0.0,9,14,0.643,0.529,10,11,0.909,1,10,11,12,2,1,5,2,28,2012
L. Lyons,TOT,,40,16,1064,209,409,0.511,30,93,0.323,179,316,0.566,0.548,108,138,0.783,84,225,309,55,31,18,71,93,556,2012
L. Lyons,DAK,,14,0,324,52,104,0.5,7,20,0.35,45,84,0.536,0.534,24,33,0.727,22,56,78,15,10,3,24,35,135,2012
L. Lyons,AUS,,26,16,740,157,305,0.515,23,73,0.315,134,232,0.578,0.552,84,105,0.8,62,169,231,40,21,15,47,58,421,2012
V. Macklin,FOR,25.0,10,10,341,59,112,0.527,0,0,0.0,59,112,0.527,0.527,27,59,0.458,55,88,143,25,10,9,27,26,145,2012
C. Maduabum,BAK,20.0,1,0,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,2012
R. Major,BAK,29.0,46,46,1461,229,430,0.533,3,14,0.214,226,416,0.543,0.536,239,303,0.789,60,154,214,106,69,41,82,114,700,2012
C. Mangrum,TEX,,4,0,47,4,8,0.5,2,5,0.4,2,3,0.667,0.625,0,0,0.0,0,2,2,1,3,0,5,6,10,2012
H. Marshall,CAN,,6,0,114,12,31,0.387,1,9,0.111,11,22,0.5,0.403,8,10,0.8,0,9,9,13,6,3,7,9,33,2012
C. Martin,IOW,27.0,9,6,249,44,97,0.454,15,31,0.484,29,66,0.439,0.531,30,37,0.811,7,33,40,11,8,2,23,31,133,2012
A. Mason,SFL,,45,40,1623,314,638,0.492,38,103,0.369,276,535,0.516,0.522,116,141,0.823,53,167,220,136,42,40,116,165,782,2012
C. Matthews,REN,,5,0,71,7,25,0.28,5,17,0.294,2,8,0.25,0.38,2,2,1.0,1,4,5,6,1,0,4,7,21,2012
B. McCauley,FOR,,14,3,257,21,66,0.318,8,24,0.333,13,42,0.31,0.379,5,5,1.0,18,26,44,20,8,2,14,22,55,2012
C. McCrommon,ERI,,11,6,276,35,74,0.473,9,21,0.429,26,53,0.491,0.534,10,14,0.714,9,32,41,12,10,7,12,23,89,2012
T. McCullough,REN,,11,7,229,39,79,0.494,7,27,0.259,32,52,0.615,0.538,11,36,0.306,7,29,36,15,8,4,18,33,96,2012
S. McDowell,SFL,,1,0,5,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,1,1,2,0,0,0,1,2,2012
M. McKay,AUS,,10,8,262,34,93,0.366,4,17,0.235,30,76,0.395,0.387,26,31,0.839,12,23,35,22,10,2,18,18,98,2012
K. McLeod,CAN,32.0,18,14,524,87,206,0.422,25,63,0.397,62,143,0.434,0.483,56,78,0.718,3,47,50,80,25,10,46,57,255,2012
K. McLeod,TOT,32.0,32,28,932,143,371,0.385,34,108,0.315,109,263,0.414,0.431,123,162,0.759,8,69,77,157,39,15,82,93,443,2012
K. McLeod,ERI,32.0,14,14,408,56,165,0.339,9,45,0.2,47,120,0.392,0.367,67,84,0.798,5,22,27,77,14,5,36,36,188,2012
B. McShepard,SFL,,16,8,375,56,123,0.455,3,15,0.2,53,108,0.491,0.467,29,35,0.829,25,80,105,10,10,14,20,32,144,2012
D. Milligan,CAN,,48,43,1146,155,303,0.512,0,4,0.0,155,299,0.518,0.512,67,142,0.472,132,255,387,47,32,67,95,168,377,2012
E. Millsap,LOS,24.0,41,33,1353,253,566,0.447,49,123,0.398,204,443,0.46,0.49,241,313,0.77,61,199,260,133,78,9,119,125,796,2012
A. Mitchell,RIO,,11,3,226,18,52,0.346,6,28,0.214,12,24,0.5,0.404,18,29,0.621,4,19,23,49,7,1,33,35,60,2012
C. Mitchell,SFL,,23,10,770,161,357,0.451,57,146,0.39,104,211,0.493,0.531,72,84,0.857,29,51,80,44,26,3,57,50,451,2012
A. Moody,SFL,,6,1,79,11,32,0.344,4,10,0.4,7,22,0.318,0.406,1,3,0.333,1,7,8,7,5,1,6,4,27,2012
J. Moon,LOS,31.0,12,10,452,80,165,0.485,19,48,0.396,61,117,0.521,0.542,33,42,0.786,11,83,94,38,22,16,16,24,212,2012
M. Moore,IDA,36.0,33,32,926,134,242,0.554,0,0,0.0,134,242,0.554,0.554,96,115,0.835,67,175,242,38,11,35,75,128,364,2012
B. Morningstar,TUL,,48,20,1330,170,403,0.422,46,120,0.383,124,283,0.438,0.479,75,84,0.893,21,83,104,106,42,7,69,80,461,2012
D. Morris,LOS,21.0,1,0,28,7,16,0.438,1,3,0.333,6,13,0.462,0.469,6,7,0.857,0,1,1,4,1,0,3,3,21,2012
M. Morris,RIO,22.0,11,9,333,85,186,0.457,12,47,0.255,73,139,0.525,0.489,46,63,0.73,29,62,91,12,14,5,26,25,228,2012
O. Muonelo,AUS,,3,0,39,6,13,0.462,3,7,0.429,3,6,0.5,0.577,2,2,1.0,0,3,3,3,2,1,2,6,17,2012
N. Murphy,IOW,,49,13,1236,192,376,0.511,3,10,0.3,189,366,0.516,0.515,142,184,0.772,80,181,261,87,55,12,76,120,529,2012
R. Murray,AUS,32.0,3,1,70,14,21,0.667,5,9,0.556,9,12,0.75,0.786,4,5,0.8,0,8,8,6,0,3,5,1,37,2012
H. N'Diaye,MAI,25.0,13,13,363,41,65,0.631,0,0,0.0,41,65,0.631,0.631,7,27,0.259,22,42,64,8,6,42,11,34,89,2012
H. N'Diaye,IOW,25.0,10,3,173,19,35,0.543,0,0,0.0,19,35,0.543,0.543,12,18,0.667,15,21,36,8,2,21,14,26,50,2012
H. N'Diaye,TOT,25.0,23,16,536,60,100,0.6,0,0,0.0,60,100,0.6,0.6,19,45,0.422,37,63,100,16,8,63,25,60,139,2012
D. Neitzel,TEX,,30,7,614,61,167,0.365,11,41,0.268,50,126,0.397,0.398,28,34,0.824,6,43,49,120,18,0,51,62,161,2012
J. Neuhaus,FOR,,7,1,93,10,20,0.5,0,0,0.0,10,20,0.5,0.5,2,5,0.4,12,10,22,2,2,4,5,13,22,2012
A. Newell,CAN,,1,1,27,1,6,0.167,0,3,0.0,1,3,0.333,0.167,0,0,0.0,1,5,6,0,2,0,3,3,2,2012
A. Nolen,LOS,,2,0,34,2,7,0.286,2,4,0.5,0,3,0.0,0.429,0,2,0.0,1,1,2,7,1,0,2,3,6,2012
Y. Ogunoye,SFL,,20,1,273,9,24,0.375,0,0,0.0,9,24,0.375,0.375,13,18,0.722,11,21,32,4,6,8,5,19,31,2012
N. Ojougboh,TUL,,23,8,500,57,126,0.452,0,1,0.0,57,125,0.456,0.452,23,35,0.657,34,93,127,20,10,38,27,50,137,2012
C. Okwandu,RIO,,13,4,151,10,37,0.27,0,0,0.0,10,37,0.27,0.27,8,15,0.533,14,30,44,5,3,13,10,38,28,2012
A. Oliver,REN,,5,0,85,11,28,0.393,4,12,0.333,7,16,0.438,0.464,7,7,1.0,4,8,12,5,2,0,5,7,33,2012
D. O'Neil,BAK,,2,0,33,3,9,0.333,0,1,0.0,3,8,0.375,0.333,3,3,1.0,4,0,4,2,0,0,5,6,9,2012
G. Ostertag,TEX,38.0,10,1,134,18,33,0.545,0,0,0.0,18,33,0.545,0.545,7,14,0.5,20,30,50,6,1,5,10,16,43,2012
L. Owens,TUL,29.0,32,26,1143,157,369,0.425,30,101,0.297,127,268,0.474,0.466,66,76,0.868,38,108,146,113,59,42,72,91,410,2012
D. Palmer,TOT,25.0,43,11,797,121,229,0.528,3,14,0.214,118,215,0.549,0.535,65,90,0.722,82,153,235,12,8,25,58,127,310,2012
D. Palmer,REN,25.0,18,3,272,33,63,0.524,0,1,0.0,33,62,0.532,0.524,23,30,0.767,17,51,68,4,0,7,14,48,89,2012
D. Palmer,BAK,25.0,25,8,525,88,166,0.53,3,13,0.231,85,153,0.556,0.539,42,60,0.7,65,102,167,8,8,18,44,79,221,2012
J. Pattillo,BAK,,49,8,1258,276,525,0.526,0,6,0.0,276,519,0.532,0.526,157,214,0.734,111,243,354,81,64,42,106,102,709,2012
J. Peterson,TEX,,5,0,111,12,39,0.308,3,16,0.188,9,23,0.391,0.346,0,1,0.0,7,22,29,3,4,3,5,10,27,2012
P. Petty,REN,,2,0,7,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,0,2012
M. Phillips,TOT,,38,9,845,115,260,0.442,8,41,0.195,107,219,0.489,0.458,57,85,0.671,91,146,237,27,35,22,43,87,295,2012
M. Phillips,FOR,,12,6,360,49,116,0.422,8,36,0.222,41,80,0.513,0.457,26,37,0.703,34,61,95,15,13,10,16,38,132,2012
M. Phillips,ERI,,26,3,485,66,144,0.458,0,5,0.0,66,139,0.475,0.458,31,48,0.646,57,85,142,12,22,12,27,49,163,2012
C. Pigram,MAI,,36,15,938,161,368,0.438,60,162,0.37,101,206,0.49,0.519,54,70,0.771,10,67,77,89,34,5,56,74,436,2012
E. Polynice,LOS,,17,5,251,44,88,0.5,6,20,0.3,38,68,0.559,0.534,7,12,0.583,12,29,41,33,9,4,23,12,101,2012
W. Pratt,SFL,,11,0,209,36,76,0.474,0,6,0.0,36,70,0.514,0.474,23,32,0.719,11,13,24,8,8,1,17,30,95,2012
B. Price,DAK,,5,0,36,3,8,0.375,2,3,0.667,1,5,0.2,0.5,5,9,0.556,3,3,6,5,2,0,3,6,13,2012
G. Pruitt,SFL,25.0,39,20,1134,142,345,0.412,54,167,0.323,88,178,0.494,0.49,77,108,0.713,14,76,90,152,56,5,73,83,415,2012
J. Randle,TOT,,15,10,401,75,150,0.5,19,55,0.345,56,95,0.589,0.563,46,51,0.902,5,33,38,63,12,0,56,31,215,2012
J. Randle,TEX,,1,0,17,3,9,0.333,1,3,0.333,2,6,0.333,0.389,0,0,0.0,0,1,1,3,1,0,2,1,7,2012
J. Randle,MAI,,14,10,384,72,141,0.511,18,52,0.346,54,89,0.607,0.574,46,51,0.902,5,32,37,60,11,0,54,30,208,2012
O. Reed,AUS,24.0,22,0,297,58,96,0.604,13,31,0.419,45,65,0.692,0.672,14,22,0.636,42,36,78,15,16,1,15,27,143,2012
R. Reid,TUL,25.0,25,25,791,127,248,0.512,0,0,0.0,127,248,0.512,0.512,43,61,0.705,74,139,213,30,24,22,53,80,297,2012
M. Relphorde,CAN,,9,6,250,41,95,0.432,7,28,0.25,34,67,0.507,0.468,16,29,0.552,13,34,47,12,9,0,16,24,105,2012
J. Reynolds,MAI,,3,2,108,11,30,0.367,5,12,0.417,6,18,0.333,0.45,9,10,0.9,4,9,13,6,5,0,6,8,36,2012
N. Richardson,TUL,,2,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
C. Roberts,TEX,,35,24,974,150,335,0.448,36,116,0.31,114,219,0.521,0.501,83,98,0.847,42,104,146,70,49,25,56,71,419,2012
M. Roberts,ERI,,4,0,28,1,7,0.143,0,0,0.0,1,7,0.143,0.143,2,5,0.4,1,4,5,0,1,0,0,5,4,2012
T. Roberts,LOS,,11,3,145,30,55,0.545,0,2,0.0,30,53,0.566,0.545,16,29,0.552,17,26,43,8,2,10,17,26,76,2012
S. Robinson,IOW,,8,0,119,19,38,0.5,1,4,0.25,18,34,0.529,0.513,9,17,0.529,14,27,41,7,0,4,10,14,48,2012
A. Rodriguez,SPR,,7,0,50,1,2,0.5,0,0,0.0,1,2,0.5,0.5,3,6,0.5,5,13,18,2,2,2,3,11,5,2012
M. Rogers,TEX,,29,6,507,77,174,0.443,0,4,0.0,77,170,0.453,0.443,52,63,0.825,48,81,129,14,22,33,47,72,206,2012
S. Rojas,FOR,,30,7,528,67,147,0.456,1,7,0.143,66,140,0.471,0.459,43,58,0.741,61,94,155,6,30,5,39,84,178,2012
Q. Ross,CAN,30.0,10,7,270,27,67,0.403,7,13,0.538,20,54,0.37,0.455,16,21,0.762,10,29,39,13,7,2,8,24,77,2012
B. Rush,TUL,,14,13,321,43,110,0.391,9,43,0.209,34,67,0.507,0.432,25,30,0.833,7,49,56,15,8,6,21,20,120,2012
K. Rush,LOS,31.0,7,0,132,14,32,0.438,9,18,0.5,5,14,0.357,0.578,5,5,1.0,2,9,11,9,6,5,6,16,42,2012
W. Russell,FOR,29.0,16,16,600,81,198,0.409,8,34,0.235,73,164,0.445,0.429,86,98,0.878,10,51,61,159,30,1,59,36,256,2012
J. Sampson,TEX,28.0,2,2,63,14,23,0.609,0,0,0.0,14,23,0.609,0.609,0,2,0.0,14,16,30,4,0,3,2,5,28,2012
J. Sanders,AUS,,43,17,1049,133,276,0.482,42,101,0.416,91,175,0.52,0.558,26,33,0.788,42,103,145,97,36,8,47,76,334,2012
P. Sanders,DAK,,5,0,44,3,14,0.214,1,5,0.2,2,9,0.222,0.25,2,2,1.0,0,1,1,4,1,0,3,4,9,2012
D. Saunders,RIO,23.0,29,21,853,112,235,0.477,32,102,0.314,80,133,0.602,0.545,52,86,0.605,61,131,192,56,57,67,37,80,308,2012
D. Scales,SFL,,9,7,149,8,20,0.4,0,1,0.0,8,19,0.421,0.4,2,3,0.667,6,15,21,1,2,6,4,23,18,2012
E. Scott,REN,,10,0,168,13,51,0.255,9,41,0.22,4,10,0.4,0.343,0,0,0.0,7,23,30,12,3,5,5,25,35,2012
J. Selby,REN,20.0,8,4,273,66,139,0.475,20,44,0.455,46,95,0.484,0.547,49,61,0.803,8,42,50,39,13,1,32,19,201,2012
J. Sensley,AUS,,9,2,225,33,80,0.413,12,32,0.375,21,48,0.438,0.488,9,15,0.6,10,34,44,18,8,4,10,21,87,2012
J. Sensley,TOT,,14,7,377,63,146,0.432,22,59,0.373,41,87,0.471,0.507,20,32,0.625,16,65,81,29,9,11,22,40,168,2012
J. Sensley,RIO,,5,5,152,30,66,0.455,10,27,0.37,20,39,0.513,0.53,11,17,0.647,6,31,37,11,1,7,12,19,81,2012
F. Session,LOS,,2,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,2012
X. Silas,MAI,24.0,40,22,935,128,319,0.401,26,89,0.292,102,230,0.443,0.442,110,141,0.78,20,99,119,59,27,9,64,96,392,2012
B. Simmons,REN,31.0,21,18,683,105,207,0.507,20,47,0.426,85,160,0.531,0.556,54,64,0.844,53,106,159,54,16,10,38,86,284,2012
J. Simmons,AUS,,5,1,62,7,17,0.412,0,2,0.0,7,15,0.467,0.412,5,12,0.417,2,5,7,3,1,1,6,8,19,2012
A. Simpson,IOW,,8,4,156,24,49,0.49,0,1,0.0,24,48,0.5,0.49,7,11,0.636,3,40,43,13,6,5,9,22,55,2012
D. Sims,MAI,,5,0,91,19,52,0.365,0,5,0.0,19,47,0.404,0.365,3,9,0.333,7,25,32,7,1,3,7,6,41,2012
D. Sims,REN,,8,1,182,17,55,0.309,5,24,0.208,12,31,0.387,0.355,16,18,0.889,2,7,9,23,7,0,10,4,55,2012
D. Sloan,ERI,24.0,9,9,318,70,141,0.496,6,20,0.3,64,121,0.529,0.518,39,49,0.796,6,36,42,60,11,1,25,15,185,2012
A. Smith,FOR,,10,9,217,20,44,0.455,0,0,0.0,20,44,0.455,0.455,4,11,0.364,32,45,77,6,2,2,10,21,44,2012
G. Smith,RIO,21.0,26,21,732,185,277,0.668,0,1,0.0,185,276,0.67,0.668,61,108,0.565,61,142,203,41,25,30,60,73,431,2012
J. Smith,SPR,24.0,39,35,1365,256,583,0.439,81,222,0.365,175,361,0.485,0.509,151,187,0.807,42,149,191,150,83,27,102,133,744,2012
T. Smith,DAK,,38,23,743,129,234,0.551,0,2,0.0,129,232,0.556,0.551,37,71,0.521,76,112,188,35,42,46,63,124,295,2012
T. Snow,MAI,,9,7,229,27,59,0.458,7,14,0.5,20,45,0.444,0.517,6,9,0.667,4,19,23,38,9,0,13,12,67,2012
S. Sonderleiter,FOR,,25,2,351,42,93,0.452,0,1,0.0,42,92,0.457,0.452,19,22,0.864,23,42,65,17,9,8,28,56,103,2012
K. Spain,ERI,,49,29,1310,215,483,0.445,89,222,0.401,126,261,0.483,0.537,81,100,0.81,58,204,262,70,42,19,60,158,600,2012
E. Spates,SPR,,34,5,469,71,170,0.418,9,41,0.22,62,129,0.481,0.444,33,43,0.767,39,75,114,16,26,14,24,80,184,2012
M. Stallworth,MAI,,3,0,33,2,10,0.2,0,8,0.0,2,2,1.0,0.2,0,2,0.0,0,2,2,2,1,0,1,3,4,2012
G. Stiemsma,SFL,26.0,4,4,144,13,26,0.5,0,0,0.0,13,26,0.5,0.5,10,15,0.667,15,28,43,4,5,18,10,18,36,2012
C. Stinson,IOW,28.0,28,26,898,127,284,0.447,7,18,0.389,120,266,0.451,0.46,56,75,0.747,24,107,131,165,45,7,97,61,317,2012
C. Stokes,MAI,,1,0,21,0,3,0.0,0,2,0.0,0,1,0.0,0.0,2,2,1.0,1,2,3,0,0,0,0,3,2,2012
L. Stokes,ERI,,15,1,262,34,69,0.493,0,7,0.0,34,62,0.548,0.493,24,39,0.615,6,31,37,22,7,3,21,28,92,2012
J. Stone,IDA,23.0,3,2,69,7,16,0.438,3,7,0.429,4,9,0.444,0.531,5,8,0.625,3,13,16,21,4,1,7,3,22,2012
T. Strickland,TOT,27.0,15,0,206,23,70,0.329,6,21,0.286,17,49,0.347,0.371,20,26,0.769,11,26,37,6,3,0,4,26,72,2012
T. Strickland,LOS,27.0,3,0,41,2,12,0.167,0,3,0.0,2,9,0.222,0.167,7,8,0.875,0,3,3,0,1,0,2,5,11,2012
T. Strickland,CAN,27.0,12,0,165,21,58,0.362,6,18,0.333,15,40,0.375,0.414,13,18,0.722,11,23,34,6,2,0,2,21,61,2012
B. Strong,IOW,25.0,48,21,1088,157,286,0.549,0,0,0.0,157,286,0.549,0.549,69,104,0.663,79,166,245,48,20,76,57,91,383,2012
J. Strowbridge,RIO,,14,4,282,44,114,0.386,16,43,0.372,28,71,0.394,0.456,19,25,0.76,6,22,28,49,11,1,27,28,123,2012
M. Sturns,SPR,,1,0,4,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,1,0,1,0,1,0,2,1,0,2012
D. Summers,MAI,22.0,12,5,304,49,109,0.45,4,16,0.25,45,93,0.484,0.468,28,35,0.8,8,30,38,11,11,1,32,34,130,2012
C. Sumpter,TUL,,27,15,545,61,157,0.389,15,49,0.306,46,108,0.426,0.436,14,17,0.824,36,76,112,29,19,22,49,69,151,2012
J. Tarver,RIO,,17,11,379,35,89,0.393,11,44,0.25,24,45,0.533,0.455,13,22,0.591,8,46,54,54,18,5,25,43,94,2012
S. Tarver,IDA,,45,39,1331,207,408,0.507,28,79,0.354,179,329,0.544,0.542,66,104,0.635,45,166,211,98,58,11,56,85,508,2012
J. Taylor,RIO,25.0,14,9,370,74,174,0.425,17,54,0.315,57,120,0.475,0.474,34,46,0.739,9,36,45,28,11,7,35,34,199,2012
A. Thomas,BAK,24.0,50,5,1029,126,312,0.404,107,269,0.398,19,43,0.442,0.575,8,11,0.727,12,72,84,25,18,5,25,69,367,2012
