Player,Season,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,S_R_H,S_R_W,cm_per_kg
Chasson Randle,2016-17,23,144,4791,760,1775,456,988,304,787,551,684,75,396,471,354,167,11,324,385,2375,2193,12.7,6.2,19,18.86015446,1.913149656,10.09179712,5.851158422,16.20653308,2.062074723,0.243999165,13.77618451,25.73721561,111.5555208,101.8817783,5.091964099,0.662700898,5.776664579,6.345230641,14.81945314,3.807138384,8.248799833,2.538092256,6.570653308,4.600292215,5.710707577,0.626174076,3.306199123,3.9323732,2.955541641,1.394280943,0.091838865,2.70507201,3.214360259,19.82884575,57.20245091,0.385352113,0.443380282,0.428169014,0.461538462,0.386277001,0.805555556,0.513802817,188,83,2.265060241
Cheick Diallo,2016-17,20,27,202,33,58,33,58,0,0,15,27,17,51,68,1,7,23,17,38,81,74,0.2,0.6,0.8,20.5,10.5,27,19.4,0.9,2,11.9,19.4,21.7,101.2,85.5,-2.7,6.9,4.2,6.534653465,11.48514851,6.534653465,11.48514851,0,0,2.97029703,5.346534653,3.366336634,10.0990099,13.46534653,0.198019802,1.386138614,4.554455446,3.366336634,7.524752475,16.03960396,57.95649685,0.465517241,0,0.568965517,0.568965517,0,0.555555556,0.568965517,206,98,2.102040816
Chris Babb,2013-14,23,98,3126,274,719,76,169,198,550,105,140,77,275,352,198,93,21,86,137,851,830,5.8,3,8.7,16.21657238,3.190807656,12.88066583,7.971635782,13.77499874,2.205314129,0.867130127,12.06366032,16.60428036,143.4395782,125.9736812,4.790658989,1.953166987,6.743825976,3.506078055,9.200255918,0.972488804,2.162507997,2.533589251,7.037747921,1.343570058,1.791426743,0.985284709,3.51887396,4.504158669,2.533589251,1.190019194,0.268714012,1.100447857,1.753039028,10.88931542,54.50935178,0.194714882,0.764951321,0.38108484,0.449704142,0.36,0.75,0.518776078,196,102,1.921568627
Chris McCullough,2015-16,20,16,450,54,113,53,112,1,1,40,71,36,74,110,18,27,33,35,41,149,146,0.3,1.2,1.4,18.9,9,18.5,13.8,8.2,3.6,8.5,19.3,20.7,95.7,88.6,-1.4,8.2,6.8,4.8,10.04444444,4.711111111,9.955555556,0.088888889,0.088888889,3.555555556,6.311111111,3.2,6.577777778,9.777777778,1.6,2.4,2.933333333,3.111111111,3.644444444,13.24444444,51.65002773,0.628318584,0.008849558,0.477876106,0.473214286,1,0.563380282,0.482300885,208,99,2.101010101
Chris Singleton,2011-12,22,60,1819,241,570,171,357,70,213,141,241,124,290,414,103,126,89,157,185,693,677,1.8,5.5,7.2,19.3940077,8.065750412,16.95525014,12.71050027,11.22699285,4.034249588,5.676250687,18.17724024,23.15750412,99.55876855,83.75250137,1.436503573,3.812259483,5.248763057,5.299615173,12.53435954,3.760307861,7.85046729,1.539307312,4.683892248,3.100604728,5.299615173,2.726772952,6.377130291,9.103903244,2.264980759,2.770753161,1.957119296,3.452446399,4.068169324,15.23914239,51.25436365,0.422807018,0.373684211,0.422807018,0.478991597,0.328638498,0.585062241,0.484210526,206,99,2.080808081
Chris Wright Dos,2012-13,23,63,2150,304,681,219,427,85,254,198,254,27,157,184,291,92,12,161,134,891,925,5.5,2.2,7.9,19.959552,1.75449538,8.85032887,5.61758548,28.2991662,2.7315024,0.59284777,17.7095238,24.8191121,117.77008,109.255511,1.93139313,0.2971374,2.22853053,5.655813953,12.66976744,4.074418605,7.944186047,1.581395349,4.725581395,3.68372093,4.725581395,0.502325581,2.920930233,3.423255814,5.413953488,1.711627907,0.223255814,2.995348837,2.493023256,16.57674419,56.19607447,0.37298091,0.37298091,0.446402349,0.512880562,0.334645669,0.779527559,0.508810573,185,94,1.968085106
Chris Wright Uno,2011-12,23,73,2096,366,763,353,703,13,60,236,370,175,395,570,110,65,104,189,185,981,928,3.1,4.9,8.1,20.13852414,8.882484378,20.2516201,14.5358017,12.04212445,1.74140103,5.601590715,15.95392295,25.88440245,95.82538807,85.85907225,-0.353339695,2.67528626,2.321946565,6.984732824,14.5610687,6.736641221,13.41603053,0.248091603,1.145038168,4.503816794,7.061068702,3.339694656,7.538167939,10.8778626,2.099236641,1.240458015,1.984732824,3.606870229,3.530534351,18.72137405,52.98120544,0.484927916,0.078636959,0.479685452,0.502133713,0.216666667,0.637837838,0.488204456,203,102,1.990196078
Christapher Johnson,2012-13,22,104,2888,404,944,192,378,212,566,234,278,240,429,669,126,88,45,132,212,1254,1161,9.1,4.9,14,26.31731157,11.95290519,21.6186871,16.77104287,9.594456262,2.266106298,2.040630265,12.83750175,25.66473684,138.039827,107.7200753,3.407844062,0.690531195,4.098375258,5.595567867,13.07479224,2.659279778,5.235457064,2.936288089,7.83933518,3.24099723,3.850415512,3.324099723,5.941828255,9.265927978,1.745152355,1.218836565,0.623268698,1.828254848,2.936288089,17.36842105,58.80036012,0.294491525,0.599576271,0.427966102,0.507936508,0.374558304,0.841726619,0.540254237,198,97,2.041237113
Christian Wood,2015-16,20,63,1468,235,493,199,355,36,138,148,198,120,306,426,53,21,119,95,132,654,627,3.2,3.2,6.4,23.42779292,9.576430518,21.68419619,15.99046322,8.110762943,0.839100817,7.828065395,13.71076294,24.68719346,109.3420981,93.52656676,1.509264305,3.41253406,4.921798365,6.403269755,13.43324251,5.422343324,9.673024523,0.980926431,3.760217984,4.032697548,5.395095368,3.269754768,8.337874659,11.60762943,1.444141689,0.572207084,3.242506812,2.588555858,3.596730245,17.82016349,56.36764807,0.401622718,0.279918864,0.476673428,0.56056338,0.260869565,0.747474747,0.513184584,211,99,2.131313131
Cleanthony Early,2014-15,23,75,1965,371,790,258,465,113,325,280,342,137,288,425,50,58,63,131,183,1135,993,7.2,4.2,11.4,25.99821883,8.208193384,17.49608142,12.90142494,5.948396947,1.8,3.851959288,12.04697201,28.64946565,119.142341,93.7583715,5.149465649,1.749465649,6.849109415,7.55216285,16.08142494,5.251908397,9.465648855,2.300254453,6.615776081,5.699745547,6.961832061,2.788804071,5.86259542,8.651399491,1.017811705,1.180661578,1.282442748,2.666666667,3.72519084,23.1043257,60.34152773,0.432911392,0.411392405,0.469620253,0.55483871,0.347692308,0.81871345,0.541139241,203,99,2.050505051
Cody Zeller,2013-14,21,72,2087,399,674,399,672,0,2,359,475,188,337,525,92,86,87,141,177,1157,1098,9.9,4.3,14.1,30.5632966,11.7911356,19.3822712,15.73493052,9.5,2.507091519,4.34911356,13.43138476,25.38049832,128.3673694,92.96027791,7.219501677,4.691135601,11.91063728,7.64734068,12.91806421,7.64734068,12.87973167,0,0.038332535,6.880689986,9.103977,3.603258265,6.459032104,10.06229037,1.763296598,1.648298994,1.667465261,2.702443699,3.392429324,22.17537135,65.51528879,0.704747774,0.002967359,0.591988131,0.59375,0,0.755789474,0.591988131,213,108,1.972222222
Cole Aldrich,2010-11,22,36,963,149,265,149,265,0,0,108,159,110,244,354,31,27,125,56,92,406,400,3,2.9,5.9,27.9,13.6,25.4,20,5.8,1.6,13,14.1,19.9,121.2,83.1,0,0,0,6.188992731,11.00726895,6.188992731,11.00726895,0,0,4.485981308,6.604361371,4.569055036,10.13499481,14.70404984,1.287642783,1.121495327,5.192107996,2.326064382,3.821391485,16.86396677,60.60425125,0.6,0,0.562264151,0.562264151,0,0.679245283,0.562264151,211,107,1.971962617
Cory Higgins,2011-12,22,69,2258,393,843,325,647,68,196,343,404,51,193,244,167,97,25,152,159,1197,1122,7.1,1.6,8.6,22.19406554,2.824712135,9.976439327,6.496457042,15.37998229,2.488219663,1.154118689,12.82940655,26.71762622,115.1552702,107.7235607,1.894154119,-0.487068202,1.352967228,6.961913198,14.93356953,5.757307352,11.46147033,1.204605846,3.472099203,6.076173605,7.156775908,0.903454384,3.418954827,4.322409212,2.958370239,1.71833481,0.442869796,2.692648361,2.816651904,21.20460585,58.63278342,0.479240807,0.232502966,0.466192171,0.502318393,0.346938776,0.849009901,0.506524318,196,81,2.419753086
Cory Jefferson,2014-15,24,130,2589,431,794,414,744,17,50,280,424,243,479,722,51,42,166,101,226,1159,1061,8.2,4.4,12.7,18.50861336,11.88999614,18.74476632,15.31560448,1.262263422,1.200038625,8.182000773,12.24947856,18.30328312,111.4446504,95.66917729,0.236655079,3.091116261,3.331517961,6.658941676,12.26728467,6.396292005,11.49478563,0.262649672,0.772499034,4.325994593,6.550791812,3.754345307,7.400540749,11.15488606,0.787949015,0.648899189,2.564696794,1.560448049,3.491695635,17.90652762,59.09888227,0.534005038,0.062972292,0.542821159,0.556451613,0.34,0.660377358,0.553526448,206,99,2.080808081
Cory Joseph,2011-12,20,36,1166,136,322,84,196,52,126,51,73,23,105,128,109,37,11,54,65,375,372,2.2,2.2,4.4,15.1,2.2,9.5,6,17.3,1.9,0.9,13.1,17.3,112.7,95,3.9,3.7,7.7,4.665523156,11.04631218,2.881646655,6.723842196,1.783876501,4.322469983,1.749571184,2.504288165,0.789022298,3.602058319,4.391080618,3.739279588,1.269296741,0.377358491,1.852487136,2.229845626,12.864494,52.94815317,0.226708075,0.391304348,0.422360248,0.428571429,0.412698413,0.698630137,0.50310559,190,83,2.289156627
D'Angelo Russell,2015-16,19,35,1188,231,515,136,284,95,231,118,156,35,163,198,175,55,11,102,74,675,671,4.4,2.4,6.8,26.6,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,115.7,94.5,8.7,3,11.7,7.777777778,17.34006734,4.579124579,9.562289562,3.198653199,7.777777778,3.973063973,5.252525253,1.178451178,5.488215488,6.666666667,5.892255892,1.851851852,0.37037037,3.434343434,2.491582492,22.72727273,57.82674251,0.302912621,0.448543689,0.448543689,0.478873239,0.411255411,0.756410256,0.540776699,196,81,2.419753086
Damian Lillard,2012-13,22,73,2452,465,1036,268,537,197,499,451,518,34,290,324,273,96,13,176,143,1578,1499,12.3,2.8,15,30.37528548,2.165130506,14.32520392,8.366109299,26.7449429,2.646818923,0.708442088,13.291354,32.20228385,122.4523654,101.6603181,7.456973899,-1.107340946,6.3045677,7.585644372,16.9004894,4.371941272,8.760195759,3.2137031,8.140293638,7.35725938,8.450244698,0.554649266,4.730831974,5.28548124,4.453507341,1.566068516,0.212071778,2.871125612,2.33278956,25.74225122,62.42483702,0.5,0.481660232,0.448841699,0.499068901,0.394789579,0.870656371,0.543918919,188,83,2.265060241
Damion James,2010-11,23,34,1029,210,419,174,325,36,94,155,230,107,243,350,33,57,40,69,100,611,564,3.8,2.7,6.5,28.8,11,23.9,17.6,6.1,3,3.6,11.6,26.3,119.8,87.8,0,0,0,8.163265306,16.28765792,6.763848397,12.63362488,1.39941691,3.654033042,6.02526725,8.940719145,4.159378037,9.44606414,13.60544218,1.282798834,2.21574344,1.554907677,2.682215743,3.887269193,23.75121477,58.72741253,0.548926014,0.224343675,0.501193317,0.535384615,0.382978723,0.673913043,0.544152745,201,103,1.951456311
Daniel Orton,2011-12,21,38,502,48,91,48,89,0,2,33,63,45,81,126,15,21,53,38,88,129,135,0.3,1.3,1.7,15.5,10.3,16.3,13.5,5,2.4,10.6,23.9,15,98.5,86.9,0,0,0,3.824701195,7.250996016,3.824701195,7.091633466,0,0.15936255,2.629482072,5.019920319,3.585657371,6.454183267,10.03984064,1.195219124,1.673306773,4.22310757,3.027888446,7.011952191,10.27888446,54.32951482,0.692307692,0.021978022,0.527472527,0.539325843,0,0.523809524,0.527472527,211,122,1.729508197
Darius Miller,2012-13,22,116,3025,378,829,221,421,157,408,144,176,120,258,378,206,87,78,150,259,1057,1026,7.5,4.8,12.3,17.06056198,4.68214876,9.011239669,6.950644628,12.53163636,1.716826446,2.426181818,14.11471074,17.71018182,118.7979174,98.03709091,4.397586777,1.928826446,6.326413223,4.998347107,10.96198347,2.92231405,5.566942149,2.076033058,5.395041322,1.904132231,2.327272727,1.58677686,3.411570248,4.998347107,2.723966942,1.150413223,1.031404959,1.983471074,3.424793388,13.9768595,58.30501743,0.212303981,0.492159228,0.455971049,0.524940618,0.384803922,0.818181818,0.55066345,203,102,1.990196078
Darius Morris,2011-12,21,67,1996,253,539,230,436,23,103,137,197,45,152,197,319,56,6,154,135,666,776,3.9,2.4,6.2,17.01653307,2.771793587,9.398597194,6.065731463,35.40230461,1.822144289,0.333567134,20.63637275,22.23937876,103.3419339,102.64499,3.297895792,1.221442886,4.519338677,5.070140281,10.80160321,4.609218437,8.73747495,0.460921844,2.064128257,2.745490982,3.947895792,0.901803607,3.046092184,3.947895792,6.392785571,1.122244489,0.120240481,3.086172345,2.705410822,13.34669339,53.22209436,0.365491651,0.19109462,0.469387755,0.527522936,0.223300971,0.695431472,0.490723562,193,86,2.244186047
Darrun Hilliard,2015-16,22,132,3537,491,1125,282,556,209,569,320,428,71,329,400,248,176,47,206,274,1511,1382,8.1,6.1,14.2,18.56669494,2.39112242,11.07314108,6.710573933,15.41198756,2.977523325,1.487249081,13.49558948,22.35501838,112.2266327,97.53104326,4.494769579,2.85060786,7.344925078,5.552728301,12.72264631,3.189143342,6.287814532,2.363584959,6.434831778,3.618886062,4.840260107,0.802940345,3.720667232,4.523607577,2.804636698,1.990387334,0.53152389,2.329657902,3.09867119,17.08792762,57.52596473,0.380444444,0.505777778,0.436444444,0.507194245,0.367311072,0.747663551,0.529333333,198,97,2.041237113
David Nwaba,2016-17,24,88,2291,373,788,369,764,4,24,297,457,164,302,466,180,96,49,141,174,1047,1042,5.1,3.1,8.2,23.0091663,7.719816674,16.19576604,11.68878219,17.53784374,2.75072021,2.489044086,11.98943693,27.1697512,108.2840244,101.9408992,1.414622436,1.769882148,3.184504583,6.512439983,13.7581842,6.442601484,13.33915321,0.069838498,0.419030991,5.185508512,7.97904845,2.863378437,5.272806635,8.136185072,3.142732431,1.676123963,0.855521606,2.461807071,3.037974684,18.28022698,52.92797347,0.579949239,0.030456853,0.473350254,0.482984293,0.166666667,0.649890591,0.475888325,193,90,2.144444444
DeAndre Liggins,2011-12,23,67,1646,148,350,98,214,50,136,91,144,40,179,219,120,66,36,72,136,437,448,2.4,3,5.4,14.01336574,2.848845687,11.55668287,7.416281896,12.74009721,2.381105711,2.164823815,14.65668287,15.04301337,110.1003038,96.21597813,2.115978129,3.137484812,5.25346294,3.596597813,8.505467801,2.381530984,5.200486027,1.215066829,3.304981774,2.211421628,3.499392467,0.972053463,4.349939247,5.32199271,2.916160389,1.603888214,0.874848117,1.749696233,3.304981774,10.61968408,52.85949294,0.411428571,0.388571429,0.422857143,0.457943925,0.367647059,0.631944444,0.494285714,198,95,2.084210526
Dejounte Murray,2016-17,20,34,1139,202,486,168,368,34,118,110,166,48,155,203,151,62,10,110,90,548,565,1.2,1.6,2.8,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.9,99.7,102.1,1.8,2.5,4.3,7.093942054,17.06760316,5.899912204,12.92361721,1.194029851,4.143985953,3.863037752,5.829675154,1.685689201,5.443371378,7.129060579,5.302897278,2.177348551,0.35118525,3.863037752,3.160667252,19.24495171,49.01259302,0.341563786,0.242798354,0.41563786,0.456521739,0.288135593,0.662650602,0.450617284,196,77,2.545454545
Delon Wright,2015-16,23,68,2367,339,634,301,507,38,127,306,376,76,321,397,352,155,77,152,110,1022,1114,9.5,6.3,15.7,28.08280524,4.30468948,15.37579214,10.3156316,30.76561048,4.05078158,3.50468948,15.77422898,22.08905788,127.4640473,88.9695395,7.479678918,7.09531052,14.62577102,5.728770596,10.71398395,5.08660752,8.567807351,0.642163076,2.146176595,5.171102662,6.354034643,1.284326151,5.424588086,6.708914237,5.948457964,2.619349387,1.30122518,2.568652302,1.858893114,17.27080693,63.91974382,0.593059937,0.200315457,0.534700315,0.593688363,0.299212598,0.813829787,0.56466877,196,80,2.45
DeMarcus Cousins,2010-11,20,38,893,206,369,205,363,1,6,162,268,154,220,374,38,37,67,78,122,575,555,3.8,2.7,6.5,34.2,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,118.5,83.9,0,0,0,9.227323628,16.52855543,9.182530795,16.25979843,0.044792833,0.268756999,7.25643897,12.00447928,6.898096305,9.854423292,16.7525196,1.70212766,1.657334826,3.001119821,3.493840985,5.464725644,25.75587906,59.04460692,0.726287263,0.016260163,0.558265583,0.564738292,0.166666667,0.604477612,0.559620596,211,132,1.598484848
Denzel Valentine,2016-17,23,144,4182,579,1309,314,659,265,650,222,285,157,698,855,639,132,40,317,303,1645,1755,10.9,7.8,18.9,20.71750359,4.598015304,18.77895744,12.01948828,30.0689144,1.934146341,1.074605452,18.68582018,22.2896461,113.3377571,96.31743185,6.628790053,3.909397418,10.53593974,5.538020086,12.5203252,3.003347681,6.303204209,2.534672406,6.217120995,2.12338594,2.725968436,1.50167384,6.676231468,8.177905308,6.111908178,1.262553802,0.382592061,3.032042085,2.898134864,15.73409852,57.34104852,0.217723453,0.496562261,0.442322383,0.476479514,0.407692308,0.778947368,0.543544691,196,99,1.97979798
DeQuan Jones,2012-13,22,79,1253,168,359,159,313,9,46,77,122,73,140,213,38,42,39,93,101,422,401,0.8,1.8,2.6,14.2056664,7.207821229,13.30614525,10.26113328,6.386751796,2.042617717,3.433918595,18.09265762,21.16807662,95.92003192,100.271668,-1.246368715,1.209497207,-0.036871508,5.363128492,11.46049481,5.075818037,9.992019154,0.287310455,1.468475658,2.458100559,3.894652833,2.330407023,4.469273743,6.799680766,1.213088587,1.340782123,1.245011971,2.968874701,3.224261772,13.471668,51.12920423,0.339832869,0.128133705,0.467966574,0.50798722,0.195652174,0.631147541,0.480501393,203,100,2.03
Derrick Caracter,2010-11,22,27,720,148,261,144,246,4,15,80,119,72,146,218,30,26,23,77,82,380,360,1.6,1.8,3.4,23.9,12,21.7,17.1,9,2.1,3.6,19.5,27.4,106.4,88.4,0,0,0,8.222222222,14.5,8,13.66666667,0.222222222,0.833333333,4.444444444,6.611111111,4,8.111111111,12.11111111,1.666666667,1.444444444,1.277777778,4.277777778,4.555555556,21.11111111,60.63313761,0.455938697,0.057471264,0.567049808,0.585365854,0.266666667,0.672268908,0.574712644,206,127,1.622047244
Derrick Favors,2010-11,19,36,989,179,293,179,292,0,1,90,143,108,195,303,37,32,74,90,94,448,420,2.3,2.5,4.8,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20,21.8,111.5,88.6,0,0,0,7.239635996,11.85035389,7.239635996,11.809909,0,0.040444894,3.640040445,5.783619818,4.368048534,7.886754297,12.25480283,1.496461072,1.294236603,2.992922144,3.640040445,3.80182002,18.11931244,62.93549112,0.488054608,0.003412969,0.610921502,0.613013699,0,0.629370629,0.610921502,208,111,1.873873874
Derrick Williams,2011-12,20,69,2016,388,662,342,572,46,90,405,563,173,360,533,65,56,46,160,184,1227,1121,9.2,3,12.2,13.12826686,4.904524697,9.83920909,7.46750027,3.246388619,0.676055177,1.177026589,6.696548044,13.24596574,59.31626675,50.08395212,0.541439689,0.153015564,0.694455253,7.698412698,13.13492063,6.785714286,11.34920635,0.912698413,1.785714286,8.035714286,11.17063492,3.432539683,7.142857143,10.57539683,1.28968254,1.111111111,0.912698413,3.174603175,3.650793651,24.3452381,67.43833267,0.850453172,0.135951662,0.586102719,0.597902098,0.511111111,0.719360568,0.620845921,203,106,1.91509434
Devin Booker,2015-16,19,38,816,135,287,77,146,58,141,53,64,17,59,76,42,17,2,37,58,381,324,2.7,1.8,4.5,6.204985432,0.831595986,2.494787957,1.727160893,3.486306248,0.415797993,0.095953383,3.326383943,7.292457106,39.37287148,29.48967303,2.206927808,0.63968922,2.846617028,6.617647059,14.06862745,3.774509804,7.156862745,2.843137255,6.911764706,2.598039216,3.137254902,0.833333333,2.892156863,3.725490196,2.058823529,0.833333333,0.098039216,1.81372549,2.843137255,18.67647059,60.44548801,0.222996516,0.491289199,0.470383275,0.52739726,0.411347518,0.828125,0.571428571,198,93,2.129032258
Devin Ebanks,2010-11,21,34,1161,144,315,141,285,3,30,117,152,99,176,275,83,36,23,75,54,408,419,2.6,2.1,4.6,19.7,9.5,18,13.6,14.7,1.9,2.2,16.2,20.1,111.7,96.4,0,0,0,4.96124031,10.85271318,4.857881137,9.819121447,0.103359173,1.033591731,4.031007752,5.236864772,3.410852713,6.063738157,9.47459087,2.85960379,1.240310078,0.792420327,2.583979328,1.860465116,14.05684755,53.41992249,0.482539683,0.095238095,0.457142857,0.494736842,0.1,0.769736842,0.461904762,206,94,2.191489362
Dewayne Dedmon,2013-14,24,51,1156,153,294,153,290,0,4,54,88,119,206,325,25,48,85,78,157,360,361,1.2,2.5,3.6,19.14359862,12.23797578,22.11686851,16.86764706,4.484948097,2.362024221,6.831920415,18.36539792,19.93460208,99.69437716,92.9083045,-0.797750865,5.471020761,4.673269896,5.294117647,10.17301038,5.294117647,10.03460208,0,0.138408304,1.868512111,3.044982699,4.117647059,7.128027682,11.24567474,0.865051903,1.660899654,2.941176471,2.698961938,5.432525952,12.4567474,54.09954316,0.299319728,0.013605442,0.520408163,0.527586207,0,0.613636364,0.520408163,213,115,1.852173913
Deyonta Davis,2016-17,20,35,650,119,199,119,199,0,0,23,38,72,119,191,26,9,64,30,80,261,242,1.7,1.6,3.3,23.9,13.5,19,16.5,7.5,0.8,10.2,12.1,19.2,121.4,90.9,3.2,7.5,10.8,7.323076923,12.24615385,7.323076923,12.24615385,0,0,1.415384615,2.338461538,4.430769231,7.323076923,11.75384615,1.6,0.553846154,3.938461538,1.846153846,4.923076923,16.06153846,60.49508622,0.190954774,0,0.59798995,0.59798995,0,0.605263158,0.59798995,208,111,1.873873874
Diante Garrett,2012-13,24,64,2187,327,776,249,537,78,239,116,152,25,175,200,359,95,14,188,118,848,921,3,2.8,5.9,15.9136717,1.261179698,8.303109282,4.809007773,32.23447645,2.438820302,0.653726566,19.1698674,22.49597622,101.4850937,101.8894376,1.203109282,0.323914037,1.52702332,5.98079561,14.19295839,4.554183813,9.821673525,1.426611797,4.371284865,2.121627801,2.780064015,0.457247371,3.200731596,3.657978967,6.566072245,1.737540009,0.256058528,3.438500229,2.15820759,15.50983082,50.30372058,0.195876289,0.307989691,0.421391753,0.463687151,0.326359833,0.763157895,0.471649485,193,86,2.244186047
Dion Waiters,2012-13,21,71,1445,248,547,179,349,69,198,125,166,30,108,138,142,105,16,78,115,690,641,4.4,2.7,7.2,23.30955017,2.476678201,8.454948097,5.523321799,19.70477509,4.446643599,1.231626298,11.16678201,25.05141869,115.5712111,94.93515571,6.019792388,2.169965398,8.189757785,6.865051903,15.14186851,4.955017301,9.660899654,1.910034602,5.480968858,3.460207612,4.595155709,0.830449827,2.989619377,3.820069204,3.930795848,2.906574394,0.442906574,2.15916955,3.183391003,19.10034602,55.64157151,0.303473492,0.361974406,0.453382084,0.512893983,0.348484848,0.753012048,0.516453382,193,97,1.989690722
