Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Jason Warren,FOR,2.0,0,16.0,2.3,6.8,0.333,2.3,2.3,1.0,0.0,4.5,0.0,0.0,0.0,0.0,6.8,6.8,0.0,0.0,0.0,0.0,11.3,6.8,,,2013
Maalik Wayns,RIO,21.0,9,3.0,198.0,6.7,15.1,0.446,2.4,6.2,0.382,4.4,8.9,0.49,4.5,5.3,0.862,0.7,3.8,4.5,4.9,1.8,0.2,5.1,4.2,20.4,2013
Kyle Weaver,TOT,26.0,37,12.0,1040.0,4.8,11.0,0.442,1.3,3.8,0.333,3.6,7.1,0.5,3.2,3.8,0.836,0.9,4.6,5.5,3.9,1.6,0.5,2.3,3.0,14.2,2013
Kyle Weaver,CAN,26.0,16,12.0,531.0,4.8,11.1,0.433,1.0,3.3,0.306,3.8,7.8,0.487,3.9,4.7,0.841,0.9,4.9,5.8,4.7,1.7,0.5,1.9,2.4,14.6,2013
Kyle Weaver,AUS,26.0,21,0.0,509.0,4.9,10.8,0.451,1.6,4.4,0.355,3.3,6.4,0.516,2.4,2.9,0.829,0.9,4.2,5.2,3.0,1.6,0.5,2.7,3.7,13.7,2013
Delonte West,TEX,29.0,8,8.0,227.0,4.3,12.2,0.351,0.3,1.6,0.2,4.0,10.6,0.373,4.1,4.6,0.897,0.6,4.1,4.8,5.6,2.9,0.0,4.1,2.9,13.0,2013
Hassan Whiteside,RIO,23.0,29,0.0,308.0,7.5,14.0,0.533,0.0,0.1,0.0,7.5,13.9,0.538,4.2,6.2,0.679,5.7,10.3,16.0,0.6,1.1,6.9,2.8,4.2,19.2,2013
Hassan Whiteside,TOT,23.0,36,3.0,423.0,7.8,13.8,0.568,0.0,0.1,0.0,7.8,13.7,0.571,4.4,6.6,0.667,5.7,10.6,16.3,0.6,1.2,5.9,2.9,4.2,20.1,2013
Hassan Whiteside,SFL,,23,7.0,3.0,115.0,8.8,13.1,0.667,0.0,0.0,8.8,13.1,0.667,5.0,7.8,0.64,5.6,11.3,16.9,0.6,1.6,3.1,3.1,4.1,22.5,2013
Royce White,RIO,21.0,16,8.0,409.0,5.6,12.7,0.444,0.1,0.9,0.1,5.5,11.8,0.47,4.8,7.2,0.659,2.1,5.9,8.0,4.7,1.2,1.1,3.7,4.9,16.1,2013
Isaiah Wilkerson,TUL,,28,0.0,207.0,3.7,10.6,0.344,0.3,1.7,0.2,3.3,8.9,0.373,1.4,1.6,0.889,0.5,2.6,3.1,3.8,0.5,0.0,4.3,3.0,9.0,2013
Tyler Wilkerson,AUS,,36,23.0,873.0,7.6,14.4,0.529,0.0,0.3,0.0,7.6,14.1,0.539,2.8,4.4,0.626,4.0,7.6,11.6,0.8,0.5,1.7,2.8,4.9,18.0,2013
Sean Williams,TEX,26.0,30,13.0,637.0,4.5,10.0,0.452,0.1,0.3,0.333,4.4,9.7,0.456,1.4,2.3,0.585,2.7,6.4,9.0,1.1,1.0,3.3,2.9,5.1,10.5,2013
Wesley Witherspoon,TOT,,26,4.0,379.0,3.0,8.7,0.348,1.3,4.7,0.28,1.7,4.0,0.429,4.3,6.6,0.652,1.1,3.5,4.7,1.8,1.9,0.6,2.0,5.7,11.7,2013
Wesley Witherspoon,RIO,,15,2.0,182.0,3.4,9.9,0.34,2.0,6.1,0.323,1.4,3.8,0.368,5.3,7.7,0.692,0.0,3.4,3.4,2.6,1.8,0.6,2.4,6.5,14.0,2013
Wesley Witherspoon,ERI,,11,2.0,197.0,2.7,7.7,0.357,0.7,3.5,0.211,2.0,4.2,0.478,3.3,5.5,0.6,2.2,3.7,5.8,1.1,2.0,0.5,1.6,4.9,9.5,2013
Antoine Wright,REN,28.0,19,9.0,573.0,4.7,12.4,0.381,2.3,6.7,0.346,2.4,5.7,0.422,1.8,2.4,0.737,1.1,5.1,6.2,1.9,1.4,0.4,1.9,3.0,13.5,2013
Chris Wright,MAI,24.0,39,38.0,1369.0,7.5,14.5,0.514,0.4,1.1,0.366,7.1,13.5,0.525,3.4,5.3,0.65,3.6,5.9,9.4,2.1,1.6,1.5,2.5,3.6,18.7,2013
Chris Wright,IOW,23.0,42,42.0,1548.0,6.1,13.8,0.44,0.7,2.2,0.305,5.4,11.6,0.466,2.8,3.8,0.744,0.6,3.4,4.0,6.6,1.6,0.3,3.0,1.9,15.7,2013
Tony Wroten,REN,19.0,11,3.0,291.0,8.2,19.7,0.415,1.9,5.7,0.326,6.3,14.0,0.451,4.9,9.0,0.548,1.4,2.2,3.6,4.9,1.9,0.2,3.2,3.2,23.1,2013
Jamar Abrams,MAI,,9,3.0,99.0,6.5,13.8,0.474,2.2,6.2,0.353,4.4,7.6,0.571,1.8,2.2,0.833,1.8,3.3,5.1,1.8,0.7,0.4,1.1,5.1,17.1,2012
Antoine Agudio,CAN,27.0,43,25.0,1278.0,4.5,9.3,0.483,2.3,4.3,0.539,2.2,5.0,0.435,2.8,3.3,0.838,0.4,2.8,3.2,2.6,0.8,0.1,1.6,1.9,14.0,2012
Ronnie Aguilar,BAK,,24,6.0,0.0,69.0,3.1,9.4,0.333,0.0,0.0,3.1,9.4,0.333,0.5,4.7,0.111,5.7,7.3,13.0,0.5,0.5,1.0,2.1,7.3,6.8,2012
Blake Ahearn,REN,27.0,37,37.0,1387.0,7.0,15.0,0.469,2.9,7.2,0.409,4.1,7.8,0.523,5.9,6.1,0.962,0.5,1.9,2.5,4.9,1.0,0.1,3.1,3.0,22.8,2012
David Akinyooye,SPR,,20,0.0,285.0,4.5,10.6,0.429,0.4,1.8,0.214,4.2,8.8,0.471,1.8,2.5,0.7,3.0,4.3,7.3,0.5,0.4,0.8,1.6,4.3,11.2,2012
Josh Akognon,CAN,25.0,3,0.0,72.0,8.5,17.5,0.486,3.0,5.5,0.545,5.5,12.0,0.458,4.0,4.0,1.0,0.5,1.5,2.0,3.5,2.0,0.5,1.5,3.5,24.0,2012
Solomon Alabi,BAK,,23,9.0,8.0,192.0,6.6,13.9,0.473,0.0,0.0,6.6,13.9,0.473,2.3,3.0,0.75,3.4,9.6,12.9,1.3,1.3,3.2,3.4,6.4,15.4,2012
Xavier Alexander,TUL,23.0,42,9.0,918.0,4.0,9.8,0.412,0.4,1.5,0.256,3.6,8.3,0.441,1.9,4.1,0.462,2.2,3.3,5.5,2.9,1.4,0.6,2.3,3.8,10.4,2012
Ronald Allen,TOT,,13,8.0,252.0,5.6,10.6,0.527,0.1,0.3,0.5,5.4,10.3,0.528,3.3,3.9,0.852,3.1,6.9,10.0,0.7,0.3,0.6,2.0,4.3,14.6,2012
Ronald Allen,TEX,,11,8.0,227.0,5.6,10.9,0.507,0.2,0.3,0.5,5.4,10.6,0.507,3.2,3.6,0.87,3.5,6.3,9.8,0.8,0.3,0.5,2.1,4.1,14.4,2012
Ronald Allen,AUS,2.0,0,25.0,5.8,7.2,0.8,0.0,0.0,5.8,7.2,0.8,4.3,5.8,0.75,0.0,11.5,11.5,0.0,0.0,1.4,1.4,5.8,15.8,,,2012
Corey Allmond,FOR,,12,7.0,413.0,5.2,14.8,0.353,3.0,8.6,0.343,2.3,6.2,0.366,2.8,3.6,0.78,1.0,2.2,3.1,2.5,0.5,0.0,1.7,1.6,16.2,2012
Morris Almond,MAI,26.0,29,28.0,1099.0,8.0,14.7,0.543,1.0,2.3,0.464,6.9,12.4,0.558,5.2,6.5,0.794,1.0,4.7,5.7,1.3,0.7,0.3,2.3,2.0,22.2,2012
Rafer Alston,LOS,35.0,4,0.0,31.0,2.3,7.0,0.333,2.3,5.8,0.4,0.0,1.2,0.0,0.0,2.3,0.0,0.0,3.5,3.5,7.0,1.2,0.0,2.3,3.5,7.0,2012
Mildon Ambres,IDA,,18,2.0,356.0,7.9,18.3,0.431,1.7,4.4,0.386,6.2,13.9,0.445,1.4,2.2,0.636,2.0,5.8,7.8,1.6,1.1,0.6,2.3,6.0,18.9,2012
Alan Anderson,CAN,29.0,8,7.0,264.0,8.2,14.9,0.55,1.6,4.5,0.364,6.5,10.4,0.632,5.5,6.8,0.8,1.0,4.1,5.0,3.3,1.0,0.1,4.1,3.3,23.5,2012
Antonio Anderson,MAI,,26,5.0,2.0,98.0,3.7,8.1,0.455,0.0,0.0,3.7,8.1,0.455,1.5,1.5,1.0,0.0,1.8,1.8,2.9,0.4,0.4,5.9,2.9,8.8,2012
Gerard Anderson,LOS,,6,4.0,173.0,4.0,7.5,0.528,0.4,1.5,0.286,3.5,6.0,0.586,2.1,3.1,0.667,1.7,4.0,5.6,2.1,1.2,0.2,2.9,2.9,10.4,2012
Jake Anderson,TOT,,22,3.0,433.0,5.8,12.3,0.473,0.4,1.1,0.385,5.4,11.2,0.481,4.3,5.6,0.776,0.7,4.1,4.7,5.2,0.5,0.3,4.7,2.6,16.4,2012
Jake Anderson,SFL,,9,0.0,121.0,6.5,12.2,0.537,1.2,2.4,0.5,5.4,9.8,0.545,4.2,5.1,0.824,0.0,3.0,3.0,4.2,0.3,0.0,4.8,2.4,18.4,2012
Jake Anderson,IOW,,13,3.0,312.0,5.5,12.3,0.449,0.1,0.6,0.2,5.4,11.8,0.461,4.4,5.8,0.76,0.9,4.5,5.4,5.5,0.6,0.5,4.6,2.7,15.6,2012
Mike Anderson,DAK,,46,22.0,1093.0,6.2,13.1,0.475,0.5,1.8,0.296,5.7,11.3,0.503,2.9,4.3,0.664,2.2,5.1,7.3,1.4,1.1,1.8,2.6,4.2,15.8,2012
Ryan Anderson,SFL,,12,0.0,175.0,5.6,12.1,0.458,3.1,6.4,0.484,2.5,5.8,0.429,3.5,3.7,0.944,0.8,4.3,5.1,1.4,2.1,0.2,1.4,4.9,17.7,2012
Zach Andrews,LOS,,26,44.0,42.0,1121.0,5.5,8.5,0.647,0.0,0.0,5.5,8.5,0.647,2.1,3.9,0.542,3.8,6.6,10.3,1.3,1.5,1.1,1.8,4.0,13.1,2012
Stanley Asumnu,RIO,40.0,14,811.0,8.5,15.0,0.565,0.0,0.0,8.5,15.0,0.565,2.5,5.0,0.509,4.7,3.9,8.6,1.4,1.0,0.2,2.1,4.4,19.5,,,2012
Christopher Ayer,REN,,46,25.0,775.0,5.1,10.5,0.484,0.0,0.1,0.0,5.1,10.3,0.491,4.6,6.1,0.748,3.0,5.4,8.5,0.7,0.7,1.6,2.6,7.2,14.7,2012
Kelenna Azubuike,TEX,28.0,7,0.0,89.0,6.9,15.4,0.447,1.6,2.4,0.667,5.3,12.9,0.406,2.8,4.4,0.636,4.0,5.7,9.7,2.0,0.8,0.0,3.2,4.4,18.2,2012
Luke Babbitt,IDA,22.0,3,3.0,106.0,8.2,18.0,0.453,3.1,6.5,0.474,5.1,11.5,0.441,2.0,2.7,0.75,3.1,6.1,9.2,3.1,1.0,0.3,2.0,2.0,21.4,2012
David Bailey,IDA,,36,31.0,997.0,4.3,10.0,0.43,0.9,2.6,0.338,3.4,7.4,0.461,2.6,3.3,0.783,0.8,2.6,3.4,7.5,1.3,0.0,3.0,3.2,12.1,2012
Tirrell Baines,ERI,,30,19.0,895.0,7.7,15.4,0.497,0.0,0.1,0.0,7.7,15.3,0.501,3.3,4.8,0.683,3.1,4.2,7.3,1.6,0.7,0.6,2.0,2.6,18.7,2012
Maurice Baker,DAK,32.0,50,50.0,1773.0,4.4,10.0,0.437,0.9,2.2,0.385,3.5,7.8,0.452,3.0,3.4,0.891,0.9,4.7,5.6,5.9,1.6,0.1,2.5,3.3,12.6,2012
Jabril Banks,FOR,6.0,0,84.0,4.3,8.1,0.526,0.0,0.0,4.3,8.1,0.526,0.0,0.0,2.6,0.0,2.6,1.3,0.0,0.9,1.7,3.4,8.6,,,,2012
Marcus Banks,IDA,30.0,19,4.0,492.0,7.5,14.4,0.518,1.8,3.8,0.462,5.7,10.6,0.538,8.2,9.7,0.848,0.1,2.3,2.4,7.0,1.7,0.1,4.5,4.5,24.9,2012
Brian Barkdoll,TUL,29.0,3,212.0,2.5,5.6,0.455,0.0,0.0,2.5,5.6,0.455,0.8,1.2,0.714,2.4,5.1,7.5,0.8,0.7,0.5,1.0,6.3,5.9,,,2012
Thomas Baudinet,FOR,,18,3.0,299.0,5.5,12.8,0.434,2.5,7.0,0.362,3.0,5.8,0.521,1.1,1.2,0.9,0.8,2.6,3.5,2.6,1.4,0.1,1.4,2.3,14.7,2012
Thomas Baudinet,TOT,,37,10.0,664.0,5.4,11.9,0.455,2.2,5.7,0.377,3.3,6.2,0.526,1.4,1.7,0.813,0.5,3.4,3.9,2.3,1.0,0.1,1.7,2.6,14.4,2012
Thomas Baudinet,IOW,,19,7.0,365.0,5.3,11.2,0.474,1.9,4.7,0.396,3.5,6.5,0.53,1.7,2.2,0.773,0.2,4.0,4.2,2.0,0.6,0.1,2.0,2.9,14.2,2012
D'Andre Bell,AUS,1.0,0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,9.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,2012
Keith Benson,SFL,23.0,20,19.0,613.0,7.2,14.3,0.502,0.0,0.1,0.0,7.2,14.2,0.504,3.5,5.2,0.682,3.3,5.9,9.2,0.6,0.9,1.8,3.1,4.5,17.9,2012
Tyrell Biggs,CAN,,38,23.0,992.0,7.4,16.1,0.458,0.3,1.4,0.231,7.1,14.7,0.48,2.6,3.5,0.75,2.5,4.4,7.0,1.2,0.5,0.9,2.8,3.8,17.7,2012
Jonathan Blake,CAN,,11,7.0,227.0,4.8,9.7,0.492,0.6,1.4,0.444,4.1,8.2,0.5,2.2,4.0,0.56,2.7,4.1,6.8,0.6,0.6,1.1,1.3,3.8,12.4,2012
Marqus Blakely,TOT,,35,27.0,1089.0,6.7,12.9,0.522,0.1,0.4,0.231,6.6,12.5,0.532,3.8,6.8,0.566,3.0,4.4,7.4,3.2,2.1,1.5,3.8,4.0,17.4,2012
Marqus Blakely,SFL,,21,18.0,697.0,7.0,13.1,0.534,0.1,0.5,0.2,6.9,12.6,0.547,3.5,5.9,0.583,3.1,4.4,7.5,3.6,2.4,1.2,3.9,3.7,17.5,2012
Marqus Blakely,IOW,,14,9.0,392.0,6.3,12.7,0.5,0.1,0.3,0.333,6.2,12.4,0.504,4.5,8.3,0.544,2.8,4.4,7.3,2.5,1.7,1.9,3.7,4.7,17.3,2012
Will Blalock,REN,28.0,35,13.0,934.0,3.2,7.4,0.438,0.4,1.6,0.262,2.8,5.8,0.487,2.2,3.2,0.683,1.4,3.2,4.7,6.3,1.5,0.2,2.3,2.7,9.1,2012
Eric Bledsoe,BAK,22.0,2,0.0,43.0,7.5,15.1,0.5,0.8,1.7,0.5,6.7,13.4,0.5,5.0,8.4,0.6,0.0,2.5,2.5,14.2,0.8,0.0,5.0,4.2,20.9,2012
Tony Bobbitt,IDA,32.0,46,32.0,1397.0,5.7,12.3,0.463,2.6,7.0,0.363,3.1,5.3,0.598,1.9,2.3,0.818,0.3,3.1,3.4,2.1,2.1,0.3,1.5,3.8,15.8,2012
Luke Bonner,AUS,10.0,0,75.0,3.8,12.0,0.32,1.4,5.8,0.25,2.4,6.2,0.385,0.0,0.0,2.9,7.7,10.6,1.0,1.4,1.0,1.4,6.2,9.1,,,2012
Cedric Bozeman,TOT,28.0,22,14.0,710.0,4.8,11.2,0.432,1.0,3.0,0.322,3.9,8.2,0.472,2.8,3.9,0.724,1.1,4.7,5.8,5.2,0.9,0.2,2.4,3.1,13.4,2012
Cedric Bozeman,REN,28.0,15,11.0,499.0,4.8,11.8,0.402,1.0,3.2,0.311,3.8,8.6,0.437,2.7,4.0,0.661,1.0,4.3,5.3,5.9,0.9,0.3,2.3,3.2,13.2,2012
Cedric Bozeman,MAI,28.0,7,3.0,211.0,4.9,9.6,0.518,0.9,2.4,0.357,4.1,7.2,0.571,3.1,3.4,0.9,1.2,5.6,6.8,3.6,1.0,0.0,2.7,2.7,13.8,2012
Solomon Bozeman,AUS,,12,1.0,247.0,4.1,9.6,0.424,0.9,1.9,0.462,3.2,7.7,0.415,5.0,7.0,0.708,0.6,2.8,3.4,5.2,1.6,0.0,3.2,3.2,14.0,2012
Craig Brackins,MAI,24.0,7,7.0,238.0,7.9,15.9,0.495,1.5,5.0,0.303,6.4,10.9,0.583,2.7,3.6,0.75,1.4,8.5,9.8,2.9,0.8,1.7,1.8,2.1,20.0,2012
Jordan Brady,TOT,,29,5.0,566.0,5.1,10.4,0.488,1.3,3.8,0.356,3.8,6.7,0.562,1.9,2.6,0.732,1.8,4.8,6.6,2.1,1.0,0.6,1.4,3.9,13.4,2012
Jordan Brady,LOS,,14,5.0,304.0,4.6,9.7,0.476,1.3,3.4,0.379,3.3,6.3,0.528,1.4,2.3,0.632,1.4,4.3,5.7,2.5,1.4,0.6,1.4,3.4,12.0,2012
Jordan Brady,IDA,,15,0.0,262.0,5.6,11.3,0.5,1.4,4.1,0.333,4.3,7.1,0.596,2.5,3.0,0.818,2.2,5.5,7.7,1.6,0.4,0.5,1.4,4.5,15.1,2012
Suleiman Braimoh,RIO,,15,2.0,248.0,6.5,12.5,0.523,1.2,3.8,0.308,5.4,8.7,0.617,3.5,4.5,0.774,3.8,5.1,8.9,1.2,1.9,0.9,2.6,5.8,17.7,2012
Tyrone Brazelton,ERI,,20,9.0,583.0,4.4,11.5,0.385,0.8,2.7,0.295,3.6,8.8,0.413,1.6,2.3,0.703,0.6,2.3,2.8,6.5,1.5,0.0,3.2,4.0,11.3,2012
Devin Brown,ERI,33.0,4,0.0,74.0,3.9,10.2,0.381,1.9,5.8,0.333,1.9,4.4,0.444,2.4,2.9,0.833,0.0,3.9,3.9,1.9,0.5,0.0,2.4,2.9,12.2,2012
Gilbert Brown,FOR,,19,7.0,499.0,5.6,13.0,0.428,1.2,3.8,0.302,4.4,9.2,0.48,4.4,6.3,0.701,1.9,3.6,5.5,1.7,1.4,0.3,2.0,2.8,16.7,2012
Jamar Brown,SPR,39.0,17,790.0,4.4,9.5,0.466,0.0,0.0,4.4,9.5,0.466,1.2,1.9,0.619,4.3,5.7,10.0,1.0,0.6,0.8,1.7,5.1,10.0,,,2012
Justin Brownlee,MAI,,50,17.0,1173.0,5.0,11.2,0.447,1.0,3.3,0.296,4.0,7.9,0.51,1.3,1.7,0.796,1.7,5.8,7.5,2.2,1.4,0.8,1.7,3.4,12.3,2012
Marshall Brown,RIO,,41,12.0,975.0,5.5,11.5,0.479,1.7,5.0,0.346,3.8,6.5,0.583,2.7,4.0,0.692,2.1,4.9,7.1,1.9,1.0,0.8,2.3,3.7,15.5,2012
Brian Butch,BAK,,17,17.0,464.0,6.4,14.8,0.429,2.6,6.9,0.371,3.8,7.9,0.48,4.9,6.4,0.759,3.3,9.6,12.9,1.9,0.7,0.9,1.9,2.9,20.2,2012
Da'Sean Butler,AUS,,37,29.0,1098.0,4.8,11.1,0.431,1.4,3.6,0.378,3.4,7.5,0.456,2.5,3.0,0.824,1.8,3.9,5.6,2.4,1.1,0.4,1.1,2.3,13.4,2012
Dwight Buycks,TUL,22.0,28,2.0,751.0,7.9,15.9,0.497,1.2,3.5,0.351,6.7,12.4,0.539,3.3,4.2,0.773,1.1,2.5,3.6,3.5,1.7,0.0,2.8,2.0,20.3,2012
Derrick Byars,BAK,27.0,25,22.0,802.0,5.7,13.2,0.431,2.2,6.5,0.338,3.5,6.7,0.52,3.5,4.2,0.819,1.3,4.5,5.8,2.3,1.2,0.2,2.2,2.2,17.1,2012
Dominic Calegari,TOT,,44,9.0,693.0,4.8,11.3,0.427,1.9,5.4,0.346,3.0,5.9,0.5,1.3,2.1,0.61,2.4,5.6,8.1,1.1,1.1,1.1,1.6,4.9,12.8,2012
Dominic Calegari,MAI,,33,9.0,567.0,4.9,11.4,0.43,1.6,5.0,0.321,3.3,6.4,0.515,1.5,2.5,0.615,2.7,5.5,8.3,1.1,1.3,1.2,1.5,4.9,12.9,2012
Dominic Calegari,ERI,,11,0.0,126.0,4.6,11.1,0.41,3.1,7.4,0.423,1.4,3.7,0.385,0.3,0.6,0.5,1.1,6.0,7.1,1.1,0.6,0.9,1.7,4.9,12.6,2012
T.J. Campbell,CAN,,50,36.0,1547.0,4.7,11.4,0.418,1.7,4.1,0.415,3.0,7.3,0.42,3.5,4.2,0.839,0.7,2.9,3.6,6.0,1.0,0.1,2.3,3.3,14.7,2012
Derrick Caracter,TOT,23.0,13,6.0,262.0,9.8,16.4,0.597,0.3,0.3,1.0,9.5,16.1,0.59,1.9,3.6,0.538,3.7,7.8,11.5,1.9,0.5,1.2,4.0,4.7,21.7,2012
Derrick Caracter,RIO,23.0,5,2.0,82.0,10.5,19.3,0.545,0.4,0.4,1.0,10.1,18.9,0.535,3.1,4.8,0.636,4.4,7.5,11.9,1.8,0.0,0.4,4.8,7.0,24.6,2012
Derrick Caracter,LOS,,23,4.0,1.0,94.0,11.1,16.5,0.674,0.0,0.0,11.1,16.5,0.674,1.5,3.1,0.5,4.2,7.3,11.5,1.9,0.8,1.5,2.7,5.4,23.7,2012
Derrick Caracter,IDA,23.0,4,3.0,86.0,7.5,13.4,0.563,0.4,0.4,1.0,7.1,13.0,0.548,1.3,2.9,0.429,2.5,8.8,11.3,2.1,0.8,1.7,4.6,1.7,16.7,2012
Paul Carter,IDA,,34,21.0,799.0,5.7,11.9,0.477,1.2,3.0,0.394,4.5,8.9,0.505,4.1,5.1,0.789,2.3,5.9,8.3,2.3,1.5,0.7,2.8,5.0,16.6,2012
Russell Carter,IOW,,6,0.0,85.0,5.1,13.1,0.387,0.4,3.0,0.143,4.7,10.2,0.458,3.0,3.8,0.778,2.5,5.5,8.0,2.5,1.7,0.4,3.8,6.8,13.6,2012
Mo Charlo,REN,28.0,34,23.0,1132.0,3.6,7.8,0.459,0.3,0.7,0.409,3.3,7.1,0.464,3.4,4.5,0.759,2.6,5.8,8.4,3.2,1.3,1.0,2.3,3.4,10.8,2012
Keith Clark,AUS,1.0,0,3.0,12.0,12.0,1.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,,,,2012
Reuben Clayton,REN,,4,0.0,41.0,0.9,4.4,0.2,0.0,0.9,0.0,0.9,3.5,0.25,3.5,5.3,0.667,0.0,2.6,2.6,0.9,0.9,0.0,1.8,4.4,5.3,2012
Kevin Coble,FOR,,5,0.0,35.0,2.1,7.2,0.286,0.0,1.0,0.0,2.1,6.2,0.333,3.1,5.1,0.6,3.1,5.1,8.2,1.0,1.0,0.0,1.0,6.2,7.2,2012
Travis Cohn,SPR,,13,1.0,222.0,5.5,11.2,0.493,1.1,2.8,0.412,4.4,8.4,0.519,1.6,2.1,0.769,1.6,2.8,4.4,1.6,1.5,0.0,3.6,2.3,13.8,2012
Anthony Coleman,LOS,29.0,6,1.0,36.0,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,6.0,6.0,6.0,,,2012
Dominique Coleman,SFL,,49,44.0,1685.0,4.0,9.5,0.427,0.9,2.5,0.345,3.2,7.0,0.456,0.9,1.3,0.645,1.1,4.4,5.6,5.1,2.3,0.7,1.7,2.7,9.8,2012
Sam Coleman,RIO,24.0,13,4.0,219.0,6.2,12.7,0.494,3.0,7.4,0.4,3.3,5.3,0.625,2.1,3.9,0.542,2.3,5.9,8.2,1.0,1.0,2.3,1.3,5.6,17.6,2012
Mardy Collins,LOS,27.0,28,12.0,791.0,5.1,11.1,0.461,0.2,0.9,0.2,4.9,10.1,0.484,2.4,4.1,0.596,1.4,3.1,4.6,5.9,1.3,0.5,2.3,2.2,12.8,2012
Ben Colon,TUL,11.0,0,181.0,2.4,5.6,0.429,0.0,0.0,2.4,5.6,0.429,1.2,2.6,0.462,3.4,5.4,8.8,1.0,1.6,0.8,2.4,5.8,6.0,,,2012
Will Conroy,RIO,29.0,23,12.0,737.0,4.5,12.1,0.372,1.1,3.9,0.278,3.4,8.2,0.417,4.1,5.7,0.718,0.8,3.8,4.6,10.1,1.4,0.0,3.8,2.9,14.2,2012
Vance Cooksey,TEX,,32,25.0,819.0,3.7,9.7,0.385,0.5,1.9,0.279,3.2,7.8,0.41,4.4,6.2,0.707,1.0,2.9,3.9,7.5,1.6,0.0,3.9,3.3,12.4,2012
Vance Cooksey,RIO,,6,0.0,89.0,6.9,16.2,0.425,0.8,4.0,0.2,6.1,12.1,0.5,7.3,8.9,0.818,0.0,4.0,4.0,5.3,2.0,0.0,4.4,3.2,21.8,2012
Vance Cooksey,TOT,,38,25.0,908.0,4.0,10.3,0.391,0.6,2.1,0.264,3.5,8.2,0.423,4.6,6.4,0.722,0.9,3.0,3.9,7.3,1.7,0.0,4.0,3.3,13.3,2012
Darren Cooper,MAI,,10,4.0,232.0,1.7,6.5,0.262,0.3,1.9,0.167,1.4,4.7,0.3,1.1,1.4,0.778,0.2,3.4,3.6,6.1,0.5,0.0,2.0,2.0,4.8,2012
Brandon Costner,LOS,,32,27.0,1037.0,7.0,15.7,0.446,2.8,7.2,0.398,4.2,8.6,0.486,5.7,7.5,0.76,1.0,4.7,5.7,2.3,0.6,0.6,2.7,3.4,22.6,2012
Nick Covington,IOW,26.0,13,4.0,287.0,4.9,10.4,0.47,1.6,3.8,0.433,3.3,6.6,0.491,2.4,2.9,0.826,0.3,3.9,4.1,5.1,1.3,0.1,3.3,2.9,13.8,2012
Nick Covington,TOT,26.0,23,6.0,435.0,4.9,10.9,0.447,1.7,4.4,0.377,3.2,6.5,0.494,2.2,2.7,0.818,0.2,3.6,3.7,4.9,1.3,0.1,3.1,3.0,13.7,2012
Nick Covington,SFL,26.0,10,2.0,148.0,4.9,11.9,0.408,1.7,5.6,0.304,3.2,6.3,0.5,1.9,2.4,0.8,0.0,2.9,2.9,4.4,1.5,0.0,2.9,3.2,13.4,2012
Will Creekmore,TUL,9.0,0,61.0,1.8,8.3,0.214,0.0,0.0,1.8,8.3,0.214,0.6,1.2,0.5,2.4,5.9,8.3,0.6,1.8,2.4,2.4,8.9,4.1,,,2012
Larry Cunningham,LOS,,5,0.0,27.0,1.3,8.0,0.167,0.0,5.3,0.0,1.3,2.7,0.5,1.3,2.7,0.5,1.3,5.3,6.7,2.7,1.3,0.0,6.7,6.7,4.0,2012
Rico Cunningham,DAK,2.0,0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2012
JamesOn Curry,SPR,26.0,40,40.0,1506.0,5.6,14.1,0.399,2.0,4.8,0.413,3.7,9.3,0.392,3.3,3.9,0.829,0.9,3.3,4.1,6.0,1.8,0.2,2.7,2.7,16.5,2012
Antonio Daniels,TEX,36.0,24,19.0,807.0,3.9,9.5,0.413,0.3,1.6,0.171,3.7,7.9,0.461,5.4,6.6,0.823,0.4,3.2,3.6,9.3,1.4,0.3,3.0,1.5,13.5,2012
Chris Daniels,ERI,,14,14.0,440.0,7.0,12.8,0.545,1.2,2.7,0.455,5.7,10.1,0.569,4.1,5.8,0.704,2.8,7.0,9.8,2.7,0.5,2.5,4.0,4.5,19.2,2012
Kendall Dartez,IDA,31.0,1,1.0,13.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,2.8,2.8,0.0,2.8,0.0,5.5,8.3,0.0,,,2012
Chris Davis,TOT,,33,2.0,577.0,5.4,10.8,0.497,1.2,3.4,0.364,4.1,7.4,0.559,2.1,3.1,0.68,1.1,3.2,4.2,3.0,1.2,0.1,1.9,2.6,14.1,2012
