Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Tre Kelley,SFL,29.0,34,34.0,1313.0,6.4,13.6,0.469,2.2,5.2,0.431,4.2,8.5,0.492,3.1,3.7,0.836,0.3,2.7,3.0,4.7,1.3,0.1,2.0,1.5,18.1,2014
Tre Kelley,AUS,29.0,10,8.0,342.0,5.4,11.7,0.459,1.6,3.3,0.484,3.8,8.4,0.45,2.6,3.3,0.806,0.3,2.6,2.9,5.4,1.5,0.2,2.4,2.3,14.9,2014
Ryan Kelly,LOS,22.0,5,5.0,199.0,7.1,16.8,0.419,0.9,3.6,0.25,6.2,13.2,0.466,7.8,8.5,0.915,2.5,4.3,6.9,3.4,1.4,1.3,2.7,3.1,22.8,2014
Mac Koshwal,BAK,,26,49.0,16.0,960.0,5.7,10.8,0.533,0.0,0.0,5.7,10.8,0.533,1.8,3.9,0.466,4.7,6.7,11.4,2.3,1.5,0.6,3.0,3.7,13.3,2014
Kevin Kotzur,SAN,,37,12.0,699.0,6.3,10.6,0.595,0.0,0.1,0.0,6.3,10.5,0.598,1.5,2.4,0.617,4.3,6.4,10.7,1.4,0.5,0.7,1.4,2.6,14.1,2014
Jon Kreft,TUL,40.0,8,447.0,4.0,8.3,0.485,0.0,0.0,4.0,8.3,0.485,3.0,3.5,0.841,3.4,5.6,9.0,1.1,0.9,1.9,3.5,6.3,11.0,,,2014
Ognjen Kuzmic,SAN,,23,28.0,19.0,718.0,3.9,7.9,0.497,0.0,0.0,3.9,7.9,0.497,1.7,2.8,0.6,6.2,10.3,16.4,1.2,1.2,2.3,2.0,4.7,9.5,2014
Marcus Landry,REN,28.0,1,0.0,19.0,7.6,17.1,0.444,3.8,9.5,0.4,3.8,7.6,0.5,1.9,3.8,0.5,0.0,5.7,5.7,0.0,0.0,0.0,0.0,5.7,20.8,2014
Shane Larkin,TEX,21.0,4,3.0,143.0,5.5,11.8,0.468,2.0,3.5,0.571,3.5,8.3,0.424,2.3,2.8,0.818,0.5,4.8,5.3,8.3,2.0,0.0,3.5,2.3,15.4,2014
Reginald Larry,REN,4.0,0,97.0,3.3,8.9,0.375,0.0,0.0,3.3,8.9,0.375,2.6,3.3,0.778,4.5,4.8,9.3,0.4,0.7,0.7,2.6,3.7,9.3,,,2014
Dwayne Lathan,RIO,3.0,0,8.0,4.5,22.5,0.2,0.0,9.0,0.0,4.5,13.5,0.333,0.0,0.0,9.0,4.5,13.5,13.5,4.5,0.0,4.5,4.5,9.0,,,2014
Dallas Lauderdale,IDA,,25,39.0,38.0,1142.0,4.3,6.3,0.675,0.0,0.0,4.3,6.3,0.675,0.7,1.4,0.523,3.2,7.6,10.7,0.8,0.5,3.8,1.2,3.8,9.2,2014
Darnell Lazare,TOT,,35,10.0,718.0,5.0,11.5,0.437,0.0,0.1,0.0,5.0,11.4,0.441,2.0,2.8,0.696,2.3,4.6,6.9,1.3,1.3,0.5,2.1,3.1,12.0,2014
Darnell Lazare,IDA,15.0,2,329.0,5.4,11.7,0.458,0.0,0.0,5.4,11.7,0.458,2.6,3.5,0.75,2.8,4.3,7.1,0.9,1.1,0.3,2.1,3.5,13.3,,,2014
Darnell Lazare,FOR,,20,8.0,389.0,4.7,11.3,0.418,0.0,0.2,0.0,4.7,11.1,0.425,1.4,2.2,0.625,1.9,4.8,6.7,1.7,1.4,0.6,2.1,2.7,10.8,2014
Ricky Ledo,TEX,21.0,39,26.0,1156.0,6.1,14.6,0.42,1.4,4.2,0.328,4.8,10.4,0.457,2.5,3.5,0.714,2.0,5.2,7.2,3.6,1.2,0.2,2.6,2.7,16.1,2014
Michael Lee,TOT,,45,0.0,752.0,5.3,11.4,0.464,0.7,2.7,0.263,4.6,8.7,0.527,1.4,2.1,0.682,2.0,4.5,6.5,1.6,1.1,0.8,2.2,2.6,12.8,2014
Michael Lee,DEL,,22,0.0,388.0,6.0,13.2,0.458,1.3,4.0,0.326,4.7,9.2,0.515,0.5,0.8,0.556,1.9,4.2,6.0,1.8,1.1,0.7,2.4,1.9,13.8,2014
Michael Lee,CAN,,23,0.0,364.0,4.5,9.6,0.474,0.1,1.4,0.071,4.5,8.2,0.542,2.5,3.5,0.714,2.1,4.8,6.9,1.5,1.1,0.9,1.9,3.4,11.7,2014
CJ Leslie,IDA,22.0,10,3.0,186.0,5.8,13.0,0.448,0.2,1.4,0.143,5.6,11.6,0.483,3.7,4.6,0.792,2.7,7.5,10.3,1.5,1.0,1.0,2.3,2.7,15.5,2014
CJ Leslie,ERI,22.0,34,9.0,853.0,7.1,15.1,0.471,0.3,1.7,0.171,6.8,13.3,0.509,4.6,7.3,0.636,2.4,6.1,8.4,1.9,1.4,1.2,3.2,2.9,19.1,2014
CJ Leslie,TOT,22.0,44,12.0,1039.0,6.9,14.7,0.467,0.3,1.7,0.167,6.6,13.0,0.505,4.5,6.8,0.655,2.4,6.3,8.8,1.8,1.3,1.1,3.1,2.8,18.5,2014
Bennie Lewis,FOR,26.0,11,3.0,202.0,5.3,13.2,0.405,3.0,7.8,0.386,2.3,5.3,0.433,0.7,1.6,0.444,0.7,2.3,3.0,2.7,1.2,0.4,1.8,1.4,14.4,2014
DeAndre Liggins,SFL,25.0,42,41.0,1674.0,4.2,10.8,0.39,1.7,5.1,0.326,2.5,5.6,0.448,2.8,3.6,0.783,0.8,5.7,6.4,4.3,2.3,0.6,2.8,3.3,12.9,2014
Mario Little,TUL,26.0,50,47.0,1811.0,6.6,15.8,0.417,2.7,7.5,0.366,3.8,8.3,0.463,2.8,3.3,0.849,0.9,3.2,4.1,2.6,1.1,0.2,2.6,3.3,18.7,2014
Trent Lockett,REN,,46,43.0,1296.0,5.4,11.3,0.481,1.3,3.1,0.423,4.1,8.2,0.503,1.9,2.6,0.726,1.9,5.2,7.0,2.6,1.4,0.7,2.3,3.3,14.1,2014
Kalin Lucas,IOW,24.0,29,20.0,842.0,6.3,14.1,0.448,1.7,5.0,0.345,4.6,9.1,0.505,4.4,5.2,0.836,0.7,2.9,3.6,6.2,1.4,0.0,2.3,2.0,18.7,2014
Scott Machado,TOT,23.0,27,6.0,662.0,4.8,12.7,0.378,0.9,3.4,0.254,3.9,9.2,0.424,3.4,4.1,0.829,0.8,3.0,3.9,6.8,1.5,0.2,3.1,2.8,13.9,2014
Scott Machado,SAN,23.0,13,1.0,268.0,4.7,13.7,0.343,0.9,4.0,0.233,3.8,9.7,0.389,4.7,5.9,0.795,1.5,3.6,5.1,5.5,0.9,0.4,3.0,2.4,15.0,2014
Scott Machado,IDA,23.0,14,5.0,394.0,4.8,12.0,0.405,0.8,3.0,0.273,4.0,9.0,0.449,2.6,2.9,0.875,0.4,2.6,3.0,7.7,1.8,0.0,3.2,3.1,13.1,2014
Josh Magette,LOS,24.0,50,47.0,1512.0,4.5,10.6,0.42,2.0,5.3,0.377,2.5,5.3,0.464,1.4,1.7,0.795,0.9,3.2,4.2,8.3,2.3,0.0,1.9,2.8,12.3,2014
Renaldo Major,BAK,31.0,11,2.0,259.0,4.4,8.9,0.5,1.0,2.4,0.412,3.5,6.5,0.532,2.9,3.6,0.808,2.1,3.1,5.1,1.8,1.9,1.0,1.7,3.3,12.8,2014
Kendall Marshall,DEL,22.0,7,7.0,263.0,6.7,16.0,0.419,2.6,5.6,0.463,4.1,10.4,0.395,2.6,3.3,0.792,0.7,3.8,4.5,9.2,1.8,0.1,4.1,1.5,18.6,2014
Zeke Marshall,MAI,40.0,13,731.0,4.0,7.8,0.509,0.0,0.0,4.0,7.8,0.509,2.9,4.5,0.63,3.8,6.0,9.8,0.8,1.0,3.5,1.9,5.8,10.8,,,2014
Anthony Mason,SFL,,37,12.0,1020.0,6.3,13.2,0.48,0.5,1.8,0.25,5.9,11.3,0.517,2.5,3.3,0.745,2.2,4.3,6.5,2.5,1.7,1.0,2.0,3.4,15.6,2014
Bruce Massey,SPR,23.0,36,10.0,667.0,4.0,9.3,0.43,0.3,1.5,0.222,3.7,7.8,0.469,1.6,2.6,0.604,2.8,2.5,5.3,3.6,2.6,0.2,1.3,3.2,9.9,2014
Ray McCallum,REN,22.0,7,7.0,250.0,7.9,17.1,0.462,1.6,4.0,0.393,6.3,13.1,0.484,2.7,4.0,0.679,1.6,1.9,3.5,4.3,2.0,0.3,2.3,2.7,20.2,2014
C.J. McCollum,IDA,22.0,2,0.0,41.0,14.9,31.6,0.472,0.9,7.9,0.111,14.0,23.7,0.593,1.8,1.8,1.0,1.8,4.4,6.1,6.1,2.6,0.0,5.3,4.4,32.5,2014
Mickey McConnell,TEX,,50,29.0,1626.0,3.7,9.0,0.415,1.2,3.7,0.321,2.5,5.3,0.481,2.7,3.2,0.839,0.8,2.3,3.1,7.1,1.5,0.0,2.5,3.2,11.3,2014
Quinn McDowell,SPR,,22,4.0,288.0,3.4,8.5,0.397,1.1,3.4,0.333,2.3,5.1,0.439,1.7,2.3,0.778,1.7,4.0,5.7,1.4,1.2,0.1,1.5,4.0,9.6,2014
Dominic McGuire,TUL,,9,7.0,299.0,6.3,15.2,0.413,0.8,3.5,0.241,5.4,11.7,0.464,3.1,4.2,0.743,2.3,11.1,13.4,4.8,1.2,1.1,2.4,2.9,16.5,2014
Dominic McGuire,TOT,,31,25.0,1006.0,6.2,13.5,0.456,0.6,2.1,0.293,5.5,11.4,0.486,2.5,3.4,0.726,2.3,9.2,11.5,3.9,0.9,0.9,2.4,2.6,15.4,2014
Dominic McGuire,SAN,,22,18.0,707.0,6.1,12.8,0.478,0.5,1.5,0.345,5.6,11.3,0.495,2.2,3.1,0.717,2.3,8.4,10.7,3.5,0.8,0.9,2.3,2.5,14.9,2014
Trey McKinney-Jones,FOR,23.0,47,44.0,1555.0,6.1,13.1,0.465,1.3,3.6,0.353,4.8,9.4,0.507,3.1,3.6,0.857,0.8,4.1,5.0,2.3,1.3,0.2,1.6,2.8,16.5,2014
Jerel McNeal,BAK,26.0,18,18.0,562.0,7.6,18.8,0.406,1.1,4.5,0.243,6.5,14.3,0.457,4.1,5.1,0.8,0.8,3.1,3.9,7.3,2.0,0.4,4.2,3.7,20.4,2014
Gal Mekel,TEX,25.0,4,1.0,121.0,4.8,14.6,0.327,0.6,2.4,0.25,4.2,12.2,0.341,2.4,4.2,0.571,0.9,3.0,3.9,7.4,1.8,0.0,3.6,1.5,12.5,2014
Fab Melo,TEX,,23,21.0,4.0,280.0,5.8,12.0,0.484,0.0,0.0,5.8,12.0,0.484,2.6,4.6,0.556,3.7,6.2,9.9,1.5,0.9,2.1,3.6,7.5,14.1,2014
Cleveland Melvin,ERI,,10,0.0,213.0,8.3,15.2,0.544,0.2,0.5,0.333,8.1,14.7,0.552,2.2,3.2,0.684,2.2,4.7,6.9,2.2,0.3,0.5,2.0,3.4,18.9,2014
Darin Mency,DEL,,3,2.0,79.0,4.6,14.1,0.323,3.6,10.0,0.364,0.9,4.1,0.222,1.8,2.3,0.8,0.9,2.3,3.2,2.7,0.0,0.0,2.7,4.6,14.6,2014
Elijah Millsap,LOS,26.0,1,0.0,14.0,2.6,5.1,0.5,0.0,2.6,0.0,2.6,2.6,1.0,7.7,7.7,1.0,0.0,2.6,2.6,0.0,2.6,0.0,2.6,7.7,12.9,2014
Tony Mitchell,FOR,24.0,30,7.0,854.0,9.6,22.2,0.432,2.5,7.7,0.33,7.0,14.5,0.485,3.8,5.0,0.771,2.1,4.1,6.2,3.8,1.3,1.4,4.3,3.3,25.5,2014
Tony Mitchell,FOR,21.0,11,10.0,263.0,4.1,8.9,0.462,0.0,0.3,0.0,4.1,8.6,0.476,3.3,4.5,0.727,4.4,7.3,11.6,1.2,0.8,1.6,3.1,3.6,11.5,2014
Jamario Moon,LOS,33.0,15,14.0,491.0,5.5,11.7,0.472,2.5,5.9,0.425,3.0,5.8,0.519,2.3,2.8,0.816,0.4,7.2,7.6,3.8,2.3,2.9,1.7,2.4,15.8,2014
Mikki Moore,REN,,38,8.0,3.0,165.0,3.9,7.9,0.5,0.0,0.0,3.9,7.9,0.5,2.6,3.3,0.8,2.6,4.6,7.2,1.3,0.2,0.2,3.9,6.5,10.5,2014
Darius Morris,RIO,23.0,9,7.0,264.0,8.3,16.4,0.508,1.0,5.3,0.179,7.4,11.0,0.667,3.4,5.3,0.641,1.4,4.0,5.3,8.2,1.0,0.0,3.3,1.9,21.0,2014
Arnett Moultrie,DEL,,23,8.0,1.0,226.0,5.3,11.6,0.452,0.0,0.0,5.3,11.6,0.452,2.9,3.7,0.783,0.8,4.9,5.7,2.1,1.3,0.3,2.4,2.9,13.4,2014
Shabazz Muhammad,IOW,21.0,4,4.0,111.0,11.7,20.4,0.571,1.0,1.9,0.5,10.7,18.5,0.579,7.5,10.1,0.742,6.8,5.8,12.6,2.3,1.9,0.3,1.6,2.6,31.8,2014
Kevin Murphy,IDA,23.0,34,24.0,1222.0,9.2,19.0,0.484,1.8,4.7,0.386,7.4,14.3,0.516,5.4,6.3,0.851,1.0,4.3,5.3,1.7,1.1,0.2,2.3,2.4,25.6,2014
Nick Murphy,TUL,,8,1.0,147.0,5.4,11.8,0.458,1.2,2.9,0.417,4.2,8.8,0.472,3.7,5.4,0.682,0.5,3.7,4.2,1.5,2.4,0.0,2.0,3.4,15.7,2014
Ronald Murray,AUS,34.0,46,40.0,1784.0,6.8,15.6,0.433,2.5,6.7,0.373,4.3,8.9,0.479,4.2,5.5,0.768,0.5,3.6,4.1,3.7,1.4,0.4,2.9,2.1,20.2,2014
Toure' Murry,ERI,24.0,1,1.0,30.0,4.8,15.6,0.308,0.0,2.4,0.0,4.8,13.2,0.364,2.4,4.8,0.5,0.0,4.8,4.8,4.8,0.0,0.0,4.8,2.4,12.0,2014
Hamady N'Diaye,DEL,,27,15.0,3.0,243.0,3.1,6.5,0.477,0.0,0.0,3.1,6.5,0.477,1.5,2.8,0.526,2.2,4.9,7.1,1.0,0.3,3.7,1.5,5.0,7.7,2014
Hamady N'Diaye,TOT,,27,17.0,5.0,299.0,3.1,6.6,0.473,0.0,0.0,3.1,6.6,0.473,1.6,3.3,0.481,2.3,4.9,7.2,1.1,0.4,3.9,1.7,4.8,7.8,2014
Hamady N'Diaye,REN,,27,2.0,2.0,56.0,3.2,7.1,0.455,0.0,0.0,3.2,7.1,0.455,1.9,5.1,0.375,2.6,5.1,7.7,1.3,0.6,4.5,2.6,3.9,8.4,2014
Nemanja Nedovic,SAN,22.0,15,11.0,427.0,6.6,16.4,0.4,2.2,7.3,0.299,4.4,9.1,0.481,3.5,4.1,0.857,0.3,2.9,3.2,5.3,1.2,0.3,3.6,3.3,18.9,2014
Andrae Nelson,ERI,2.0,0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,0.0,,,,2014
Reeves Nelson,DEL,,9,3.0,163.0,7.7,15.0,0.515,0.2,0.7,0.333,7.5,14.4,0.523,3.3,5.1,0.652,3.3,9.3,12.6,2.2,1.5,0.4,4.2,2.0,19.0,2014
Remon Nelson,CAN,,31,0.0,324.0,3.2,9.1,0.354,1.2,4.0,0.306,2.0,5.1,0.391,1.9,3.1,0.607,0.8,1.8,2.6,3.9,1.0,0.0,2.8,3.8,9.6,2014
James Nunnally,TOT,23.0,35,34.0,1177.0,6.6,14.2,0.467,3.0,7.2,0.413,3.7,7.0,0.522,3.2,3.8,0.831,0.8,4.0,4.8,3.8,1.0,0.2,2.7,2.4,19.4,2014
James Nunnally,TEX,23.0,10,10.0,337.0,6.7,13.7,0.492,2.4,6.4,0.367,4.4,7.3,0.603,2.7,3.4,0.781,0.4,4.1,4.5,2.4,1.2,0.3,2.6,2.1,18.5,2014
James Nunnally,BAK,23.0,25,24.0,840.0,6.6,14.4,0.457,3.2,7.5,0.429,3.4,6.9,0.488,3.3,3.9,0.848,0.9,4.0,4.9,4.4,1.0,0.1,2.7,2.6,19.8,2014
Daniel Nwaelele,SAN,29.0,46,43.0,1431.0,5.0,11.0,0.454,2.6,6.2,0.416,2.4,4.9,0.503,1.8,2.3,0.78,1.4,3.7,5.0,2.3,1.0,0.3,2.1,2.8,14.4,2014
Jake O'Brien,BAK,,6,0.0,55.0,4.6,9.8,0.467,2.6,5.9,0.444,2.0,3.9,0.5,1.3,1.3,1.0,1.3,2.0,3.3,0.0,0.0,0.7,0.7,2.6,13.1,2014
Tim Ohlbrecht,TOT,25.0,45,21.0,1067.0,6.9,12.5,0.554,0.4,1.7,0.22,6.5,10.8,0.606,4.1,5.1,0.807,4.0,6.5,10.6,1.4,0.8,0.9,3.7,5.6,18.3,2014
Tim Ohlbrecht,RIO,25.0,32,21.0,749.0,7.3,13.6,0.534,0.5,2.1,0.256,6.7,11.5,0.583,4.1,5.2,0.78,4.0,6.9,11.0,1.6,0.7,1.0,4.1,5.8,19.1,2014
Tim Ohlbrecht,FOR,25.0,13,0.0,318.0,6.1,9.8,0.621,0.0,0.8,0.0,6.1,9.1,0.675,4.1,4.6,0.878,4.1,5.5,9.6,1.0,1.0,0.7,2.8,5.2,16.3,2014
Arinze Onuaku,CAN,,26,32.0,11.0,792.0,8.5,13.5,0.628,0.0,0.0,8.5,13.5,0.628,4.5,8.1,0.559,4.3,10.4,14.6,1.4,0.9,1.4,3.1,3.9,21.5,2014
Alex Oriakhi,ERI,,22,19.0,471.0,5.0,10.2,0.493,0.0,0.2,0.0,5.0,10.1,0.5,3.1,4.1,0.755,4.4,7.0,11.4,0.6,0.8,1.8,2.6,6.0,13.1,2014
Alex Oriakhi,TOT,,43,26.0,802.0,5.3,10.7,0.498,0.0,0.1,0.0,5.3,10.6,0.504,3.1,4.1,0.769,4.4,7.6,11.9,0.4,0.7,1.7,2.2,5.9,13.8,2014
Alex Oriakhi,SFL,,21,7.0,331.0,5.8,11.4,0.505,0.0,0.1,0.0,5.8,11.3,0.51,3.3,4.1,0.789,4.4,8.4,12.7,0.0,0.5,1.4,1.7,5.8,14.8,2014
Daniel Orton,MAI,23.0,24,11.0,588.0,5.4,12.1,0.444,0.3,1.0,0.294,5.1,11.1,0.459,5.6,7.4,0.752,3.2,7.3,10.5,2.7,1.0,3.1,4.2,4.6,16.7,2014
Romero Osby,MAI,23.0,12,12.0,330.0,7.4,16.6,0.447,2.1,4.9,0.422,5.3,11.7,0.458,4.3,7.3,0.582,2.3,6.1,8.4,1.9,0.9,0.5,3.7,4.3,21.2,2014
Orion Outerbridge,SAN,11.0,0,132.0,5.5,9.5,0.571,0.0,0.0,5.5,9.5,0.571,1.9,3.5,0.538,3.5,5.7,9.3,1.6,0.5,1.4,1.6,3.8,12.8,,,2014
Orion Outerbridge,TOT,,16,0.0,159.0,5.2,9.1,0.575,0.0,0.2,0.0,5.2,8.8,0.59,2.5,4.3,0.579,3.2,5.9,9.1,1.4,0.5,1.8,2.3,3.6,12.9,2014
Orion Outerbridge,SFL,,5,0.0,27.0,4.0,6.7,0.6,0.0,1.3,0.0,4.0,5.3,0.75,5.3,8.0,0.667,1.3,6.7,8.0,0.0,0.0,4.0,5.3,2.7,13.3,2014
Larry Owens,IOW,31.0,39,3.0,847.0,5.7,12.1,0.468,1.3,4.0,0.319,4.4,8.1,0.542,2.3,3.6,0.643,2.0,5.7,7.6,3.7,1.4,0.6,2.6,3.5,14.9,2014
Larry Owens,TUL,31.0,7,5.0,204.0,4.4,12.0,0.368,0.4,3.5,0.1,4.1,8.5,0.479,1.9,2.8,0.688,1.9,3.9,5.8,2.5,1.9,1.2,1.8,2.5,11.1,2014
Larry Owens,TOT,31.0,46,8.0,1051.0,5.4,12.1,0.449,1.1,3.9,0.281,4.3,8.2,0.529,2.2,3.4,0.65,2.0,5.3,7.3,3.5,1.5,0.7,2.4,3.3,14.1,2014
Kevin Parrom,RIO,,46,6.0,1011.0,5.7,12.8,0.447,1.9,5.7,0.338,3.8,7.1,0.535,3.0,3.9,0.773,2.5,4.6,7.1,3.4,1.1,0.3,1.7,3.6,16.4,2014
Brandon Paul,CAN,22.0,2,0.0,21.0,5.1,13.7,0.375,5.1,6.9,0.75,0.0,6.9,0.0,1.7,3.4,0.5,0.0,6.9,6.9,5.1,3.4,0.0,5.1,0.0,17.1,2014
Norvel Pelle,DEL,20.0,35,6.0,457.0,6.1,12.0,0.513,0.0,0.2,0.0,6.1,11.7,0.523,3.0,4.8,0.623,2.8,5.7,8.4,0.6,1.1,3.9,3.2,8.0,15.3,2014
Jamine Peterson,SFL,,7,0.0,111.0,6.8,18.5,0.368,1.6,6.2,0.263,5.2,12.3,0.421,1.9,2.9,0.667,3.9,5.8,9.7,0.6,0.6,0.6,2.3,3.9,17.2,2014
Dexter Pittman,AUS,,25,28.0,20.0,577.0,7.7,13.9,0.556,0.0,0.0,7.7,13.9,0.556,4.2,5.9,0.705,4.6,7.3,11.9,0.9,0.9,3.9,2.9,6.1,19.7,2014
Elijah Pittman,DEL,,8,0.0,165.0,6.8,14.0,0.484,2.0,5.7,0.346,4.8,8.3,0.579,2.0,4.4,0.45,1.5,4.8,6.3,2.0,1.3,0.2,2.6,4.6,17.5,2014
Chris Porter,FOR,35.0,47,21.0,986.0,5.7,10.4,0.544,0.1,0.2,0.333,5.6,10.2,0.548,2.7,4.7,0.586,3.9,4.6,8.5,2.0,2.4,0.4,1.6,4.4,14.1,2014
Tajuan Porter,TOT,25.0,42,0.0,809.0,6.1,14.1,0.429,1.7,5.3,0.331,4.3,8.9,0.487,3.8,4.4,0.869,0.9,2.8,3.8,4.0,1.7,0.0,3.8,2.6,17.7,2014
Tajuan Porter,SFL,25.0,17,0.0,303.0,4.8,12.7,0.374,1.2,4.8,0.25,3.6,8.0,0.448,3.0,3.7,0.806,1.3,3.2,4.5,3.6,1.7,0.0,3.6,2.9,13.7,2014
Tajuan Porter,REN,25.0,25,0.0,506.0,6.8,14.9,0.457,2.1,5.5,0.372,4.8,9.4,0.508,4.3,4.8,0.897,0.7,2.6,3.3,4.3,1.7,0.0,3.9,2.5,20.1,2014
Kyle Randall,TOT,,28,1.0,424.0,3.2,9.6,0.336,0.5,1.8,0.286,2.7,7.8,0.348,2.9,3.8,0.756,0.3,2.5,2.9,5.0,1.4,0.3,2.9,3.0,9.8,2014
Kyle Randall,FOR,,24,1.0,388.0,3.1,9.3,0.33,0.6,1.8,0.316,2.5,7.5,0.333,2.9,3.9,0.738,0.4,2.2,2.6,5.3,1.5,0.3,2.8,2.5,9.6,2014
Kyle Randall,CAN,,4,0.0,36.0,5.0,13.0,0.385,0.0,2.0,0.0,5.0,11.0,0.455,3.0,3.0,1.0,0.0,6.0,6.0,2.0,1.0,0.0,4.0,8.0,13.0,2014
Willie Reed,REN,23.0,5,0.0,125.0,6.9,10.7,0.649,0.0,0.3,0.0,6.9,10.4,0.667,5.8,7.2,0.8,4.6,6.3,10.9,1.7,0.6,3.5,0.6,3.7,19.6,2014
Willie Reed,TOT,23.0,49,33.0,1524.0,7.2,12.1,0.595,0.0,0.0,0.0,7.2,12.1,0.596,2.6,4.1,0.64,4.5,7.0,11.4,1.1,0.6,1.9,1.5,3.0,17.0,2014
Willie Reed,SPR,,23,44.0,33.0,1399.0,7.2,12.2,0.59,0.0,0.0,7.2,12.2,0.59,2.3,3.8,0.612,4.5,7.0,11.5,1.1,0.6,1.8,1.5,2.9,16.8,2014
Glen Rice,IOW,23.0,19,19.0,531.0,7.4,15.9,0.464,2.6,7.5,0.351,4.7,8.4,0.565,4.7,5.9,0.805,2.6,5.4,7.9,2.5,2.2,1.1,2.4,2.2,22.2,2014
K.C. Rivers,REN,,45,19.0,1374.0,6.8,15.4,0.444,2.3,6.4,0.351,4.6,8.9,0.51,2.6,3.1,0.842,1.0,3.8,4.8,2.5,1.5,0.1,1.9,2.6,18.5,2014
Andre Roberson,TUL,22.0,17,17.0,539.0,7.7,15.0,0.516,0.7,2.1,0.313,7.1,12.9,0.549,1.9,4.1,0.459,3.7,7.2,11.0,1.8,2.8,1.5,2.5,3.1,18.0,2014
Titus Robinson,FOR,1.0,0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2014
Alejo Rodriguez,SPR,,7,1.0,123.0,1.8,5.6,0.316,0.0,0.3,0.0,1.8,5.3,0.333,1.8,4.4,0.4,6.4,9.1,15.5,0.9,1.8,1.2,1.5,5.6,5.3,2014
Sadiel Rojas,FOR,,50,37.0,1484.0,5.0,10.9,0.456,1.3,3.5,0.368,3.7,7.4,0.497,3.4,4.5,0.758,3.3,7.1,10.4,1.4,2.1,0.4,1.8,3.5,14.7,2014
Kareem Rush,LOS,33.0,12,9.0,304.0,5.2,13.4,0.389,2.0,5.6,0.362,3.2,7.8,0.409,1.5,2.5,0.619,1.8,3.6,5.3,2.4,1.8,0.2,1.9,3.8,14.0,2014
Walker Russell,REN,31.0,14,2.0,297.0,4.7,10.3,0.459,1.5,3.0,0.48,3.3,7.3,0.45,1.8,2.4,0.75,0.2,1.9,2.2,7.5,0.6,0.2,3.3,1.9,12.7,2014
Dustin Salisbery,DEL,,12,0.0,249.0,5.6,14.5,0.39,1.3,5.3,0.243,4.3,9.1,0.476,2.2,2.9,0.75,1.0,5.8,6.8,3.9,2.3,0.1,3.6,3.2,14.7,2014
Damian Saunders,DEL,25.0,43,41.0,1372.0,4.7,10.9,0.43,1.5,4.9,0.301,3.2,6.0,0.535,1.5,2.8,0.551,2.0,6.3,8.3,2.0,2.1,1.4,2.6,2.7,12.4,2014
Dennis Schrder,BAK,20.0,6,6.0,204.0,6.2,12.9,0.479,0.9,3.0,0.294,5.3,9.9,0.536,4.8,6.7,0.711,0.5,3.9,4.4,7.1,0.9,0.2,3.9,1.9,18.0,2014
Akeem Scott,BAK,,5,0.0,85.0,8.5,13.1,0.645,0.8,2.1,0.4,7.6,11.0,0.692,4.2,6.4,0.667,0.0,3.8,3.8,6.4,2.1,0.8,5.1,8.0,22.0,2014
Mustafa Shakur,TUL,29.0,23,22.0,837.0,6.4,13.7,0.467,1.2,3.9,0.3,5.2,9.8,0.533,4.7,5.6,0.84,1.0,3.9,4.9,6.7,2.3,0.4,2.9,3.1,18.7,2014
Mustafa Shakur,TOT,29.0,40,39.0,1385.0,6.3,13.2,0.476,1.0,3.3,0.317,5.2,9.9,0.529,4.2,5.1,0.813,1.1,3.5,4.6,6.4,1.9,0.3,2.9,3.1,17.8,2014
Mustafa Shakur,ERI,29.0,17,17.0,548.0,6.0,12.3,0.492,0.9,2.4,0.361,5.2,9.9,0.523,3.4,4.4,0.761,1.1,3.0,4.1,6.0,1.2,0.3,3.0,3.2,16.3,2014
Tornike Shengelia,SPR,22.0,4,4.0,109.0,5.6,10.2,0.548,0.3,1.7,0.2,5.3,8.6,0.615,5.9,7.3,0.818,3.0,3.6,6.6,2.0,0.7,1.7,6.3,5.9,17.5,2014
Jonathon Simmons,AUS,24.0,44,12.0,1019.0,6.0,11.4,0.525,0.9,3.1,0.284,5.1,8.3,0.615,2.5,3.5,0.707,2.4,4.6,7.1,2.2,1.6,0.6,1.7,3.3,15.3,2014
Henry Sims,CAN,,23,3.0,2.0,68.0,7.4,15.9,0.467,0.0,0.0,7.4,15.9,0.467,7.4,9.0,0.824,3.2,6.9,10.1,1.1,0.5,0.5,2.1,5.3,22.2,2014
EJ Singler,IDA,23.0,22,4.0,620.0,6.2,13.0,0.473,3.3,7.0,0.475,2.8,6.0,0.471,2.4,2.8,0.857,1.2,4.8,6.0,1.5,0.9,0.6,1.9,3.1,18.1,2014
