Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%
Pierre Jackson,74,2424,390,884,233,470,157,414,298,369,57,188,245,478,122,3,256,168.0,1235.0,1322.0,8.9,3.2,12.2,24.0176567657,2.82854785479,9.23630363036,6.00660066007,39.0561056106,2.98349834983,0.14504950495,19.7844884488,27.1308580858,115.614356436,100.148349835,8.44620462046,0.896699669967,9.34290429043,6.43564356436,14.5874587459,3.84488448845,7.75577557756,2.59075907591,6.83168316832,4.91749174917,6.08910891089,0.940594059406,3.10231023102,4.04290429043,7.88778877888,2.01320132013,0.049504950495,4.22442244224,2.77227722772,20.3795379538,59.0141060438,0.41742081448,0.468325791855,0.441176470588,0.495744680851,0.37922705314,0.807588075881,0.529977375566
Quincy Acy,105,2930,431,725,428,718,3,7,310,424,251,453,704,77,81,143,181,280.0,1175.0,1107.0,8.4,5.2,13.7,22.2488054608,10.6337883959,17.3160409556,14.1348122867,4.89180887372,1.56860068259,4.97849829352,16.2703071672,18.9109215017,122.131740614,96.2296928328,1.85938566553,2.79726962457,4.6566552901,5.88395904437,9.8976109215,5.84300341297,9.80204778157,0.0409556313993,0.0955631399317,4.23208191126,5.78839590444,3.42662116041,6.1843003413,9.61092150171,1.05119453925,1.10580204778,1.95221843003,2.47098976109,3.82252559727,16.0409556314,64.4499539251,0.584827586207,0.00965517241379,0.594482758621,0.596100278552,0.428571428571,0.731132075472,0.596551724138
Quincy Miller,37,903,138,309,114,240,24,69,93,114,54,128,182,53,25,24,66,69.0,393.0,377.0,2.1,1.3,3.5,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,110.1,98.8,2.5,2.4,4.8,6.11295681063,13.6877076412,5.04983388704,10.6312292359,1.06312292359,3.05647840532,4.1196013289,5.04983388704,2.39202657807,5.6699889258,8.06201550388,2.34772978959,1.10741971207,1.06312292359,2.92358803987,3.05647840532,17.4086378738,54.7109923154,0.368932038835,0.223300970874,0.446601941748,0.475,0.347826086957,0.815789473684,0.485436893204
Quincy Pondexter,36,1162,245,464,227,413,18,51,187,226,107,158,265,63,46,21,68,90.0,695.0,653.0,5.2,2.0,7.3,28.1,10.3,15.0,12.7,11.2,2.2,1.8,10.6,25.6,127.0,96.6,0.0,0.0,0.0,8.43373493976,15.9724612737,7.81411359725,14.2168674699,0.619621342513,1.75559380379,6.43717728055,7.77969018933,3.68330464716,5.43889845095,9.12220309811,2.1686746988,1.5834767642,0.722891566265,2.34079173838,3.09810671256,23.9242685026,61.6747124805,0.487068965517,0.109913793103,0.528017241379,0.549636803874,0.352941176471,0.827433628319,0.547413793103
Quinn Cook,143,4033,534,1235,298,606,236,629,267,313,53,326,379,509,151,9,201,264.0,1571.0,1610.0,11.8,5.3,17.1,18.6331515001,1.71872055542,9.54559880982,5.610538061,27.8968013885,2.38093230846,0.323654847508,13.5609471857,20.2970493429,118.410364493,102.348301513,5.86560872799,1.15821968758,6.98839573518,5.29630547979,12.2489461939,2.95561616663,6.01041408381,2.34068931317,6.23853211009,2.6481527399,3.10438879246,0.525663277957,3.23332506819,3.75898834614,5.0483511034,1.49764443342,0.0892635755021,1.99355318621,2.61839821473,15.5814530126,57.2221574684,0.253441295547,0.509311740891,0.432388663968,0.491749174917,0.37519872814,0.85303514377,0.527935222672
R.J. Hunter,99,3438,559,1321,306,606,253,715,448,525,68,406,474,240,191,92,168,214.0,1819.0,1679.0,12.0,5.4,17.4,25.9346131472,2.49662594532,14.4718440954,8.57015706806,14.9735311227,3.44706224549,3.41489237929,9.60232693426,27.4356602676,118.806050029,99.1937172775,5.86026759744,0.438801628854,6.29906922629,6.50378126818,15.3694008144,3.56020942408,7.05061082024,2.9435718441,8.31878999418,5.2123327516,6.10820244328,0.791157649796,4.72367655614,5.51483420593,2.79232111693,2.22222222222,1.07038976149,1.95462478185,2.48981966259,21.1634671321,58.6018041237,0.397426192279,0.54125662377,0.423164269493,0.50495049505,0.353846153846,0.853333333333,0.518925056775
Rakeem Christmas,142,3126,409,731,409,730,0,1,228,335,280,466,746,86,77,247,162,375.0,1046.0,1004.0,6.5,6.8,13.4,20.4201215611,10.3575495841,17.9224888036,14.1007357646,6.09731285988,1.543378119,9.42575175944,16.3036788228,17.36621881,115.492418426,92.8976007678,1.87949456174,6.6141074856,8.49360204734,5.23352527191,9.35380678183,5.23352527191,9.34101087652,0.0,0.0127959053103,2.91746641075,4.28662827895,3.58285348688,5.9628918746,9.54574536148,1.10044785669,0.985284708893,3.16058861164,2.07293666027,4.79846449136,13.3845169546,59.5400728597,0.458276333789,0.00136798905609,0.55950752394,0.560273972603,0.0,0.680597014925,0.55950752394
Rashad Vaughn,23,742,144,328,90,187,54,141,68,98,14,97,111,36,18,8,50,54.0,410.0,352.0,1.4,1.1,2.5,20.2,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,103.6,100.4,3.0,-1.8,1.3,7.7628032345,17.6819407008,4.85175202156,10.0808625337,2.91105121294,7.60107816712,3.66576819407,5.28301886792,0.754716981132,5.22911051213,5.98382749326,1.94070080863,0.970350404313,0.431266846361,2.69541778976,2.91105121294,22.102425876,55.2381978875,0.298780487805,0.42987804878,0.439024390244,0.48128342246,0.382978723404,0.69387755102,0.521341463415
Ray McCallum,102,3519,546,1173,449,838,97,335,429,593,126,360,486,451,175,32,233,210.0,1618.0,1668.0,11.2,3.9,15.1,22.6399829497,4.23972719523,12.9607843137,8.42509235578,26.1021028701,2.86240409207,0.97456663825,14.0495026996,23.6104575163,116.272350099,102.746405229,4.91807331628,-0.188405797101,4.76086956522,6.2063086104,13.3333333333,5.10372264848,9.52543336175,1.10258596192,3.80789997158,4.87638533674,6.74055129298,1.43222506394,4.09207161125,5.52429667519,5.12645637965,1.98920147769,0.363739698778,2.64847968173,2.38704177323,18.3915885195,56.4187681321,0.505541346974,0.285592497869,0.46547314578,0.535799522673,0.289552238806,0.723440134907,0.506820119352
Reggie Bullock,100,2457,358,815,170,329,188,486,85,118,156,339,495,169,87,21,94,121.0,989.0,921.0,6.8,4.0,10.8,19.5417989418,6.57236467236,15.5259259259,10.851973952,12.0846560847,1.93365893366,0.828815628816,9.90004070004,18.132967033,121.822303622,96.9898656899,6.8921041921,2.97236467236,9.9196988197,5.82824582825,13.2682132682,2.7676027676,5.35612535613,3.06064306064,7.91208791209,1.3838013838,1.92104192104,2.53968253968,5.51892551893,8.05860805861,2.75132275132,1.41636141636,0.34188034188,1.53032153032,1.96988196988,16.1009361009,57.0410187791,0.144785276074,0.596319018405,0.439263803681,0.516717325228,0.38683127572,0.720338983051,0.554601226994
Reggie Jackson,65,2095,364,772,261,493,103,279,186,242,94,228,322,291,55,32,161,120.0,1017.0,1037.0,7.3,1.7,9.0,23.9129832936,5.50496420048,12.8157995227,9.27121718377,30.0566587112,1.58792362768,1.6108353222,15.3266348449,26.3975178998,116.558472554,106.500906921,4.98758949881,0.110835322196,5.0430071599,6.94988066826,14.7398568019,4.98329355609,9.41288782816,1.96658711217,5.32696897375,3.55131264916,4.62052505967,1.79474940334,4.35322195704,6.14797136038,5.55608591885,1.05011933174,0.610978520286,3.07398568019,2.29116945107,19.4176610979,57.8840724888,0.313471502591,0.361398963731,0.471502590674,0.529411764706,0.36917562724,0.768595041322,0.538212435233
Richaun Holmes,95,2518,403,728,373,643,30,85,253,363,250,402,652,62,75,244,143,233.0,1089.0,1021.0,6.9,5.8,12.6,26.3936457506,11.5038919778,18.8718030183,15.2019857029,5.88014297061,1.81572676728,11.0346306593,13.6647339158,21.8455123114,117.329308975,92.4104050834,1.54789515488,5.50381254964,7.05170770453,6.40190627482,11.5647339158,5.9253375695,10.2144559174,0.476568705322,1.35027799841,4.01906274821,5.76648133439,3.97140587768,6.38602065131,10.357426529,0.984908657665,1.1914217633,3.87609213662,2.27164416203,3.701350278,17.2994440032,61.3369080341,0.498626373626,0.116758241758,0.553571428571,0.580093312597,0.352941176471,0.69696969697,0.574175824176
Robbie Hummel,62,1945,329,761,214,455,115,306,223,259,99,339,438,122,52,70,60,130.0,996.0,928.0,7.6,3.4,11.1,27.0338817481,5.96395886889,22.0961953728,13.6520308483,14.1078663239,1.76395886889,3.85203084833,6.62791773779,25.1980976864,123.985655527,94.3506426735,2.52030848329,0.882107969152,3.40241645244,6.76606683805,15.6503856041,4.40102827763,9.35732647815,2.36503856041,6.29305912596,4.58611825193,5.3264781491,2.03598971722,6.97172236504,9.00771208226,2.50899742931,1.06940874036,1.43958868895,1.23393316195,2.6735218509,20.4832904884,56.9168876291,0.340341655716,0.402102496715,0.432325886991,0.47032967033,0.375816993464,0.861003861004,0.507884362681
Robert Covington,118,3536,623,1309,441,878,182,431,320,399,306,570,876,145,181,150,275,354.0,1748.0,1611.0,9.7,5.9,15.7,25.3043552036,10.3843608597,20.6072680995,15.3330316742,10.299321267,3.1461821267,4.90050904977,15.4352658371,25.6998868778,112.676357466,96.6234728507,3.20412895928,1.61877828054,4.849010181,7.04751131222,14.8076923077,4.98868778281,9.93212669683,2.05882352941,4.87556561086,3.61990950226,4.51357466063,3.46153846154,6.4479638009,9.90950226244,1.64027149321,2.04751131222,1.69683257919,3.11085972851,4.00452488688,19.7737556561,58.8726626071,0.304812834225,0.329258976318,0.475935828877,0.502277904328,0.422273781903,0.802005012531,0.545454545455
Robert Sacre,102,2633,376,742,375,738,1,4,420,565,216,397,613,84,62,178,203,264.0,1173.0,1143.0,6.8,5.2,12.1,21.9459931637,10.2945689328,17.1669198633,13.8804025826,6.34078997341,1.33805545006,7.24568932776,16.7600455754,23.4286365363,112.530269654,94.1870110141,1.04648689708,3.14956323585,4.19605013293,5.71211545765,11.272312951,5.69692366122,11.2115457653,0.0151917964299,0.0607671857197,6.38055450057,8.58336498291,3.28142802886,6.03114318268,9.31257121155,1.27611090011,0.941891378656,2.70413976453,3.08393467528,4.0106342575,17.8199772123,59.20654149,0.761455525606,0.00539083557951,0.506738544474,0.508130081301,0.25,0.743362831858,0.507412398922
Rodney Hood,67,2200,318,699,200,401,118,298,136,176,60,231,291,139,38,23,84,132.0,890.0,822.0,5.7,2.0,7.8,17.9045454545,3.18636363636,12.9886363636,7.96363636364,12.5795454545,1.06136363636,1.03863636364,9.57954545455,20.4590909091,118.681818182,106.618181818,4.97727272727,0.456818181818,5.43409090909,5.78181818182,12.7090909091,3.63636363636,7.29090909091,2.14545454545,5.41818181818,2.47272727273,3.2,1.09090909091,4.2,5.29090909091,2.52727272727,0.690909090909,0.418181818182,1.52727272727,2.4,16.1818181818,57.3128638401,0.251788268956,0.426323319027,0.454935622318,0.498753117207,0.395973154362,0.772727272727,0.539341917024
Rodney McGruder,135,3702,568,1257,380,763,188,494,252,332,254,400,654,186,116,36,171,205.0,1576.0,1448.0,10.9,5.7,16.5,19.228741221,8.29030253917,13.9520259319,11.0193679092,9.62547271745,1.6746893571,1.36661264182,11.513452188,18.8785251216,122.561156132,98.365289033,3.98625067531,1.40867098865,5.40588870881,6.13722312264,13.5818476499,4.10588870881,8.24419232847,2.03133441383,5.33765532145,2.72285251216,3.58725013506,2.74446245273,4.32198811453,7.06645056726,2.00972447326,1.25337655321,0.388978930308,1.84764991896,2.2150189087,17.0286331713,56.1621575391,0.264120922832,0.392999204455,0.451869530628,0.498034076016,0.380566801619,0.759036144578,0.526650755768
Ron Baker,124,3795,522,1205,280,550,242,655,350,437,99,421,520,345,163,76,177,215.0,1636.0,1555.0,11.8,8.8,20.4,20.7888274045,3.42824769433,12.6315942029,7.95043478261,18.4608695652,2.51868247694,2.17501976285,12.4387351779,20.9782081686,121.107299078,93.5941238472,6.07040843215,3.7417654809,9.81217391304,5.50197628458,12.7009222661,2.9512516469,5.79710144928,2.55072463768,6.90382081686,3.68906455863,4.60606060606,1.04347826087,4.43741765481,5.48089591568,3.63636363636,1.71805006588,0.801054018445,1.86561264822,2.26613965744,17.2437417655,58.5423107752,0.36265560166,0.54356846473,0.433195020747,0.509090909091,0.369465648855,0.800915331808,0.533609958506
Rondae Hollis-Jefferson,76,2050,259,522,251,483,8,39,248,356,160,315,475,114,72,72,103,186.0,774.0,792.0,5.4,5.5,10.8,21.0024390244,9.7443902439,17.7604878049,13.896097561,10.5785365854,2.08097560976,3.87853658537,12.8492682927,20.1809756098,117.915121951,88.7570731707,3.7087804878,6.95951219512,10.6682926829,5.05365853659,10.1853658537,4.89756097561,9.4243902439,0.156097560976,0.760975609756,4.83902439024,6.94634146341,3.12195121951,6.14634146341,9.26829268293,2.2243902439,1.40487804878,1.40487804878,2.00975609756,3.62926829268,15.1024390244,57.0258163386,0.681992337165,0.0747126436782,0.496168582375,0.51966873706,0.205128205128,0.696629213483,0.503831417625
Royce White,34,1072,175,328,171,316,4,12,102,205,85,231,316,170,40,32,130,89.0,456.0,528.0,2.1,2.0,4.1,22.8,9.4,26.2,17.7,34.5,2.2,3.0,23.4,26.5,103.3,95.4,3.1,5.7,8.9,6.52985074627,12.2388059701,6.38059701493,11.7910447761,0.149253731343,0.44776119403,3.80597014925,7.64925373134,3.17164179104,8.61940298507,11.7910447761,6.34328358209,1.49253731343,1.19402985075,4.85074626866,3.32089552239,17.0149253731,54.5193687231,0.625,0.0365853658537,0.533536585366,0.541139240506,0.333333333333,0.49756097561,0.539634146341
Russ Smith,133,3228,620,1501,440,980,180,521,488,642,98,261,359,378,257,8,316,321.0,1908.0,1826.0,8.8,8.4,17.1,20.8322490706,2.65244733581,8.45573110285,5.52481412639,26.4319702602,5.59962825279,0.586524163569,17.604739777,31.1273234201,102.366171004,88.1004027261,3.92050805452,3.76282527881,7.64975216853,7.68277571252,18.5997521685,5.45229244114,12.1437422553,2.23048327138,6.45600991326,6.04708798017,7.95539033457,1.21437422553,3.23420074349,4.44857496902,4.68401486989,3.18463444857,0.0991325898389,3.91573729864,3.97769516729,23.6431226766,53.4909278489,0.427714856762,0.347101932045,0.413057961359,0.448979591837,0.345489443378,0.760124610592,0.473017988008
Ryan Kelly,126,2437,314,682,212,413,102,269,219,272,141,324,465,117,73,133,104,237.0,949.0,919.0,7.2,4.5,11.6,20.7152646697,6.79208042675,15.0865818629,10.9932293804,9.0151415675,1.71169470661,5.16885514977,11.462002462,18.6327451785,121.267213787,94.9727944194,5.05494460402,4.31932704144,9.37427164547,5.15387771851,11.1940910956,3.47968814116,6.77882642593,1.67418957735,4.41526466968,3.59458350431,4.4645055396,2.31432088634,5.31801395158,7.63233483792,1.92039392696,1.19819450144,2.18301189988,1.70701682396,3.89002872384,15.5765285187,59.18820477,0.398826979472,0.394428152493,0.460410557185,0.513317191283,0.379182156134,0.805147058824,0.535190615836
Ryan Reid,31,704,82,167,82,167,0,0,46,77,58,65,123,35,18,16,51,46.0,210.0,215.0,0.7,1.4,2.1,13.7,9.9,10.0,10.0,10.1,1.5,2.6,20.0,18.0,100.2,94.3,0.0,0.0,0.0,4.65909090909,9.48863636364,4.65909090909,9.48863636364,0.0,0.0,2.61363636364,4.375,3.29545454545,3.69318181818,6.98863636364,1.98863636364,1.02272727273,0.909090909091,2.89772727273,2.61363636364,11.9318181818,52.2700119474,0.461077844311,0.0,0.491017964072,0.491017964072,0.0,0.597402597403,0.491017964072
Sam Dekker,113,3153,499,1012,357,604,142,408,223,321,185,384,569,148,73,54,114,137.0,1363.0,1284.0,10.6,5.3,15.9,23.4247383444,7.3026641294,14.4462416746,10.8762131304,11.1076117983,1.53805899144,1.71684110371,9.36079923882,22.8259752617,122.077259753,97.4494766889,6.8582302569,2.72997145576,9.58820171265,6.33047890898,12.8385664447,4.52901998097,7.66254360926,1.80145892801,5.17602283539,2.8290516968,4.07231208373,2.3469711386,4.8715509039,7.2185220425,1.87757691088,0.92610212496,0.685061845861,1.4462416746,1.73802727561,17.2914684428,59.0943775797,0.317193675889,0.403162055336,0.493083003953,0.591059602649,0.348039215686,0.694704049844,0.563241106719
Samardo Samuels,33,968,176,336,176,336,0,0,154,218,106,125,231,39,20,37,82,87.0,506.0,478.0,3.0,1.1,4.1,23.6,12.2,14.7,13.4,8.5,1.2,4.1,15.7,26.2,114.2,103.1,0.0,0.0,0.0,7.27272727273,13.8842975207,7.27272727273,13.8842975207,0.0,0.0,6.36363636364,9.00826446281,4.38016528926,5.1652892562,9.54545454545,1.61157024793,0.826446280992,1.52892561983,3.38842975207,3.59504132231,20.9090909091,58.5756621597,0.64880952381,0.0,0.52380952381,0.52380952381,0.0,0.706422018349,0.52380952381
Scott Machado,101,3307,439,1010,331,704,108,306,339,450,80,326,406,730,151,15,336,244.0,1325.0,1592.0,8.3,4.8,13.2,19.4035984276,2.77568793468,11.5408224977,7.08914423949,38.2167825824,2.704021772,0.455548835803,21.4719685516,24.267281524,108.493891745,98.7312065316,2.19098881161,-0.1765951013,2.01439371031,5.30994859389,12.2165104324,4.00362866647,8.51527063804,1.30631992743,3.70123979438,4.10039310553,5.44299969761,0.967644390686,3.94315089205,4.91079528273,8.82975506501,1.82642878742,0.181433323254,4.06410644088,2.95131539159,16.0266102207,54.8427152318,0.445544554455,0.30297029703,0.434653465347,0.470170454545,0.352941176471,0.753333333333,0.488118811881
Scotty Hopson,69,1961,362,807,257,510,105,297,164,240,62,169,231,85,62,12,167,118.0,993.0,863.0,3.1,2.6,5.8,17.3542580316,3.49112697603,9.64778174401,6.59112697603,9.69658337583,1.84334523202,0.695563488016,15.352218256,27.6375318715,102.255277919,101.216369199,1.82763895971,-0.365527791943,1.46211116777,7.38398776135,16.4609892912,5.24222335543,10.4028556859,2.14176440592,6.0581336053,3.34523202448,4.89546149924,1.2646608873,3.44722080571,4.71188169301,1.73380928098,1.2646608873,0.244773074962,3.40642529322,2.40693523712,20.2549719531,54.4049967127,0.297397769517,0.368029739777,0.448574969021,0.503921568627,0.353535353535,0.683333333333,0.513630731103
Sean Kilpatrick,140,4315,707,1687,394,786,313,901,418,536,175,427,602,279,166,23,236,182.0,2145.0,1948.0,13.6,7.8,21.5,22.5761066049,4.80396292005,12.3074391657,8.38387022016,15.5478794902,2.40593279258,0.464125144844,11.0254924681,26.6063035921,116.912537659,95.9713789108,6.76097334878,1.10748551564,7.85177288528,6.55388180765,15.6384704519,3.65237543453,7.28621089224,2.90150637312,8.35225955968,3.87485515643,4.96871378911,1.62224797219,3.95828505214,5.58053302433,2.58632676709,1.53881807648,0.213209733488,2.18771726535,1.68713789108,19.8841251448,55.7768717106,0.317723770006,0.534084173088,0.419087136929,0.501272264631,0.347391786903,0.779850746269,0.511855364552
Semaj Christon,64,2227,363,785,337,708,26,77,282,421,20,157,177,281,90,11,198,152.0,1034.0,1035.0,4.1,2.6,6.8,18.3456219129,1.01504265828,8.85487202515,5.03107319264,29.0180062865,2.5694207454,0.584463403682,17.0480916031,28.4626403233,103.757207005,103.166951055,2.24512797485,1.2,3.44512797485,6.51998203862,14.0996856758,6.05298607993,12.7166591828,0.466995958689,1.38302649304,5.06511001347,7.56174225415,0.35922766053,2.81993713516,3.17916479569,5.04714863044,1.61652447238,0.197575213291,3.55635383925,2.73013022003,18.5720700494,53.2857849604,0.536305732484,0.0980891719745,0.462420382166,0.475988700565,0.337662337662,0.669833729216,0.47898089172
Seth Curry,106,3080,439,999,216,468,223,531,293,355,60,185,245,211,125,18,146,196.0,1394.0,1283.0,10.0,3.9,13.9,19.7711038961,2.30675324675,6.89694805195,4.62350649351,12.9158441558,2.40298701299,0.53,11.0592857143,21.2350649351,122.343116883,100.48487013,6.95045454545,1.48603896104,8.46649350649,5.7012987013,12.974025974,2.80519480519,6.07792207792,2.8961038961,6.8961038961,3.80519480519,4.61038961039,0.779220779221,2.4025974026,3.18181818182,2.74025974026,1.62337662338,0.233766233766,1.8961038961,2.54545454545,18.1038961039,60.3358725762,0.355355355355,0.531531531532,0.439439439439,0.461538461538,0.419962335217,0.825352112676,0.551051051051
Shabazz Muhammad,32,987,202,456,162,350,40,106,128,180,87,80,167,27,23,4,51,53.0,572.0,520.0,2.9,0.8,3.7,21.9,9.9,9.3,9.6,5.8,1.3,0.4,8.6,29.8,110.1,105.4,4.6,-1.9,2.7,8.18642350557,18.4802431611,6.56534954407,14.1843971631,1.6210739615,4.29584599797,5.1874366768,7.29483282675,3.52583586626,3.242147923,6.76798378926,1.09422492401,0.932117527862,0.16210739615,2.06686930091,2.14792299899,23.1813576494,53.4379671151,0.394736842105,0.232456140351,0.44298245614,0.462857142857,0.377358490566,0.711111111111,0.486842105263
Shabazz Napier,143,4614,595,1447,335,754,260,693,509,626,101,475,576,646,251,30,350,301.0,1959.0,2047.0,12.8,7.3,20.2,21.1470741222,2.53604247941,11.1521456437,7.00058517555,29.0846120503,3.36057650629,0.645426961422,16.9679237104,23.55218899,112.88378847,99.2022973559,6.39856957087,2.27288686606,8.67145643693,5.15821413091,12.5444299957,2.90420459471,6.53662765496,2.25400953619,6.0078023407,4.41265713047,5.42696142176,0.875596012137,4.11790203728,4.99349804941,5.6003467707,2.17598612917,0.260078023407,3.03424360642,2.60944950152,16.9830949285,56.8670026242,0.432619212163,0.478921907395,0.411195577056,0.444297082228,0.37518037518,0.813099041534,0.501036627505
Shane Larkin,68,2131,256,585,155,316,101,269,147,182,35,183,218,245,121,6,142,111.0,760.0,792.0,5.2,3.4,8.5,17.4322853121,2.21520412952,10.3541529798,6.19239793524,21.8550915063,3.58456123885,0.3,18.6068981699,19.8850305021,107.634162365,98.7299389958,4.13941811356,2.40023463163,6.53965274519,4.80525574847,10.9807602065,2.90943219146,5.93148756452,1.89582355702,5.04927264195,2.75926794932,3.41623650868,0.656968559362,3.43500703895,4.09197559831,4.59877991553,2.27123416237,0.112623181605,2.66541529798,2.08352885969,14.2656030033,57.1359836411,0.311111111111,0.459829059829,0.437606837607,0.490506329114,0.375464684015,0.807692307692,0.523931623932
Shawn Long,135,4017,871,1732,759,1404,112,328,488,722,463,984,1447,148,96,273,328,415.0,2342.0,2211.0,11.7,7.8,19.5,27.5210355987,12.6441872044,27.8372417227,20.0952203137,8.18680607418,1.35187951207,6.77567836694,13.6757779437,28.4462036346,112.574657705,95.6053771471,1.50973363206,1.63151605676,3.14124968882,8.67313915858,17.2467015185,7.55787901419,13.9805825243,1.11526014439,3.26611899427,4.85934777197,7.18944485935,4.61040577545,9.79835698282,14.4087627583,1.47373661937,0.955937266617,2.71844660194,3.26611899427,4.13243714215,23.3208862335,57.1308692089,0.416859122402,0.189376443418,0.502886836028,0.540598290598,0.341463414634,0.675900277008,0.535219399538
Shayne Whittington,114,2574,416,807,408,759,8,48,279,367,228,509,737,81,61,130,150,238.0,1119.0,1073.0,6.9,4.7,11.7,19.5617715618,12.6328671329,22.0632478632,17.2922299922,5.41379176379,1.53139083139,5.15334110334,15.2274669775,19.4423076923,110.561072261,97.7190753691,0.133216783217,1.86674436674,2.00361305361,6.46464646465,12.5407925408,6.34032634033,11.7948717949,0.12432012432,0.745920745921,4.33566433566,5.70318570319,3.54312354312,7.90986790987,11.452991453,1.25874125874,0.947940947941,2.0202020202,2.331002331,3.69852369852,17.3892773893,57.7709400297,0.454770755886,0.0594795539033,0.515489467162,0.537549407115,0.166666666667,0.760217983651,0.520446096654
Sheldon McClellan,141,4237,634,1392,456,869,178,523,517,632,126,408,534,180,133,22,180,183.0,1963.0,1767.0,13.3,5.1,18.4,20.8262153896,3.52827142456,11.1954891675,7.45038119075,9.38172254784,1.92171654131,0.541021995135,9.45771464752,23.0958297618,119.992669488,102.35294856,5.43536455952,0.966011348398,6.40137590792,5.98536700496,13.1413736134,4.30493273543,8.20391786641,1.68043426953,4.93745574699,4.88081189521,5.96648572103,1.18952088742,3.85178192117,5.04130280859,1.69931555346,1.25560538117,0.2076941232,1.69931555346,1.72763747935,18.5319801747,58.7696397777,0.454022988506,0.375718390805,0.455459770115,0.524741081703,0.34034416826,0.818037974684,0.519396551724
Shelvin Mack,76,2392,393,916,234,486,159,430,200,265,47,265,312,246,82,8,172,137.0,1145.0,1103.0,6.3,4.0,10.4,21.0,2.39615384615,13.6865384615,8.04326923077,25.0019230769,2.1625,0.401923076923,14.2019230769,27.1730769231,110.358653846,97.2817307692,2.59903846154,0.490384615385,3.08942307692,6.57190635452,15.3177257525,3.91304347826,8.127090301,2.65886287625,7.19063545151,3.34448160535,4.43143812709,0.785953177258,4.43143812709,5.21739130435,4.11371237458,1.37123745819,0.133779264214,2.8762541806,2.29096989967,19.1471571906,55.442572148,0.289301310044,0.46943231441,0.42903930131,0.481481481481,0.36976744186,0.754716981132,0.515829694323
Sherron Collins,36,1187,185,434,115,245,70,189,118,138,8,67,75,161,39,2,85,60.0,558.0,552.0,3.7,1.7,5.4,18.9,0.8,5.6,3.4,24.4,1.9,0.2,14.5,23.8,117.0,100.0,0.0,0.0,0.0,6.23420387532,14.6251053075,3.87531592249,8.25610783488,2.35888795282,6.36899747262,3.97641112047,4.65037910699,0.269587194608,2.25779275484,2.52737994945,5.42544229149,1.31423757372,0.0673967986521,2.86436394271,2.02190395956,18.8037068239,56.3955368693,0.31797235023,0.435483870968,0.426267281106,0.469387755102,0.37037037037,0.855072463768,0.506912442396
Sim Bhullar,65,1643,264,417,264,417,0,0,137,276,169,299,468,68,7,186,107,156.0,665.0,648.0,4.2,3.5,7.6,24.9808277541,12.8519172246,20.5115033475,16.9115033475,9.12477175898,0.248082775411,10.7672550213,16.6418746196,20.3846622033,115.773158856,93.7306755934,1.88082775411,5.28259281802,7.16342057212,6.42726719416,10.1521606817,6.42726719416,10.1521606817,0.0,0.0,3.33536214242,6.71941570298,4.11442483262,7.27936701156,11.3937918442,1.65550821668,0.170419963481,4.52830188679,2.60499087036,3.79793061473,16.1898965307,61.7524700988,0.661870503597,0.0,0.63309352518,0.63309352518,0.0,0.496376811594,0.63309352518
Skal Labissiere,36,567,98,190,98,188,0,2,41,62,35,78,113,11,9,59,33,108.0,237.0,214.0,0.9,1.1,2.0,18.5,7.3,14.6,11.1,3.6,0.9,10.3,13.1,22.1,107.8,96.9,-0.4,5.6,5.2,6.91358024691,13.4038800705,6.91358024691,13.2627865961,0.0,0.141093474427,2.89241622575,4.37389770723,2.46913580247,5.50264550265,7.97178130511,0.776014109347,0.634920634921,4.16225749559,2.32804232804,7.61904761905,16.7195767196,54.5379234168,0.326315789474,0.0105263157895,0.515789473684,0.521276595745,0.0,0.661290322581,0.515789473684
Solomon Alabi,32,820,133,249,133,249,0,0,108,136,79,119,198,16,20,75,61,75.0,374.0,343.0,2.2,2.1,4.3,24.0,11.6,15.7,13.8,4.4,1.4,10.4,16.3,22.8,114.4,87.8,0.0,0.0,0.0,6.48780487805,12.1463414634,6.48780487805,12.1463414634,0.0,0.0,5.26829268293,6.63414634146,3.85365853659,5.80487804878,9.65853658537,0.780487804878,0.975609756098,3.65853658537,2.9756097561,3.65853658537,18.243902439,60.5491516643,0.546184738956,0.0,0.534136546185,0.534136546185,0.0,0.794117647059,0.534136546185
