,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Yr
6142,J. Hodge,SG,23,MIL,5,0,28,7.4,13.0,0.571,0.0,0.0,7.4,13.0,0.571,1.9,3.7,0.5,1.9,7.4,9.3,3.7,1.9,0.0,3.7,5.6,16.7,100.0,111.0,,2007
6143,R. Hollins,C,22,CHA,27,0,185,5.6,10.2,0.556,0.0,0.0,5.6,10.2,0.556,6.8,11.3,0.6,3.1,5.6,8.7,0.3,1.1,2.0,4.5,11.3,18.0,97.0,108.0,,2007
6144,R. Horry,PF,36,SAS,68,8,1124,4.3,11.9,0.359,2.4,7.1,0.336,1.9,4.9,0.392,1.8,3.0,0.594,3.5,7.4,10.9,3.7,2.1,2.0,2.1,5.0,12.7,104.0,98.0,2007
6145,E. House,SG,28,NJN,56,1,946,10.0,23.4,0.428,4.2,9.7,0.429,5.8,13.7,0.427,1.8,2.0,0.917,0.8,4.3,5.1,3.7,1.5,0.2,1.5,3.8,26.0,107.0,108.0,2007
6146,D. Howard,C,21,ORL,82,82,3023,9.3,15.4,0.603,0.0,0.0,0.5,9.3,15.4,0.603,6.9,11.8,0.586,5.0,12.8,17.8,2.8,1.2,2.8,5.6,4.3,25.5,107.0,99.0,2007
6147,J. Howard,SF,26,DAL,70,69,2455,10.8,23.5,0.459,2.0,5.2,0.385,8.8,18.3,0.48,5.3,6.4,0.827,2.8,7.5,10.4,2.8,1.8,1.2,2.7,3.9,28.8,112.0,102.0,2007
6148,J. Howard,PF,33,HOU,80,38,2123,7.7,16.6,0.465,0.0,0.0,7.7,16.6,0.465,3.9,4.7,0.824,3.4,8.3,11.7,3.3,0.7,0.2,2.8,5.1,19.3,105.0,103.0,,2007
6149,T. Hudson,PG,30,MIN,34,6,554,7.0,18.6,0.379,2.7,7.6,0.35,4.4,11.0,0.4,2.5,3.0,0.813,0.8,3.8,4.6,7.0,1.3,0.2,3.8,2.2,19.2,95.0,111.0,2007
6150,L. Hughes,SG,28,CLE,70,68,2596,7.8,19.4,0.4,1.5,4.5,0.333,6.3,14.9,0.42,4.3,6.3,0.676,0.8,4.6,5.4,5.2,1.8,0.5,3.1,3.3,21.3,98.0,103.0,2007
6151,K. Humphries,PF,21,TOR,60,2,670,6.7,14.3,0.47,0.0,0.0,6.7,14.3,0.47,4.1,6.1,0.671,6.0,8.4,14.5,1.4,1.1,1.6,2.5,7.6,17.6,107.0,105.0,,2007
6152,L. Hunter,PG,36,DET,52,0,745,6.9,18.0,0.385,2.8,8.8,0.319,4.1,9.2,0.448,2.2,2.4,0.909,0.7,2.8,3.5,6.9,2.5,0.5,2.6,4.1,18.9,104.0,106.0,2007
6153,S. Hunter,PF,25,PHI,70,41,1605,6.2,10.7,0.577,0.0,0.0,6.2,10.7,0.577,2.4,5.0,0.49,3.8,7.3,11.0,0.9,0.4,2.5,2.1,4.5,14.8,108.0,107.0,,2007
6154,A. Iguodala,SG,23,PHI,76,76,3062,7.7,17.1,0.447,0.8,2.7,0.31,6.8,14.4,0.472,7.8,9.5,0.82,1.3,6.2,7.5,7.5,2.6,0.6,4.5,3.5,24.0,107.0,105.0,2007
6155,Z. Ilgauskas,C,31,CLE,78,78,2130,9.6,19.7,0.485,0.0,0.0,0.0,9.6,19.7,0.486,3.8,4.8,0.807,6.0,8.9,14.9,3.1,1.2,2.4,3.5,6.4,23.0,107.0,99.0,2007
6156,M. Ilic,C,22,NJN,5,0,6,0.0,26.3,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,8.8,8.8,0.0,0.0,0.0,26.3,8.8,0.0,0.0,109.0,,,2007
6157,D. Ilunga-Mbenga,C,26,DAL,21,0,79,3.4,10.9,0.313,0.0,0.0,3.4,10.9,0.313,4.8,5.4,0.875,2.0,5.4,7.5,4.1,2.0,3.4,3.4,11.5,11.5,91.0,100.0,,2007
6158,E. Ilyasova,PF,19,MIL,66,14,973,7.4,19.4,0.383,2.9,7.9,0.365,4.5,11.5,0.395,3.7,4.8,0.787,3.1,7.0,10.1,2.6,1.4,0.9,2.7,7.9,21.5,102.0,111.0,2007
6159,A. Iverson,SG-PG,31,TOT,65,64,2761,10.5,23.8,0.442,1.1,3.6,0.315,9.4,20.2,0.465,8.8,11.1,0.795,0.4,3.1,3.5,8.5,2.2,0.2,4.9,1.7,31.0,106.0,108.0,2007
6160,A. Iverson,PG,31,PHI,15,15,640,12.5,30.3,0.413,1.0,4.4,0.226,11.5,25.9,0.444,12.7,14.4,0.885,0.6,2.8,3.4,9.0,2.7,0.1,5.5,1.7,38.7,105.0,108.0,2007
6161,A. Iverson,SG,31,DEN,50,49,2121,10.0,22.0,0.454,1.2,3.3,0.347,8.8,18.6,0.473,7.7,10.1,0.759,0.4,3.2,3.5,8.3,2.1,0.3,4.7,1.7,28.8,106.0,108.0,2007
6162,R. Ivey,PG,25,ATL,53,18,539,6.3,14.1,0.448,0.5,1.6,0.313,5.8,12.6,0.465,2.4,3.5,0.686,1.5,3.6,5.0,4.5,2.4,0.4,3.1,6.1,15.5,97.0,109.0,2007
6163,J. Jack,PG,23,POR,79,79,2651,6.6,14.5,0.454,1.3,3.7,0.35,5.3,10.8,0.49,5.0,5.7,0.871,0.4,3.9,4.3,8.5,1.8,0.2,3.8,4.1,19.4,110.0,112.0,2007
6164,B. Jackson,SG,33,NOK,56,2,1330,8.2,20.7,0.394,2.2,6.6,0.327,6.0,14.1,0.425,5.2,6.7,0.774,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,104.0,107.0,2007
6165,L. Jackson,SF,25,TOT,13,2,138,7.2,16.2,0.442,1.9,6.4,0.294,5.3,9.8,0.538,1.9,3.4,0.556,0.8,3.0,3.8,4.9,1.9,0.4,2.6,5.6,18.1,98.0,108.0,2007
6166,L. Jackson,SF,25,LAC,3,0,16,3.3,26.4,0.125,3.3,13.2,0.25,0.0,13.2,0.0,0.0,0.0,0.0,3.3,3.3,13.2,0.0,0.0,3.3,9.9,9.9,59.0,112.0,,2007
6167,L. Jackson,SF,25,TOR,10,2,122,7.6,14.9,0.514,1.7,5.5,0.308,5.9,9.3,0.636,2.1,3.8,0.556,0.8,3.0,3.8,3.8,2.1,0.4,2.5,5.1,19.1,106.0,107.0,2007
6168,M. Jackson,PF,32,NOK,56,25,1025,8.3,20.1,0.41,0.0,0.1,0.0,8.3,20.1,0.411,4.7,5.3,0.874,3.2,6.7,10.0,3.0,1.1,0.4,3.4,4.6,21.2,97.0,108.0,2007
6169,S. Jackson,SF-SG,28,TOT,75,69,2479,8.3,19.0,0.433,2.0,6.3,0.322,6.2,12.8,0.488,4.9,6.0,0.813,1.2,3.2,4.5,5.8,1.7,0.7,3.7,4.0,23.4,105.0,109.0,2007
6170,S. Jackson,SG,28,IND,37,32,1186,7.9,18.8,0.419,1.8,6.0,0.297,6.1,12.8,0.476,5.3,6.4,0.822,0.7,3.4,4.2,5.0,1.4,0.9,3.5,3.8,22.8,103.0,108.0,2007
6171,S. Jackson,SF,28,GSW,38,37,1293,8.6,19.2,0.446,2.2,6.5,0.341,6.4,12.8,0.499,4.6,5.7,0.804,1.6,3.1,4.8,6.5,1.9,0.5,3.8,4.2,24.0,107.0,110.0,2007
6172,J. James,C,31,NYK,41,11,273,6.4,15.3,0.418,0.0,0.0,6.4,15.3,0.418,1.9,3.5,0.556,4.1,8.7,12.8,0.6,1.2,2.9,4.5,14.1,14.7,81.0,105.0,,2007
6173,L. James,SF,22,CLE,78,78,3190,12.8,26.9,0.476,1.6,5.1,0.319,11.2,21.7,0.513,8.1,11.6,0.698,1.4,7.3,8.7,7.8,2.1,0.9,4.1,2.8,35.3,112.0,100.0,2007
6174,M. James,PG,31,MIN,82,65,2069,7.6,17.9,0.422,2.0,5.5,0.372,5.5,12.4,0.445,3.9,4.7,0.837,0.6,3.5,4.2,7.6,1.4,0.2,3.3,4.4,21.1,105.0,111.0,2007
6175,A. Jamison,PF,30,WAS,70,70,2662,9.8,21.8,0.45,2.6,7.3,0.364,7.2,14.6,0.492,4.3,5.9,0.736,2.6,8.2,10.8,2.6,1.5,0.7,2.0,3.7,26.6,113.0,110.0,2007
6176,M. Jaric,SG,28,MIN,70,13,1555,4.6,11.0,0.418,1.1,2.9,0.376,3.5,8.1,0.433,2.3,3.0,0.761,1.8,4.4,6.2,4.9,2.5,0.5,3.0,5.8,12.6,99.0,107.0,2007
6177,S. Jasikevicius,SG-PG,30,TOT,63,3,973,6.7,16.8,0.398,2.3,6.8,0.338,4.4,10.0,0.438,4.5,5.0,0.905,0.8,2.8,3.6,9.0,1.4,0.1,4.7,3.9,20.1,103.0,110.0,2007
6178,S. Jasikevicius,SG,30,IND,37,1,664,7.1,17.3,0.412,2.5,6.7,0.372,4.6,10.6,0.437,4.6,5.0,0.922,0.8,3.0,3.8,8.7,1.0,0.0,4.6,4.1,21.3,105.0,110.0,2007
6179,S. Jasikevicius,PG,30,GSW,26,2,309,5.8,15.8,0.366,1.9,6.9,0.273,3.9,8.9,0.439,4.2,4.9,0.871,0.8,2.5,3.3,9.6,2.0,0.2,4.9,3.4,17.7,98.0,111.0,2007
6180,A. Jefferson,C,22,BOS,69,60,2319,10.2,19.8,0.514,0.0,0.0,0.0,10.2,19.8,0.514,4.5,6.6,0.681,5.3,11.7,17.0,2.0,1.1,2.4,3.1,5.2,24.9,109.0,103.0,2007
6181,R. Jefferson,SF,26,NJN,55,53,1956,8.1,17.9,0.456,1.4,3.9,0.359,6.7,14.0,0.483,6.4,8.8,0.733,1.3,5.2,6.4,4.0,0.9,0.2,3.2,3.3,24.1,106.0,109.0,2007
6182,J. Jeffries,SF,25,NYK,55,43,1307,3.8,8.3,0.461,0.1,0.8,0.1,3.8,7.5,0.5,1.3,2.8,0.456,4.5,5.1,9.6,2.7,1.8,1.2,2.5,6.1,9.0,99.0,108.0,2007
6183,A. Johnson,PF,23,MEM,59,19,753,6.2,11.5,0.538,0.0,0.0,6.2,11.5,0.538,5.3,8.0,0.661,3.4,8.9,12.3,1.2,1.7,2.4,3.2,9.3,17.7,107.0,108.0,,2007
6184,A. Johnson,PF,19,DET,8,0,124,8.0,14.6,0.545,0.0,1.3,0.0,8.0,13.3,0.6,4.9,6.2,0.786,6.7,9.8,16.4,1.3,2.2,5.8,4.0,8.4,20.8,111.0,96.0,2007
6185,A. Johnson,PG,32,TOT,67,17,1301,5.8,14.1,0.414,1.0,3.0,0.342,4.8,11.1,0.433,1.9,2.5,0.754,0.9,3.2,4.1,8.3,1.4,0.1,3.1,4.9,14.6,101.0,110.0,2007
6186,A. Johnson,PG,32,DAL,40,0,562,5.7,13.9,0.411,1.0,2.8,0.379,4.7,11.2,0.419,2.0,2.8,0.724,1.2,3.3,4.6,7.4,1.5,0.1,3.0,6.5,14.5,102.0,106.0,2007
6187,A. Johnson,PG,32,ATL,27,17,739,5.9,14.2,0.416,1.0,3.2,0.318,4.9,11.0,0.444,1.8,2.3,0.781,0.6,3.2,3.8,8.9,1.2,0.1,3.2,3.7,14.7,100.0,112.0,2007
6188,D. Johnson,SF,26,DEN,39,7,419,5.9,18.1,0.325,2.2,10.3,0.216,3.6,7.8,0.47,1.9,2.5,0.762,1.2,5.5,6.7,2.0,1.9,1.4,3.2,4.6,15.9,82.0,106.0,2007
6189,J. Johnson,SG,25,ATL,57,57,2359,12.1,25.8,0.471,2.7,7.1,0.381,9.4,18.7,0.504,5.3,7.1,0.748,1.2,4.2,5.4,5.6,1.4,0.2,4.0,2.6,32.2,109.0,111.0,2007
6190,L. Johnson,PF,26,NOK,54,0,720,6.9,14.0,0.489,0.7,2.2,0.333,6.1,11.8,0.519,2.2,2.7,0.811,3.8,8.2,12.0,1.3,2.4,1.3,2.0,7.5,16.7,111.0,103.0,2007
6191,B. Jones,SF,23,PHI,44,5,336,6.8,14.6,0.462,0.2,1.4,0.111,6.6,13.2,0.5,3.6,6.5,0.561,3.5,5.5,9.0,2.5,1.7,0.2,2.8,9.3,17.3,99.0,108.0,2007
6192,D. Jones,SG,26,MEM,78,25,1671,6.8,14.1,0.477,0.2,0.4,0.417,6.6,13.8,0.479,4.2,5.3,0.793,1.4,3.3,4.7,2.1,1.2,0.7,2.8,5.9,17.9,102.0,115.0,2007
6193,D. Jones,PG,30,CLE,60,0,1173,6.2,16.0,0.386,4.0,10.4,0.385,2.2,5.6,0.387,1.4,2.0,0.682,0.4,2.6,3.0,4.2,0.7,0.1,1.6,2.4,17.7,109.0,107.0,2007
6194,D. Jones,PF,23,CLE,4,0,18,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0,8.8,17.6,0.5,2.9,14.7,17.6,0.0,0.0,0.0,5.9,8.8,8.8,64.0,101.0,,2007
6195,E. Jones,SG,35,TOT,64,41,1594,5.9,13.9,0.422,2.6,7.3,0.351,3.3,6.6,0.5,1.9,2.5,0.787,1.0,5.2,6.3,3.6,2.2,0.3,1.6,4.1,16.3,111.0,108.0,2007
6196,E. Jones,SG,35,MEM,29,14,561,5.2,13.8,0.377,2.0,6.8,0.297,3.2,7.0,0.455,2.3,3.1,0.735,1.3,4.3,5.6,3.0,2.0,0.2,2.1,4.9,14.7,99.0,113.0,2007
6197,E. Jones,SG,35,MIA,35,27,1033,6.3,14.0,0.446,2.9,7.6,0.378,3.4,6.4,0.528,1.8,2.1,0.829,0.9,5.8,6.7,3.9,2.4,0.4,1.2,3.6,17.2,118.0,105.0,2007
6198,F. Jones,SG,27,TOT,63,12,1319,5.6,14.4,0.385,1.6,5.1,0.305,4.0,9.3,0.429,3.8,4.6,0.833,0.9,3.7,4.6,4.3,1.9,0.6,2.7,4.8,16.5,99.0,109.0,2007
6199,F. Jones,SG,27,TOR,39,9,870,5.7,14.8,0.386,1.9,6.0,0.317,3.8,8.8,0.432,4.4,5.2,0.83,1.0,3.9,4.9,3.3,1.8,0.7,3.0,4.8,17.7,98.0,107.0,2007
6200,F. Jones,SG,27,POR,24,3,449,5.2,13.6,0.384,0.8,3.3,0.259,4.4,10.3,0.424,2.7,3.1,0.846,0.8,3.1,4.0,6.4,2.2,0.5,2.1,5.0,13.9,103.0,111.0,2007
6201,J. Jones,SF,26,PHO,76,7,1376,5.9,16.0,0.368,3.3,8.7,0.378,2.6,7.4,0.356,2.6,3.0,0.877,1.2,5.2,6.4,1.6,1.0,1.5,1.0,4.2,17.7,106.0,108.0,2007
6202,J. Jones,SF,27,PHO,18,0,138,5.1,18.5,0.275,3.6,11.6,0.313,1.5,6.9,0.211,0.7,0.7,1.0,2.2,6.2,8.4,0.4,1.8,0.4,2.5,6.9,14.5,77.0,106.0,2007
6203,S. Jones,PF,22,ATL,58,8,666,5.2,10.3,0.508,0.0,0.1,0.0,5.2,10.2,0.512,4.7,6.0,0.787,3.9,7.0,10.9,0.9,0.9,3.4,2.0,9.9,15.1,116.0,107.0,2007
6204,C. Kaman,C,24,LAC,75,66,2176,7.1,15.8,0.451,0.0,0.0,0.0,7.1,15.8,0.452,4.0,5.4,0.741,3.9,10.4,14.3,1.9,1.0,2.8,3.6,6.1,18.3,97.0,103.0,2007
6205,J. Kapono,SF,25,MIA,67,35,1767,8.4,17.0,0.494,3.3,6.3,0.514,5.1,10.7,0.482,2.0,2.2,0.892,0.8,4.7,5.4,2.4,1.1,0.1,2.1,4.1,22.0,114.0,109.0,2007
6206,V. Khryapa,PF,24,CHI,33,0,231,6.0,15.5,0.386,0.0,1.3,0.0,6.0,14.2,0.422,4.2,5.8,0.731,4.4,8.2,12.6,4.7,2.2,0.2,3.6,11.8,16.2,96.0,98.0,2007
6207,J. Kidd,PG,33,NJN,80,80,2933,6.6,16.3,0.406,2.2,6.5,0.343,4.4,9.8,0.448,3.2,4.1,0.778,2.4,9.3,11.7,13.2,2.3,0.4,3.8,2.6,18.6,111.0,103.0,2007
6208,T. Kinsey,SG,22,MEM,48,12,967,7.4,16.1,0.457,0.7,2.4,0.283,6.7,13.7,0.488,4.1,5.2,0.796,1.5,3.6,5.1,2.2,2.8,0.1,2.4,3.0,19.6,104.0,112.0,2007
6209,A. Kirilenko,SF,25,UTA,70,70,2049,5.0,10.7,0.471,0.4,1.9,0.213,4.6,8.8,0.528,4.5,6.1,0.728,2.3,6.2,8.4,5.2,1.9,3.7,3.5,4.4,14.9,106.0,103.0,2007
6210,L. Kleiza,PF,22,DEN,79,14,1488,6.6,15.7,0.422,2.7,7.3,0.376,3.9,8.4,0.462,3.8,4.5,0.852,2.5,6.3,8.8,1.5,0.9,0.5,2.6,6.6,19.8,108.0,108.0,2007
6211,B. Knight,PG,31,CHA,45,25,1273,6.2,14.9,0.419,0.0,0.7,0.056,6.2,14.1,0.438,4.2,5.2,0.805,0.6,4.1,4.7,12.1,2.7,0.1,3.9,4.6,16.7,103.0,108.0,2007
6212,Y. Korolev,SF,19,LAC,10,0,41,5.2,20.6,0.25,1.3,6.4,0.2,3.9,14.2,0.273,3.9,7.7,0.5,1.3,2.6,3.9,5.2,3.9,0.0,1.3,0.0,15.5,79.0,105.0,2007
6213,K. Korver,SF,25,PHI,74,1,2288,8.6,19.5,0.44,3.1,7.1,0.43,5.6,12.4,0.446,4.4,4.8,0.914,0.7,5.3,6.0,2.4,1.3,0.5,2.7,4.3,24.7,109.0,109.0,2007
6214,N. Krstic,C,23,NJN,26,26,848,10.5,20.0,0.526,0.0,0.1,0.0,10.5,20.0,0.528,5.3,7.5,0.711,3.2,7.7,10.9,2.9,0.6,1.5,3.2,5.5,26.4,107.0,107.0,2007
6215,R. LaFrentz,PF,30,POR,27,9,352,6.0,15.7,0.382,0.3,3.6,0.087,5.7,12.2,0.468,3.1,4.0,0.769,3.9,6.9,10.8,1.2,1.1,1.7,2.0,8.8,15.4,96.0,110.0,2007
6216,J. Lang,C,23,WAS,11,0,55,3.7,8.3,0.444,0.0,0.0,3.7,8.3,0.444,2.8,4.6,0.6,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,107.0,112.0,,2007
6217,D. Lee,PF,23,NYK,58,12,1731,7.3,12.2,0.6,0.0,0.0,7.3,12.2,0.6,4.3,5.3,0.815,6.0,12.4,18.4,3.2,1.5,0.7,2.8,4.7,19.0,127.0,105.0,,2007
6218,R. Lewis,SF,27,SEA,60,60,2348,10.3,22.4,0.461,3.4,8.6,0.39,6.9,13.8,0.505,5.9,7.0,0.841,2.0,6.8,8.8,3.2,1.5,0.9,2.6,3.2,29.9,117.0,110.0,2007
6219,R. Livingston,PG,31,SEA,4,0,26,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,2.0,4.0,0.0,61.0,119.0,,,2007
6220,S. Livingston,PG,21,LAC,54,31,1611,6.8,14.7,0.463,0.2,0.5,0.313,6.7,14.2,0.469,2.7,3.8,0.707,1.8,4.2,6.0,9.0,1.9,1.0,3.5,4.4,16.5,103.0,107.0,2007
6221,K. Lowry,PG,20,MEM,10,0,175,4.1,11.1,0.368,0.9,2.3,0.375,3.2,8.8,0.367,7.3,8.2,0.893,3.5,5.6,9.1,9.4,4.1,0.3,3.5,5.9,16.4,118.0,108.0,2007
6222,J. Lucas III,PG,24,HOU,47,0,383,8.6,21.6,0.397,2.1,8.2,0.254,6.5,13.4,0.485,2.1,2.6,0.789,1.2,3.7,5.0,4.6,2.3,0.0,2.1,5.3,21.3,99.0,102.0,2007
6223,T. Lue,PG,29,ATL,56,17,1488,7.8,18.8,0.416,2.0,5.8,0.348,5.8,13.0,0.446,5.2,5.8,0.883,0.7,3.0,3.7,7.2,0.9,0.0,3.0,3.6,22.8,110.0,113.0,2007
6224,M. Madsen,C,31,MIN,56,0,473,2.6,4.8,0.535,0.0,0.0,2.6,4.8,0.535,1.7,3.2,0.517,3.9,5.8,9.7,1.1,1.1,1.1,2.3,11.2,6.8,100.0,108.0,,2007
6225,C. Maggette,SF,27,LAC,75,31,2291,8.5,18.7,0.454,0.3,1.5,0.2,8.2,17.2,0.476,12.0,14.6,0.82,2.1,8.1,10.2,4.8,1.5,0.3,4.6,5.6,29.2,110.0,106.0,2007
6226,J. Magloire,C,28,POR,81,23,1703,6.4,12.6,0.504,0.0,0.0,6.4,12.6,0.504,4.2,7.7,0.541,4.8,10.9,15.7,1.0,0.7,2.1,4.1,7.2,16.9,96.0,108.0,,2007
6227,R. Major,PF,24,GSW,1,0,27,3.6,17.9,0.2,0.0,0.0,3.6,17.9,0.2,1.8,3.6,0.5,0.0,3.6,3.6,0.0,3.6,0.0,1.8,7.2,9.0,47.0,106.0,,2007
6228,S. Marbury,PG,29,NYK,74,74,2748,7.6,18.3,0.415,2.4,6.6,0.357,5.2,11.7,0.448,5.7,7.4,0.769,0.7,3.4,4.1,7.8,1.4,0.2,3.4,3.6,23.3,111.0,112.0,2007
6229,S. Marion,SF,28,PHO,80,80,3010,9.4,17.9,0.524,1.3,4.2,0.317,8.0,13.7,0.587,3.4,4.1,0.81,2.9,10.2,13.1,2.2,2.6,2.0,1.9,3.6,23.4,118.0,100.0,2007
6230,D. Markota,PF,21,MIL,30,0,170,5.8,15.9,0.365,1.8,4.9,0.375,4.0,11.0,0.361,2.1,3.4,0.636,3.4,6.1,9.5,1.8,0.9,0.3,4.6,6.7,15.6,83.0,113.0,2007
6231,S. Marks,PF,31,PHO,3,0,17,5.9,17.7,0.333,0.0,3.0,0.0,5.9,14.8,0.4,5.9,5.9,1.0,0.0,8.9,8.9,0.0,0.0,3.0,0.0,11.8,17.7,95.0,106.0,2007
6232,D. Marshall,PF,33,CLE,81,0,1360,8.1,19.2,0.424,3.7,10.5,0.351,4.4,8.6,0.514,2.1,3.1,0.663,3.3,9.2,12.6,1.8,1.5,1.7,2.6,5.1,22.0,106.0,99.0,2007
6233,R. Marshall,SG,24,IND,40,2,361,4.6,12.8,0.36,0.6,2.6,0.222,4.0,10.2,0.394,4.5,6.5,0.689,1.2,3.0,4.2,1.9,1.7,0.7,2.7,3.2,14.2,89.0,108.0,2007
6234,D. Martin,PG,35,TOR,31,0,220,7.8,22.2,0.351,3.1,8.7,0.351,4.7,13.4,0.351,3.5,4.9,0.714,0.5,2.4,2.8,10.1,0.7,0.0,2.8,5.2,22.2,99.0,111.0,2007
6235,K. Martin,PF,29,DEN,2,2,63,6.3,12.5,0.5,0.0,0.8,0.0,6.3,11.7,0.533,2.3,9.4,0.25,4.7,10.9,15.6,0.8,0.0,0.0,3.9,7.8,14.9,83.0,107.0,2007
6236,K. Martin,SG,23,SAC,80,80,2818,9.1,19.2,0.473,2.3,6.0,0.381,6.8,13.2,0.515,8.6,10.2,0.844,1.2,4.9,6.1,3.1,1.8,0.2,2.4,3.3,29.1,120.0,109.0,2007
6237,D. Mason,SF,29,NOK,75,75,2575,8.4,18.6,0.452,0.0,0.0,8.4,18.6,0.452,4.4,6.7,0.663,2.6,4.6,7.1,2.4,1.1,0.5,4.0,3.6,21.2,95.0,109.0,,2007
6238,R. Mason,SG,26,WAS,62,0,492,6.1,18.6,0.33,3.4,10.6,0.324,2.7,8.0,0.338,1.5,1.7,0.875,0.7,3.9,4.7,3.6,1.3,0.6,2.0,6.8,17.1,95.0,113.0,2007
6239,J. Maxiell,C,23,DET,67,8,943,7.6,15.3,0.5,0.0,0.0,7.6,15.3,0.5,4.2,8.0,0.526,5.1,5.7,10.8,0.8,1.7,3.5,3.1,6.4,19.5,101.0,102.0,,2007
6240,S. May,PF,22,CHA,35,8,838,10.2,20.4,0.5,0.1,0.2,0.667,10.1,20.2,0.498,5.4,7.0,0.768,4.5,10.0,14.5,4.1,1.2,1.5,3.5,6.2,25.9,109.0,106.0,2007
6241,R. McCants,SG,22,MIN,37,0,554,5.9,16.9,0.35,1.9,7.1,0.267,4.0,9.7,0.412,3.8,5.5,0.69,1.3,3.1,4.5,3.6,2.5,0.7,3.8,6.8,17.5,87.0,108.0,2007
6242,C. McCray,SG,22,MIL,5,0,12,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.3,0.0,0.0,120.0,,,2007
6243,A. McDyess,PF,32,DET,82,3,1729,9.0,17.2,0.526,0.0,0.0,9.0,17.2,0.526,3.1,4.4,0.691,5.2,10.5,15.8,2.3,1.9,2.1,2.4,7.6,21.1,113.0,100.0,,2007
6244,I. McFarlin,PF,24,PHI,11,0,41,6.5,16.8,0.385,0.0,1.3,0.0,6.5,15.5,0.417,6.5,9.0,0.714,9.0,5.2,14.2,1.3,0.0,0.0,1.3,10.3,19.4,112.0,112.0,2007
6245,T. McGrady,SG,27,HOU,71,71,2539,13.3,30.8,0.431,2.6,7.9,0.331,10.7,22.9,0.466,7.2,10.2,0.707,1.2,6.7,7.9,9.5,1.9,0.8,4.4,2.8,36.4,106.0,100.0,2007
6246,J. McInnis,PG,32,CHA,38,3,702,5.3,13.4,0.392,0.1,0.6,0.125,5.2,12.9,0.405,1.6,2.4,0.688,1.0,3.6,4.6,9.2,1.0,0.0,3.1,5.4,12.3,93.0,112.0,2007
6247,A. McKie,SF,34,LAL,10,0,131,4.3,6.7,0.647,0.0,0.0,4.3,6.7,0.647,0.0,0.0,0.4,6.7,7.1,5.1,1.6,0.0,3.1,5.5,8.6,101.0,110.0,,,2007
6248,K. McLeod,PG,27,TOT,48,9,718,5.1,13.1,0.388,1.1,3.1,0.356,4.0,10.0,0.399,4.8,5.4,0.885,0.3,2.7,3.0,6.3,1.7,0.3,3.2,3.6,16.1,103.0,110.0,2007
6249,K. McLeod,PG,27,GSW,26,2,379,5.2,13.4,0.39,1.1,2.9,0.391,4.1,10.5,0.39,6.0,6.8,0.887,0.4,2.3,2.7,5.7,2.2,0.4,2.9,2.7,17.6,107.0,110.0,2007
6250,K. McLeod,PG,27,IND,22,7,339,4.9,12.7,0.386,1.1,3.4,0.318,3.8,9.3,0.41,3.4,3.8,0.88,0.2,3.2,3.4,6.9,1.1,0.3,3.5,4.6,14.2,97.0,110.0,2007
6251,S. Medvedenko,C,27,ATL,14,0,81,7.9,19.1,0.414,0.7,1.3,0.5,7.2,17.8,0.407,11.2,13.2,0.85,2.6,6.6,9.2,1.3,0.0,1.3,3.3,10.5,27.7,110.0,111.0,2007
6252,P. Mensah-Bonsu,PF,23,DAL,12,0,71,8.3,12.8,0.647,0.0,0.0,8.3,12.8,0.647,5.3,13.6,0.389,6.8,9.1,15.9,0.0,0.8,0.0,6.8,6.0,21.9,92.0,105.0,,2007
6253,C. Miles,SG,19,UTA,37,13,373,5.6,16.3,0.345,1.0,4.5,0.219,4.6,11.8,0.393,2.0,3.2,0.609,1.5,3.4,4.9,3.5,1.5,0.6,3.9,8.4,14.2,80.0,109.0,2007
6254,D. Milicic,PF,21,ORL,80,16,1913,7.0,15.3,0.454,0.0,0.0,0.0,7.0,15.3,0.455,3.9,6.4,0.613,4.0,8.2,12.2,2.5,1.2,3.9,3.5,6.1,17.8,98.0,101.0,2007
6255,A. Miller,PG,30,TOT,80,79,2966,7.4,15.9,0.466,0.1,0.6,0.143,7.3,15.3,0.479,3.9,4.9,0.784,1.7,4.5,6.2,10.9,1.9,0.2,3.9,3.2,18.8,107.0,108.0,2007
6256,A. Miller,PG,30,DEN,23,23,822,7.0,14.9,0.472,0.2,1.0,0.25,6.8,13.9,0.487,3.7,5.1,0.729,1.5,4.7,6.2,12.5,2.2,0.2,4.2,3.5,18.0,109.0,107.0,2007
6257,A. Miller,PG,30,PHI,57,56,2144,7.6,16.3,0.464,0.0,0.5,0.053,7.6,15.8,0.477,3.9,4.9,0.808,1.8,4.3,6.1,10.3,1.8,0.1,3.8,3.1,19.1,106.0,109.0,2007
