Player,Tm,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,3PAr,FTr
David Lee,SAS,0.59047619,0.59047619,0,0.707964602,0.59047619,6.044685173,10.23696682,6.044685173,10.23696682,0,0,1.949898443,2.75423155,3.607312119,7.117129316,10.72444144,3.022342586,0.755585647,0.974949221,1.998645904,3.046716317,14.03926879,61.31312271,0,0.269047619
Alex Len,PHO,0.496760259,0.503325942,0.25,0.721153846,0.5,5.307692308,10.68461538,5.238461538,10.40769231,0.069230769,0.276923077,3.461538462,4.8,3.6,8.169230769,11.76923077,1.015384615,0.853846154,2.261538462,2.353846154,5.584615385,14.14615385,55.27302893,0.025917927,0.44924406
Kawhi Leonard,SAS,0.485125858,0.528648649,0.380829016,0.879924953,0.541189931,9.254648343,19.07679871,7.115602264,13.45998383,2.139046079,5.616814875,6.824575586,7.755860954,1.16410671,5.092966855,6.257073565,3.783346807,1.920776071,0.800323363,2.240905416,1.775262732,27.47291835,61.07976603,0.294431732,0.406559878
Meyers Leonard,POR,0.386243386,0.436363636,0.34741784,0.875,0.484126984,4.301145663,11.13584288,2.12111293,4.860883797,2.180032733,6.274959083,1.031096563,1.178396072,0.795417349,6.157119476,6.952536825,2.091653028,0.382978723,0.82487725,1.031096563,5.06710311,11.81342062,50.68250758,0.563492063,0.105820106
Jon Leuer,DET,0.479876161,0.544885177,0.293413174,0.867256637,0.517801858,5.740740741,11.96296296,4.833333333,8.87037037,0.907407407,3.092592593,1.814814815,2.092592593,1.888888889,5.555555556,7.444444444,2.055555556,0.574074074,0.481481481,1.222222222,2.685185185,14.2037037,55.12275053,0.258513932,0.174922601
Caris LeVert,BRK,0.45,0.571428571,0.320652174,0.720430108,0.527631579,4.976556184,11.05901374,3.259498787,5.704122878,1.717057397,5.354890865,1.949878739,2.7065481,0.669361358,4.801940178,5.471301536,3.201293452,1.426030719,0.232821342,1.717057397,2.648342765,13.6200485,55.59251164,0.484210526,0.244736842
DeAndre Liggins,TOT,0.387323944,0.395833333,0.369565217,0.625,0.447183099,2.548262548,6.579150579,1.760617761,4.447876448,0.787644788,2.131274131,1.158301158,1.853281853,0.926640927,4.077220077,5.003861004,2.501930502,2.177606178,0.648648649,1.945945946,3.752895753,7.042471042,47.61904762,0.323943662,0.281690141
Damian Lillard,POR,0.44422043,0.491208791,0.370242215,0.895412844,0.516129032,8.832962138,19.88418708,5.973273942,12.16035635,2.859688196,7.723830735,6.521158129,7.28285078,0.614699332,4.302895323,4.917594655,5.86636971,0.908685969,0.267260579,2.632516704,2.031180401,27.0467706,58.57159393,0.38844086,0.366263441
Jeremy Lin,BRK,0.4375,0.479508197,0.371794872,0.815602837,0.51,7.134767837,16.30804077,4.770101925,9.94790487,2.364665912,6.3601359,4.688561721,5.748584371,0.448471121,5.055492639,5.50396376,7.501698754,1.671574179,0.570781427,3.506228766,3.220838052,21.32276331,56.59683144,0.39,0.3525
Shaun Livingston,GSW,0.547468354,0.549520767,0.333333333,0.7,0.549050633,4.630483271,8.457992565,4.603717472,8.377695167,0.026765799,0.080297398,1.124163569,1.605947955,0.749442379,3.292193309,4.041635688,3.720446097,1.017100372,0.535315985,1.632713755,3.211895911,10.41189591,56.80490654,0.009493671,0.189873418
Shawn Long,PHI,0.559633028,0.6,0.368421053,0.542857143,0.591743119,9.384615385,16.76923077,8.307692308,13.84615385,1.076923077,2.923076923,2.923076923,5.384615385,6.307692308,6.769230769,13.07692308,2,1.384615385,1.384615385,2,7.538461538,22.76923077,59.48553055,0.174311927,0.321100917
Kevon Looney,GSW,0.523364486,0.551020408,0.222222222,0.617647059,0.53271028,4.510067114,8.617449664,4.348993289,7.89261745,0.161073826,0.724832215,1.691275168,2.738255034,3.543624161,6.44295302,9.986577181,2.33557047,1.127516779,1.369127517,1.369127517,5.154362416,10.87248322,55.34601509,0.08411215,0.317757009
Brook Lopez,BRK,0.473549488,0.536305732,0.34625323,0.81043956,0.530716724,8.99189919,18.98829883,6.820882088,12.71827183,2.171017102,6.270027003,4.779477948,5.897389739,1.96039604,4.568856886,6.529252925,2.851485149,0.615661566,2.0090009,2.98109811,3.110711071,24.93429343,57.76333173,0.330204778,0.310580205
Robin Lopez,CHI,0.492903226,0.494178525,0,0.721153846,0.492903226,6.055482166,12.28533686,6.055482166,12.25363276,0,0.031704095,1.188903567,1.648612946,3.852047556,4.375165126,8.227212682,1.268163804,0.285336856,1.854689564,1.42668428,2.393659181,13.2998679,51.11116526,0.002580645,0.134193548
Kevin Love,CLE,0.426758939,0.470711297,0.372750643,0.871186441,0.510380623,7.066312997,16.55809019,4.297082228,9.128912467,2.769230769,7.429177719,4.908222812,5.633952255,2.826525199,9.892838196,12.7193634,2.215384615,1.012201592,0.420159151,2.329973475,2.387267905,21.81007958,57.28330658,0.448673587,0.340253749
Kyle Lowry,TOR,0.464052288,0.517777778,0.412393162,0.819178082,0.569172113,6.834224599,14.72727273,3.737967914,7.219251337,3.096256684,7.50802139,4.796791444,5.855614973,0.770053476,3.85026738,4.620320856,6.689839572,1.411764706,0.304812834,2.77540107,2.727272727,21.56149733,62.30298535,0.509803922,0.397603486
John Lucas III,MIN,0.25,0.333333333,0,0,0.25,3.272727273,13.09090909,3.272727273,9.818181818,0,3.272727273,0,0,0,0,0,3.272727273,6.545454545,0,0,0,6.545454545,25,0.25,0
Timothe Luwawu-Cabarrot,PHI,0.40166205,0.475,0.310559006,0.853658537,0.470914127,4.386554622,10.9210084,2.87394958,6.050420168,1.512605042,4.870588235,3.176470588,3.721008403,0.756302521,3.751260504,4.507563025,2.268907563,0.968067227,0.302521008,2.208403361,4.658823529,13.46218487,53.59895934,0.44598338,0.340720222
Trey Lyles,UTA,0.362186788,0.4,0.318627451,0.721518987,0.436218679,4.943005181,13.64766839,2.922279793,7.305699482,2.020725389,6.341968912,1.772020725,2.455958549,1.492227979,5.813471503,7.305699482,2.176165803,0.808290155,0.621761658,1.989637306,3.015544041,13.67875648,46.43701452,0.464692483,0.179954442
Shelvin Mack,UTA,0.446194226,0.509578544,0.308333333,0.688311688,0.494750656,5.078838174,11.38257261,3.973443983,7.797510373,1.105394191,3.585062241,1.58340249,2.300414938,0.597510373,3.226556017,3.82406639,4.600829876,1.254771784,0.089626556,2.688796681,2.987551867,12.84647303,51.82221365,0.31496063,0.202099738
Ian Mahinmi,WAS,0.585585586,0.585585586,0,0.573333333,0.585585586,4.216216216,7.2,4.216216216,7.2,0,0,2.789189189,4.864864865,3.048648649,6.681081081,9.72972973,1.232432432,2.140540541,1.556756757,2.205405405,5.837837838,11.22162162,60.06944444,0,0.675675676
Thon Maker,MIL,0.458563536,0.514018692,0.378378378,0.653061224,0.535911602,5.316725979,11.59430605,3.523131673,6.854092527,1.793594306,4.740213523,2.049822064,3.138790036,2.56227758,4.740213523,7.302491103,1.473309609,0.640569395,1.665480427,1.088967972,5.380782918,14.47686833,55.78593997,0.408839779,0.270718232
Boban Marjanovic,DET,0.545454545,0.545454545,0,0.810344828,0.545454545,8.846416382,16.21843003,8.846416382,16.21843003,0,0,5.774744027,7.126279863,5.651877133,10.32081911,15.97269625,1.105802048,0.737201365,1.47440273,1.228668942,3.071672355,23.46757679,60.62722194,0,0.439393939
Jarell Martin,MEM,0.38410596,0.388888889,0.36,0.8,0.413907285,3.741935484,9.741935484,3.161290323,8.129032258,0.580645161,1.612903226,2.580645161,3.225806452,2.709677419,7.741935484,10.4516129,0.516129032,1.096774194,0.580645161,1.806451613,5.870967742,10.64516129,47.68786127,0.165562914,0.331125828
Wesley Matthews,DAL,0.393152302,0.432065217,0.363256785,0.815642458,0.495867769,4.804809619,12.22124249,2.294188377,5.309819639,2.510621242,6.911422846,2.106613226,2.582765531,0.259719439,3.477354709,3.737074148,3.03006012,1.111022044,0.230861723,1.471743487,2.323046092,14.22685371,53.25354303,0.565525384,0.21133412
Luc Mbah a Moute,LAC,0.505291005,0.552238806,0.390909091,0.67816092,0.562169312,3.847789591,7.614997202,2.981533296,5.398992725,0.866256295,2.216004477,1.188584219,1.752658086,0.946838276,2.558477896,3.505316172,0.785674314,1.631785115,0.705092334,0.946838276,2.45775042,9.750419698,58.1339483,0.291005291,0.23015873
James Michael McAdoo,GSW,0.52991453,0.550458716,0.25,0.5,0.538461538,4.884026258,9.216630197,4.726477024,8.58643326,0.157549234,0.630196937,1.654266958,3.308533917,2.67833698,4.411378556,7.089715536,1.33916849,1.417943107,2.284463895,1.496717724,3.702407002,11.57986871,54.25155004,0.068376068,0.358974359
Patrick McCaw,GSW,0.432653061,0.532786885,0.333333333,0.783783784,0.516326531,3.553072626,8.212290503,2.17877095,4.089385475,1.374301676,4.122905028,0.972067039,1.240223464,0.737430168,2.648044693,3.38547486,2.581005587,1.072625698,0.502793296,1.206703911,2.078212291,9.452513966,53.96509492,0.502040816,0.151020408
Sheldon McClellan,WAS,0.4,0.511111111,0.233333333,0.851851852,0.446666667,3.763066202,9.407665505,2.885017422,5.644599303,0.87804878,3.763066202,2.885017422,3.386759582,0.50174216,3.763066202,4.264808362,1.881533101,1.003484321,0.25087108,0.6271777,2.132404181,11.28919861,51.79558011,0.4,0.36
C.J. McCollum,POR,0.480222068,0.506493506,0.420454545,0.911564626,0.544413602,8.909871245,18.55364807,6.527896996,12.88841202,2.381974249,5.665236052,3.450643777,3.785407725,0.772532189,2.974248927,3.746781116,3.669527897,0.927038627,0.540772532,2.214592275,2.600858369,23.65236052,58.48977305,0.305343511,0.204024983
T.J. McConnell,PHI,0.4609375,0.492341357,0.2,0.811111111,0.471679688,3.983122363,8.641350211,3.797468354,7.713080169,0.185654008,0.928270042,1.232067511,1.518987342,0.658227848,3.578059072,4.23628692,9.012658228,2.261603376,0.168776371,2.683544304,2.345991561,9.383966245,50.39883974,0.107421875,0.17578125
Chris McCullough,TOT,0.5,0.6,0.142857143,0.6,0.515625,7.2,14.4,6.75,11.25,0.45,3.15,1.35,2.25,4.05,4.5,8.55,0.9,0.9,0.9,1.35,3.15,16.2,52.63157895,0.21875,0.15625
K.J. McDaniels,TOT,0.455621302,0.553398058,0.303030303,0.842105263,0.514792899,5.489108911,12.04752475,4.063366337,7.342574257,1.425742574,4.704950495,2.281188119,2.708910891,1.069306931,4.776237624,5.845544554,0.926732673,1.354455446,1.283168317,2.067326733,3.493069307,14.68514851,55.45983201,0.390532544,0.224852071
Doug McDermott,TOT,0.44668008,0.5,0.371980676,0.845238095,0.524144869,5.299734748,11.86472149,3.461538462,6.923076923,1.838196286,4.941644562,1.694960212,2.00530504,0.477453581,3.795755968,4.273209549,1.384615385,0.310344828,0.119363395,0.907161804,1.885941645,14.13262599,55.43486403,0.416498994,0.169014085
JaVale McGee,GSW,0.652037618,0.66031746,0,0.504504505,0.652037618,10.13261164,15.53991881,10.13261164,15.34506089,0,0.194857916,2.728010825,5.407307172,4.871447903,7.01488498,11.88633288,0.828146143,0.925575101,3.263870095,1.948579161,5.309878214,22.9932341,64.15832971,0.012539185,0.347962382
Rodney McGruder,MIA,0.413043478,0.4875,0.331818182,0.61971831,0.492391304,3.479145473,8.423194303,2.14242116,4.394710071,1.336724313,4.028484232,0.805696846,1.300101729,1.739572737,2.966429298,4.706002035,2.270600203,0.824008138,0.329603255,1.02543235,2.563580875,9.100712106,50.58627148,0.47826087,0.154347826
Ben McLemore,SAC,0.429594272,0.46184739,0.382352941,0.752688172,0.507159905,5.510204082,12.82653061,3.520408163,7.62244898,1.989795918,5.204081633,2.142857143,2.846938776,0.581632653,3.397959184,3.979591837,1.56122449,0.887755102,0.183673469,1.897959184,3.306122449,15.15306122,53.81370673,0.405727924,0.221957041
Jordan McRae,CLE,0.386666667,0.404040404,0.352941176,0.794117647,0.446666667,5.4375,14.0625,3.75,9.28125,1.6875,4.78125,2.53125,3.1875,0.5625,3.1875,3.75,1.78125,0.75,0.5625,1.3125,2.90625,15.09375,48.79970902,0.34,0.226666667
Josh McRoberts,MIA,0.372881356,0.356321839,0.419354839,0.666666667,0.427966102,4.157480315,11.1496063,2.929133858,8.220472441,1.228346457,2.929133858,0.566929134,0.850393701,2.173228346,4.818897638,6.992125984,4.724409449,0.94488189,0.377952756,2.173228346,2.929133858,10.11023622,43.86684159,0.262711864,0.076271186
Jodie Meeks,ORL,0.40234375,0.394957983,0.408759124,0.878378378,0.51171875,5.024390244,12.48780488,2.292682927,5.804878049,2.731707317,6.682926829,3.170731707,3.609756098,0.243902439,3.512195122,3.756097561,2.195121951,1.658536585,0.195121951,1.756097561,2,15.95121951,56.66065983,0.53515625,0.2890625
Salah Mejri,DAL,0.642335766,0.649253731,0.333333333,0.590163934,0.645985401,3.500552486,5.449723757,3.460773481,5.33038674,0.039779006,0.119337017,1.432044199,2.426519337,3.858563536,8.393370166,12.2519337,0.556906077,1.272928177,2.426519337,1.591160221,6.04640884,8.472928177,65.00244141,0.02189781,0.445255474
Jordan Mickey,BOS,0.441176471,0.454545455,0,0.571428571,0.441176471,3.829787234,8.680851064,3.829787234,8.425531915,0,0.255319149,2.042553191,3.574468085,3.319148936,5.361702128,8.680851064,1.787234043,0.765957447,1.531914894,2.29787234,3.063829787,9.70212766,47.31075697,0.029411765,0.411764706
Khris Middleton,MIL,0.45045045,0.458515284,0.432692308,0.880434783,0.518018018,6.07424072,13.4848144,4.251968504,9.273340832,1.822272216,4.211473566,3.280089989,3.725534308,0.445444319,4.535433071,4.98087739,4.008998875,1.660292463,0.283464567,2.632170979,3.199100112,17.25084364,57.03116633,0.312312312,0.276276276
C.J. Miles,IND,0.43431221,0.470588235,0.413202934,0.903225806,0.564914992,5.695945946,13.11486486,2.27027027,4.824324324,3.425675676,8.290540541,1.702702703,1.885135135,0.608108108,4.033783784,4.641891892,0.972972973,0.932432432,0.506756757,0.810810811,3.060810811,16.52027027,59.23653913,0.632148377,0.14374034
Mike Miller,DEN,0.391304348,0.333333333,0.4,1,0.565217391,2.145695364,5.483443709,0.238410596,0.715231788,1.907284768,4.768211921,0.476821192,0.476821192,0.715231788,8.582781457,9.298013245,5.245033113,0.476821192,0,3.099337748,2.145695364,6.675496689,58.62646566,0.869565217,0.086956522
Patty Mills,SAS,0.438906752,0.473684211,0.412921348,0.825,0.557073955,5.603192702,12.76624857,2.58608894,5.459521095,3.017103763,7.30672748,1.354618016,1.641961231,0.492588369,2.421892816,2.914481186,5.74686431,1.334093501,0.061573546,2.072976055,2.237172178,15.57810718,57.7449787,0.572347267,0.128617363
Elijah Millsap,PHO,0.142857143,0.2,0,0.5,0.142857143,1.565217391,10.95652174,1.565217391,7.826086957,0,3.130434783,1.565217391,3.130434783,4.695652174,4.695652174,9.391304348,1.565217391,0,0,3.130434783,3.130434783,4.695652174,19.03553299,0.285714286,0.285714286
Paul Millsap,ATL,0.442386831,0.485636115,0.31120332,0.767901235,0.480967078,6.606914213,14.9346991,5.454545455,11.23175416,1.152368758,3.702944942,4.778489117,6.222791293,1.705505762,6.483994878,8.18950064,3.871959027,1.38284251,0.95262484,2.42765685,2.85787452,19.1446863,54.16449313,0.247942387,0.416666667
Nikola Mirotic,CHI,0.4128,0.52016129,0.342175066,0.7734375,0.516,5.531864205,13.40083383,2.765932102,5.317450864,2.765932102,8.083382966,2.122692079,2.744490768,1.307921382,6.925550923,8.233472305,1.60810006,1.136390709,1.200714711,1.693865396,2.744490768,15.95235259,54.59989432,0.6032,0.2048
Greg Monroe,MIL,0.533057851,0.53601108,0,0.740585774,0.533057851,7.642347778,14.33680746,7.642347778,14.25781679,0,0.078990675,3.495337356,4.719692814,3.297860669,7.207899067,10.50575974,3.692814043,1.816785518,0.75041141,2.764673615,3.317608338,18.78003291,57.2092016,0.005509642,0.329201102
E'Twaun Moore,NOP,0.457189015,0.501216545,0.370192308,0.77027027,0.519386107,5.597802198,12.24395604,4.074725275,8.12967033,1.523076923,4.114285714,1.127472527,1.463736264,0.652747253,2.353846154,3.006593407,3.243956044,0.989010989,0.632967033,1.226373626,2.591208791,13.84615385,53.71723249,0.336025848,0.119547658
Marcus Morris,DET,0.418073486,0.466153846,0.330532213,0.783783784,0.476663357,5.90877193,14.13333333,4.252631579,9.122807018,1.656140351,5.010526316,2.035087719,2.596491228,1.080701754,4.056140351,5.136842105,2.245614035,0.729824561,0.350877193,1.221052632,2.357894737,15.50877193,50.76258728,0.354518371,0.183714002
Markieff Morris,WAS,0.456692913,0.483405483,0.362244898,0.837209302,0.496625422,6.156697557,13.48104465,5.080033698,10.50884583,1.076663858,2.972198821,2.729570345,3.260320135,1.622577928,5.838247683,7.460825611,1.910699242,1.243470935,0.636899747,1.956192081,3.851727043,16.11962932,54.03619357,0.220472441,0.241844769
Anthony Morrow,TOT,0.388888889,0.478991597,0.308270677,0.918918919,0.470238095,4.941176471,12.70588235,2.87394958,6,2.067226891,6.705882353,1.714285714,1.865546218,0.605042017,0.957983193,1.56302521,1.260504202,1.210084034,0.100840336,0.302521008,2.218487395,13.66386555,50.50693306,0.527777778,0.146825397
Donatas Motiejunas,NOP,0.413043478,0.505494505,0.234042553,0.510204082,0.452898551,4.283924843,10.37160752,3.457202505,6.839248434,0.826722338,3.532359081,1.878914405,3.682672234,1.954070981,5.636743215,7.590814196,2.555323591,1.352818372,0.826722338,2.329853862,4.133611691,11.27348643,47.00426172,0.34057971,0.355072464
Timofey Mozgov,LAL,0.515243902,0.516819572,0,0.807692308,0.515243902,5.510869565,10.69565217,5.510869565,10.66304348,0,0.032608696,2.054347826,2.543478261,3.391304348,5.217391304,8.608695652,1.402173913,0.52173913,1.010869565,2.347826087,4.336956522,13.07608696,55.33782292,0.00304878,0.237804878
Emmanuel Mudiay,DEN,0.377495463,0.407506702,0.314606742,0.784431138,0.42831216,5.325746799,14.10810811,3.891891892,9.550497866,1.433854908,4.557610242,3.354196302,4.275960171,0.742532006,3.815078236,4.557610242,5.556187767,1.049786629,0.332859175,3.149359886,2.432432432,15.43954481,48.2801691,0.323049002,0.303085299
Shabazz Muhammad,MIN,0.481605351,0.528761062,0.335616438,0.773684211,0.522575251,6.839050132,14.2005277,5.675461741,10.73350923,1.163588391,3.46701847,3.490765172,4.511873351,1.994722955,3.229551451,5.224274406,0.831134565,0.522427441,0.142480211,1.329815303,2.042216359,18.33245383,56.6314554,0.244147157,0.317725753
Dejounte Murray,SAS,0.431034483,0.440860215,0.391304348,0.7,0.469827586,5.590062112,12.9689441,4.583850932,10.39751553,1.00621118,2.571428571,2.347826087,3.354037267,0.670807453,4.024844721,4.695652174,5.366459627,0.894409938,0.670807453,4.248447205,3.242236025,14.53416149,50.30959752,0.198275862,0.25862069
Jamal Murray,DEN,0.404109589,0.466321244,0.334302326,0.883333333,0.482876712,6.020408163,14.89795918,3.673469388,7.87755102,2.346938776,7.020408163,2.163265306,2.448979592,0.836734694,3.530612245,4.367346939,3.469387755,1.06122449,0.489795918,2.306122449,2.530612245,16.55102041,51.80122637,0.471232877,0.164383562
Mike Muscala,ATL,0.504451039,0.546255507,0.418181818,0.765625,0.572700297,4.947453517,9.80759903,3.6087308,6.606305578,1.338722716,3.201293452,1.426030719,1.862570736,2.211802749,4.77283751,6.984640259,2.764753436,0.873080032,1.193209378,1.600646726,2.822958771,12.65966047,59.56293132,0.326409496,0.189910979
Larry Nance Jr.,LAL,0.526315789,0.553846154,0.277777778,0.7375,0.540166205,4.743411928,9.012482663,4.493758669,8.113730929,0.249653259,0.898751734,1.47295423,1.997226075,2.995839112,6.216366158,9.21220527,2.39667129,2.047156727,0.998613037,1.398058252,3.719833564,11.20943135,56.66330136,0.099722992,0.221606648
Shabazz Napier,POR,0.398907104,0.428571429,0.369565217,0.775510204,0.491803279,5.1328125,12.8671875,2.7421875,6.3984375,2.390625,6.46875,2.671875,3.4453125,0.5625,3.7265625,4.2890625,4.7109375,2.25,0.140625,2.8828125,2.671875,15.328125,53.28509973,0.50273224,0.267759563
Maurice Ndour,NYK,0.453488372,0.481012658,0.142857143,0.730769231,0.459302326,4.241691843,9.35347432,4.132930514,8.592145015,0.108761329,0.761329305,2.066465257,2.827794562,2.392749245,4.567975831,6.960725076,0.870090634,1.63141994,0.870090634,1.305135952,3.262839879,10.65861027,50.28735632,0.081395349,0.302325581
Gary Neal,ATL,0,0,0,1,0,0,14,0,10,0,4,8,8,0,2,2,2,0,0,0,2,8,22.83105023,0.285714286,0.571428571
Jameer Nelson,DEN,0.443708609,0.489425982,0.388278388,0.714285714,0.531456954,4.717848411,10.63276284,2.851833741,5.826894866,1.86601467,4.805867971,0.792176039,1.109046455,0.492909535,2.887041565,3.3799511,6.777506112,0.933007335,0.140831296,2.270904645,3.46797066,12.09388753,54.37535617,0.451986755,0.104304636
Raul Neto,UTA,0.450549451,0.516666667,0.322580645,0.888888889,0.505494505,4.265895954,9.468208092,3.225433526,6.242774566,1.040462428,3.225433526,0.832369942,0.936416185,0.416184971,2.705202312,3.121387283,3.537572254,2.184971098,0.520231214,1.560693642,4.994219653,10.40462428,52.65374895,0.340659341,0.098901099
Georges Niang,IND,0.25,0.333333333,0.083333333,1,0.263888889,3.483870968,13.93548387,3.096774194,9.290322581,0.387096774,4.64516129,0.774193548,0.774193548,0.774193548,5.806451613,6.580645161,1.935483871,1.161290323,0,1.935483871,2.322580645,8.129032258,28.47071584,0.333333333,0.055555556
Andrew Nicholson,TOT,0.387387387,0.452380952,0.185185185,0.642857143,0.40990991,4.526315789,11.68421053,4,8.842105263,0.526315789,2.842105263,0.947368421,1.473684211,1.578947368,4.842105263,6.421052632,1.052631579,1.684210526,0.631578947,1.789473684,5.789473684,10.52631579,42.67668146,0.243243243,0.126126126
Joakim Noah,NYK,0.492537313,0.495,0,0.435897436,0.492537313,3.511330049,7.129064039,3.511330049,7.093596059,0,0.03546798,1.20591133,2.766502463,5.710344828,8.547783251,14.25812808,3.65320197,1.064039409,1.312315271,2.057142857,4.504433498,8.228571429,49.2945776,0.004975124,0.388059701
Nerlens Noel,TOT,0.595469256,0.597402597,0,0.693693694,0.595469256,6.326647564,10.62464183,6.326647564,10.59025788,0,0.034383954,2.64756447,3.816618911,3.197707736,6.911174785,10.10888252,1.719197708,2.23495702,1.753581662,1.753581662,4.332378224,15.3008596,62.17862732,0.003236246,0.359223301
Lucas Nogueira,TOR,0.66025641,0.694444444,0.25,0.656716418,0.669871795,3.408088235,5.161764706,3.308823529,4.764705882,0.099264706,0.397058824,1.455882353,2.216911765,2.713235294,5.327205882,8.040441176,1.389705882,1.720588235,2.977941176,1.522058824,4.533088235,8.371323529,68.20142333,0.076923077,0.429487179
Steve Novak,MIL,0.285714286,1,0.166666667,0,0.357142857,3.272727273,11.45454545,1.636363636,1.636363636,1.636363636,9.818181818,0,0,0,4.909090909,4.909090909,0,0,0,0,1.636363636,8.181818182,35.71428571,0.857142857,0
Dirk Nowitzki,DAL,0.436578171,0.462686567,0.377990431,0.875,0.494837758,7.483146067,17.14044944,5.485955056,11.85674157,1.997191011,5.283707865,2.47752809,2.831460674,0.581460674,8.342696629,8.924157303,2.073033708,0.758426966,0.960674157,1.289325843,2.856741573,19.44101124,52.86822132,0.308259587,0.16519174
Jusuf Nurkic,TOT,0.507490637,0.508442777,0,0.571428571,0.507490637,7.013659238,13.82027318,7.013659238,13.79439252,0,0.025880661,3.105679367,5.434938893,3.985621855,8.100647017,12.08626887,3.183321352,1.29403307,1.915168943,3.700934579,4.166786485,17.13299784,52.84163474,0.001872659,0.393258427
David Nwaba,LAL,0.580246914,0.605263158,0.2,0.641025641,0.586419753,4.261964736,7.345088161,4.171284635,6.891687657,0.090680101,0.453400504,2.267002519,3.536523929,1.450881612,4.171284635,5.622166247,1.269521411,1.17884131,0.634760705,0.997481108,3.264483627,10.88161209,61.12469438,0.061728395,0.481481481
Johnny O'Bryant,TOT,0.5,0.5,0.5,0.833333333,0.55,6.75,13.5,5.4,10.8,1.35,2.7,2.25,2.7,4.05,4.5,8.55,2.7,0,0.45,2.7,4.5,17.1,58.21078431,0.2,0.2
Kyle O'Quinn,NYK,0.520581114,0.537878788,0.117647059,0.771084337,0.523002421,6.297803092,12.09764036,6.239218877,11.59967453,0.058584215,0.497965826,1.874694874,2.431244915,4.598860862,8.260374288,12.85923515,3.427176566,1.054515867,3.04637917,2.226200163,5.096826688,14.52888527,55.16995907,0.041162228,0.200968523
Daniel Ochefu,WAS,0.444444444,0.444444444,0,0,0.444444444,5.76,12.96,5.76,12.96,0,0,0,0.96,2.4,8.16,10.56,1.44,0.96,0,1.44,8.16,11.52,43.04160689,0,0.074074074
Jahlil Okafor,PHI,0.513800425,0.513800425,0,0.670886076,0.513800425,7.682539683,14.95238095,7.682539683,14.95238095,0,0,3.365079365,5.015873016,2.571428571,5.047619048,7.619047619,1.841269841,0.634920635,1.555555556,2.888888889,3.873015873,18.73015873,54.57707393,0,0.335456476
Victor Oladipo,OKC,0.442060086,0.49137931,0.360795455,0.753246753,0.510193133,6.675067507,15.09990999,4.617461746,9.396939694,2.057605761,5.702970297,1.879387939,2.495049505,0.631863186,4.082808281,4.714671467,2.851485149,1.263726373,0.340234023,1.927992799,2.511251125,17.28712871,53.36280707,0.377682403,0.165236052
Kelly Olynyk,BOS,0.511811024,0.607594937,0.354166667,0.731707317,0.578740157,6.085825748,11.89076723,4.494148244,7.396618986,1.591677503,4.494148244,2.10663199,2.879063719,1.685305592,6.741222367,8.426527958,3.464239272,1.006501951,0.678803641,2.247074122,4.845253576,15.86996099,60.30740767,0.377952756,0.242125984
Arinze Onuaku,ORL,0.5,0.5,0,0,0.5,2.571428571,5.142857143,2.571428571,5.142857143,0,0,0,0,2.571428571,5.142857143,7.714285714,2.571428571,0,1.285714286,2.571428571,3.857142857,5.142857143,50,0,0
Chinanu Onuaku,HOU,0.714285714,0.714285714,0,1,0.714285714,3.461538462,4.846153846,3.461538462,4.846153846,0,0,2.769230769,2.769230769,1.384615385,5.538461538,6.923076923,2.076923077,2.076923077,0.692307692,2.769230769,4.153846154,9.692307692,79.9086758,0,0.571428571
Kelly Oubre,WAS,0.42081448,0.519685039,0.287234043,0.757575758,0.481900452,4.171962617,9.914018692,2.960747664,5.697196262,1.211214953,4.21682243,1.682242991,2.220560748,1.368224299,4.463551402,5.831775701,1.054205607,1.300934579,0.381308411,1.099065421,4.373831776,11.23738318,51.5899168,0.425339367,0.2239819
Zaza Pachulia,GSW,0.534201954,0.537704918,0,0.777777778,0.534201954,4.65615142,8.716088328,4.65615142,8.659305994,0,0.056782334,2.782334385,3.577287066,3.974763407,7.665615142,11.64037855,3.747634069,1.675078864,0.936908517,2.498422713,4.712933754,12.09463722,58.76834786,0.006514658,0.410423453
Georgios Papagiannis,SAC,0.549019608,0.56,0,0.857142857,0.549019608,5.678873239,10.34366197,5.678873239,10.14084507,0,0.202816901,1.216901408,1.41971831,2.433802817,6.287323944,8.721126761,2.028169014,0.304225352,1.723943662,2.433802817,4.461971831,12.57464789,57.32248521,0.019607843,0.137254902
Jabari Parker,MIL,0.49017199,0.525157233,0.365168539,0.743119266,0.53009828,8.3125,16.95833333,6.958333333,13.25,1.354166667,3.708333333,3.375,4.541666667,1.645833333,4.895833333,6.541666667,2.958333333,1.0625,0.458333333,1.916666667,2.3125,21.35416667,56.32363285,0.218673219,0.267813268
Tony Parker,SAS,0.46572935,0.484,0.333333333,0.726495726,0.485940246,6.011342155,12.9073724,5.489603025,11.34215501,0.52173913,1.565217391,1.928166352,2.654064272,0.20415879,2.359168242,2.563327032,6.465028355,0.748582231,0.04536862,2.018903592,2.086956522,14.47258979,51.41181021,0.121265378,0.205623902
