Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%
Pops Mensah-Bonsu,23,DAL,NBA,2006-07,12,0,71,11,17,11,17,0,0,7,18,9,12,21,0,1,0,9,8,29,0.647058824,0.647058824,0.0,0.388888889,0.647058824
Predrag Drobnjak,26,SEA,NBA,2001-02,64,12,1174,191,414,191,412,0,2,55,73,75,144,219,51,20,31,51,109,437,0.461352657,0.463592233,0.0,0.753424658,0.461352657
Predrag Savovic,26,DEN,NBA,2002-03,27,0,256,29,93,25,67,4,26,21,29,9,16,25,22,14,1,21,33,83,0.311827957,0.373134328,0.153846154,0.724137931,0.333333333
Primoz Brezec,22,IND,NBA,2001-02,22,4,160,14,29,14,29,0,0,15,25,16,12,28,6,0,7,6,28,43,0.482758621,0.482758621,0.0,0.6,0.482758621
Quentin Richardson,20,LAC,NBA,2000-01,76,28,1358,232,525,182,374,50,151,99,158,105,152,257,62,42,7,64,98,613,0.441904762,0.486631016,0.331125828,0.626582278,0.48952381
Quincy Acy,22,TOR,NBA,2012-13,29,0,342,42,75,41,73,1,2,31,38,30,47,77,11,13,15,17,53,116,0.56,0.561643836,0.5,0.815789474,0.566666667
Quincy Douby,22,SAC,NBA,2006-07,42,0,359,48,126,36,76,12,50,11,15,11,26,37,15,15,4,15,21,119,0.380952381,0.473684211,0.24,0.733333333,0.428571429
Quincy Miller,20,DEN,NBA,2012-13,7,0,26,4,12,4,11,0,1,1,2,1,1,2,3,1,0,1,3,9,0.333333333,0.363636364,0.0,0.5,0.333333333
Quincy Pondexter,22,NOH,NBA,2010-11,66,6,734,73,180,55,130,18,50,24,34,23,65,88,28,17,10,16,63,188,0.405555556,0.423076923,0.36,0.705882353,0.455555556
Quinn Cook,23,TOT,NBA,2016-17,14,0,188,33,66,22,40,11,26,2,5,1,6,7,26,4,0,13,13,79,0.5,0.55,0.423076923,0.4,0.583333333
Quinton Ross,23,LAC,NBA,2004-05,78,19,1659,161,373,160,369,1,4,74,110,59,151,210,109,51,22,54,165,397,0.431635389,0.433604336,0.25,0.672727273,0.432975871
Qyntel Woods,21,POR,NBA,2002-03,53,0,334,59,118,56,109,3,9,7,20,15,38,53,12,15,1,23,36,128,0.5,0.513761468,0.333333333,0.35,0.512711864
R.J. Hunter,22,BOS,NBA,2015-16,36,0,315,36,98,17,35,19,63,6,7,2,35,37,13,14,4,11,29,97,0.367346939,0.485714286,0.301587302,0.857142857,0.464285714
Rafael Araujo,24,TOR,NBA,2004-05,59,41,736,76,175,75,172,1,3,43,55,59,126,185,16,21,8,52,157,196,0.434285714,0.436046512,0.333333333,0.781818182,0.437142857
Raja Bell,24,PHI,NBA,2000-01,5,0,30,2,7,1,4,1,3,0,0,0,1,1,0,1,0,2,1,5,0.285714286,0.25,0.333333333,0.0,0.357142857
Rajon Rondo,20,BOS,NBA,2006-07,78,25,1831,188,450,182,421,6,29,119,184,74,218,292,297,128,8,137,181,501,0.417777778,0.432304038,0.206896552,0.64673913,0.424444444
Rakeem Christmas,24,IND,NBA,2015-16,1,0,6,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,4,1.0,1.0,0.0,0.0,1.0
Ramon Sessions,21,MIL,NBA,2007-08,17,7,450,51,117,48,110,3,7,32,41,8,50,58,127,17,3,36,26,137,0.435897436,0.436363636,0.428571429,0.780487805,0.448717949
Randolph Morris,21,NYK,NBA,2006-07,5,0,44,1,6,1,6,0,0,2,6,1,8,9,1,2,1,2,4,4,0.166666667,0.166666667,0.0,0.333333333,0.166666667
Randy Foye,23,MIN,NBA,2006-07,82,12,1879,300,691,232,506,68,185,164,192,49,169,218,232,53,21,152,184,832,0.434153401,0.458498024,0.367567568,0.854166667,0.483357453
Randy Holcomb,26,CHI,NBA,2005-06,4,0,11,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1.0,1.0,0.0,0.0,1.0
Rashad McCants,21,MIN,NBA,2005-06,79,12,1362,241,535,174,355,67,180,78,106,29,114,143,63,44,22,86,176,627,0.45046729,0.490140845,0.372222222,0.735849057,0.513084112
Rashad Vaughn,19,MIL,NBA,2015-16,70,6,1001,81,266,38,119,43,147,12,15,11,77,88,39,29,16,28,73,217,0.304511278,0.319327731,0.292517007,0.8,0.385338346
Rasual Butler,23,MIA,NBA,2002-03,72,28,1514,207,572,157,401,50,171,76,104,29,157,186,93,21,43,77,105,540,0.361888112,0.391521197,0.292397661,0.730769231,0.405594406
Ratko Varda,22,DET,NBA,2001-02,1,0,6,2,3,2,3,0,0,1,1,0,1,1,0,0,0,1,3,5,0.666666667,0.666666667,0.0,1.0,0.666666667
Raul Lopez,23,UTA,NBA,2003-04,82,11,1617,223,517,198,432,25,85,101,117,24,131,155,305,62,2,174,200,572,0.431334623,0.458333333,0.294117647,0.863247863,0.455512573
Raul Neto,23,UTA,NBA,2015-16,81,53,1499,180,418,116,256,64,162,52,70,17,103,120,174,62,2,109,122,476,0.43062201,0.453125,0.395061728,0.742857143,0.507177033
Rawle Marshall,23,DAL,NBA,2005-06,23,9,241,24,60,23,57,1,3,22,29,8,23,31,10,8,7,15,17,71,0.4,0.403508772,0.333333333,0.75862069,0.408333333
Ray McCallum,22,SAC,NBA,2013-14,45,10,897,113,300,91,241,22,59,32,43,18,61,79,120,22,9,39,69,280,0.376666667,0.377593361,0.372881356,0.744186047,0.413333333
Raymond Felton,21,CHA,NBA,2005-06,80,54,2406,345,883,248,612,97,271,161,222,77,188,265,446,102,8,182,181,948,0.390713477,0.405228758,0.357933579,0.725225225,0.445639864
Reece Gaines,23,ORL,NBA,2003-04,38,1,364,25,86,22,76,3,10,16,25,8,31,39,40,11,2,18,22,69,0.290697674,0.289473684,0.3,0.64,0.308139535
Reggie Bullock,22,LAC,NBA,2013-14,43,0,395,43,121,21,48,22,73,7,9,11,43,54,12,9,1,13,26,115,0.355371901,0.4375,0.301369863,0.777777778,0.446280992
Reggie Evans,22,SEA,NBA,2002-03,67,60,1365,66,140,66,140,0,0,80,154,167,278,445,34,38,11,52,173,212,0.471428571,0.471428571,0.0,0.519480519,0.471428571
Reggie Jackson,21,OKC,NBA,2011-12,45,0,501,51,159,38,97,13,62,25,29,14,39,53,71,25,1,36,31,140,0.320754717,0.391752577,0.209677419,0.862068966,0.36163522
Reggie Williams,23,GSW,NBA,2009-10,24,10,782,140,283,107,191,33,92,52,62,18,92,110,66,23,6,29,49,365,0.494699647,0.560209424,0.358695652,0.838709677,0.553003534
Renaldo Balkman,22,NYK,NBA,2006-07,68,1,1064,139,275,134,248,5,27,51,90,97,197,294,44,57,44,49,146,334,0.505454545,0.540322581,0.185185185,0.566666667,0.514545455
Renaldo Major,24,GSW,NBA,2006-07,1,0,27,2,10,2,10,0,0,1,2,0,2,2,0,2,0,1,4,5,0.2,0.2,0.0,0.5,0.2
Richard Jefferson,21,NJN,NBA,2001-02,79,9,1917,270,591,257,535,13,56,189,265,85,208,293,140,64,48,107,211,742,0.456852792,0.480373832,0.232142857,0.713207547,0.4678511
Richaun Holmes,22,PHI,NBA,2015-16,51,1,702,114,222,106,178,8,44,51,74,62,73,135,33,19,40,32,92,287,0.513513514,0.595505618,0.181818182,0.689189189,0.531531532
Richie Frahm,26,SEA,NBA,2003-04,54,0,469,63,139,29,47,34,92,23,26,12,44,56,24,16,4,7,50,183,0.45323741,0.617021277,0.369565217,0.884615385,0.575539568
Ricky Ledo,21,DAL,NBA,2013-14,11,0,33,6,17,3,9,3,8,4,4,0,2,2,2,1,0,2,2,19,0.352941176,0.333333333,0.375,1.0,0.441176471
Ricky Rubio,21,MIN,NBA,2011-12,41,31,1404,139,389,107,295,32,94,126,157,21,150,171,336,91,8,131,97,436,0.357326478,0.362711864,0.340425532,0.802547771,0.398457584
Rob Kurz,23,GSW,NBA,2008-09,40,5,442,51,131,36,93,15,38,40,50,33,48,81,20,14,19,16,78,157,0.389312977,0.387096774,0.394736842,0.8,0.446564885
Robbie Hummel,24,MIN,NBA,2013-14,53,5,655,67,177,35,88,32,89,15,16,35,97,132,23,16,2,10,57,181,0.378531073,0.397727273,0.359550562,0.9375,0.468926554
Robert Archibald,22,MEM,NBA,2002-03,12,0,72,6,20,6,20,0,0,7,18,6,11,17,3,0,3,7,9,19,0.3,0.3,0.0,0.388888889,0.3
Robert Covington,23,HOU,NBA,2013-14,7,0,34,6,14,2,3,4,11,0,0,2,3,5,0,2,0,1,3,16,0.428571429,0.666666667,0.363636364,0.0,0.571428571
Robert Hite,23,MIA,NBA,2006-07,12,0,136,19,60,14,37,5,23,8,12,4,12,16,8,3,2,6,8,51,0.316666667,0.378378378,0.217391304,0.666666667,0.358333333
Robert Sacre,23,LAL,NBA,2012-13,32,3,203,18,48,18,48,0,0,7,11,9,25,34,6,0,10,10,38,43,0.375,0.375,0.0,0.636363636,0.375
Robert Swift,19,SEA,NBA,2004-05,16,0,72,5,11,5,11,0,0,5,9,1,4,5,2,1,7,4,16,15,0.454545455,0.454545455,0.0,0.555555556,0.454545455
Robert Whaley,23,UTA,NBA,2005-06,23,0,212,23,57,23,57,0,0,3,6,16,27,43,17,7,8,14,41,49,0.403508772,0.403508772,0.0,0.5,0.403508772
Robin Lopez,20,PHO,NBA,2008-09,60,7,614,71,137,71,136,0,1,47,68,52,66,118,8,11,41,28,97,189,0.518248175,0.522058824,0.0,0.691176471,0.518248175
Rodney Carney,22,PHI,NBA,2006-07,67,35,1169,182,392,157,320,25,72,53,87,39,89,128,26,38,23,43,118,442,0.464285714,0.490625,0.347222222,0.609195402,0.496173469
Rodney Hood,22,UTA,NBA,2014-15,50,21,1064,155,374,93,204,62,170,61,80,9,108,117,83,30,12,45,119,433,0.414438503,0.455882353,0.364705882,0.7625,0.497326203
Rodney McGruder,25,MIA,NBA,2016-17,78,65,1966,190,460,117,240,73,220,44,71,95,162,257,124,45,18,56,140,497,0.413043478,0.4875,0.331818182,0.61971831,0.492391304
Rodney Stuckey,21,DET,NBA,2007-08,57,2,1081,153,382,150,366,3,16,127,156,32,97,129,160,49,6,78,113,436,0.40052356,0.409836066,0.1875,0.814102564,0.404450262
Rodney White,21,DET,NBA,2001-02,16,0,129,21,60,19,51,2,9,12,14,2,16,18,12,9,2,14,6,56,0.35,0.37254902,0.222222222,0.857142857,0.366666667
Rodrigue Beaubois,21,DAL,NBA,2009-10,56,16,700,155,299,110,189,45,110,42,52,12,66,78,74,29,12,54,84,397,0.518394649,0.582010582,0.409090909,0.807692308,0.593645485
Roger Mason,22,CHI,NBA,2002-03,17,0,113,11,31,5,13,6,18,2,2,2,10,12,12,4,0,5,20,30,0.35483871,0.384615385,0.333333333,1.0,0.451612903
Roger Powell,24,UTA,NBA,2006-07,3,0,13,0,3,0,2,0,1,2,2,3,0,3,0,0,0,3,2,2,0.0,0.0,0.0,1.0,0.0
Roko Ukic,24,TOR,NBA,2008-09,72,0,890,123,324,112,262,11,62,44,60,27,48,75,153,30,2,60,77,301,0.37962963,0.427480916,0.177419355,0.733333333,0.396604938
Ron Baker,23,NYK,NBA,2016-17,52,13,857,82,217,59,131,23,86,28,43,12,86,98,107,34,8,56,74,215,0.377880184,0.450381679,0.26744186,0.651162791,0.430875576
Ronald Dupree,23,CHI,NBA,2003-04,47,8,893,111,282,107,273,4,9,66,105,55,112,167,55,32,18,51,134,292,0.393617021,0.391941392,0.444444444,0.628571429,0.40070922
Ronald Murray,23,TOT,NBA,2002-03,14,0,62,11,31,11,26,0,5,5,8,0,4,4,5,4,0,8,0,27,0.35483871,0.423076923,0.0,0.625,0.35483871
Rondae Hollis-Jefferson,21,BRK,NBA,2015-16,29,17,615,63,138,59,124,4,14,37,52,39,115,154,43,39,16,26,61,167,0.456521739,0.475806452,0.285714286,0.711538462,0.471014493
Ronnie Brewer,21,UTA,NBA,2006-07,56,14,675,102,193,102,184,0,9,56,83,37,38,75,24,37,6,24,44,260,0.528497409,0.554347826,0.0,0.674698795,0.528497409
Ronnie Price,22,SAC,NBA,2005-06,29,0,150,21,58,15,31,6,27,12,12,5,10,15,11,6,0,10,10,60,0.362068966,0.483870968,0.222222222,1.0,0.413793103
Ronny Turiaf,23,LAL,NBA,2005-06,23,1,161,15,30,15,30,0,0,15,27,11,26,37,8,3,10,7,30,45,0.5,0.5,0.0,0.555555556,0.5
Roy Hibbert,22,IND,NBA,2008-09,70,42,1009,198,420,198,420,0,0,98,147,115,128,243,49,20,76,55,215,494,0.471428571,0.471428571,0.0,0.666666667,0.471428571
Royal Ivey,23,ATL,NBA,2004-05,62,5,809,85,198,82,189,3,9,47,67,19,65,84,103,39,7,58,140,220,0.429292929,0.433862434,0.333333333,0.701492537,0.436868687
Royce White,22,SAC,NBA,2013-14,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Ruben Boumtje-Boumtje,23,POR,NBA,2001-02,33,1,245,13,32,13,32,0,0,13,25,21,34,55,4,3,16,14,38,39,0.40625,0.40625,0.0,0.52,0.40625
Ruben Garces,27,TOT,NBA,2000-01,13,0,73,7,22,7,22,0,0,2,8,16,13,29,5,3,2,5,14,16,0.318181818,0.318181818,0.0,0.25,0.318181818
Ruben Wolkowyski,27,SEA,NBA,2000-01,34,1,305,25,79,25,77,0,2,25,34,12,34,46,3,6,18,12,38,75,0.316455696,0.324675325,0.0,0.735294118,0.316455696
Rudy Fernandez,23,POR,NBA,2008-09,78,4,1993,268,630,109,232,159,398,120,143,47,160,207,159,69,12,86,111,815,0.425396825,0.469827586,0.399497487,0.839160839,0.551587302
Rudy Gay,20,MEM,NBA,2006-07,78,43,2103,321,760,269,617,52,143,152,209,93,255,348,100,71,74,140,192,846,0.422368421,0.435980551,0.363636364,0.727272727,0.456578947
Rudy Gobert,21,UTA,NBA,2013-14,45,0,434,36,74,36,74,0,0,32,65,51,104,155,7,8,41,32,57,104,0.486486486,0.486486486,0.0,0.492307692,0.486486486
Russ Smith,23,TOT,NBA,2014-15,12,0,65,8,25,6,14,2,11,12,13,1,5,6,8,3,0,12,13,30,0.32,0.428571429,0.181818182,0.923076923,0.36
Russell Westbrook,20,OKC,NBA,2008-09,82,65,2668,436,1095,401,966,35,129,349,428,178,221,399,435,110,16,274,191,1256,0.398173516,0.415113872,0.271317829,0.815420561,0.414155251
Ryan Anderson,20,NJN,NBA,2008-09,66,30,1312,160,407,91,218,69,189,98,116,104,207,311,52,44,20,63,157,487,0.393120393,0.417431193,0.365079365,0.844827586,0.477886978
Ryan Gomes,23,BOS,NBA,2005-06,61,33,1376,173,355,170,346,3,9,112,149,102,196,298,58,35,5,55,83,461,0.487323944,0.49132948,0.333333333,0.751677852,0.491549296
Ryan Hollins,22,CHA,NBA,2006-07,27,0,185,20,36,20,36,0,0,24,40,11,20,31,1,4,7,16,40,64,0.555555556,0.555555556,0.0,0.6,0.555555556
Ryan Humphrey,23,TOT,NBA,2002-03,48,1,444,35,120,35,120,0,0,23,39,34,65,99,11,9,18,23,75,93,0.291666667,0.291666667,0.0,0.58974359,0.291666667
Ryan Kelly,22,LAL,NBA,2013-14,59,25,1312,157,371,109,229,48,142,110,135,42,177,219,95,32,45,47,147,472,0.423180593,0.475982533,0.338028169,0.814814815,0.48787062
Ryan Reid,25,OKC,NBA,2011-12,5,0,17,4,5,4,5,0,0,0,0,1,1,2,0,0,0,1,1,8,0.8,0.8,0.0,0.0,0.8
Salah Mejri,29,DAL,NBA,2015-16,34,6,397,49,78,49,77,0,1,27,46,41,82,123,10,8,36,23,54,125,0.628205128,0.636363636,0.0,0.586956522,0.628205128
Salim Stoudamire,23,ATL,NBA,2005-06,61,1,1236,204,492,122,276,82,216,99,110,12,104,116,75,27,3,82,118,589,0.414634146,0.442028986,0.37962963,0.9,0.49796748
Sam Dekker,21,HOU,NBA,2015-16,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sam Young,24,MEM,NBA,2009-10,80,1,1321,224,497,213,441,11,56,136,175,77,124,201,52,34,20,94,106,595,0.450704225,0.482993197,0.196428571,0.777142857,0.461770624
Samardo Samuels,22,CLE,NBA,2010-11,37,10,701,110,241,110,238,0,3,68,110,75,83,158,17,15,18,53,88,288,0.456431535,0.462184874,0.0,0.618181818,0.456431535
Samuel Dalembert,20,PHI,NBA,2001-02,34,0,177,22,50,22,50,0,0,7,18,25,43,68,5,6,13,14,30,51,0.44,0.44,0.0,0.388888889,0.44
Sarunas Jasikevicius,29,IND,NBA,2005-06,75,15,1557,170,429,84,193,86,236,121,133,19,134,153,227,40,4,116,108,547,0.396270396,0.435233161,0.36440678,0.909774436,0.496503497
Sasha Kaun,30,CLE,NBA,2015-16,25,0,95,9,17,9,17,0,0,5,11,12,14,26,3,4,5,7,11,23,0.529411765,0.529411765,0.0,0.454545455,0.529411765
Sasha Pavlovic,20,UTA,NBA,2003-04,79,14,1144,149,376,130,306,19,70,65,84,44,115,159,60,41,16,67,187,382,0.396276596,0.424836601,0.271428571,0.773809524,0.421542553
Sasha Vujacic,20,LAL,NBA,2004-05,35,3,403,33,117,16,54,17,63,18,19,13,49,62,51,12,2,15,41,101,0.282051282,0.296296296,0.26984127,0.947368421,0.354700855
Scott Machado,22,HOU,NBA,2012-13,6,0,21,3,6,3,5,0,1,2,2,0,1,1,6,2,0,8,0,8,0.5,0.6,0.0,1.0,0.5
Scotty Hopson,24,CLE,NBA,2013-14,2,0,7,0,4,0,2,0,2,1,2,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.5,0.0
Sean Colson,25,TOT,NBA,2000-01,13,0,44,6,24,5,19,1,5,2,4,2,4,6,10,1,0,2,6,15,0.25,0.263157895,0.2,0.5,0.270833333
Sean Kilpatrick,25,MIN,NBA,2014-15,4,0,72,7,20,3,7,4,13,4,4,1,5,6,4,3,0,2,3,22,0.35,0.428571429,0.307692308,1.0,0.45
Sean Lampley,23,MIA,NBA,2002-03,35,0,487,56,129,56,125,0,4,57,82,26,57,83,31,7,3,25,43,169,0.434108527,0.448,0.0,0.695121951,0.434108527
Sean May,21,CHA,NBA,2005-06,23,1,398,70,171,70,166,0,5,49,64,42,67,109,22,17,12,33,58,189,0.409356725,0.421686747,0.0,0.765625,0.409356725
Sean Singletary,23,TOT,NBA,2008-09,37,2,303,31,85,21,60,10,25,18,21,10,25,35,29,11,0,23,45,90,0.364705882,0.35,0.4,0.857142857,0.423529412
Sean Williams,21,NJN,NBA,2007-08,73,29,1278,164,305,164,305,0,0,81,133,115,207,322,28,28,106,70,193,409,0.537704918,0.537704918,0.0,0.609022556,0.537704918
Sebastian Telfair,19,POR,NBA,2004-05,68,26,1330,169,430,152,361,17,69,105,133,10,94,104,224,35,4,125,120,460,0.393023256,0.421052632,0.246376812,0.789473684,0.412790698
Semaj Christon,24,OKC,NBA,2016-17,64,1,973,77,223,65,160,12,63,17,31,19,69,88,130,28,6,43,79,183,0.34529148,0.40625,0.19047619,0.548387097,0.372197309
Semih Erden,24,TOT,NBA,2010-11,41,8,595,62,111,62,111,0,0,39,60,37,81,118,20,15,24,34,104,163,0.558558559,0.558558559,0.0,0.65,0.558558559
Serge Ibaka,20,OKC,NBA,2009-10,73,0,1323,201,370,200,368,1,2,58,92,138,259,397,10,25,97,68,194,461,0.543243243,0.543478261,0.5,0.630434783,0.544594595
Sergei Monia,22,TOT,NBA,2005-06,26,15,343,29,87,20,53,9,34,10,14,11,41,52,19,7,5,12,41,77,0.333333333,0.377358491,0.264705882,0.714285714,0.385057471
Sergey Karasev,20,CLE,NBA,2013-14,22,1,156,12,35,8,16,4,19,9,10,0,16,16,6,3,1,11,22,37,0.342857143,0.5,0.210526316,0.9,0.4
Sergio Rodriguez,20,POR,NBA,2006-07,67,1,862,101,239,77,154,24,85,21,26,20,71,91,218,35,2,77,72,247,0.422594142,0.5,0.282352941,0.807692308,0.472803347
Seth Curry,23,TOT,NBA,2013-14,2,0,13,1,3,0,2,1,1,0,0,0,1,1,0,2,0,0,0,3,0.333333333,0.0,1.0,0.0,0.5
Shabazz Muhammad,21,MIN,NBA,2013-14,37,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,0.459677419,0.477876106,0.272727273,0.65,0.471774194
Shabazz Napier,23,MIA,NBA,2014-15,51,10,1012,87,228,44,110,43,118,44,56,17,96,113,130,40,4,81,76,261,0.381578947,0.4,0.36440678,0.785714286,0.475877193
Shane Battier,23,MEM,NBA,2001-02,78,78,3097,412,961,309,685,103,276,198,283,180,238,418,216,121,81,155,215,1125,0.428720083,0.451094891,0.373188406,0.699646643,0.482310094
Shane Edwards,26,CLE,NBA,2013-14,2,0,12,1,3,1,3,0,0,0,0,1,1,2,0,0,0,1,1,2,0.333333333,0.333333333,0.0,0.0,0.333333333
Shane Larkin,21,DAL,NBA,2013-14,48,0,489,52,137,40,99,12,38,16,25,11,31,42,71,26,1,39,46,132,0.379562044,0.404040404,0.315789474,0.64,0.423357664
Shannon Brown,21,CLE,NBA,2006-07,23,5,202,28,74,21,49,7,25,10,14,6,15,21,10,7,3,14,24,73,0.378378378,0.428571429,0.28,0.714285714,0.425675676
Sharrod Ford,24,PHO,NBA,2005-06,3,0,13,2,3,2,3,0,0,0,0,1,2,3,0,0,1,2,7,4,0.666666667,0.666666667,0.0,0.0,0.666666667
Shaun Livingston,19,LAC,NBA,2004-05,30,15,814,89,215,89,213,0,2,44,59,22,67,89,151,32,11,75,82,222,0.413953488,0.417840376,0.0,0.745762712,0.413953488
Shavlik Randolph,22,PHI,NBA,2005-06,57,1,487,44,97,44,97,0,0,43,71,55,78,133,19,19,12,21,83,131,0.453608247,0.453608247,0.0,0.605633803,0.453608247
Shawn Long,24,PHI,NBA,2016-17,18,0,234,61,109,54,90,7,19,19,35,41,44,85,13,9,9,13,49,148,0.559633028,0.6,0.368421053,0.542857143,0.591743119
Shawne Williams,20,IND,NBA,2006-07,46,3,556,75,160,56,108,19,52,11,20,33,50,83,22,6,8,24,69,180,0.46875,0.518518519,0.365384615,0.55,0.528125
Shayne Whittington,23,IND,NBA,2014-15,20,0,108,19,42,18,36,1,6,18,23,10,19,29,6,5,2,5,18,57,0.452380952,0.5,0.166666667,0.782608696,0.464285714
Shelden Williams,23,ATL,NBA,2006-07,81,31,1514,166,365,164,361,2,4,110,144,131,304,435,44,52,39,96,199,444,0.454794521,0.454293629,0.5,0.763888889,0.457534247
Sheldon McClellan,24,WAS,NBA,2016-17,30,3,287,30,75,23,45,7,30,23,27,4,30,34,15,8,2,5,17,90,0.4,0.511111111,0.233333333,0.851851852,0.446666667
Shelvin Mack,21,WAS,NBA,2011-12,64,0,779,88,220,76,178,12,42,42,59,12,80,92,131,28,2,48,50,230,0.4,0.426966292,0.285714286,0.711864407,0.427272727
Sherron Collins,23,CHA,NBA,2010-11,20,0,66,7,25,5,15,2,10,1,1,0,5,5,8,2,0,4,2,17,0.28,0.333333333,0.2,1.0,0.32
Sim Bhullar,22,SAC,NBA,2014-15,3,0,3,1,2,1,2,0,0,0,0,0,1,1,1,0,1,0,0,2,0.5,0.5,0.0,0.0,0.5
Skal Labissiere,20,SAC,NBA,2016-17,33,12,612,117,218,114,210,3,8,52,74,51,111,162,27,16,13,37,64,289,0.536697248,0.542857143,0.375,0.702702703,0.543577982
Slavko Vranes,21,POR,NBA,2003-04,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Smush Parker,21,CLE,NBA,2002-03,66,18,1103,136,338,98,220,38,118,98,118,29,90,119,162,48,12,133,106,408,0.402366864,0.445454545,0.322033898,0.830508475,0.458579882
Solomon Alabi,22,TOR,NBA,2010-11,12,0,59,3,15,3,15,0,0,0,2,7,7,14,2,2,2,3,5,6,0.2,0.2,0.0,0.0,0.2
Solomon Hill,22,IND,NBA,2013-14,28,0,226,17,40,10,17,7,23,6,7,9,32,41,12,5,2,13,19,47,0.425,0.588235294,0.304347826,0.857142857,0.5125
Solomon Jones,22,ATL,NBA,2006-07,58,8,666,65,128,65,127,0,1,59,75,49,87,136,11,11,42,25,124,189,0.5078125,0.511811024,0.0,0.786666667,0.5078125
Sonny Weems,22,DEN,NBA,2008-09,12,0,55,8,25,8,22,0,3,3,8,0,4,4,3,1,0,6,8,19,0.32,0.363636364,0.0,0.375,0.32
Soumaila Samake,22,NJN,NBA,2000-01,34,0,226,18,48,18,48,0,0,10,24,22,31,53,1,2,14,4,23,46,0.375,0.375,0.0,0.416666667,0.375
Speedy Claxton,23,PHI,NBA,2001-02,67,18,1528,181,452,177,419,4,33,114,136,46,114,160,198,95,6,95,145,480,0.400442478,0.422434368,0.121212121,0.838235294,0.404867257
Spencer Dinwiddie,21,DET,NBA,2014-15,34,1,455,51,169,39,104,12,65,31,34,4,44,48,104,19,6,33,53,145,0.301775148,0.375,0.184615385,0.911764706,0.337278107
Spencer Hawes,19,SAC,NBA,2007-08,71,8,931,146,318,142,297,4,21,38,58,68,162,230,44,14,40,56,128,334,0.459119497,0.478114478,0.19047619,0.655172414,0.465408805
Stanislav Medvedenko,21,LAL,NBA,2000-01,7,0,39,12,25,11,24,1,1,7,12,1,8,9,2,1,1,3,9,32,0.48,0.458333333,1.0,0.583333333,0.5
Stanley Johnson,19,DET,NBA,2015-16,73,6,1687,225,600,162,395,63,205,80,102,58,248,306,118,55,12,114,178,593,0.375,0.410126582,0.307317073,0.784313725,0.4275
Stephane Lasme,25,TOT,NBA,2007-08,16,4,303,32,71,32,71,0,0,19,32,26,27,53,3,13,22,15,35,83,0.450704225,0.450704225,0.0,0.59375,0.450704225
Stephen Curry,21,GSW,NBA,2009-10,80,77,2896,528,1143,362,763,166,380,177,200,48,308,356,472,152,19,243,252,1399,0.461942257,0.474442988,0.436842105,0.885,0.53455818
Stephen Graham,23,TOT,NBA,2005-06,22,0,175,21,54,19,44,2,10,14,15,5,22,27,7,5,2,13,31,58,0.388888889,0.431818182,0.2,0.933333333,0.407407407
Stephen Jackson,22,NJN,NBA,2000-01,77,40,1660,243,572,191,417,52,155,97,135,41,167,208,140,86,14,130,166,635,0.424825175,0.458033573,0.335483871,0.718518519,0.47027972
Stephen Zimmerman,20,ORL,NBA,2016-17,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,0.322580645,0.322580645,0.0,0.6,0.322580645
Steve Blake,23,WAS,NBA,2003-04,75,14,1392,157,407,82,205,75,202,55,67,18,99,117,209,57,7,128,100,444,0.385749386,0.4,0.371287129,0.820895522,0.477886978
Steve Goodrich,24,CHI,NBA,2000-01,12,0,133,7,18,6,15,1,3,4,7,7,14,21,6,2,1,8,14,19,0.388888889,0.4,0.333333333,0.571428571,0.416666667
Steve Novak,23,HOU,NBA,2006-07,35,1,191,18,50,5,11,13,39,2,2,4,22,26,6,5,0,4,21,51,0.36,0.454545455,0.333333333,1.0,0.49
Steven Adams,20,OKC,NBA,2013-14,81,20,1197,93,185,93,185,0,0,79,136,142,190,332,43,40,57,71,203,265,0.502702703,0.502702703,0.0,0.580882353,0.502702703
Steven Hill,23,OKC,NBA,2008-09,1,0,2,1,1,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,1.0,1.0,0.0,0.0,1.0
Steven Hunter,20,ORL,NBA,2001-02,53,21,516,67,147,67,147,0,0,55,94,40,57,97,5,5,43,16,81,189,0.455782313,0.455782313,0.0,0.585106383,0.455782313
Steven Smith,23,PHI,NBA,2006-07,8,0,28,2,8,2,8,0,0,1,2,1,5,6,0,1,0,2,4,5,0.25,0.25,0.0,0.5,0.25
